id,price,moonRank,score,storeURL
963,0.5,330,350,https://magiceden.io/item-details/2uHV6zu8jen7YfuBqS1waXXZDxh3eYAZoKggMqwszRan
971,0.95,46,110.99999999999999,https://magiceden.io/item-details/h87gHJLjM1FEoa8HghsXy7vbuUVFskTho7fUwj8Yzah
972,1.35,275,380,https://magiceden.io/item-details/Bv6JwcUHJibFnTyCtciMUvyFXD7oPakQ1AFZTLotSXpt
973,1.88,746,904,https://magiceden.io/item-details/H7kx9ni1MxgPHSfQj18rVnrpRMYnEMgwybLdsCcadd6N
978,0.9,1007,1067,https://magiceden.io/item-details/FVK7sV7svKege8wje3WYu74u47e5mJt9XFgzZbH5XHq9
979,42,985,5155,https://magiceden.io/item-details/9y2WiztaSXuqDhAZ5tqimqat6ZvTSHCMhtHzYi8sQpF4
981,1,838,908,https://magiceden.io/item-details/4PJPovYJVQwwFfby83QoqD1Bb65tL3tBJecodgg7eyiC
990,1.1,113,193,https://magiceden.io/item-details/3TnGRZgctpjR9hnXf3KFrLDKech99kWMJiW7X9FZqU6v
991,0.55,497,522,https://magiceden.io/item-details/3HJTgLj3nspJDTnLJ3ykqnst7A6MWBSMW2yippcyhvjB
996,1.69,702,841,https://magiceden.io/item-details/6pZe9cpCBmouid99o249mwSD9k4rjXwcuQugqUYggwv7
1009,1.2,678,768,https://magiceden.io/item-details/FieWCfuv98tocB9xTG2QWowuhmzjr7HcdWU57XgRgepv
1010,1,544,614,https://magiceden.io/item-details/EUWmL15Y3ZtnWCmcwSDgzUJzZf9k7JExA7brFhWj76PK
1011,0.3,991,991,https://magiceden.io/item-details/3bBNXUoDxNSNnccnzNE9nna5sd8stHLBoemS792mkfuW
1018,2,783,953,https://magiceden.io/item-details/EzLREdxpU4oGZDGwJ54xuQch5NiMrAXBSYiNGorUAtUD
1019,1.1,154,234,https://magiceden.io/item-details/EdLqnZAGLDZ9thrFrBexs5zW1sPQpH8cWSLNrsCKN4HE
1021,112,452,11622,https://magiceden.io/item-details/4C8UxNkBZKXHefbMs7AWMUuoW37JLdeJNCUH23udz3wj
1024,0.7,177,217,https://magiceden.io/item-details/DgWzkWnSz6BQxxaiDhojL9YjaV51o7PfirJ11iMTho9P
1029,1,631,701,https://magiceden.io/item-details/9zkzBhTtZLxhgm9b67YMj7rd9DrBiBBPhGdju5bUg2o1
1037,42,586,4756,https://magiceden.io/item-details/2Rx6hCuv8aHuebL6yjoQco15PtV6SFhdk5stoJz6cA8D
1044,4,684,1054,https://magiceden.io/item-details/GukbMxPXV7E9YXqJThTZCmzxcpWX8aaypwLEyQ6vC7zo
1046,46,520,5090,https://magiceden.io/item-details/3YmR9648s3jYpcN1UvckhnAtxwjvJY7W3W6v6MKHnzwk
1048,2.45,96,311,https://magiceden.io/item-details/E8mzqbSGixXBWB8MEXpswEGCa7V7uG5FhNr1d1aADjTh
1050,4,228,598,https://magiceden.io/item-details/8j6zFyGyhkhLnAUUejrpAgT7LfsF55LYA7PBLFVKCJE6
1053,3.66,81,417.00000000000006,https://magiceden.io/item-details/4hwPYDHGee8ZryiLSNb197CC3PmArEfGxVUTsjR21kCN
1055,1.25,635,730,https://magiceden.io/item-details/2BD5GPTcttLVVBBti644Fuxs6tYkV9PhNEiqCpCNFtTo
1059,1,174,244,https://magiceden.io/item-details/ZfEXtYmdxV85ihFRxtaDXW4Jzb8kE3gnU4EHaXmY9BM
1070,7.9,1000,1760,https://magiceden.io/item-details/AEkeeiBd8zrSnSaqgCD1hJWD8GSKvbjR4DdaE91VThfp
1075,0.39,815,824,https://magiceden.io/item-details/HbUGPBitT8sXZeU2hKajfZtZE4U7gMmbd8fwJs7iLJiR
1077,0.89,856,915,https://magiceden.io/item-details/ERaTgr8MJ8mWuCQUih66wC5UU1v3ehKG9XoM1ZfVNgnR
1082,1.1,259,339,https://magiceden.io/item-details/FghLRYeKBcwikwuqWuukcbk3JftzmmdhsrQ218TJCV6g
1084,6,754,1324,https://magiceden.io/item-details/AkkSEKcYmon3No5hUfcjRqkyXozSrdDmpbuExQXLZuGn
1085,1.6,86,216,https://magiceden.io/item-details/4nYTHjxXtpLbCKhmQxyYHMGtWEwsRXzcHPAyjBqbcWj4
1101,1.55,682,807,https://magiceden.io/item-details/GbhtwRPTm1MZYNcTF7S9ZrBvBNm1cc31uBGNizotNoD7
