id,price,moonRank,💎 score (%),storeURL,accessory,background,beak,brick,clothing,ears,eyes,feathers,hat,item
948,0.5,5192,63.87,https://magiceden.io/item-details/2SAgXnj45GxbBygWXDCD1cSU3uTSKpboAhFYnVeXSTdJ,none,polkadot,normal,,none,none,ditto,pink,top-hat,none
957,0.7,5052,62.72,https://magiceden.io/item-details/7Y3qwMreLx4GDAb96fbKYNjRm33BobBKwh9Z1sbyhj6N,none,eggplant,glow-up,,nipples,none,normal,white,head-in-a-jar,none
981,0.71,2517,78.02,https://magiceden.io/item-details/GeLcDrMpCXxnwmXRdiwaZjA1wNzuqEBVNgYF1kagdnfM,none,polkadot,normal,,skater,ruby,normal,white,devil,none
984,0.45,595,92.29,https://magiceden.io/item-details/3vcHVtQrZxaHHXQfgpTZiHfjCy4v8NVbVYzXcNfGhw1w,none,peach,normal,,skater,diamond,normal,white,crown,red-power-meter
999,8,1175,13.26,https://alpha.art/t/2fi91HiJiaSkZjHS2C18R5XgGEtn7e1ztMBuwVSkyRHu,none,hardboiled,pink,,gold-chain,none,nerd,minty,blue-baseball-cap,none
1020,0.6,5272,62.39,https://magiceden.io/item-details/2iTomkh29cbV4rGMvCbk3QusvzU8dxr4HfmCNtGepuYz,none,rose,earth,,frankenduck,none,squinting,yellow,green-touque,none
1021,0.649,3876,70.37,https://magiceden.io/item-details/Euug1JY6o39RJmEy3S3LeWHwmjG7MJgikcn9z3ZPj4Xi,none,rose,earth,,choker,none,normal,pink,rubber-duck,none
1044,0.16,243,97.32,https://magiceden.io/item-details/7TgnkhRXrnLj2iBaqDANsTPcq8CmnDeSYanQdxLMdiEa,cig,hardboiled,normal,,collar,gold,nerd,white,blue-baseball-cap,vr-blockchain
1052,1,2313,76.35,https://alpha.art/t/5Ct7dC7xFJtijxBh2KB5PHySYWZxpkCr47kw8B3mG34x,vape,forest,pika,,interview,none,really-close,white,none,red-power-meter
1056,0.7,5281,61.33,https://alpha.art/t/2NqKRmBiZcGqA6WTgmFBGgyDHNMbLAMgSk3pS1qJcBjK,none,lavender,normal,,none,none,squinting,minty,toddler,none
1076,0.55,6381,56.15,https://alpha.art/t/CUZrZJGoo8eF6oDyBadjDpZvTkzN5wy7M1kgnmj5Z1vU,none,peach,pika,,none,none,normal,white,top-hat,none
1078,0.4,4515,68.98,https://magiceden.io/item-details/2iNN2vCmHUNWqkBDKhvynaAQawatZirsv1KsJbdokQQ3,none,forest,chad,,none,none,terminator,yellow,crown-jewel,none
1106,0.13,5402,66.3,https://magiceden.io/item-details/7h6dRQc6WHJnDS6PSpfwKNiwZd3vXuSHV9ZoRiLrwzrF,none,blue,glow-up,,skater,none,squinting,white,joker-top-hat,none
1134,0.11,2639,83.27,https://magiceden.io/item-details/BiXsQugAZ6Ld29odRWUaTW6xUs5nKyBtaipp7eisgHkA,pipe,brick,normal,,blue-sweater,none,kiss,yellow,devo-touque,none
1168,0.15,6421,59.91,https://magiceden.io/item-details/8HUnDvGoDct1FqAwPxE61DAzdqbsEz2c1YqSuSSzykjw,none,forest,normal,,interview,none,normal,yellow,athlete,none
1174,0.9,6083,54.46,https://magiceden.io/item-details/AahnGCmmJPEBFNHtpfUc3gaLopXjJN1BJ99zDC61WKEr,none,rose,normal,,choker,none,squinting,yellow,toddler,none
1185,0.7,4554,65.75,https://magiceden.io/item-details/FUNs6m4a5hWHpSTLAuapEcswaGaDqQzn8puLMiZvuVkF,none,peach,blue,,yellow-trekkie,none,squinting,yellow,devil,none
1202,21,12,0,https://alpha.art/t/H1tf9EychpJcYGJNMzJ6RX2E9SMSqyxV2eaCYDW5rV5c,soda,hardboiled,blue,,none,ruby,half-moon,minty,space-cadet,eyepatch
1204,0.15,6314,60.56,https://magiceden.io/item-details/B7yDnPuPMcP4icwhdpqjppSz84WapcKAGYApQ38B6tkQ,none,forest,blue,,none,none,ditto,blue,none,none
1208,0.8,4504,65.05,https://magiceden.io/item-details/GFBDneGhjXhyjaJ2mj6U25WPSRNSC5sonMMLBBA69rco,none,forest,glow-up,,green-T,gold,grandpa,white,none,none
1211,0.7,109,92.74,https://magiceden.io/item-details/9sYhdRcHZNWE3CaSBdVTUGAowAguxjS6EVQTb8EHfRQW,soda,brick,brown,,none,gold,squinting,yellow,none,bitcoin-vision
1212,0.69,6105,56.43,https://magiceden.io/item-details/9i23pwvKKqNtiNsyPzHgYdoYuVy1gqfnKWfUpMynUHez,none,blue,normal,,none,none,nerd,pink,blue-baseball-cap,none
1213,0.1,1402,90.89,https://magiceden.io/item-details/7anP8ywGi1a4avSys7KfSVkHw2ndHTSXi2syg48LWrKD,none,brick,blue,,blue-trekkie,ruby,t,yellow,toddler,none
1262,0.12,759,94.59,https://magiceden.io/item-details/GQg5JhNmPCE5ibp22NqoPCe4JBByp9ZKu9D2qGDB2Rxi,cig,blue,pika,,green-T,none,half-moon,white,rambo,vr-blockchain
1265,0.3,1478,88.42,https://magiceden.io/item-details/33ApkWMCxF4bjgvLQb9E1UjosQftLvxrJSpiyXW5Ams1,none,forest,glow-up,,collar,gold,squinting,white,top-hat,subordinate
1295,0.1,1520,90.17,https://magiceden.io/item-details/GjH9jbyBB9XGViRjQdgSxNuQpDLC8wLETQYpEBSHsvu6,none,forest,brown,,interview,none,ditto,blue,athlete,vr-blockchain
1325,0.3,6569,57.51,https://alpha.art/t/6qWzS7t49mvN4zedHFwLDBCWJpRB7vKNGWvPuQLPAufU,none,forest,normal,,none,none,normal,white,black-touque,none
1340,0.33,4109,72.15,https://magiceden.io/item-details/6X1i3Z6kWGtXYQX383Z9WPBeZZjkTckSdw87u9M32H4L,none,forest,earth,,interview,none,half-moon,white,mclovin,none
1343,0.8,1885,80.95,https://magiceden.io/item-details/3sw7QAvVJGhfmWAV3MmeBbvdUZfEPZ4NJz1s7oeXrr2r,kissed,peach,brown,,intergalactic-suspenders,none,normal,yellow,santa-hat,none
1347,0.45,2355,81.6,https://magiceden.io/item-details/7FaDiyP74ZBPmiNLPMUEa4Ghz6jfQNLMzNYwCvttp1gA,none,lavender,pika,,skater,none,squinting,minty,rubber-duck,none
1349,0.6,3717,71.83,https://magiceden.io/item-details/9s8F6ecQq9y31a6nw1f2Q99HHARNf1PH5qV9qXsPHBru,none,rose,normal,,honest-work-overalls,none,ditto,blue,santa-hat,none
1358,0.5,3206,75.93,https://magiceden.io/item-details/9o5yzJRv2xWsaCkGrCUEuo65CU4kT23dc6fFREwa7kx2,none,forest,brown,,interview,none,nerd,yellow,athlete,eyepatch
1369,0.48,1877,84.2,https://magiceden.io/item-details/4PtTeetDpbzgxCqKwrHpUMbsimwHMfqBEZBSTejHoCQC,none,eggplant,chad,,blue-trekkie,none,nerd,white,none,red-power-meter
1387,0.4,6393,57.58,https://magiceden.io/item-details/2R6emStb9TL8bTBjkLcm24BU9trx6iQcBM7CMQ57aKbU,none,eggplant,normal,,jail,none,squinting,pink,none,none
1389,0.77,3289,72.73,https://magiceden.io/item-details/FXyr7dNZZdiGirJCKuwJ48cqKj4AvgCkWdVmcxDvTC55,fang,hardboiled,brown,,none,none,normal,white,rubber-duck,none
1396,0.209999999,4931,68.36,https://alpha.art/t/EWvxKFowNWmXkJAkqpmJfsygYVAx1MHNwASdw4Ghcxwm,cig,blue,blue,,honest-work-overalls,none,normal,yellow,blue-baseball-cap,none
1401,0.25,3519,76.53,https://magiceden.io/item-details/8EofvewciCkpxT2NevPk9SoGi7QqTT6TbyC13tTYdbRE,none,peach,normal,,none,none,kiss,zombie,mclovin,none
1417,0.99,504,87.44,https://alpha.art/t/8crcZXnxsZ9VrvuKCpZrs1qpFrMHyFrx1i5kn52SZJef,none,polkadot,pika,,green-T,gold,tired,blue,head-in-a-jar,none
1422,0.4,6079,59.48,https://magiceden.io/item-details/DPpUnwFRqiUPpP6vJoCTwLoP1RaH2gT17UK9wf3xof2i,none,forest,normal,,none,none,normal,blue,joker-top-hat,none
1423,0.4,4021,71.98,https://magiceden.io/item-details/HeZSz23JFomFYqbDAE2SXbDLvPF87E2RMiAUdpADoqsw,none,peach,chad,,none,none,grandpa,minty,top-hat,none
1452,0.45,6164,58.47,https://magiceden.io/item-details/4jp5eQPV6tAJJXgLnZZ7F3BkLe6k18T4wdfXYDEYfHU3,none,blue,pika,,ref,none,ditto,yellow,none,none
1456,0.45,724,91.5,https://magiceden.io/item-details/E36SXHv6PfXWWp5cC1qoALJzYC7TRAGivMJsroSN6Uij,none,brick,pink,,ref,ruby,squinting,yellow,toddler,monocle
1460,0.6,4333,68.09,https://alpha.art/t/79b7pbWD6dhzTYhhn6kARJ5qd8coNadvR9VYr7We7NDS,pipe,eggplant,earth,,none,none,squinting,blue,devo-touque,none
1471,0.4,6519,56.81,https://alpha.art/t/F8ZwrGhQNJQCz3rwe7VcrhjXo463N7a3ygKRYzYVfnda,none,eggplant,normal,,none,none,really-close,white,red-baseball-cap,none
1481,0.39,836,91.42,https://magiceden.io/item-details/AyL3qmZ5yRSyzK2hPrXyhLowZzE6fEn5jQQfaTemzkXS,vape,rose,brown,,punk,none,normal,pink,top-hat,subordinate
1510,0.2,937,92.71,https://magiceden.io/item-details/2b1gvYogFbnh1fPzUFj14UuMiCfzdt6f5uNHgx4P6cAZ,cig,rose,blue,,punk,none,really-close,pink,rubber-duck,monocle
1522,0.2,462,95.59,https://magiceden.io/item-details/F57h3bZdN4xgK7E5eKyCHUwoMwCV1ZzkmEsQ6VMENgCj,cig,blue,glow-up,,collar,ruby,normal,white,paper,monocle
1527,2.88,259,70.03,https://alpha.art/t/2pPfP5gDdQnTXBbVUnLo2Q7kAD85qkZHaaBoMErbdJYn,none,blue,chad,,interview,none,nerd,white,batduck,red-power-meter
1544,0.1,1308,91.46,https://alpha.art/t/7JuqFWhogGPE8GGC5XktZ8ebW5hZReTqMJX84AgP1PnH,pipe,forest,blue,,ref,none,really-close,zombie,blue-baseball-cap,none
1545,0.1,5958,63.22,https://magiceden.io/item-details/snZkCpQc2b2qToPikruVhZPRFYH5KFoSvdhMpFgALDX,none,rose,normal,,none,none,ditto,minty,top-hat,none
1551,0.07,1504,90.57,https://magiceden.io/item-details/GM7Vc8tM8bsqsF5EaHNxagXaHzStjKiuAJiGdDdjnBnQ,none,blue,blue,,choker,gold,terminator,pink,brains,none
1555,0.06,4635,71.65,https://magiceden.io/item-details/7rUdewxbG8tA5AYiS6uiexjaBQzqSf5nZqE8Jvbk8Jt4,pipe,eggplant,pika,,interview,none,squinting,white,black-touque,none
1578,0.35,1685,86.67,https://magiceden.io/item-details/3E1mHcGspRaPnsEUuzDgdqfpUUpYvkAAKNBrEDieETmW,none,eggplant,pink,,stitches,none,tired,blue,none,subordinate
1588,0.55,6587,54.9,https://magiceden.io/item-details/6FUGmLBuQxkdx4MWf967CtQ1UNGtNpbtYoCqhT6LPWLc,none,forest,blue,,none,none,really-close,yellow,none,none
1606,0.25,1362,89.63,https://magiceden.io/item-details/GUjNtfFWDg593kx7jciFg4V5z7NeXY3BKbXMVx9bpe8n,none,mango,glow-up,,none,none,ditto,yellow,top-hat,bitcoin-vision
1611,0.65,769,89.23,https://alpha.art/t/AvJiyPESLpeabmB5ocYwGm39hCx3H1GDEw4ynDBxZyzp,vape,mango,earth,,honest-work-overalls,none,grandpa,yellow,head-in-a-jar,none
1612,0.2,2544,82.95,https://alpha.art/t/BV4upK4DwXu2rtmxmirMAb3AFHdYMP3BUSYy4NHAtiVw,juice,peach,glow-up,,jail,none,normal,pink,athlete,none
1613,0.65,2184,80.64,https://magiceden.io/item-details/D774yUFbaH2ooz2TyoHsWAjBDa4NRkZZBCTwbEJDER1b,none,forest,pink,,blue-sweater,none,really-close,white,pumpkin,eyepatch
1630,0.9,2647,75.33,https://magiceden.io/item-details/6iZ73SyGdKHTXp5tYj6CLUNFaayUhorN1BzN7SKpVB7v,fang,rose,glow-up,,jail,none,really-close,white,all-seeing-eye,none
1637,0.5,6502,55.92,https://magiceden.io/item-details/5SSV4SzUu8okyDJznXFA2SuSnZvGAmftBKrhxAgHiUY4,none,forest,glow-up,,interview,none,squinting,yellow,none,none
1639,0.3,3052,78.87,https://magiceden.io/item-details/DuEciUTBQ3arDTTeQRxK7aAhJWkXqEPfkEwNoqqdZZRP,cig,blue,normal,,punk,gold,normal,yellow,joker-top-hat,none
1661,1.7,2034,71.05,https://alpha.art/t/E53GXKb2gk2RcLFwpYHBkt6sWL3NzEha1kSZorTcKBAX,none,forest,normal,,none,hoop,normal,golden,athlete,none
1662,0.1,1755,88.74,https://magiceden.io/item-details/3MqRS2DTNx5dh3L6M4pHx827x9hiPfx38CptMyX1crpW,vape,rose,brown,,choker,none,t,blue,athlete,none
1665,0.1,4908,69.6,https://magiceden.io/item-details/7CMxDJ7Ym2D76XLDb4Kbuyu3BixShjJr9ZKbFUryUi6y,none,blue,brown,,ref,ruby,squinting,yellow,none,none
1671,0.5,5941,59.32,https://magiceden.io/item-details/AzzEGBoPxBU9wVMdjgf7tDF5sXosYKE5ANeMeoJ99fbm,none,peach,pink,,honest-work-overalls,none,squinting,yellow,black-touque,none
1681,3,1309,62.45,https://alpha.art/t/3RneA3kgNabS2HUt8EJgiftsC1ZpcG4a7Lw3JvvBsjmZ,kissed,blue,thanos,,blue-sweater,none,t,yellow,none,none
1690,0.55,1074,88.38,https://magiceden.io/item-details/CfT62ZbUTa9QU8D3z8wb4mFwasaCNMTfLBivbxhv4DM8,none,forest,blue,,none,gold,nerd,yellow,pumpkin,vr-blockchain
1698,2.14,6150,41.65,https://alpha.art/t/91ZhGHeeJQMpDtF4aPBNcMhWgdpK2oh9seyqCzwiJL2y,none,forest,normal,,none,none,really-close,zombie,none,none
1712,0.55,2794,77.93,https://magiceden.io/item-details/Gib7rc41Et7ckWWF4nYuoXtWtoRrNpKCAJVRtEGHpVBp,pipe,eggplant,glow-up,,skater,none,normal,yellow,none,vr-blockchain
1717,0.2,5478,65.13,https://magiceden.io/item-details/E7grNfyvE9yyagDzFX8THn3nFHdUWZ8EPdWvL8jaZE3b,none,eggplant,brown,,red-sweater,gold,normal,yellow,none,none
1718,0.25,1221,90.49,https://magiceden.io/item-details/CudLUhek6HUriuWSaCbHVv3LwswE95UsuFNLpFgVsZoS,juice,blue,glow-up,,blue-sweater,none,squinting,white,toddler,eyepatch
1848,0.41,2994,78.12,https://magiceden.io/item-details/BZDaqN7h5qUFFN7G9A2bV3HTu1Q5fJfXbrEZHyN9N22Y,none,blue,glow-up,,green-T,none,squinting,white,rubber-duck,monocle
1853,0.45,6103,58.84,https://magiceden.io/item-details/FKG9HueUsFfrERFXRj7ExNfgRhq6FLoJqdaEXZXTGNk2,none,peach,glow-up,,red-sweater,none,squinting,pink,none,none
1864,0.85,333,89.88,https://magiceden.io/item-details/EwEjC5Wac9yVZWdoLU8tVFHxSHgoXv3tV5a3jdN5jxX9,fang,blue,glow-up,,none,hoop,baked,yellow,crown-jewel,none
1876,0.35,62,96.52,https://magiceden.io/item-details/rEyWhRhWzJHALtcR2E2BpWPsqTQuTRrFL3BrEsefymy,fang,forest,earth,,skater,ruby,squinting,yellow,rubber-duck,vr-heartbeat
1878,0.85,531,88.68,https://magiceden.io/item-details/9UcQWf2beEeVJknhrbXJaTpSKbVqj1V9yH2bgmAcBE3J,none,peach,chad,,choker,ruby,squinting,minty,black-touque,eyepatch
1892,0.25,840,92.8,https://magiceden.io/item-details/2FAqhoia1bwgF9SB9JNxMruHNCy72dZCeCVD3uJrFwrL,kissed,blue,blue,,punk,ruby,squinting,yellow,none,vr-blockchain
1899,0.5,6453,56.21,https://magiceden.io/item-details/B35SfwoMbpha23C8Tk4aadPnydpqBYjC39iq5LtCwAW8,none,peach,normal,,none,none,normal,yellow,brains,none
1902,0.48,5547,61.92,https://magiceden.io/item-details/GhnGo6rsRTVQGVi995ofLoSvUwp1kaaL8uVjCUmMcPK4,none,peach,glow-up,,none,none,solana-vision,pink,none,none
1953,0.5,1623,85.54,https://magiceden.io/item-details/9aVq9Zt6buPjGVw22U7ms7Ky9zP62Zm3CK6qvAy6TKCL,none,eggplant,pika,,honest-work-overalls,ruby,terminator,white,crown-jewel,none
1956,0.5,1485,86.38,https://magiceden.io/item-details/5MoCSHo4PMEinFrYcLo7GPP6js1jTaLyP7CtkmjrMpEr,kissed,rose,pika,,ref,gold,squinting,yellow,crown,none
2006,0.8,1439,83.66,https://magiceden.io/item-details/C6iNDzZCg4p5CCNxgGrhrKwQJeAnfGJc1ppZjhi3pied,none,mango,glow-up,,red-sweater,none,t,pink,none,subordinate
2007,0.5,5676,60.93,https://magiceden.io/item-details/CqQtRsLrsyVPyKJJQ1d76GJqmme8ZLBiSPCukXgSf8zf,none,hardboiled,normal,,none,gold,squinting,yellow,top-hat,none
2013,0.5,6269,57.33,https://magiceden.io/item-details/Hs4AdbTCZ4K5UgAB48S2WjG3XDjCA3w7ZjXaB2QnriNi,none,forest,blue,,stitches,none,squinting,yellow,none,none
2032,0.35,4929,66.97,https://magiceden.io/item-details/GNxE5bf95ZomHnj8X3babiwz5frJes5x5w6rzEZXfEE1,pipe,forest,normal,,none,none,squinting,blue,crown,none
2039,0.35,988,90.9,https://magiceden.io/item-details/Bi8oAs2CW57XmrmJYuu7XZM1kq6TBHQgZhiiV3WzhBrD,none,rose,glow-up,,choker,diamond,nerd,white,mclovin,none
2046,0.67,1889,82.23,https://magiceden.io/item-details/47uuQMv5v34hFYzE5pKLwpANXRUBQqX6UCPVrrjJPKkz,none,lavender,pink,,green-T,none,squinting,yellow,devo-touque,monocle
2074,0.2,2026,86.1,https://magiceden.io/item-details/6aH3kUFBwDjjMrkXrg2XiiBezTCP5JhegBY6uccHAxKD,kissed,blue,glow-up,,interview,gold,normal,pink,toddler,none
2096,0.5,316,93.48,https://magiceden.io/item-details/9TTmNjdKqnypJBJXdeq6E51wrfeM2jNfLRmQPzMvKwTA,fang,forest,earth,,ref,gold,half-moon,minty,crown,none
2122,0.1,5919,63.46,https://magiceden.io/item-details/ELFFQsvdKChzgycg4MqTB98xrvfWR4cV9d48J4PgcvtN,none,blue,normal,,skater,none,really-close,pink,athlete,none
2123,0.3999,1670,86.26,https://magiceden.io/item-details/4YmvFRFTVf9wYw8Gh53KBjySHq72z8Ds4PHMDBQDbrQk,cig,eggplant,pink,,red-sweater,gold,normal,minty,blue-baseball-cap,none
2124,0.41,3443,75.39,https://magiceden.io/item-details/HSGDUM2WYV1NXrafTXn3o7GxNu8AkzDk5FQX6816gXsn,none,rose,normal,,choker,gold,grandpa,yellow,toddler,none
2156,0.43,4731,67.37,https://magiceden.io/item-details/FsEnWacy89XPNJgvxhCe64UPJX3rahMdbJWVbaJkDcG4,none,rose,blue,,skater,none,squinting,white,santa-hat,none
2168,0.36,723,92.41,https://alpha.art/t/CxmEqgGiEQ63ZwgHxdDmmRnmEV7NxfrYVeJrNiUz6PQg,none,blue,pink,,intergalactic-suspenders,hoop,tired,minty,toddler,none
2174,0.45,5986,59.55,https://magiceden.io/item-details/Hqavot5tGeTnd7uRcdhmfC92D3J7VjPHZs3NVJvVQHh3,none,blue,normal,,none,none,grandpa,yellow,joker-top-hat,none
2208,0.5,5079,64.56,https://alpha.art/t/GgGdRDinuk6zn7kWiChpCurJfFTeoaPiqxbiEGW86EG7,none,eggplant,glow-up,,frankenduck,none,half-moon,minty,none,none
2210,0.9,3924,67.57,https://magiceden.io/item-details/3tcTA7Atqx8LxY6ymY8g7zjcYE7mMLoYTyfp2fH9ReCe,none,blue,glow-up,,none,none,half-moon,tropicana,green-touque,none
2214,0.399,2520,81.11,https://magiceden.io/item-details/Fr435Q6gpYAE5FXWYQboheS9E28NXuKQDwuzEp7iwmBQ,pipe,polkadot,glow-up,,none,none,normal,pink,joker-top-hat,none
2225,0.5,1014,89.24,https://magiceden.io/item-details/CEXktnFcvwz9fHAa85VBWosketGNVw7LEZhSH5pQkJum,none,rose,earth,,punk,hoop,normal,minty,none,eyepatch
2241,0.1,5346,66.94,https://magiceden.io/item-details/FvAmLkpt9QuW9gVJcsnantp8bshaZVo4w7rsH1TseeX6,none,brick,normal,,choker,none,really-close,white,athlete,none
2242,0.1,3792,76.37,https://magiceden.io/item-details/Es29bVFx9VQ4ztyWLz13EmZEnAgQPjJToauAei16ZKoQ,none,eggplant,brown,,frankenduck,gold,squinting,yellow,red-baseball-cap,none
2254,0.42,6492,56.78,https://alpha.art/t/D2WH7JnyDsqkn7f3h63kD8yFdnHahxXJwou3aS556Du8,none,blue,glow-up,,interview,none,squinting,white,none,none
2265,0.5,1239,87.88,https://magiceden.io/item-details/CsWfQXLsJPH16WN4JkKMpMvmU6ebnbKWgVttXN9DJAJk,vape,peach,pink,,skater,none,normal,white,top-hat,red-power-meter
2280,0.26,2583,82.11,https://magiceden.io/item-details/BmVXhD5rU9CeyP6WLEnB5faPRmmvngmCcDhgSFxcpyzE,none,blue,normal,,honest-work-overalls,none,nerd,white,paper,subordinate
2286,0.1,521,96.24,https://magiceden.io/item-details/8FRcDZwCtURxVXWxxTsL3b8YAETKBPia7iE7Vbz7cQ6z,pipe,forest,pink,,honest-work-overalls,diamond,kiss,white,rambo,none
2287,0.4,6445,57.26,https://magiceden.io/item-details/FFFtjtBJEedMMiYzPXCY7kGktuWYpRxdoq6arXdZXsgp,none,rose,normal,,none,none,normal,yellow,brains,none
2295,0.25,3165,78.68,https://magiceden.io/item-details/GQV1cmrEUtefHi756uVGxmSDaKhXmjbEhDXQXRT4nAUR,none,hardboiled,blue,,interview,none,normal,minty,pumpkin,none
2300,0.4,3105,77.54,https://magiceden.io/item-details/CUFYB6T7KeYamCNE4qmYqrWMSYDm516mBdQsizAyFe9x,cig,forest,normal,,none,none,normal,white,crown,red-power-meter
2309,16.989999999,2186,0,https://alpha.art/t/66efzT6D7PF6qxGckJnhdN68mQgkeGXViUBjfj1bCWW3,none,brick,normal,,punk,gold,half-moon,white,brains,none
2316,0.49,1114,88.74,https://magiceden.io/item-details/FEsuxh9fMfxd2udHzszY4CMdpTsbUj8vRsTAS7njJcEt,kissed,forest,normal,,blue-sweater,gold,half-moon,pink,blue-baseball-cap,none
2332,0.35,3556,75.31,https://magiceden.io/item-details/37c7PbBxVb1DxJuFQVrmcmFQK38Vb5rcFdYL8RKGzy8M,cig,forest,brown,,punk,none,nerd,minty,none,none
2337,0.5,341,93.33,https://magiceden.io/item-details/2PAv5sntm7VUnhoiyrLCmtrfg2RMBW7BFEcfg32LWLtv,kissed,solana,earth,,green-T,none,half-moon,yellow,none,subordinate
2341,0.49,1787,84.65,https://magiceden.io/item-details/4KQs4vbaUy3VTYpuX93ZFAHyqz69dsuwtyFXC6EtS1XF,cig,peach,glow-up,,ref,none,t,white,none,red-power-meter
2373,0.1,4768,70.45,https://magiceden.io/item-details/DhkY96L6QaBi24tPq1GDQqzmDJeMCrSv5jBWbzEGM2Az,none,forest,glow-up,,honest-work-overalls,none,t,white,mclovin,none
2389,0.49,5834,60.07,https://magiceden.io/item-details/AMHsdqNMDP4JzYcGYo65Z98nJLbv9BkPbbvxzUgDLznE,none,polkadot,blue,,honest-work-overalls,none,normal,yellow,none,none
2392,0.1,4877,69.78,https://magiceden.io/item-details/3QqoRc2uQ9NhuVuWwTAPtp9b5Dt8Giwp4DscWQnkT7si,none,blue,pika,,honest-work-overalls,none,grandpa,white,toddler,none
2397,0.45,1057,89.48,https://magiceden.io/item-details/FEvNaw3w7hdbt4asNS4DgQ4ir8cif1Yz9AxbMhisXs6G,none,blue,brown,,ref,none,nerd,pink,santa-hat,eyepatch
2413,0.1,5685,64.88,https://magiceden.io/item-details/BnypM3uEaW4pvbK7B1Frp1KRa5c68Ldmjev54Gdkj9Dk,cig,eggplant,blue,,red-sweater,none,squinting,white,none,none
2419,0.6,2435,79.61,https://magiceden.io/item-details/N1kXEEAPRc8CNxyRQL8N9rpFgUiuREASvKdWwGx5X6a,vape,blue,earth,,green-T,none,t,yellow,paper,none
2452,0.89,1075,84.97,https://magiceden.io/item-details/12g3tqva6GipwDbdHNSchA19K9JmndNeQsTxc48Lj9rV,none,solana,earth,,collar,gold,t,yellow,toddler,none
2482,0.6,2498,79.23,https://alpha.art/t/BJY6stbZX9y5jcCdNzRvX4qmGN1889KGSkBgGjRQ2AYU,pipe,rose,glow-up,,stitches,none,really-close,white,cake,none
2490,1.1,3158,70.22,https://alpha.art/t/F6FtRCAaAsjwScHg8gMjK2LdinonRCiwrLbTwcrtdfHR,kissed,night-sky,pink,,none,none,t,yellow,athlete,none
2496,0.3,435,94.76,https://magiceden.io/item-details/HKZAGVMWkCPudaUNLi2pwwbLGNu4XPVEJNqC4iVeBmd7,pipe,forest,pika,,intergalactic-suspenders,none,normal,white,space-cadet,red-power-meter
2502,0.4,1311,88.44,https://magiceden.io/item-details/CDY2kWx7rHGM7vnMXD3Cg4nYZqdnhKH4sJmQhZj15Cu9,none,rose,pika,,blue-sweater,none,half-moon,golden,devo-touque,none
2519,0.18,930,92.95,https://magiceden.io/item-details/2FQwqVNewfefosdXLgdHTrrdZ4SGJDddpRGExgsaxfrW,fang,peach,normal,,green-T,ruby,nerd,pink,black-touque,none
2525,0.38,861,91.37,https://magiceden.io/item-details/4FpTqHbrtAaViyjPbZRRFioboG6REJHELUbZZDFWngVa,vape,eggplant,blue,,green-T,none,squinting,yellow,devo-touque,vr-heartbeat
2558,0.5,4721,66.73,https://magiceden.io/item-details/2oo6XrmfRdvyXwS4szGfe6xB8P9TFagVhgAQL2Thq7CD,none,peach,normal,,punk,none,terminator,pink,top-hat,none
2584,0.71,1542,83.94,https://magiceden.io/item-details/DYBoxeTeqm9SXbAumZtX8r3ySEftjmYfR65ZsjrbqHgN,vape,forest,normal,,red-sweater,none,squinting,white,devil,vr-blockchain
2586,0.1,718,95.04,https://magiceden.io/item-details/8PYVuhKo22QBEGDwv3sre87781itW8faJN9HvPQQvvJe,cig,brick,pika,,choker,none,normal,blue,green-touque,eyepatch
2591,0.2,4028,73.94,https://alpha.art/t/5XPKcNN4scodgud43ibayYnJoj9XMLaxNNkCUdmavS9C,none,eggplant,pink,,ref,none,ditto,minty,top-hat,none
2598,0.85,4401,65.17,https://magiceden.io/item-details/Gi335XbVRWuyQ2brEpGJtuhq9S9p2Ch4MMJnxoeLb89q,none,rose,brown,,jail,none,really-close,pink,rambo,none
2621,0.4,4974,66.2,https://magiceden.io/item-details/77nvpaCYzaxVNnKKyHxy7cVyuydqsHoZxDzVVV24hLVo,none,eggplant,normal,,ref,none,tired,pink,black-touque,none
2625,0.6,1381,86.01,https://magiceden.io/item-details/Abaje9vTM9NjQMamNYrVmgb3vmfEjLgan7VnUmgfiSGK,juice,hardboiled,pink,,red-sweater,none,really-close,white,none,eyepatch
2639,0.1,5103,68.41,https://magiceden.io/item-details/DSWa979WBj98WMUEXmYzvMEVauEVBhJ3rvZdDiSkhsum,none,forest,blue,,ref,none,solana-vision,yellow,none,none
2667,0.5,4966,65.24,https://magiceden.io/item-details/GtscV5N4hu8rWUhsJRwVymQL2eHD1kQvPvSh6CxT9YVN,cig,rose,pink,,none,none,normal,pink,red-baseball-cap,none
2668,0.11,714,94.96,https://magiceden.io/item-details/6Hg6NSToStQr7srXHQQsdokgvapYJhecZ5bCXkDJ4aBu,kissed,blue,glow-up,,interview,gold,squinting,minty,none,subordinate
2690,0.4,3377,75.89,https://magiceden.io/item-details/EnmmYZkAgF1vdjKrhGkCdB6ph7cumtN3qAFNHDNGsKTj,none,eggplant,glow-up,,none,none,kiss,pink,devo-touque,monocle
2699,0.74,1590,83.34,https://alpha.art/t/DK8eDSskCL3H8Z1W7QKbPaKMffbBsvfBApMX25Dg6VkL,none,forest,pink,,honest-work-overalls,diamond,squinting,blue,red-baseball-cap,none
