id,price,moonRank,💎 score (%),storeURL,Background,Body,Ears,Eyes,Head,Mouth
1817,1.5,1095,82.48,https://magiceden.io/item-details/J2JjgWuzJAHhZHu3pg72ZAy4c9zQPr8QvsvXRb4gowPX,Binary,Brown,Nothing,Nothing,Shark,Green NT Mask
1823,2,1637,70.93,https://magiceden.io/item-details/87HXP1Nq1EeZbp9QiHgDjJKkPLNWPkeBSTARYFPgv3Jq,Violet,Black,Nothing,Nothing,Shark,Cigar
1867,1.55,370,90.73,https://magiceden.io/item-details/HN5yh5WzEM4pDykLK5AUaDn8ZGmThHxUT8hH5g2y8XUJ,Purple Gradient,Red,Nothing,VR,Monke,Blunt
1873,3,373,76.2,https://magiceden.io/item-details/FS65tzSWfFRg5n6QoShGqqsdTxvWNMd1YAATVKQwGzw7,Psychedelic,Red,Nothing,Cyclowear,Fez,Red NT Mask
1882,2,1232,75.82,https://magiceden.io/item-details/4rNoTM2dsJ18dgJqokCoCYJRX8doFVXDKfGSHRmuN8Tr,Purple Gradient,Blue,Nothing,Nothing,Elf,Red NT Mask
1888,2,2638,58.84,https://magiceden.io/item-details/79WqhAmdqxsFPwKTKhutKfuGFBKBk3W313SxnjS91ifw,Blue Gradient,Black,Nothing,Nothing,Nothing,Blunt
1911,1.35,3072,60.1,https://magiceden.io/item-details/91ntfFvqngzpXUkp6fLY2nfvXsw1wUQ22QVmi59UFczf,Brown Gradient,Blue,Nothing,Cyborg Eye,Nothing,Nothing
1920,1.15,2144,73.31,https://magiceden.io/item-details/6c22SXZasqjiqTEKuP42yDoD4d1wVp6Doqc3LMwrBSf5,Cream,Black,Nothing,Metallic Visor,Nothing,Smile
1924,10,636,3.02,https://magiceden.io/item-details/Dvq4DMdaeCJHPmiRMxXscn9rPwWdX5w3uJPSkXPV2GUX,Cyber Age,Blue,Nothing,Nothing,Crown,Banana
1925,1.55,616,87.76,https://magiceden.io/item-details/AapH8f3Dn1CqzfEkUvNmpVZ3khgyePAvNpMcJsxARXTf,Violet,Blue,Neon Earring,Nothing,Gambler_s Hat,Smile
1950,2.1,1422,72.53,https://magiceden.io/item-details/FcKw5C1hDQ2trVsqumD2QJd6LAu6B4eD13s3rgw7W3et,Red Gradient,Red,Nothing,Metallic Visor,Nothing,Green NT Mask
1961,3,3082,43.48,https://magiceden.io/item-details/AdmNm2MnCRAvHmPvBdbY29pJ6JSeqVwVC4JCPW71gPbc,Binary,Brown,Nothing,Nothing,Nothing,Smile
1962,1.5,2445,66.17,https://magiceden.io/item-details/fMJiQQq1L7698TES5UsWBvfkxQNrDHtsqHJH7JviVAs,Cream,Robot,Nothing,Nothing,Afro,Nothing
1964,3.5,3037,39.02,https://magiceden.io/item-details/4veyY9LFrS4zx2LL8YX9ZZcsPGw3qTRQg3wfgCytLH4Y,Psychedelic,Red,Nothing,Nothing,Cap,Nothing
1965,2.9,540,75.18,https://magiceden.io/item-details/DESQhccw8JzWtLGGP9L6zJmyUqiPTJ3hxkbXFzDYqwVH,Psychedelic,Mutant,Nothing,Nothing,Cap,Vape
1970,2,1832,68.57,https://magiceden.io/item-details/5kDatLU1gebQrGQzXuYBmXbQmcB57BRjf8XsUQS79imQ,Brown Gradient,Mutant,Nothing,Nothing,Nothing,Blunt
1978,1.4,1775,75.26,https://magiceden.io/item-details/9fTYs3mek9ee7iG1FkPRkrGYJTcZXQs8wbjSyjtnWdSx,Cream,Robot,EarPiece,Nothing,Nothing,Nothing
1979,3.69,732,64.96,https://magiceden.io/item-details/35q6ARsKyKBynnr41KW9o3qXuMSiUD1QDJec6znuDN6f,Red Gradient,Brown,Neon Earring,Nothing,CEO,Nothing
1989,1.3,1572,78.71,https://magiceden.io/item-details/3JyNgmEt18RP7ZEwsLyhK8WeyfsJMLiRSEgWnCXE5t3o,Blue Gradient,Zombie,Neon Earring,Nothing,Nothing,Nothing
1994,9,2547,0,https://magiceden.io/item-details/FsrmwVBDAXZ3jQS6DV9thNTsDp8cD3WDvtMhzbHbZ4Us,Psychedelic,Blue,Nothing,Nothing,Monke,Smile
1998,2,1180,76.45,https://magiceden.io/item-details/9zanq9tQjuiVFbNcva7tTvtAFVGBCCqq8Fs8nehzHeYU,Violet,Cyan,Nothing,Angry Visor,Nothing,Cigar
2006,2.5,1186,71.38,https://magiceden.io/item-details/8oAjJcsaXQ3rf7QBWdMr9FSKdkqPmBqyxDo3hcJbGGKZ,Purple Gradient,Brown,Nothing,Cyborg Eye,Naruto,Nothing
2016,2,562,83.91,https://magiceden.io/item-details/68xGeqn97ic4kA4evKwH5i8ovVfmsAcCefMv9gpCCMTy,Violet,Blue,Nothing,Cyclowear,Santa,Green NT Mask
2031,1.78,3213,54.1,https://magiceden.io/item-details/2hStFYoVn5z9mskcp7LSHuDXTrjV1SiWk2t8zrsuwVan,Blue,Gold,Nothing,Nothing,Nothing,Nothing
2047,2.5,1618,66.16,https://magiceden.io/item-details/68PXBWZg7u9NWhTeVBpHYVDkDNgQuSKvkksYPwzVFA9H,Violet,Albino,Nothing,Cyclowear,Monke,Nothing
2069,1.09,2522,69.34,https://magiceden.io/item-details/AeCyyBkFXPoPRbbhgonaWBR3pkgufSMHM1H7JH3CLxpn,Cream,Red,Nothing,Nothing,Nothing,Gold NT Mask
2109,1.29,1439,80.42,https://magiceden.io/item-details/ycz72zK1tNHar24S39LdGaWKPkEX5qgWJJfc4qp6m9b,Blue,Albino,Nothing,VR,Nothing,Banana
2114,12,1758,0,https://magiceden.io/item-details/AA3LEpQ81dWiAzmTedFV9Wrap38FizjQtYCNQfhSvR9G,Binary,Albino,Nothing,Nothing,Crown,Nothing
2119,3.9,1187,57.36,https://magiceden.io/item-details/w19Jhn1N5jZqxVy3EEasjWw272gwti6zWsxGbLCh1Zp,Psychedelic,Cyan,Nothing,Cyclowear,CEO,Nothing
2127,3,1391,63.9,https://magiceden.io/item-details/CUZMsBo4uPjrjq9u3Zty2KQNxfAsNhgTcvYAPZkS5T1V,City,Gold,Nothing,Nothing,Cap,Nothing
2137,4,1459,53.08,https://magiceden.io/item-details/7qgA9rSmKf1H5kUyy8W2RinKFcrKLLZH5BgxShqcEkh,Brown Gradient,Brown,Nothing,Nothing,Gambler_s Hat,Green NT Mask
2142,1.8,3195,54.11,https://magiceden.io/item-details/BLrhLRPXdNxa5uTnhiwphrSkHcbnFiSn1rwrGF8En7LC,Violet,Brown,Nothing,Nothing,Nothing,Jaws
2157,1.18,1831,76.79,https://magiceden.io/item-details/5dKTb8M7FAAVD58myXUG2j9SGAn8FwSAgwFWkBsWFz7p,Purple Gradient,Red,Nothing,Nothing,Monke,Banana
2158,4,1316,54.81,https://magiceden.io/item-details/8KBXHQYRxqHSq2iNAHs7jP8WmVQJZe4McmoLsURRE5x2,Blue Gradient,Red,Nothing,Nothing,Saka,Banana
2159,1.5,2020,71.3,https://magiceden.io/item-details/DoKzSomKgNxMFabQggeTiYeMLZQmSKhy8nHWMX9g5TuJ,Violet,Black,Nothing,Nothing,Naruto,Smile
2168,3.7,2636,41.86,https://magiceden.io/item-details/ATJnPv9pPAEQP2aVjHHh57a8xA1tMBEU389nGrjFhjDV,Violet,Cyan,Nothing,Nothing,Ice Cream,Nothing
2179,4.9,1573,42.7,https://magiceden.io/item-details/2xPxSg15pWwdCh9YgLgVVJbt1Mu9ekCuEAwm4iVSRUjy,Violet,Albino,Nothing,Cyborg Eye,Cap,Nothing
2190,4.45,2288,38.57,https://magiceden.io/item-details/5GMoWNZn3LdnWHuJ2iPnkt9fUwpNXNJ1MSaYSLkPKCwf,Cream,Zombie,Nothing,Nothing,Santa,Nothing
2199,1.4,2917,61.47,https://magiceden.io/item-details/B5AzeNtVLy2mySuof4H6285o2L3miUVoiKKCuUZT6sh6,Cream,Black,Nothing,Nothing,Monke,Nothing
2202,3,2541,50.01,https://magiceden.io/item-details/DL7jKGMaeKGEcgKZxJR7tsYY1MJFD4ivRowrnsQ2bqBL,Blue Gradient,Red,Nothing,Nothing,Naruto,Nothing
2207,3.5,2286,48.09,https://magiceden.io/item-details/AnuMkMa7jnwmE1PM8Uv52G1uiw47VYTxF6xT4bBwsE1e,Brown Gradient,Red,Nothing,Nothing,Crown,Nothing
2215,4,50,70.1,https://magiceden.io/item-details/GDobL9NURfxKFqUZtxZYAQ68bcLzSbqv6zySB9tGEVAo,Cream,Robot,EarPiece,Virtual,Nothing,Red NT Mask
2218,5,3006,24.4,https://magiceden.io/item-details/7PsmV7p3sYPBBdmsKxCw4fynS2xXFVyvm57BzXXZBMqm,Blue,Albino,Nothing,Nothing,Nothing,Blunt
2219,3.5,493,69.75,https://magiceden.io/item-details/A8Hn6YDFARqwk4sbLAPWyjdQhE9spEk6yYVmSCvdd3j,Red Gradient,Blue,Nothing,Cyborg Eye,Santa,Green NT Mask
2225,1.12,2378,70.78,https://magiceden.io/item-details/BsSTU7AqA8xhtohPawPynJXCC8XiQCWu1XRFesKZC6qw,Brown Gradient,Blue,EarPiece,Nothing,Nothing,Nothing
2237,20,3202,0,https://magiceden.io/item-details/3wSKqe5sUSecb2zvyYmvkvCnbxi4XrxCePdQivizmtpR,Binary,Blue,Nothing,Nothing,Nothing,Smile
2242,5,3287,21,https://magiceden.io/item-details/7tUVpUydysdSPcGubCc5VUcM5K5qEyuH7NczhRrfXuBW,Cream,Zombie,Nothing,Nothing,Nothing,Nothing
2249,2.969,3005,44.72,https://magiceden.io/item-details/3f9mCNdh32c1bU86xM6bkzzntpJi6cMLT81kcPyRjkZv,Cream,Brown,Nothing,Stoned,Nothing,Nothing
2252,2,152,88.86,https://magiceden.io/item-details/J3aBAvTGzz5BmRg8zWubzJz4kixjgWS9GhxvvWw97U2Y,Purple Gradient,Zombie,Nothing,Stoned,Shark,Cigar
2260,2.3,2470,57.87,https://magiceden.io/item-details/EbBzWCFAfMPi24u95B6nco3CUg2spNUuDhftF1oLNhcX,Blue Gradient,Albino,Nothing,Nothing,Naruto,Nothing
2268,1.29,2070,72.8,https://magiceden.io/item-details/HkKaeG9ZKCMeS1vHyV41gu2YHBe3KEYbYsCedzRUb7Wh,Violet,Red,Nothing,Nothing,Bunny,Jaws
2269,1.8,3284,53.04,https://magiceden.io/item-details/7bwmsUAupzXFXVx2wv98yaZVFnkDeREQHQ6W2wD6v56x,Brown Gradient,Blue,Nothing,Nothing,Nothing,Smile
2273,3.6,1109,61.31,https://magiceden.io/item-details/4XnHNgAS7iCUvByJURrMynQjZAgGN18g1HgwxRGRNePU,Brown Gradient,Cyan,Nothing,Angry Visor,Nothing,Jaws
2284,1.4,1185,82.39,https://magiceden.io/item-details/GDi9Pv6bGGTfPLfwnGZU1YCsyrZBkv3dPuypswmC95bQ,City,Zombie,Nothing,Nothing,Bunny,Smile
2303,1.79,1435,75.47,https://magiceden.io/item-details/4zGfrwjmiNX7oNp4krVvjto7iXvf7mTCvqEGWdwrg6Qo,Red Gradient,Red,Nothing,Solana Visor,Nothing,Banana
2318,2.7,708,75.15,https://magiceden.io/item-details/J26HtQhd8YUpPCWvsDyUNSAbdqdBiEfXjaoSY9wRSXEG,Brown Gradient,Blue,Nothing,Cyclowear,CEO,Smile
2320,2,955,79.17,https://magiceden.io/item-details/9YDJ6VfAmZ2HjNzvfDLntkuzbmzp8TkM3aywRZwZNcxo,City,Blue,Nothing,Nothing,Afro,Gold NT Mask
2322,2.2,2687,56.25,https://magiceden.io/item-details/2TnbNwp1ngXqHAG2zfEaDpFzEAVxWBDKj9WRmYVmvTNH,Blue Gradient,Cyan,Nothing,Nothing,Nothing,Cigar
2323,2,1806,68.89,https://magiceden.io/item-details/6moEXtwy9NBVDpzvpoXS4wajfEpQp6qJ3zhp6dKUDm79,Blue,Red,Nothing,Nothing,Military Hat,Banana
2324,1.85,2080,67.08,https://magiceden.io/item-details/EBMDHbM4WBGhDBdorkZP7uF1F9auEMHCxZQ9QybG2s7g,Psychedelic,Gold,Nothing,Nothing,Pan,Nothing
2331,1.7,617,86.25,https://magiceden.io/item-details/9kPG76pX3eCz8CzJXsQXeGbMrX7ARo81NWAM8dvB39iS,Purple Gradient,Brown,Nothing,Virtual,Bunny,Banana
2334,3,103,79.46,https://magiceden.io/item-details/HMQRE7HMvg5pmMtaN5g6bfiQn6wvuLUtVsSpwNHP8RAL,Binary,Cyan,Silver Earring,Virtual,Nothing,Green NT Mask
2344,7,247,37.72,https://magiceden.io/item-details/8dbWMCnp4EbNZ1aKVVmsFrudbidRJuTVrDC5vT1YWZAM,Blue,Black,Silver Earring,Nothing,Afro,Blunt
2348,3.5,82,74.71,https://magiceden.io/item-details/3zZvQFfy29Y9wwACpa8Y2En52Zpg6mFxguCPFL85VTmp,Cyber Age,Brown,Nothing,Stoned,Gambler_s Hat,Red NT Mask
2351,1.25,2154,72.19,https://magiceden.io/item-details/F3GTa624mMngLihN4AgHbUAPeCjre3dcHu8st5hoJJdJ,Blue Gradient,Albino,Nothing,Nothing,Shark,Smile
2368,1.3,880,87.07,https://magiceden.io/item-details/DdDxJoFL8gaVwSTQY2GghopViJzYmY4WRvTE6gFSoqvB,Binary,Brown,Nothing,VR,Fez,Nothing
2373,2.2,2713,55.93,https://magiceden.io/item-details/HxMNj3mWNKPvidPtaQu6BiWgvbXbR4rHqgRCMsEkwMad,Blue Gradient,Brown,Nothing,Nothing,Gambler_s Hat,Nothing
2391,1.5,1697,75.2,https://magiceden.io/item-details/HK41qyBJ5CzMynzLPqyHTv6FcpLBVzVYt5vrQCEkasDT,Brown Gradient,Blue,Nothing,Solana Visor,Monke,Nothing
2407,1.1,1571,80.73,https://magiceden.io/item-details/PnozSrRotUHCMp716KLnguuHc3FR1dcYDgHynrRFV9N,Blue Gradient,Brown,Nothing,Metallic Visor,Nothing,Banana
2416,1.3,859,87.33,https://magiceden.io/item-details/F3Sr1Go7ZGBHWRNjQNmV7q6YStYScpR2dxBykTgDd8Vw,Blue,Brown,Nothing,Cyclowear,Cap,Smile
2418,12,812,0,https://magiceden.io/item-details/9cvjMkKtV6B2z8jBMPop3aNyt9Fw88AKbkxDhUXfjAWN,Red Gradient,Black,Nothing,Nothing,Crown,Banana
2426,4,1872,48.09,https://magiceden.io/item-details/4mFpv9xvosMUvFvUy8RyQ1CABD4fqKA3CtPJbvRaBpSo,Blue,Blue,Nothing,VR,Monke,Nothing
2427,1.9,2034,67.13,https://magiceden.io/item-details/36iXNDcPFyJ6oRaJBKE6HgZmyrLnaWn7192aqfDSdQLj,Psychedelic,Mutant,Nothing,Nothing,Pan,Nothing
2429,100,667,0,https://magiceden.io/item-details/AFmT7sz91QUVMWE476pXbAypm9TZm4VpeV7Y1TsvhzCQ,Cream,Albino,Nothing,Cyclowear,Elf,Smile
2431,5,2459,31,https://magiceden.io/item-details/65ELqitQ3gJdzYVUXgSa3gu1fpjAXrnnMWtfpgKHDsDv,Cyber Age,Blue,Nothing,Nothing,Pan,Nothing
2440,6,1353,34.36,https://magiceden.io/item-details/5gU9pxuyowVo1ybLpJKyXvbaFhZMG2wa55DqQ4aHkLV4,Cream,Brown,Nothing,Nothing,Monkey Bun,Red NT Mask
2441,5.8,60,51.98,https://magiceden.io/item-details/CdQHuygTLdznzL8xjGYBem21ZWGLWMoehsWcVreWW6Ln,Binary,Cyan,Silver Earring,Cyclowear,Elf,Nothing
2450,1.3,2334,69.51,https://magiceden.io/item-details/34mjcnHNoeD1NViijLpAkPxZHJnqF6nvwTSn2iFNfUGL,Red Gradient,Zombie,Nothing,Nothing,Nothing,Banana
2455,4.3,2694,35.16,https://magiceden.io/item-details/cbf3tvsvhXv5ZHFL6stxPtBqeemLtjceU5tSR89pr1J,Brown Gradient,Black,Nothing,Virtual,Nothing,Nothing
2456,20,1788,0,https://magiceden.io/item-details/BwTmx7Z496CUWHKpegMtx65dbibLqRVhhqqq4Lq28q7D,Cream,Blue,Nothing,Nothing,Naruto,Green NT Mask
2471,4,2816,36.69,https://magiceden.io/item-details/xmzajjYsMhfUqJSnnNeN7YSXmVkqZLr7TF9XH13kXLJ,Violet,Albino,Nothing,Nothing,Nothing,Vape
