id,price,moonRank,💎 score (%),storeURL,Background,Clothes,Eyebrows,Eyes,Face Accessory,Glasses,Hair,Head Accessory,Mouth,Skin
5078,1,8578,55.43,https://solanart.io/nft/GCiHhiTvmMvpkfQFu974YTveEzpA96ans21i1LR5f9kL,Blue,Tshirt,Small,Teal,,,Ponytail Brown,Horns,Pink,Black
5085,1,1102,86.34,https://solanart.io/nft/Ga3kN4dzamW1UinzrFD5GWbCE9AjbAVjmJ252nkdPza1,Teal,Tshirt,Small,Blue,Gasmask Pink,,Ponytail Black,Bird,Pink,White
5096,1,6798,62.79,https://magiceden.io/item-details/2FsPS2ocWksCLyxS4CbortbNBEcFCM9H1SiPK9kYwmMF,Beige,Turtleneck,Small,Purple,,,Ponytail Brown,Mushrooms,Black,White
5103,0.39,5699,73.44,https://solanart.io/nft/ASp581u8mZKE6iPHueAUb3ukHrbzPXJLg3XpJFbWWxJY,Teal,Turtleneck,Thin,Purple,,,Bob Black,Top Hat,Black,Black
5117,9.7,5293,0,https://magiceden.io/item-details/DzxvCvB4TunDPDGEQmoUNScz94tRn7rH8gXqsmkNbZWT,Yellow,Tank Top,Arched,Purple,,,Ponytail Teal,,Pink Fangs,White
5121,2,7450,50.1,https://solanart.io/nft/6byxEHZ7hQoyV5QTmAoPFsqhDiGS1KBe6qNNiD8Yfur4,Yellow Flat,Tshirt,Thin,Teal,,,Ponytail Black,Mushrooms,Pink,White
5139,1,4524,72.19,https://solanart.io/nft/3LjRvXy3Cqu7bQEbno7bYe7NhqBVEMnVXF8Z442HYgeL,Teal,Turtleneck,Small,White,,Monocle Regular,Ponytail Brown,,Pink,White
5141,1.1,8119,56.33,https://solanart.io/nft/7rkmWPNeEWJrF5mzHhGDbty2XoSXzntJYSnCZSw4MCqD,Yellow,Tshirt,Small,Blue,,,Bob Brown,Helix Hat,Pink,Black
5149,0.3,1155,93.12,https://solanart.io/nft/Hski1QTes1G7dWcaQgZuy9jMJQZg1gQXnwKKXRy3jqhE,Green,Tank Top,Arched,Teal,Facemask,Monocle Solana,Bob Teal,,Black,Black
5156,1.5,9372,47.15,https://magiceden.io/item-details/5LD95hiE9SDxAuoRbXe3hhW51YsAbYJ1VKCSmUHbEN1Y,Teal,Tank Top,Thin,Purple,,,Bob Brown,,Pink,White
5163,5,5409,28.53,https://magiceden.io/item-details/3QHeUNNDqcUJvx1DYCLFhjPK64t5bVT6uX9Xw3Eqfs5L,Pastel,Tank Top,Small,Blue,,Monocle Solana,Ponytail Black,,Pink,Black
5164,0.69,966,90.01,https://magiceden.io/item-details/4iJjEeLK2whNgGG4mVoiWnZXqUJKdY5dzRc1mmk1dkHZ,Pastel,Turtleneck,Arched,White,Facemask,Glasses Solana,Bob Black,,Pink,White
5165,1.35,5272,65.6,https://magiceden.io/item-details/ALegacRbz9s57Tp8eMif769dTHf5WnHubbzZpFvvhUj7,Purple,Tank Top,Arched,Purple,,,Bob Brown,Butterflies,Pink,White
5167,9,3354,0,https://magiceden.io/item-details/GBNdinjZHZJmLhwEmdtCo3aCc1ssz8D9NZSYv37ZQsdT,Pastel,Tank Top,Small,White,Facemask,,Bob Black,,Black,White
5172,1.5,65,85.63,https://magiceden.io/item-details/3w8TgoRinYzzCPPruxpyEzHu1d9A9gDAWKW68YQMprAV,Beige,Turtleneck,Thin,Black,Gasmask Gunmetal,Glasses Solana,Bob Brown,,Gold,White
5173,0.25,7396,67.82,https://magiceden.io/item-details/Bwrv3GcKM1b92EkEYZZnEo1MGZxbfqJTmZX8EpCb6RV6,Beige,Turtleneck,Arched,Teal,,,Bob Teal,Helix Hat,Pink,White
5175,0.29,1669,91.1,https://magiceden.io/item-details/5tziaJgtz1SKSXRQEKdswGmsrxesFxTtiEXPjoG6jTAz,Green,Tshirt,Small,Teal,Gasmask Pink,,Ponytail White,Top Hat,Pink,Cyborg
5194,0.19,3622,84.02,https://solanart.io/nft/GQghb9YA3fosBKcWo6rgAPtLeDtVy7a7eRuPG7TxoNQ,Beige,Bandages,Scar,Teal,,Monocle Solana,Bob Brown,,Pink,Black
5195,1.18,6648,61.61,https://solanart.io/nft/CiUEfW7QcnZGxKogUrVzoE82qSYYyVH3bUzXsTm6vyLo,Grey,Tshirt,Arched,Blue,,,Bob Black,Helix Hat,Pink,Blue
5196,0.2,8563,63.49,https://solanart.io/nft/673akbWRgQz1bnD4EKkNfvrv3VHrzukYeZ1nZtne374H,Solana1,Tank Top,Worry,Teal,,,Ponytail Black,,Pink,Black
5209,0.39,7500,65.99,https://solanart.io/nft/6dRbnsj49Y7B7BL9KEF2FYbkith14zvM6oktsktBYHGd,Purple,Turtleneck,Arched,Blue,,,Ponytail Black,,Gold,White
5216,1.9,7502,50.88,https://solanart.io/nft/EZKWRshzCZmnv9hk4R47feLi6PJVdAzn7Y2KR2HjgkxK,Green,Tank Top,Worry,Teal,,,Bob Black,Horns,Pink,White
5229,0.15,1417,93.54,https://magiceden.io/item-details/8xRr4uhCf3TG2sF8TV6wmNdQSo9Q9duqZxFHC4Wmkf36,Teal,Tank Top,Worry,Teal,Facemask,,Bob Teal,Helix Hat,Pink,Black
5232,1,1707,83.84,https://solanart.io/nft/45QBN2xPW6BPKNBnfBXoqYfFrWTKcyQed5id89ZA7ZKG,Blue,Tshirt,Arched,Teal,,Monocle Solana,Bob Teal,,Pink Fangs,Cyborg
5242,0.75,1877,85.64,https://solanart.io/nft/128AQexaCFvvXtu4Gcmw2XpdhzFmWqccQ8AG12cAyTyU,Purple,Tshirt,Thin,White,Piercing,,Ponytail Black,,Black,White
5244,2,7666,49.2,https://solanart.io/nft/62kqPq6Y1ckKSPtnUG5jzghXNzVV69FjHeT13GxQetut,Solana1,Tshirt,Thin,Blue,,,Ponytail White,,Pink,Cyborg
5247,0.5,6462,69.18,https://alpha.art/t/9GzfYXEyQfqmcHnRThD4HmCxwYiRtNQe8ESbahPYxxva,Grey,Tank Top,Arched,Blue,Gasmask Gunmetal,,Ponytail Brown,,Pink,White
5249,0.15,7403,68.79,https://solanart.io/nft/CJWjozHRQtdmYrTtsJZEi93YQMWAwUJDVjDCed9HsvdQ,Blue,Tank Top,Small,Teal,,,Bob White,Top Hat,Pink,Black
5276,1.5,8102,52.4,https://solanart.io/nft/3CfPaUFz6XAkZHtseY2RrWSWkMdn9zDvrBJ3jRgAHMMV,Solana2,Tshirt,Worry,Teal,,,Bob Black,,Black,Black
5280,1.8,5673,59.44,https://solanart.io/nft/8izypkFH8B4vKzJJgL1XMoVVVc9RaWBg62m3HRKNv7CF,Grey,Turtleneck,Arched,Teal,,,Ponytail Black,Top Hat,Gold,Black
5286,2.3,7736,45.91,https://solanart.io/nft/B6nL9MoMRanqrnu4dTii76XiKXJ9nBkAJfj2p7Kv7q2b,Solana1,Tshirt,Thin,Blue,,,Bob White,Helix Hat,Pink,White
5299,0.2,6850,70.58,https://magiceden.io/item-details/3L1FzQRbR5Kqb577qdbjusnjBzGk8UWR2bE7kEmwHNdu,Green,Tshirt,Thin,Purple,,,Bob White,,Black,Cyborg
5302,0.14,4606,80.46,https://magiceden.io/item-details/Q9cYCCb5gqTjPtbfzDjjxiKD8wuMiHmWox3aKqjfs8Y,Blue,Tank Top,Small,Purple,,Monocle Regular,Bob Black,Top Hat,Pink,Black
5305,0.27,7812,65.9,https://magiceden.io/item-details/3tK4iJe38MS5Uhmw4K78rSSp8vtCiqEHPiZXuvR51Y5s,Beige,Tshirt,Scar,Teal,,,Ponytail Brown,,Black,Cyborg
5310,0.5,638,93.26,https://solanart.io/nft/8PBWmr7DaqfPEZ8n1JjCP2SQj2HjA9pee9szyzPy9SfS,Pastel,Tank Top,Arched,White,Facemask,,Ponytail Black,Helix Hat,Pink,Blue
5314,0.25,9085,60.84,https://solanart.io/nft/ALJKRKCQsXqqYuVT5G74yqwScYa2F6u69758T7Fg5MfQ,Beige,Turtleneck,Arched,Blue,,,Bob Brown,Top Hat,Pink,White
5316,0.89,8328,57.57,https://solanart.io/nft/GKT4FhP5wEJT1H93hrDXPjUfEZxNQuMLdu1iMX1m7bqF,Grey,Tshirt,Thin,Teal,,,Bob Brown,Butterflies,Pink,White
5320,1.15,6893,60.9,https://solanart.io/nft/9XQrUY4hHY1cjpxFyfSaw24dicfDoAYCDxz1k6rUjQzn,Teal Flat,Hoodie,Thin,Blue,,,Bob Brown,,Pink,White
5325,0.75,1071,88.97,https://magiceden.io/item-details/5tSJdU1KCkLSJvgTVDVwVWqAoQZ1nQyqLpPwPi8Zy4GQ,Beige,Tank Top,Arched,Purple,Facemask,,Bob Pink,Top Hat,Pink,Blue
5327,0.5,7186,66.19,https://magiceden.io/item-details/ARpHTJVr3bCKSR7kDMkD9saupRZuGNjXmdMS6vF6pzGe,Beige,Turtleneck,Thin,Teal,Facemask,,Ponytail Black,,Pink Fangs,White
5341,1,7265,60.86,https://solanart.io/nft/Gr5YmFVwEUJqw8QrrqgsbAWDCvzDq1VETybnEnuASEak,Teal Flat,Tank Top,Arched,Teal,,,Bob White,,Black,White
5345,8,1522,14.61,https://magiceden.io/item-details/9pDSp9iGDXzGtSk1ogsHaCDGgcbkBfT5ivrKddYJHAgu,Teal,Tshirt,Small,Black,Facemask,,Bob Black,Helix Hat,Black,White
5349,0.8,922,89.09,https://solanart.io/nft/CroYN7mTC7128UgPsQYw8FWWyWQ4WugtxC9xFPcwjaTs,Grey,Bandages,Arched,Black,,Monocle Regular,Ponytail Pink,,Pink,Black
5365,2.45,8061,43.07,https://solanart.io/nft/671JmXeJEFaf3EFrbWYBxBkzmDfDiWjDMrsgE7x1aq8S,Green,Tank Top,Thin,Teal,,,Bob Brown,Horns,Pink,Black
5369,0.89,1810,84.52,https://solanart.io/nft/GYAGwT6zWw49txNFWD9vxU45D6UcHXutP6wUdo7ztVrS,Beige,Tshirt,Arched,Teal,,Glasses Regular,Bob White,,Gold,Black
5376,0.3,5043,77.05,https://solanart.io/nft/6QQUhXyPiMiK5cg8oVnei4puXQahRYdUDkvcgMJATnJR,Green,Turtleneck,Small,Teal,,,Ponytail Black,Top Hat,Black,Blue
5391,1.5,8828,49.4,https://magiceden.io/item-details/2fGk5LimXaLDg8FZDCW6DkU29Q3hxPsE1xtzJj2jqBu3,Green,Tank Top,Small,Teal,,,Ponytail Brown,Mushrooms,Pink,White
5401,0.54,4309,77.68,https://solanart.io/nft/8NbpELukQZxrgWwW1ehQ38h63ExMyFZU17147AJB3Yqb,Grey,Bandages,Small,Blue,,,Ponytail Brown,,Pink Fangs,Blue
5403,0.5,2404,85.96,https://solanart.io/nft/GjcZwVHZdR9o6BbKEpnPpSE5GfWRDHEvrCoL927unYTY,Solana1,Turtleneck,Small,Teal,Facemask,,Bob Black,Top Hat,Black Fangs,White
5414,0.19,5737,75.28,https://magiceden.io/item-details/CuTZ6Jq2GYecbnacix1vS17riABA9jbjq9NehFTkL7Fa,Pastel,Tank Top,Thin,Teal,,Monocle Regular,Ponytail Brown,,Black,Black
5430,2,6378,54.53,https://solanart.io/nft/7CjGCv2PcSjpC4rj3xfJFmMN5GyCbzZFFnQ9FMmyKTzP,Green,Turtleneck,Thin,Purple,,Glasses Solana,Ponytail Black,,Pink,White
5432,1.15,6750,61.49,https://solanart.io/nft/BQgKmgpCRRC1c47kcnese9BMhky6PdKvmykAWRTkan39,Blue,Tshirt,Scar,Teal,,,Ponytail Black,Helix Hat,Black,Black
5433,0.5,2545,85.38,https://solanart.io/nft/HDPYb17mFvxK4daZTdwpH8mnp8BRBfUbp7JSPWw5nmfL,Pastel,Tank Top,Scar,Blue,,Monocle Solana,Bob Brown,,Pink Fangs,White
5434,2.1,7691,48.1,https://solanart.io/nft/jWf8q7MAAnHj8DYdVbRcC6FqJuup9apQbysUsdh5mba,Green,Tshirt,Thin,Teal,,Monocle Regular,Ponytail Brown,Helix Hat,Pink,White
5441,0.6,8500,59.75,https://solanart.io/nft/6VYUN2SMr83Yd1unep93R13tbA43UBVq1VAbUfThM4Xw,Green,Tshirt,Thin,Teal,,,Ponytail Brown,Helix Hat,Black,Black
5443,0.15,2604,88.63,https://solanart.io/nft/52funTdv8XfedX8gPn9s2NYKgHWKR7zaCbEhok3uz7uv,Teal,Turtleneck,Thin,Black,,,Bob Black,Mushrooms,Pink,Black
5444,1.5,9222,47.77,https://magiceden.io/item-details/B4uBy1NkeVfnmrnG7mX9523cWebPdK1BvgkEcGGkQrCG,Grey,Tank Top,Scar,Teal,,,Bob Black,,Pink,Black
5463,10,766,0,https://alpha.art/t/Aggy8AwfoDyqbDumTQuzk6apETYE1Rm4UtaLMLdKhPY6,Pastel,Tshirt,Arched,Black,,,Bob Black,,Gold Fangs,Cyborg
5470,0.5,6753,67.98,https://solanart.io/nft/5LdDrVz5RfJ6oBHr6X2zYXjZEngjL4y6zjVJ7ig2xZ24,Blue,Tank Top,Small,Purple,,Monocle Regular,Ponytail Black,,Black,White
5479,0.9,5274,70.09,https://magiceden.io/item-details/92FfTVpd4dzqkJ6kDGnpVEnrK668rS4gf4uRT7XHqhpm,Yellow,Tshirt,Small,Blue,,,Ponytail White,Helix Hat,Pink Fangs,White
5498,0.15,7495,68.41,https://magiceden.io/item-details/gT6dZ7SMreBqP7e1LKcizLWoTT9BWSwmcBjx1dtCMx7,Solana1,Tank Top,Small,Blue,,,Ponytail Black,Mushrooms,Pink,White
5518,0.9,1352,86.31,https://solanart.io/nft/FseW22uuNWocsivFVG6N9ZjetQ8scSG2kKbqFGaBP31V,Beige,Tshirt,Arched,Black,Piercing,,Bob Brown,Helix Hat,Pink,White
5519,1.5,6260,60.02,https://solanart.io/nft/3yDtcm1qnKkWE6VAMPmfKPdLwvVqXHZngvuda9UJBauy,Pastel,Bandages,Small,Teal,,,Bob Black,Horns,Pink,White
5532,1,2379,81.06,https://solanart.io/nft/5c3j1Dn9FGho66zp8YPRVhDnmjwsRhqWu94ANgmr5Rvu,Green,Bandages,Thin,Teal,,,Bob Black,,Black Fangs,Gold
5543,0.18,2744,87.75,https://magiceden.io/item-details/7d3ZG53HBHL2xiebDt8VqNc8AcY5h2dU18eu4bNTCsv6,Solana2,Tshirt,Arched,Teal,,Monocle Solana,Ponytail Black,,Pink Fangs,Cyborg
5544,0.35,4757,77.73,https://solanart.io/nft/6fK7uHMUobdeX9H3Bb3grpz4AvQhr7CEzthUoUuFSNt4,Green,Tshirt,Scar,Blue,,,Bob Brown,Top Hat,Black,Cyborg
5546,0.39,3448,82.74,https://magiceden.io/item-details/9Q6FNm67Q8wgCWaNZtDFnJTKTtuqFBcLkYJz2LWRSX1J,Blue,Tshirt,Arched,White,,,Ponytail Pink,Helix Hat,Pink,Black
5551,2,7882,48.31,https://magiceden.io/item-details/C1gdFrHSMPUfKKXmN1HVTozD757vueWm3bR3B15H7Avs,Solana2,Tank Top,Small,Purple,,,Ponytail Black,Helix Hat,Pink,White
5557,1,1909,83.01,https://solanart.io/nft/9Fb7d7TLCVtwcZcNGLyJr3Ur3Gq34Wv2em6WRXKiQJVr,Grey,Turtleneck,Small,Teal,Facemask,Monocle Regular,Bob Black,Top Hat,Pink Fangs,White
5560,1,4819,70.97,https://solanart.io/nft/3q65pYmZWbrXGaKEspbxBa1ZjW72fUdCQX6a9uyYxwfb,Teal,Tank Top,Small,Purple,Facemask,,Ponytail Black,,Black,Black
5561,0.5,3714,80.54,https://solanart.io/nft/ALWPNZ6GNiSL7sKStJg18CHNq1Y47zeKfjyGQdR7taX5,Purple,Tank Top,Arched,Teal,,,Bob Brown,Clouds,Black,Black
5571,2.5,4306,58.1,https://alpha.art/t/A7ZxFdzqJJQqNGtGizKr89acHU78BUGjYX52giZy1MaB,Solana2,Tank Top,Scar,Blue,,,Bob Black,,Pink Fangs,Cyborg
5578,0.2,8568,63.47,https://magiceden.io/item-details/49uc86Uh691G6xmP3GNTacqXZGx1LGVRM7HTDoDtBDRH,Solana2,Bandages,Small,Purple,,,Bob Black,,Pink,White
5583,0.5,8082,62.48,https://solanart.io/nft/FXFSE5xgDkYGRmjKVFH2K9qPZn6hNfbPa9F5sVAZEpWX,Green,Turtleneck,Arched,Teal,,,Ponytail Black,Mushrooms,Pink,Black
5589,1,6394,64.46,https://solanart.io/nft/erS717G4VftivUtqhPSSbDoG9h4RkpWc19Zog4SvZTU,Pastel,Turtleneck,Arched,Blue,,,Bob Brown,Mushrooms,Pink,Black
5606,88,1512,0,https://magiceden.io/item-details/CSmsd8YSciWMMJEtKxaHWKkBtLw7vdczXjynydcjvAta,Blue,Tshirt,Small,Purple,,Glasses Solana,Bob Brown,Bird,Pink,White
5608,0.27,4294,80.45,https://solanart.io/nft/do7zkGZBDim4jVdjbknJHvFr6e2G2ibrZ37QX8Xkh6y,Purple Flat,Tshirt,Thin,Teal,,Monocle Regular,Bob Black,Horns,Pink,White
5615,3,3269,57.38,https://magiceden.io/item-details/4UCZh2nT3FpPPJtPKUWTHJ9vwrKYsjis4swCjGnq45rw,Teal,Tshirt,Arched,Purple,,,Ponytail White,Helix Hat,Pink,Blue
5618,0.2,2551,88.35,https://solanart.io/nft/BJ81PUMNS1aicN1DGrQTV8hf8wjp3E4YXPLy4vWmmAzE,Pastel,Tshirt,Arched,Blue,Gasmask Gunmetal,,Bob Brown,Mushrooms,Pink,White
5625,1.4,7560,55.64,https://solanart.io/nft/A2s8q4n3LrLMBELptZE5caqeBxtukjUaBg31umfvDKW9,Blue,Turtleneck,Arched,Blue,,,Ponytail Black,Horns,Pink,Black
5626,2,8017,47.75,https://magiceden.io/item-details/3QzWTU6N9him4B4LkcdzpnioeDSysTxcdJyLtbZ94v21,Green,Tank Top,Arched,Purple,,,Bob Brown,Top Hat,Pink,Black
5635,0.6,4291,77.16,https://solanart.io/nft/6QCWSjvc7dEsMWZTH6G2T2jc4x3KqMtcEqc9eMXGHKh5,Yellow,Tshirt,Arched,Teal,,Glasses Solana,Bob Black,Top Hat,Pink,White
5645,0.14,9309,61.01,https://solanart.io/nft/EEVs2KPex9D3UtNKLmnDkS1V289gZX66fRkx1mtrKAhf,Yellow,Tshirt,Thin,Purple,,,Bob Black,,Pink,Black
5648,0.144,4649,80.24,https://solanart.io/nft/GuRU1qhEQHs1dTBkLWgHbcRjezdgV8feZGjjg5uLkCHt,Pastel,Tank Top,Small,Teal,Bandaids,,Bob Brown,Top Hat,Pink,White
5654,0.199,7515,67.84,https://solanart.io/nft/Fg83ykx9zsdG5VGMyxQfYVNh1c7SPYF4KriyuZVkxzRV,Blue,Tshirt,Small,Teal,Facemask,,Ponytail Black,,Pink,Cyborg
5665,2.2,5804,54.9,https://solanart.io/nft/4MBF5akRucGU1FWfT8S4gi2JSs8C545jHqWXM47oybV3,Green,Tshirt,Scar,Teal,,,Ponytail Black,Helix Hat,Gold,White
5668,1,7253,60.91,https://magiceden.io/item-details/44uTfe5aQh8YfxWQWZ7UuSrooEmxEReZRkEBqyr31RyJ,Yellow Flat,Turtleneck,Arched,Teal,,,,,Pink,White
5675,1,673,88.12,https://solanart.io/nft/94rzDBkBssWTLRsccbuwMfVicJyXCk11gteQTMdKtC3A,Green,Turtleneck,Thin,Teal,Gasmask Gunmetal,,Ponytail Pink,Helix Hat,Gold,White
5686,10,6658,0,https://alpha.art/t/BZvARVoqS9novbsHdjJXfan1iV6xxZLfK8EnQy66TqB2,Beige,,Small,Blue,,,Bob Black,,Black,White
5687,0.5,2981,83.57,https://solanart.io/nft/8XbVkEG5uoQdZSmzHPhyJJfse6tACdNUmAVgif7bFiAs,Pastel,Turtleneck,Small,Teal,,,Ponytail Teal,Top Hat,Gold,White
5700,0.29,5401,75.67,https://magiceden.io/item-details/5mcMSBcvMRqAJhXthUy16WJPd8PaWc99UtehWfDtnGY4,Grey,Tshirt,Thin,Purple,,Monocle Solana,Ponytail Brown,Helix Hat,Pink,White
5711,0.5,8510,60.71,https://solanart.io/nft/BzLRJdz8XUqWqwTgstEEp2GowkJBJUYgXbDwG24hiQYj,Purple Flat,Tank Top,Small,Blue,,,Ponytail Brown,,Black,White
5714,3.8,4720,43.38,https://magiceden.io/item-details/4WLne85SDHEkqkYXMBb2zQziW7GDvLcUpbp8VvnecuHF,Beige,Tshirt,Scar,Blue,,,Ponytail Pink,,Pink,Blue
5738,7,2353,21.17,https://magiceden.io/item-details/BJjcw6XdvZVhDggmmvtRdSBd1uiTfsBh46eQmpDm6qBJ,Beige,Tshirt,Small,Teal,Facemask,Monocle Regular,Ponytail Brown,Helix Hat,Pink Fangs,White
5745,1,9154,53.05,https://solanart.io/nft/DqPqpgyDaAuukZqWqk96prZqjmXDEftTq8awQffW32W4,Beige,Tank Top,Arched,Blue,,,Ponytail Brown,,Black,Black
5746,0.144,9551,59.97,https://solanart.io/nft/bXqpQD3HodLo6eVYFLzcsTNyfhndok8gxC6ecF42CVE,Beige,Tshirt,Worry,Blue,,,Bob Black,,Pink,White
5747,2.4,2570,66.27,https://solanart.io/nft/2WcUE34tCQDMXhouemsDXnMh1RP7UEkzFpZHjii72j3c,Beige,Tank Top,Thin,Teal,,,Bob Teal,Scribbles,Pink Fangs,White
5762,0.9,2393,82.01,https://solanart.io/nft/J1CjcFJSv3ZZN16rtVZ7wJgc76UjNKjuPzFr899A9kXW,Grey,Tank Top,Arched,Blue,,,Bob Brown,Horns,Black Fangs,Cyborg
5767,0.15,5798,75.43,https://alpha.art/t/9wKWdYcGQswm5CYq217a4SYyUCBUT6fgB959RbLviqz6,Green,Turtleneck,Thin,Blue,,,Ponytail Teal,Helix Hat,Black,White
5775,1.5,4587,66.93,https://solanart.io/nft/4Sbo8icomPqDqwEmEnWALEUhfcwDQZKdrstpbtCnqPZ2,Grey,Hoodie,Small,Teal,,,Ponytail White,,Pink Fangs,Black
5778,1.5,6078,60.77,https://solanart.io/nft/ELJjNW5YAZBnaostM7fQA7YEMAoHj9Pp1mnoZufif3nA,Green,Tank Top,Arched,Teal,,,Bob White,Horns,Black,White
5780,1.75,3750,67.89,https://magiceden.io/item-details/962agViJdKtXVHrywdC7Q5M2cHNYPxgX8oWqRc2aJS3F,Solana1,Turtleneck,Thin,Blue,Facemask,,Ponytail White,,Pink,Cyborg
5786,3,5815,46.86,https://magiceden.io/item-details/FjLGLXXArBxyqNyzzK9rZ4g4NdHgJsDX9MqFGRyKpM1w,Yellow,Tank Top,Small,Teal,,,,,Pink,Cyborg
5789,1.5,3763,70.34,https://solanart.io/nft/A49GxFrYTUoUizottFmqr9nJYMjuWVt3VFQG5TGZb2dT,Grey,Tshirt,Thin,Teal,Facemask,,Ponytail White,Helix Hat,Black,Black
5793,0.33,6150,72.17,https://solanart.io/nft/26K7NFbK4EdK3fZB8a9TGJd1zNL4gonkKHExAs9Ect3x,Teal,Turtleneck,Small,Blue,,,Bob Brown,Top Hat,Pink Fangs,White
5796,1.8,4398,64.72,https://solanart.io/nft/GjwUwa9i4p9WnqzU9ucS53PgExXChhYGRbc5Fj7R79m9,Green,Tshirt,Small,Blue,,Glasses Regular,Bob Black,Helix Hat,Pink,White
5798,0.5,7188,66.18,https://solanart.io/nft/SuuNovRUzww7eb2LAeHLnVg8NTKwMT7deR3mnBkzpjj,Yellow,Tank Top,Small,Blue,,,Ponytail Black,,Pink,Blue
5810,0.3,5110,76.77,https://magiceden.io/item-details/DcZZsMaKGabGxLk78N4BqFbvEieKSVbcm89yr99YV2Cx,Yellow,Tank Top,Arched,Blue,Facemask,,Bob White,,Pink,Black
5827,0.39,5264,75.23,https://solanart.io/nft/FitFyrttVTLfDyaUhEfC5yhr6SmSkwo5Gt2AeZofZ6yu,Pastel,Tank Top,Small,Blue,,Monocle Regular,Ponytail Brown,,Pink Fangs,White
5829,0.8,2041,84.46,https://magiceden.io/item-details/Bsxth8AujyJZ6m8g4qXEpz6GVH7vb4a2WXZqbTkiBao6,Pastel,,Arched,Teal,Bandaids,,Bob Brown,,Black,White
5830,0.4,4239,79.37,https://magiceden.io/item-details/J2NV5KT4o1uDAjiL6WqfdDaRmLKVqBxszqXWBqjPQ2Fw,Purple,Tshirt,Scar,Teal,,,Bob Black,Scribbles,Pink,Black
5833,0.3,7868,65.37,https://magiceden.io/item-details/2WQ1TezBb2WT5fXFhbCMRvkCx86gzFM1ezqK8opLceTJ,Teal,Tank Top,Arched,Teal,,,Ponytail Black,Mushrooms,Pink,White
5850,0.69,5975,69.29,https://magiceden.io/item-details/4SZFUxjcnvHHKk8f6yJ8oqz6mgYo5Ng1CcgeBxzdKBRo,Blue,Tank Top,Small,Teal,,,,Mushrooms,Pink,White
5861,0.43,9308,58.11,https://solanart.io/nft/8kM2njNYL6JER8vudDm7JTDHRvcAnxGRmFCqwsrCq5UA,Grey,Tank Top,Thin,Teal,,,Ponytail Brown,Helix Hat,Pink,White
5862,1,9063,53.43,https://alpha.art/t/EHx1S2GDVWGxLpx96dXDCg1QebMkLw7ZtHDiacNktZeY,Beige,Tshirt,Small,Blue,,Monocle Regular,Ponytail Brown,,Pink,White
5863,2,7143,51.37,https://solanart.io/nft/CgAtNJ1RZMHrLkvwVR5r2fXKdigtXy9PRmPuwAi8vbg,Pastel,Turtleneck,Scar,Teal,,,Bob Brown,,Pink,Cyborg
5867,0.99,8485,55.92,https://magiceden.io/item-details/A7xZrGNmu97jewy93goUdbbtkPaRR8UwRg8tQpt4P3hD,Green,Turtleneck,Scar,Teal,,,Bob Black,Top Hat,Pink,White
5906,1,1021,86.68,https://solanart.io/nft/EYauTJ6X3tFqgUn1NJpjNJMygsWm7eHshkKNoD2pwFfq,Grey,Turtleneck,Scar,Blue,Gasmask Pink,,Ponytail Black,,Black,Blue
5908,1.4,6584,59.68,https://solanart.io/nft/ECDU1FcfKV3dELXpK8xNYLXGWp5zuvT6f1EyyS243fGx,Blue,Tshirt,Arched,Blue,,,Bob Brown,Scribbles,Pink,Black
5917,0.99,4584,72.05,https://solanart.io/nft/41LiKJTyGZ5fML7Mx17SZ9RpdWnu7gKg7KNXRmjGSC4Z,Blue,Tank Top,Small,Purple,Bandaids,,Ponytail Teal,,Pink,White
5920,0.5,8564,60.49,https://solanart.io/nft/BcEH4NcxJ7Wprx7CkwQWiB17QHRBdReewVvfnErQHjUX,Grey,Turtleneck,Small,Blue,,,Bob Brown,,Pink Fangs,Black
5923,1,9431,51.9,https://solanart.io/nft/CBr2UowHWqLtrpmXDwKSn8CsBcPcUhV24dJNp9ckzncA,Blue,Turtleneck,Thin,Purple,,,Ponytail Brown,,Pink,Black
5925,0.18,1178,94.23,https://solanart.io/nft/HzeYGUCGWnucrZGTdt3h4wwbCT6jJQX6C9HXKBYsC6bu,Purple,Turtleneck,Arched,Blue,,Glasses Regular,Bob Brown,Helix Hat,Black,Black
5928,1.1,5423,67.48,https://magiceden.io/item-details/4H3azsY1genmLf2GyLXuWaFbuHsMYSMfT4VokvAGS9y3,Pastel,Tank Top,Arched,Teal,,Monocle Regular,Ponytail Brown,,Pink,Cyborg
5940,0.25,154,97.76,https://magiceden.io/item-details/DhxazpbjuQac7phqKEACvCtAbUyweTh5CcjaFEWh7KrJ,Yellow Flat,Hoodie,Small,Purple,Bandaids,Monocle Solana,Bob Brown,,Pink Fangs,White
5944,2.5,1870,68.17,https://magiceden.io/item-details/Hhn8Zoyme8W2CdNujSyi3kSCGuCLzuJmsTgyhAkpMJwQ,Teal,Turtleneck,Thin,Purple,,,,Helix Hat,Pink,Blue
5955,0.76,8952,56.29,https://magiceden.io/item-details/H4LsMjwgVLgqg4pBNGGwW9QEpdr6HiAcZ3i1awhCpLVu,Purple,Tshirt,Thin,Blue,,,Ponytail Brown,,Black,Black
5958,0.5,7900,63.24,https://solanart.io/nft/Fmj7rd83A9Yq4axrBitsGEWGut7ChuZz91yVhxja2ZKx,Yellow Flat,Turtleneck,Small,Teal,,,Ponytail Brown,,Black,Black
