id,price,moonRank,💎 score (%),storeURL,Background,Clothes,Eyebrows,Eyes,Face Accessory,Glasses,Hair,Head Accessory,Mouth,Skin
4,1,1157,86.12,https://solanart.io/nft/8dvULYihziWt7cd63UxnHuCGuieuMR6xiXY5YN8LkU15,Pastel,Tank Top,Arched,Blue,Bandaids,,Ponytail Black,Mushrooms,Pink Fangs,Black
21,0.2,5845,74.73,https://solanart.io/nft/532GnhkavCbkQMbFuLPufYanWn9rKvDo1ErLAPW44Nbh,Teal Flat,Tank Top,Small,Purple,,,Ponytail Brown,,Gold,White
24,1,8287,56.63,https://solanart.io/nft/5FuNMFg6wGvheDE83T6dPhcQKnnMXTkRVyQVSw9qasPG,Grey,Bandages,Small,Teal,,,Bob Brown,Helix Hat,Pink,White
29,2,5634,57.6,https://solanart.io/nft/8UBMicytUKimZFg5g2a6RqouSKd1GSjkCyWyY5oU87c2,Grey,Turtleneck,Small,Blue,Facemask,,Ponytail Black,,Pink Fangs,Black
44,0.3,3711,82.56,https://solanart.io/nft/FphQFdQTHbpLVDYyg4kNP9Gu2Go9qVLuqbi7quY3hfvt,Grey,Tshirt,Arched,Purple,Facemask,Glasses Solana,Ponytail Black,,Pink,White
68,1.25,9632,48.57,https://alpha.art/t/CuzXsiMBB4aHHGJ78ZPxCdxPDVVkC71bhjWLTe1eYJqw,Solana1,Tshirt,Arched,Teal,,,Bob Black,,Pink,White
71,0.6,2165,85.95,https://solanart.io/nft/D6RKWV5gY5qTXAZRe9XdrehE25VkWnw15xAMp7sfV6gE,Yellow,Tank Top,Arched,Teal,Gasmask Pink,,Ponytail Brown,,Black Fangs,White
78,0.765432109,4486,74.7,https://alpha.art/t/EDow9vVL57d1ZNiGvXdx6dXpqsyiRUdFepmZv1wTyFUT,Green,Hoodie,Worry,Teal,,,Bob Brown,,Pink Fangs,Black
87,0.15,7154,69.82,https://solanart.io/nft/D4mKmXSuzQrHxWTYBXGBZzte4W41ktXzoxn2vbgKM5rQ,Beige,Tshirt,Thin,Blue,,,Bob Black,Top Hat,Gold,White
96,0.456789101,3952,79.99,https://alpha.art/t/8r58XG1mi8eqqfKfyXAV9dze5bRQUB1m1EV7GqcKbtr9,Purple Flat,Tshirt,Scar,Teal,,Monocle Solana,Bob Black,,Pink,Black
97,0.82,7310,62.47,https://solanart.io/nft/FD43h4jiiSt4wHzZcbCVoH7xktLYzeRNDmq6cFCsaFS4,Blue,Bandages,Thin,Teal,,,Bob Brown,Horns,Pink,White
102,1,139,90.33,https://solanart.io/nft/37ktcA5ng7WgNfzgKz5XM7C7AgBi3X8gGaCArTwpwoLr,Solana2,Bandages,Arched,Purple,Piercing,Monocle Solana,Bob Black,Top Hat,Pink,Black
104,1.95,3423,67.25,https://solanart.io/nft/5jHbUxNdS8DnU7kYnw2413ZoNvzLzMyTD2LnwfgiBnCo,Yellow Flat,Tank Top,Small,Purple,Facemask,,Bob Black,,Pink,Cyborg
105,0.6,7372,64.42,https://solanart.io/nft/74BgkT4yu5NPnKxzww42xWob8s4HZihRxb7ZxEUJkQM4,Green,Tshirt,Small,Teal,,Glasses Regular,Bob Black,,Pink,White
107,0.3,6612,70.56,https://solanart.io/nft/BUuTAJjF5kXV331eVJW5fPCKq7dvpSr64eH7HyuScGXH,Purple Flat,Tank Top,Small,Blue,,,Bob Black,,Gold,White
121,0.3,7996,64.84,https://solanart.io/nft/Br93zo8PcN4az8fs6m2cY8t1G3gpaZLa4KkMS3Vn43ht,Yellow Flat,Tank Top,Arched,Purple,,,Bob Brown,,Pink,Black
136,2.33,7981,44.6,https://solanart.io/nft/HoXDXen6tWPcmdahFVZJes1k9oRe3kX72cVXE2voUooE,Teal Flat,Tshirt,Arched,Blue,,,Bob Black,,Pink,Cyborg
139,2.1,5622,56.65,https://solanart.io/nft/BAxp7JiUDR4vGURdGhopyrzqJXVyWKQPx5WCyU7MYq2C,Green,Tshirt,Arched,Blue,,,Bob Black,Horns,Black Fangs,White
147,2.4,5389,54.62,https://solanart.io/nft/6VAiEeKwcHZXWXbSBJRLtpLnLcNDsGFGrPqTbboXvyTf,Yellow Flat,Turtleneck,Thin,Blue,Facemask,,Ponytail Brown,,Black,White
163,0.5,3996,79.38,https://solanart.io/nft/393b7J2SuZaMSRg6dgLHJDRKgm9Q6tmLsSht62YN4yH8,Blue,Turtleneck,Small,Teal,,Monocle Regular,Bob Brown,Clouds,Pink,White
172,2,1613,74.23,https://solanart.io/nft/DTCUCxJmA45pacidbwVdaVhnUN7zdjU6NnbjiyZV4Xzz,Green,Turtleneck,Arched,Purple,Gasmask Pink,,Bob Black,,Pink Fangs,Cyborg
179,0.3,9363,59.19,https://solanart.io/nft/AUKq5rXCK8yr4oeAtdx1BoSwQa871gP1QoByNGeNYGxQ,Solana2,Tank Top,Thin,Teal,,,Bob Brown,,Pink,Black
184,1.55,7270,55.34,https://solanart.io/nft/AfvzfyV4zcNkBo9oD3o3G6dfUGMi2feBjRLhMpLxCLv9,Grey,Tank Top,Thin,Teal,,,Ponytail White,,Pink,Blue
218,1.5,8770,49.64,https://solanart.io/nft/9GN8WTAzdFayekFHHLN41dv13fY1vcEdHQ5YkWywHiPp,Green,Turtleneck,Thin,Teal,,,Ponytail Teal,,Pink,Black
219,1.25,2831,76.69,https://solanart.io/nft/7YKU22wBFXze7op5R58QfRHQWPna1mdZzFTepsJyW5Zt,Blue,Tank Top,Small,Teal,Facemask,,Bob Brown,,Black,Gold
220,0.95,5479,68.75,https://solanart.io/nft/2nM3Jk3pMBvpVUq2LxNRmB3bcbbS8mssy3E4wb7aDd6f,Solana1,Tshirt,Worry,Blue,,Monocle Solana,Bob Brown,,Pink,White
247,1.4,5418,64.5,https://solanart.io/nft/3dmoJTBdwVsGizo6fKjQp3VETgac81EqPq9QVdCtuS2C,Yellow,Tshirt,Thin,Teal,,,Bob White,Scribbles,Pink,White
248,0.7,3892,77.81,https://solanart.io/nft/2YSvjihRDh6iP2CEStvk58a3RaJrKUYbZinCFh3eQoFT,Green,Tank Top,Arched,Purple,,Glasses Regular,Ponytail White,,Pink,White
250,0.5,7440,65.14,https://solanart.io/nft/2nesYjnSFaWyVjbUg2LLDXrKDAms7uTvR2Nur3TVWhB6,Grey,Tshirt,Thin,Teal,,,Bob Pink,Top Hat,Pink,Black
254,0.14,5375,77.28,https://solanart.io/nft/GihZcKhpsy4zKYKE1gXPexmkwWVxGSNC6HjRNar5P3u7,Solana1,Tank Top,Scar,Teal,,Monocle Regular,Ponytail Black,,Pink,Black
283,1,1721,83.78,https://solanart.io/nft/DKfCSUDo1sBQ3WiKhYGxBos1aES2sEtqsCM3K5fHbxH,Solana2,Tshirt,Scar,Teal,,Monocle Solana,Bob Brown,Mushrooms,Black,White
287,0.22,9627,58.89,https://solanart.io/nft/GLJrfkFmx2z9Pbu7Ljxrj55PzkrCSw5YXCpkanXT2yea,Yellow,Tshirt,Small,Teal,,,Ponytail Black,,Pink,White
314,0.25,8823,61.92,https://solanart.io/nft/EwBL1yJo5r5s8zjx8SvkczV6bRsxkQSXTK27uUQs1LHy,Yellow Flat,Tank Top,Arched,Teal,,,Ponytail Brown,,Pink,Black
317,2,6234,55.12,https://solanart.io/nft/2n9uSyxJgmAQLY9C8guxkdc91gU4e2Mnz2T8Jf7ennZY,Purple,Tshirt,Thin,Teal,Gasmask Pink,,Ponytail Black,,Pink,White
321,0.5,1031,91.64,https://solanart.io/nft/D2eXbyeCjjtoeEt36n77eYMPcmBXsoxgd8i867Jhw454,Pastel,Tshirt,Thin,Teal,Gasmask Teal,Monocle Solana,Bob Black,,Pink Fangs,White
344,0.7,6726,66.09,https://solanart.io/nft/6NAHVhSpK8AQ9c7DkXb8k6YDiFBYEtDfH78AzLHTVxHh,Purple Flat,Tshirt,Arched,Purple,,,Bob Black,,Gold,White
345,1.5,5723,62.24,https://solanart.io/nft/Dg4FWRZAjsdLKSQX6chhhxwZ6TNs34m6nMgq8HYdsm1f,Solana2,Tank Top,Worry,Blue,,,Bob Brown,Top Hat,Pink,Black
346,1.35,8690,51.47,https://solanart.io/nft/7W5ns3ipEvf7Na5gfSVB81RZy6q43iCuPhvyFGUBfNhD,Green,Tshirt,Small,Teal,,,Ponytail Brown,Mushrooms,Pink,Black
360,1,6450,64.23,https://solanart.io/nft/3DGnErQ6LfoPoeaKde35RFG6BxoVLyeC4dx3oLP1Vs4b,Teal,Turtleneck,Worry,Blue,,,,,Pink,White
386,0.33,5287,75.74,https://solanart.io/nft/HXxf8UaXuYwZ298iHxqATUmNTmSKxpbsyzwhTdmU4z6C,Purple,Tank Top,Small,Blue,Bandaids,,Bob Brown,,Black,White
389,0.29,9631,58.18,https://alpha.art/t/BFWpafdG5axDwefkwqnAYfMkqARs1ynyi1zdxu5kZ1zR,Blue,Tshirt,Arched,Teal,,,Ponytail Black,,Pink,Black
394,0.14,9588,59.86,https://alpha.art/t/79dFy6eN3o1yAHD3efCUuSHcVsMhmfr71hCay9hBK6Xq,Blue,Tank Top,Thin,Purple,,,Bob Black,,Pink,White
396,1.2,6257,63.03,https://solanart.io/nft/2JkRG5c8J1d8HJwbTZF1w6wABS41vBAy73ie9fZhqhcL,Grey,Tshirt,Arched,Purple,,Glasses Regular,Ponytail Brown,,Pink,White
400,1,564,88.57,https://alpha.art/t/C9RSpE7NHrdW367wmaRoAU7bV7WUKDdhf7Nb4t7Fj6p,Solana1,Tank Top,Small,White,,Monocle Regular,,Helix Hat,Pink,Black
422,0.4,2550,86.36,https://solanart.io/nft/4CgKDCQswve2GrHFfd4iTxojWZ8cME3Njty9g6tpie6n,Yellow,Tshirt,Thin,Purple,Facemask,Monocle Regular,Ponytail Brown,,Black,Black
424,2.25,2562,67.81,https://solanart.io/nft/Ha44mpUwwx2soi6kT6ppouCf5tYjjeQczFUYZiXyLUD7,Green,Tank Top,Thin,Teal,Gasmask Teal,,Bob Brown,,Gold,Black
430,0.18,8999,61.89,https://solanart.io/nft/CM95KQRP42RpMS931KggCA2pX4Tv11pjhvidjBHs5jZe,Teal,Turtleneck,Thin,Purple,,,Ponytail Black,,Pink,Black
434,0.2,5710,75.29,https://solanart.io/nft/9dhq5pbw7ai8vwPk4UVuhuc9e4K7TWtdpLCLhu8WuA85,Solana2,Tshirt,Small,Purple,,,Ponytail White,Top Hat,Black,White
441,2,9465,41.76,https://solanart.io/nft/EhbNy83wcJCj6dyqD9EqoSqy6D2CQgLa4ANhbbg7jUCt,Beige,Bandages,Arched,Teal,,,Bob Brown,,Pink,White
480,0.2,9240,60.69,https://solanart.io/nft/CTniwFa2o5S2JRJGBzUNJnxis2bsHvq8ZswSzCtUiqt2,Grey,Tshirt,Small,Teal,,,Ponytail Brown,,Pink Fangs,Black
489,0.5,8958,58.86,https://solanart.io/nft/DEicgq6WhKfWCiwome7UEkh6fSVbLa6dsCZ7to7PoPoB,Grey,Tshirt,Arched,Blue,,,Bob Brown,,Gold,White
501,1.6,5568,61.88,https://solanart.io/nft/362a7dhnp6fJHVudpc2VPUW13MqtossMUt6N7xTe14FE,Beige,Hoodie,Scar,Purple,,,Ponytail Black,,Black,White
509,2,4023,64.27,https://solanart.io/nft/CrVpSiDybwbbarku7vpayLzZkNpH8L3cpvpZwxqwL6ib,Yellow Flat,Bandages,Worry,Blue,,,Bob Black,,Black,Black
515,0.555,4801,75.5,https://solanart.io/nft/ETsXcYq9xhCK33eXXb7vgT9GRXwgAVwR13hSb5NhRBgF,Purple,Tank Top,Arched,Purple,,,Ponytail White,,Black Fangs,White
518,0.5,9674,55.9,https://solanart.io/nft/9pPP7n5aRNDd4Kr4xxukXV4WMYqWB5GoVSnkkNaTLm76,Blue,Tshirt,Small,Teal,,,Bob Black,,Pink,White
549,0.27,9013,60.93,https://alpha.art/t/G99RJ4GK9guen5Ai3zSYt4mYumMrswV5hyU4yfqpAk1F,Yellow,Tshirt,Scar,Purple,,,Bob Black,,Pink,White
554,0.45,7971,63.44,https://solanart.io/nft/6nGVAgZ5ChJ6oVXKotyv45VQMC7CJUn1tx5JwFP7UXfJ,Pastel,Tshirt,Small,Teal,Bandaids,,Ponytail Black,,Pink,White
557,2,7987,47.88,https://solanart.io/nft/wtX4etkTvKMs3jJQc7Djxk3YKTW49feTf83Ui2BW1Pv,Blue,Tank Top,Worry,Blue,,,Ponytail Black,,Black,Black
559,0.5,6123,70.58,https://solanart.io/nft/DaAtLhESVJCvTQoNCJTu6dG11JNU1BciUguSeUPAAQDs,Pastel,Tshirt,Worry,Purple,,Monocle Regular,Ponytail Brown,,Pink,White
574,0.2,6958,70.13,https://solanart.io/nft/DFssecK9DpSxEUWgFDj94AAtiwc5V9xHxguyDk4F2dvo,Purple Flat,Turtleneck,Arched,Purple,,,Bob Brown,,Pink Fangs,White
575,2.1,548,77.63,https://solanart.io/nft/FjVTUCpeUyw3YcmJczgJKrfiyzNHYgF8V9epgmqkXqfL,Pastel,Tshirt,Small,Blue,Piercing,Monocle Regular,Bob Black,Mushrooms,Pink,Black
579,0.33,5935,73.06,https://solanart.io/nft/9Y2gVbUTX7J1VHqyX1z2geMDrF4BCa8aDjfUqfhxqG4p,Blue,Tank Top,Thin,Purple,Facemask,,Ponytail Brown,Top Hat,Pink,White
580,1.5,4589,66.93,https://solanart.io/nft/J29Boh6bKR9Q9oH8qi55U15LrfxofUXTKxKX5A6MKbQ5,Blue,Turtleneck,Thin,Purple,,,Bob Pink,,Gold,Black
587,0.6,8851,58.3,https://solanart.io/nft/6coVrehfWh6xD4wcNW9d9K6NpJ131uUew1MPioG1aZKB,Yellow Flat,Tshirt,Scar,Teal,,,Bob Brown,,Pink,White
592,0.33,3477,83.22,https://solanart.io/nft/X5nWJTAU3Xfid4rWMwK1bLVD2c1RkJVHvWDaqqaLQBE,Beige,Bandages,Thin,Teal,,,Bob White,Top Hat,Pink Fangs,Black
595,2,6316,54.78,https://solanart.io/nft/FPwFapsxZp8EXZwKeBHaPugjo7C5WQt6ZYrMFeGuDxAV,Yellow Flat,Tshirt,Small,Blue,,,Ponytail White,,Pink,Cyborg
606,0.23,9497,59.33,https://solanart.io/nft/8fQUdsFDvonJrZSjvQpZtPad2vDjpyYnozomenamFZzg,Blue,Tshirt,Thin,Teal,,,Bob Black,,Black,Black
607,0.69,8523,58.76,https://solanart.io/nft/FDMxLJDeSt1N2YGH29jc5dm38YFQ7YqEZpikA2zJKLWd,Pastel,Tshirt,Thin,Teal,,,Ponytail Black,Horns,Pink,White
608,0.33,8213,63.64,https://solanart.io/nft/FsmMfMUTJCHh8cXwPz24JkEooD2AYA5C7J9eV8pxQ79x,Grey,Hoodie,Thin,Blue,,,Ponytail Brown,,Pink,Black
609,0.91,2669,80.76,https://solanart.io/nft/GPbbjmUkqgJFL6crki8QUAJ4Seya3ehndLHkh33KpP1d,Solana2,Bandages,Thin,Blue,,Monocle Regular,Ponytail Black,Top Hat,Pink,Black
615,0.5,1762,88.61,https://solanart.io/nft/HBLEPAD8n8rgUUon1yns6L7ftDtJKvgxFAebKx1D5dWh,Pastel,Bandages,Thin,Blue,,Monocle Solana,Ponytail Brown,,Black Fangs,White
618,2.5,8397,41.18,https://solanart.io/nft/Et9A2LHFNRLeoikELYx2cQ9gPd9M39p2SnY2ddPywQJH,Beige,Tshirt,Arched,Purple,,,Bob Black,,Black Fangs,White
641,1,7780,58.73,https://solanart.io/nft/79mCZyoodbGtLbr7QzniN2vGZRmGjzHLDJPTneGHasaB,Green,Tank Top,Small,Teal,,,Bob Brown,,Black Fangs,Black
646,0.5,8666,60.07,https://solanart.io/nft/EZrT2T6dNFuJwPxFu9Lv1Tg6yQ9DSePuTGLZ5vVDwQT8,Green,Tank Top,Arched,Blue,,Monocle Regular,Ponytail Brown,,Pink,White
647,0.4,8018,63.75,https://solanart.io/nft/C4nR6aavdGPf21zFKYRQS22FXWjgccnvaAnNGLzgVo5N,Yellow,Tank Top,Small,Purple,,,Bob Black,,Black,Black
652,0.75,3648,78.32,https://solanart.io/nft/8Z5iHaz1UqoJSZbF6Y8qiwQXERJAbA6kJKuEiX8WkGDp,Beige,Tshirt,Arched,Purple,,,Bob Teal,Top Hat,Pink Fangs,Black
1004,1.7,9668,43.92,https://solanart.io/nft/3xVTLCieri8CNP13UptSTG5mtLrK9LcfQSGTRVAAiyHM,Green,Tshirt,Small,Blue,,,Bob Brown,,Pink,White
1013,0.7,2572,83.27,https://magiceden.io/item-details/5ZK3M7yhK8SQ7542PDBTjsAmk8op15SiAC6WVn652UsT,Purple,,Arched,Teal,,Monocle Regular,Bob Black,,Black,White
1014,0.2,5263,77.14,https://magiceden.io/item-details/2TYUv8m4DnQsFstWNfFQpzLkY7cp4AbvNJqStJrH9CSi,Solana2,Tank Top,Arched,White,,,Ponytail Black,Helix Hat,Pink,White
1018,4,5419,38.49,https://magiceden.io/item-details/9Ld7xCRsGQzEbm6pfMoSA8xBBMRzzXP4C7FBFCXx1fs8,Yellow,Tshirt,Small,Blue,,,Ponytail Black,Helix Hat,Black Fangs,White
1019,0.12,9435,60.69,https://alpha.art/t/EJHd66R2M9B7bwix5NAoej2pwoQbzzfP3HavjKTP8k4C,Blue,Tank Top,Small,Blue,,,Bob Brown,,Black,White
1021,1.45,4259,68.79,https://solanart.io/nft/5e3oeRJ5JFUnEV3eQHJKM52WJs7KN2Rff4WownWLNo3B,Green,Turtleneck,Arched,White,,,Ponytail Brown,Top Hat,Black,Black
1024,0.55,9537,55.97,https://magiceden.io/item-details/8fe4xerrXtPUYw98XN47ZiaT41FN1absx4h8y5RLsLjY,Beige,Tank Top,Small,Blue,,,Ponytail Brown,,Pink,Black
1029,5,1930,42.92,https://magiceden.io/item-details/EFZG93Xg3fc8F3r8Dzds4YsznMw2WTHW5EEgthjSZAvy,Beige,Tshirt,Scar,Blue,,,Ponytail Black,Halo,Pink,Blue
1043,0.9,4334,73.98,https://solanart.io/nft/49weH4qJQZncCiCEpocrr1dvJWfQnjXWPtrt8AUTvrLF,Yellow,Turtleneck,Thin,Teal,,Monocle Regular,Ponytail Brown,Top Hat,Black,White
1044,0.5,4053,79.14,https://solanart.io/nft/Afm9sCiX9dRmCZgUnfyeTkV3DbuQmZFiBHPes2TdNkji,Teal Flat,Bandages,Small,Purple,,,Bob Brown,,Gold,White
1048,0.5,3336,82.11,https://magiceden.io/item-details/7cjsP2nqTqKpanpbeX1iELpdPgpUg8AScnwV1rS8Jd79,Beige,Hoodie,Thin,Blue,,Monocle Regular,Bob Black,,Pink,Cyborg
1050,0.95,6271,65.47,https://solanart.io/nft/2Rd6XLfQTcVMxgqcenFaBqf5buBCKKkEAB7YjMuQ1a4L,Yellow,Tshirt,Scar,Purple,Facemask,,Bob Brown,,Pink,White
1051,0.35,4703,77.95,https://solanart.io/nft/JChy7RSfmz3f4DqhFPAL8t9wxCiuSiwsPaHhzydtRcC4,Beige,Tank Top,Small,Purple,Gasmask Teal,,Ponytail Brown,,Pink,Black
1058,2,9405,42.01,https://magiceden.io/item-details/CG41pATKKi641rQNxTef5ri5n4WxiwNgfdJNLTMvRig5,Grey,Tank Top,Arched,Blue,,,Ponytail White,,Pink,White
1059,2,4271,63.24,https://magiceden.io/item-details/JBsMxRxidENAA5KKxFaG8uoYiUWHsppGsEPgTMJw3svk,Yellow,Tshirt,Thin,Blue,,,Ponytail Brown,Scribbles,Pink Fangs,White
1072,2,1082,76.43,https://magiceden.io/item-details/D9qQyafwB7YhYV8of542ZNkoPv7JtrBuGjFPeZTweQv2,Grey,Tank Top,Scar,Blue,Gasmask Teal,,Bob Black,Top Hat,Pink,Cyborg
1075,2.48,9224,37.96,https://solanart.io/nft/4xfx1gULWtCgtn5XWtDsnJKbMDCtuUEYqK2CruEEM7ty,Grey,Tshirt,Thin,Purple,,,Bob Black,Top Hat,Pink,White
1079,1.35,2387,77.53,https://solanart.io/nft/F97kTbKFmjpHZM2t7YFVMX7NeX3xZvUG2nHaUDsJELfB,Purple Flat,Turtleneck,Arched,Teal,Facemask,,Bob White,Horns,Pink,White
1090,1.99,8222,47,https://solanart.io/nft/H4RDti6abzB1qaEgL3jC6dX5xyEq6CSrMLh5E9Zhboix,Beige,Turtleneck,Thin,Blue,,,Ponytail Black,,Black,Cyborg
1102,3,2560,60.31,https://magiceden.io/item-details/A95zwAyAP82Tkvr5Be6DXc3od2CT2oWECv2pTj5Akvbw,Beige,Turtleneck,Thin,Purple,,Monocle Regular,Bob Brown,Top Hat,Gold,White
1103,0.49,1070,91.58,https://magiceden.io/item-details/Gt5J6JjSc7bpaHMSn1MDaGN5Y5ooDKke2cD1yJ8q9pTG,Teal,,Arched,Blue,Gasmask Teal,,Ponytail Brown,,Black,White
1107,2,5677,57.43,https://alpha.art/t/65EVaNv3QpXBJqiGU7kJk2ppH74Ha31E1R9mKcVcDNNd,Teal Flat,Tank Top,Arched,Teal,,Monocle Solana,Ponytail Black,,Pink,White
1115,2,1801,73.45,https://magiceden.io/item-details/52BBN7B2ya7UabdzVksThUd9JiS3qf8VmmgewxskTWuY,Blue,Turtleneck,Thin,Blue,,Monocle Regular,Bob Pink,,Pink,Gold
1124,0.4,8435,62.02,https://solanart.io/nft/C9bVF6rREyLxh5rYQmk3m1fBTUzXzW47jTwvmrM8sS5W,Solana2,Tshirt,Small,Teal,,,Bob Brown,Mushrooms,Pink,White
1134,2.4,3048,64.3,https://solanart.io/nft/HeqPjwmAE13mLJRD4c7uxn24cGCqiEvL8uQZq82ohLEK,Beige,Tank Top,Worry,Blue,,,Ponytail White,Helix Hat,Gold,White
1136,0.2,9476,59.72,https://magiceden.io/item-details/GKPRqygV1FNNqemeHNxdt9jreyMrfXoy5MzcWL4ojoZ4,Green,Tshirt,Small,Teal,,,Bob Brown,Top Hat,Pink,White
1152,0.2,2038,90.47,https://magiceden.io/item-details/6fssPLkBmmXRRU4MHzQp6xGNUN1QqFpDZ9opGVnAxzVQ,Blue,Tshirt,Arched,Purple,,,Ponytail Pink,Horns,Gold,Black
1156,2,5092,59.85,https://solanart.io/nft/DUL2wtFtt9PPriU7HkKB5wZTEZSzzNWUxs1JbgiViENg,Grey,Tshirt,Thin,Teal,Piercing,,Ponytail Black,,Black,Black
1160,0.39,707,94.08,https://magiceden.io/item-details/8xZVDpc53ZeSURG99Qe7xsQgjCkrNQAx9iGR79xS6ZTw,Yellow Flat,Turtleneck,Thin,Purple,Bandaids,,Bob White,Helix Hat,Pink Fangs,White
1166,5,8544,15.57,https://magiceden.io/item-details/EdsD5VQ1qAsarNgLSLPBJkZLVV4a1joVNCnbYaQftkN2,Beige,Hoodie,Thin,Purple,,,Ponytail Brown,,Pink,White
1176,0.22,9623,58.91,https://magiceden.io/item-details/2EsdwuVX1Rbtc5argWQQjjhPvJAPyqDBLAF8SvqVGfK7,Grey,Tshirt,Thin,Teal,,,Ponytail Brown,,Black,White
1188,0.39,2439,86.92,https://magiceden.io/item-details/BYVDBbj66RoabyWgxB7RzgTYwVX9JWRo8X9jaitqzQPK,Solana2,Tank Top,Arched,Blue,,,Ponytail Teal,Clouds,Pink,Black
1189,0.99,4419,72.73,https://solanart.io/nft/6aM5NP7EhWYvKZfAg95bxiDzeZpcAQqkY2UuiSZsg8pw,Pastel,Turtleneck,Thin,Purple,,Monocle Regular,Bob White,,Pink,Black
1205,1.2,9671,48.91,https://alpha.art/t/3FLPMJguHGJmzNh6AKrhgMTCdK9rm9KuJfSKCDz69qpd,Green,Tshirt,Thin,Blue,,,Ponytail Black,,Pink,White
1212,2,9609,41.17,https://solanart.io/nft/97D84reiXUskF6NjenD91uy3tbRKzmUbPbWbqiv5PFuZ,Blue,Tshirt,Small,Blue,,,Bob Black,,Pink,Black
1225,2,7251,50.92,https://magiceden.io/item-details/7JqMdZ3SJGgXyZjNyX5A4QZpLRGhAsPWcTzVLgMX2VCX,Green,Tank Top,Small,Teal,,,Ponytail White,Helix Hat,Black,White
1228,1.5,6577,58.71,https://solanart.io/nft/6wMFPvaEd2EShuLYpruWzLqLkRB81ve9F15ZoUZsw15c,Pastel,Turtleneck,Small,Blue,,Monocle Solana,Bob Black,,Pink,White
1232,0.11,6734,71.96,https://magiceden.io/item-details/27hPV4D8PQANWeg2wvPd5uEEqRrpw8VQgFnsUEq81Ukh,Beige,Tshirt,Small,Blue,,,Bob Teal,Top Hat,Pink,Black
1236,1.35,6218,61.69,https://magiceden.io/item-details/9HxHQiaovQA3Mey3BZ1GgxJmGPbWep7JTNzcmTdXfaAy,Teal Flat,Tshirt,Small,Purple,,,Bob Black,Top Hat,Black,White
1249,0.39,8157,63.27,https://solanart.io/nft/Bs2yFqm4hQAogWeu87NGQFGsk38eA9NoVATakNQRURtJ,Blue,Tank Top,Thin,Blue,,,Bob Brown,Helix Hat,Black,White
1253,1.2,8372,54.28,https://solanart.io/nft/9R4ctHTJnzugVFQWoyDDr4eeRHGtAhJHBkSn3nk2oQXH,Grey,Tshirt,Scar,Teal,Facemask,,Bob Brown,,Pink,White
1262,0.13,8362,65.02,https://alpha.art/t/7dCDR4pv9TwCQYsAZigFPcToN9CQ8e88hkctcWyjqxFN,Green,Tank Top,Thin,Purple,Facemask,,Bob Brown,,Pink,White
1275,0.5,3335,82.11,https://solanart.io/nft/GuGTWVJvGEysiULXde1i8jfV9BxAyo1YPQmUqbHEReQn,Solana1,Hoodie,Worry,Teal,,,Bob Brown,,Gold,White
1288,0.1,6704,72.18,https://magiceden.io/item-details/ALQ1adnfaKp4wxTwMGfoti1x4rD1a1p52hs5uK1jL8jS,Beige,Tshirt,Worry,Blue,,,Ponytail Black,Mushrooms,Pink,Black
1293,0.75,9424,54.43,https://solanart.io/nft/FD8aHNFtYNZCjeCwAXGAKLPcA6krNpH3kC1DciwEmtVY,Beige,Bandages,Thin,Blue,,,Bob Black,,Pink,White
1296,0.5,7836,63.5,https://solanart.io/nft/BMUvoXgBYXRuh1grvuQmpQsmMGw1ekspMGRyN2m17GwN,Green,Turtleneck,Small,Blue,,Monocle Solana,Ponytail Brown,,Pink,White
1299,0.5,9625,56.1,https://magiceden.io/item-details/EsEvykxnb6CFsqy7ZmXNAAvmVn1CMrQ8soWfN8wPr3rN,Beige,Tank Top,Thin,Blue,,,Bob Brown,,Pink,White
1310,5.69,5971,19.31,https://magiceden.io/item-details/EC56jD4gFk6Z28Stwe1Zxv5fn3sJWB2BHmu1hCKruM3R,Blue,Bandages,Worry,Teal,Facemask,,Ponytail Black,,Pink,White
1324,0.99,9428,52.02,https://magiceden.io/item-details/4yvc5mUHsaDgyzU4LhTJRig2etHvwtNZ979177dr62DH,Pastel,Tshirt,Arched,Blue,,,Bob Brown,,Pink,Black
1331,0.12,6144,74.3,https://magiceden.io/item-details/3QXUs3pvJM9cXPxv4rg3zUJNvU8y2W23HZiEZ5tz53GA,Green,Turtleneck,Worry,Teal,,,Ponytail Black,Helix Hat,Black,Black
1351,0.1,8175,66.1,https://magiceden.io/item-details/4wabv3yo9nYtaRkcYhMhKYHKE8RKkQjuPKFHq42q5DSe,Pastel,Tshirt,Arched,Blue,,,Ponytail Brown,Helix Hat,Pink,Black
1354,1.55,3843,69.51,https://solanart.io/nft/7XUAwVnkjJGPwnya7uxDKhAAtjJDe6u5k8VSTEgxdvrw,Beige,Tank Top,Thin,Purple,Facemask,Monocle Solana,Bob Brown,,Pink,White
1360,0.39,8808,60.58,https://solanart.io/nft/79qDkdr4D31TaaFep3FhNLrqKpWq7TBWx2NeQa9zPM47,Beige,Hoodie,Small,Blue,,,Bob Brown,,Pink,White
1370,0.25,2711,87.19,https://solanart.io/nft/8mDx677MviidnzbP5UpZ7oj5YM8e3rHTBRt4yiQdE9uh,Beige,Tank Top,Small,Teal,Bandaids,,Bob Black,Horns,Black,Black
