id,price,moonRank,💎 score (%),storeURL,Backgrounds,Body,Eyes,Head,Mouth,Neck
2,20,896,0,https://alpha.art/t/7Ki2phV9peHPCqjQLZgfxqbxJ41RYLjJWLcNG3h6gtPp,Peach,Blue,None,Earring,None,Purple_Balaclava
8,1.25,2092,51.17,https://alpha.art/t/EyQmU4erP1y2o6U6JtYe28KnguN9pgkvjtyqXzpiKhEc,Peach,Blue,None,None,Vape,None
16,0.16,1613,70.73,https://magiceden.io/item-details/cdNxtAEdYSWBqTgv9UxwTzmt7pvvEDh9VPaWG98yhWi,Purple,Tan,Blue_Sunnies,None,Cigarette,None
20,5,755,37.85,https://alpha.art/t/8nd5Hv86SV3zHQdYTwwxWRrHQU1qWVUW5Y4KFAqcMbQa,White,Brown,Specs,Cap,None,None
24,0.42,187,93.92,https://alpha.art/t/3XAHEhTUAZ1rvskv5WerYdXVR2WA4K3kmrg93Qp9VFmz,Purple,Grey,Specs,Cap,None,Blue_Balaclava
26,0.6,1143,74.83,https://magiceden.io/item-details/HuJb4eYGTFKcBtz8PQcahdyGfFe2u72K6kCaJ6vxY4qm,White,Grey,ThreeD_Glasses,Blue_Beanie,None,None
27,0.5,329,90.55,https://magiceden.io/item-details/FBMq7woP2VrZb936wWVxvUuQjjgN45vhsN581LMuxzst,Green,Zombie,None,Cap,None,Blue_Balaclava
39,0.6,1940,60.42,https://magiceden.io/item-details/9tpY3D9yvtdcN1ASgFVqT5AGTd9RgJEPLnT16YQNmQ68,White,Tan,None,None,Vape,None
45,10,1737,0,https://alpha.art/t/4jNjuUxESsxp9UJhXs7qoFjQSECVhfke9KZdM9BrQJgv,Yellow,Tan,None,None,None,Green_Balaclava
57,23,144,0,https://alpha.art/t/3SVnfpSKhy8pjmnDmqFPRYzBXGYwFkUBcEksdLrPffgr,Peach,Alien,None,Purple_Beanie,None,Green_Balaclava
68,1,1674,61.23,https://alpha.art/t/5hobZmMeuUsMgFEBzzdbJxhJyHDESA9VnG5jum9W7c6F,Yellow,Blue,Blue_Sunnies,None,Vape,None
72,6,2212,1.5,https://alpha.art/t/DjbYPdKdqcgSmL8PGeGLHqn8F4YsuEyrABHbtBqf1pTp,Peach,Brown,None,None,None,None
82,0.41,1054,78.34,https://alpha.art/t/B74WNj5eM3hMSgGbLfJ94xkLRjTWxTaECTXAo8hgx6U9,Purple,Brown,Orange_Sunnies,Straw_Hat,None,None
83,0.4,808,82.89,https://alpha.art/t/5XbJ6EzDX8Ki5frHWEGEsya1jNFCs1m5BeN575GoRppT,Pink,Blue,None,Blue_Beanie,None,Blue_Balaclava
100,1.5,1288,63.21,https://alpha.art/t/EkAYb2agJTXZBWipWeL3XZzckbCTWmdRryXUJesRtdr1,Peach,Grey,Blue_Sunnies,Pink_Rag,None,None
115,0.5,2208,56.57,https://magiceden.io/item-details/9PSc5tbbZbKMtXpsMntcGpjzxQrdjnUjf9zDzi4hV3FK,Yellow,Brown,None,None,None,None
135,0.69,1811,61.85,https://alpha.art/t/7b63vSSu7SmvBvupMnG6tXfuLjk3YTgwPt6dsznpmg7S,Pink,Pheonix,Blue_Sunnies,None,None,None
140,19,237,0,https://alpha.art/t/Bus2gzh7D1y4oVWdqZjbMm5KiJrUs6Trqku9tiCXr3JK,Pink,Blue,None,Orange_Rag,Cigarette,Blue_Balaclava
150,8,2150,0,https://alpha.art/t/HqbCwh1CL6Vo4o6mrEPgVFAyfAp4eYgtMPnZZdpnnkob,Blue,Pheonix,None,None,None,None
152,1,284,86.36,https://magiceden.io/item-details/9gxbtGgUqMsMidxEhAS9JYBiprYzkyXhkwD9Zugax18r,White,Brown,Blue_Sunnies,Purple_Beanie,None,Green_Balaclava
158,1,1242,69.04,https://magiceden.io/item-details/CLazvNtyjXub4AnW3i4Lyujmp4eYhQGxidpGWsvRAEte,Purple,Tan,Orange_Sunnies,None,Pipe,None
161,5,353,45.12,https://alpha.art/t/6vGo1WmwUGi2y2FYWnemKdqRbivHNHm8b1hDK4mLTo21,Purple,Blue,Blue_Sunnies,Orange_Rag,None,Orange_Balaclava
169,0.25,438,91.08,https://magiceden.io/item-details/J9Y2f9M9s5zxfLWBTCZCA31hptxVCLk4eA6ZM6ZCn8oB,White,Pheonix,ThreeD_Glasses,Pink_Rag,None,None
174,6.9,1976,0,https://magiceden.io/item-details/2v997WJJ8KfXYeoqZQ8eqre55DG2A1o92VVoy3AHzpBh,Blue,Tan,None,Blue_Beanie,None,None
179,6.5,1297,13.05,https://alpha.art/t/vigeR9xNzVn2LjDJb3ZTuQ6AdL8fJ9QTUzrZiPS9sDy,Purple,Blue,Laser_Eyes,None,Vape,None
188,0.9,1020,74.06,https://magiceden.io/item-details/6VAk5JeZfTwrzqvmXq3cQfGkZn3nX3n9GpkDY43S85uv,Peach,Grey,Tron,None,Cigarette,None
195,10,22,1.1,https://alpha.art/t/A1mimz4h4MeKWVzRZCJycaJaQU4RpdhhY1nGZvXsanhN,Pink,Brown,None,Straw_Hat,Pipe,Gold_Necklace
210,1.05,1983,55.14,https://alpha.art/t/3P48sAKQQRx5y4JEvurwU1ijCTEY3DraS6W5aVsFR3Co,Blue,Grey,None,Blue_Beanie,None,None
219,1.35,1728,56.75,https://magiceden.io/item-details/4sZAy4hqkuACiBNzY6HACCupsAVRjgbGSnQnUiT37ChT,Peach,Blue,None,Purple_Rag,None,None
220,1.3,1800,55.95,https://magiceden.io/item-details/8vvv6vP11MC8z793b5SgqwdoV3815yC8j96f5EoxPJjN,Yellow,Blue,None,None,None,Orange_Balaclava
221,6,1347,17.14,https://magiceden.io/item-details/Ag6rTai5SsWZ5vkz7rZTEsSQ4VcTdkE3xKeAMEEbUjEU,Yellow,Brown,None,Halo,None,None
222,1.65,1876,51.08,https://magiceden.io/item-details/Bmpm8V5NP6HShtgEVtgAf41bAWfmcBG1qe8NzakYPK4h,Green,Pheonix,Blue_Sunnies,None,None,None
223,1.75,1715,52.99,https://magiceden.io/item-details/AC49xwMk1UivaHoaz1MjJZ38gyoD1y5B8EoLDMWF5Rmv,Yellow,Pheonix,ThreeD_Glasses,None,None,None
224,2.3,112,76.47,https://magiceden.io/item-details/9RQ9Zqdj6fFzWYBoDZQeHhHLyTvPttTM4p4H2JXtrXV9,Purple,Zombie,Blue_Sunnies,Orange_Rag,None,Blue_Balaclava
226,4,2207,21.59,https://magiceden.io/item-details/6mca97u24iSeFsabuZTvqivvafCBtFw218ncrz2StP7M,Purple,Blue,None,None,None,None
227,4,2204,21.64,https://magiceden.io/item-details/BPassNVK7rtMDhz1LsxeP5YEKewvtoyz1JJWLt4kRFna,Purple,Brown,None,None,None,None
238,0.18,940,82.7,https://magiceden.io/item-details/RnXGnaCx2SGArRoNYTDs2kmvMT8FXuqLbLQEta6ck6o,Pink,Tan,None,Fedora,None,Orange_Balaclava
240,0.45,1635,67.43,https://alpha.art/t/9Yx52oYiw2GFJTDBELi5bc4REkKAVnh4ifhL2sX8FahW,Pink,Brown,Blue_Sunnies,Fedora,None,None
242,0.43,2106,59.12,https://alpha.art/t/F91Rs2ruTTgNPRBa5AcbriHvNKoUvi8tDqdD4yjMTK8V,Blue,Grey,None,Fedora,None,None
246,0.2,837,84.36,https://magiceden.io/item-details/4VUb6TZzDKGUyL4EZwcFe3rAQTR1ssAin1S7h4GbVqBq,White,Brown,None,Fedora,None,Blue_Balaclava
257,0.857,310,87.32,https://magiceden.io/item-details/icTRyKEJXPQiihDkkpYiTJ1xzjCjMeuHV4KNDckZzry,Pink,Tan,Orange_Sunnies,Orange_Rag,None,Purple_Balaclava
264,3.3,838,53.35,https://alpha.art/t/AQq7KT2fy6GB9WnaPKkYqebsPzTAh7pF2X6FnYo6hw8y,Purple,Blue,Laser_Eyes,None,None,Purple_Balaclava
276,0.6,861,79.93,https://magiceden.io/item-details/F8DhYTxp2b3W5Q4CbEiLuCqjaNX5YjfUjUWD94GrR6os,Green,Grey,None,Antlers,Cigarette,None
280,2,1500,54.38,https://magiceden.io/item-details/552akKAtMJZqcHcwqVzWM7y351vZ4DVxgDa1jHstMX9j,Green,Grey,ThreeD_Glasses,Earring,None,None
289,0.18,435,91.83,https://magiceden.io/item-details/DvX8wfsbTN24PA3hGvYJ5znNYCr3MmKYffUwLtyjvCts,Green,Blue,Blue_Sunnies,Pink_Beanie,Pipe,None
297,1.49,142,84.03,https://alpha.art/t/Ah4KGkSKaEDyKBV7pfFpT2fDB16K7n4Jcb2CfKQdzP24,Blue,Blue,ThreeD_Glasses,Fedora,Vape,Orange_Balaclava
311,1,9,91.34,https://magiceden.io/item-details/B8B7gBDk3XYJetPqk9nGi84tnVWTdRgjunXCjmkgn6S9,Green,Blue,Orange_Sunnies,Straw_Hat,Cigarette,Diamond_Necklace
323,1,524,82.02,https://magiceden.io/item-details/FaU4CGLGvUdLJNNxPNToF5mLwBtpkPsBypjz9kz9nNd2,Pink,Alien,Orange_Sunnies,None,Vape,None
329,10,2197,0,https://alpha.art/t/9JkgARSqETHGiyYANA5qSsvD9Vb9oMbwcKHYDcqNXAw7,White,Grey,None,None,None,None
339,1337,1539,0,https://magiceden.io/item-details/8H7d2gqxYnxm2s1G3Wa4nz6hVH316HSrYoenEckYitgq,Yellow,Brown,ThreeD_Glasses,Fedora,None,None
348,0.28,365,92.1,https://magiceden.io/item-details/7LpN13oc3Tx2dxbsRJxGjyrxQ9pfu1Sov5mWCegC7WXF,Peach,Zombie,None,Blue_Beanie,None,Blue_Balaclava
351,1,1950,56.24,https://magiceden.io/item-details/BYoPRkqKmx19yfpcCzrmPYDCABG6VbouzGUnKqgV4PUc,Blue,Brown,None,Purple_Beanie,None,None
353,1,719,78.5,https://magiceden.io/item-details/CDm6XGknKzPFSWUr26KYAAbPmqZcbNdgSDDdtx8Ybvdc,Blue,Blue,Blue_Sunnies,Blue_Beanie,Cigarette,None
359,1.89,1699,51.88,https://alpha.art/t/3ZLsaNS4bdeNWYizjt346VFrWy9CwtfQLHd9WycoRHNe,Peach,Blue,Blue_Sunnies,None,Vape,None
361,0.58,293,90.4,https://magiceden.io/item-details/5YSx11ryfmjU2N3xH25G3x6GEJrC5fUXpfrPgNrhnW6j,Blue,Pheonix,Orange_Sunnies,Purple_Beanie,Cigarette,None
368,10,2210,0,https://alpha.art/t/DZZEVJvtGNvT4gw685hxLFU9C3DTqPouobYUcmssdqHS,Peach,Tan,None,None,None,None
371,10,541,0,https://alpha.art/t/92nhByo5LdjTx57zgQefDKzY2a6pwFVE6jduQbddoDsp,Pink,Zombie,Laser_Eyes,Earring,None,None
373,15,11,0,https://alpha.art/t/3tJpVw5gtj1ugpPC8gzRBkVLhQtyJV5Ex5h4JSE3Jcjs,Green,Alien,Laser_Eyes,Straw_Hat,Pipe,None
374,5,1775,19.4,https://alpha.art/t/3YADg6FUEtmKYkY8oBfRQ5NDpqoMUVoc8EbLBBoZ6Edo,Purple,Blue,None,None,None,Orange_Balaclava
378,0.17,1232,77.52,https://magiceden.io/item-details/2Pie54uykss61XSUbH3ioemyEWkDivKCNV2aSir4rKUL,Pink,Brown,Orange_Sunnies,None,Pipe,None
416,1.24,1991,53.1,https://alpha.art/t/ELyLYpiH15Vdx4eisKgjhXheEW63VEnzty52BKh3ZXgh,Blue,Blue,None,Blue_Beanie,None,None
422,1.5,1074,67.08,https://alpha.art/t/5CGLmTi4xV7VsQQ1KTCZDDTkGJw1iqSFsYyTTeohreQr,Yellow,Brown,Orange_Sunnies,Straw_Hat,None,None
442,5.69,1515,17.2,https://magiceden.io/item-details/GnNQB6bEihCPLNbNGogLfnftMm9Qe9Cwxp3s64ujp4Nu,Yellow,Zombie,None,None,Vape,None
450,0.85,1080,73.47,https://alpha.art/t/7sCXqF35dyvPa41f3f3Xb7iXtLP3Z1UsbRYUsWDoMeFH,Pink,Grey,ThreeD_Glasses,None,None,Purple_Balaclava
453,0.99,56,90.59,https://alpha.art/t/ACeFVu921cAL654gVyEHWg4zT1gNnshtqFKsBak5gJy,Yellow,Grey,Blue_Sunnies,Straw_Hat,None,Diamond_Necklace
461,0.35,1789,65.65,https://alpha.art/t/7H5RVtHXrhKyDQSZjT4vWUcPQoLMjF7joXWw7kSGg3Xz,Green,Tan,None,None,None,Purple_Balaclava
479,1.25,98,87.23,https://magiceden.io/item-details/HadhXAZ7Kfz8bEZosXRsU6QwfbTeNwCMggxSjq2pTZZj,Purple,Blue,None,Cap,Vape,Gold_Necklace
495,0.5,1276,73.43,https://alpha.art/t/4rrnTYZFVh16hdzmnfNb8evqan6o2UH9zXBfVsbubBPa,Green,Grey,None,Blue_Beanie,Vape,None
501,0.28,1076,79.24,https://magiceden.io/item-details/4HkUwvWoi7oJEoqjKcybQN1uc7bpzVCpfDb23eBECpUU,Purple,Tan,Blue_Sunnies,Antlers,None,None
517,2.99,1354,47.12,https://alpha.art/t/8EB2assEqGCKc2gAf87fzQLC5g2en7duvWqo1SqwrGq1,Peach,Tan,None,Halo,None,None
530,0.4,1810,64.77,https://magiceden.io/item-details/GDrM73r8pCbCyjU2fKDW5FA4of8cdvN5uSwXhy8PYcVX,Blue,Tan,None,None,None,Orange_Balaclava
544,0.5,1655,66.57,https://magiceden.io/item-details/DeMQVTyvC92wU81TuDf4qqj3PtMm57DLEQH26asuYTQx,Peach,Blue,Orange_Sunnies,None,Vape,None
546,0.25,1461,72.58,https://magiceden.io/item-details/24DGpyqNmhwEFM1eXrp6kQJK1PqHeqoSS1gcPJqPLAYF,Purple,Brown,Blue_Sunnies,Purple_Beanie,None,None
554,0.2,647,87.8,https://magiceden.io/item-details/6u2tHU93FPdcM7qSUdtrkZKiraGLznH8enTL3iKhAG3V,Peach,Tan,Tron,None,None,Orange_Balaclava
570,3,1122,51.21,https://alpha.art/t/GcbCHxDuVCZnyyTCWzR6NS3Mq7TykRdvdpXZYSLi1ffP,Peach,Zombie,None,None,None,Orange_Balaclava
571,2.9,1569,44.13,https://alpha.art/t/CdpsSTVmuwJdYXZPEi6sfAKnWvrJ3z8yaDqEdcimNbZf,Yellow,Pheonix,None,None,Cigarette,None
585,1,2211,51.52,https://alpha.art/t/3Cyu6wusFteHmkDN1QNhzucjhAsHcGHYi8MLKGvMAQz2,Yellow,Blue,None,None,None,None
599,1,37,90.83,https://alpha.art/t/DrH6spckSvE8YeQgr19vZ6a2YrKLp4X5uVfTBAqtA4oy,Pink,Blue,Orange_Sunnies,Orange_Rag,Pipe,Blue_Balaclava
602,5,1617,22.26,https://magiceden.io/item-details/4Xsqc9GF7fcAFFkfiYvPFs93wTRtgQtaWKBjULZ2BFhw,White,Alien,None,None,None,None
609,0.22,667,87.24,https://magiceden.io/item-details/9h8H8WTXF6SUqA2U3xGHUfGFPuAczq9H26N6NZQjLbrE,Green,Zombie,Orange_Sunnies,Orange_Beanie,None,None
611,0.6,380,88.63,https://magiceden.io/item-details/3iE2FsWouFtyMYSmhQA4CLG7QEXP5EVRUUBHe5pQGXa8,Peach,Zombie,Specs,None,None,Blue_Balaclava
629,0.2,1947,64.29,https://magiceden.io/item-details/H1QZ3LprPmPYzGDcxmpmqE3gLMJGAkd9Sxtgy2BfsMic,White,Grey,None,None,Vape,None
640,1.35,1265,65.12,https://alpha.art/t/GwzGy5KFsjUPo1ujn2ok5bA6oQBF3hWUnyh95Y65oQNA,White,Grey,ThreeD_Glasses,Earring,None,None
643,0.5,540,86.74,https://magiceden.io/item-details/A1U973a4R8UJbDQM3VkVjuDdicf4iz4pewsVohnCPC3x,Purple,Pheonix,None,Orange_Rag,Vape,None
649,0.42,605,86.36,https://magiceden.io/item-details/7FLzygVNQR2mFxNE2mz3cdt1f8rAHyX8p7uCEyVFAfBC,Purple,Zombie,Laser_Eyes,None,Cigarette,None
652,0.5,2078,58.92,https://magiceden.io/item-details/6yNqAKUG74xXLQvQsZ2fyknnvjBbRuVjksfBWfncmxYF,Blue,Tan,None,None,Vape,None
657,0.73,1853,60.69,https://alpha.art/t/7LUEjMpVFL1XnrHvL5NAY2o347MSqyKCjhBN3JByXDLN,Pink,Tan,None,Orange_Rag,None,None
662,2.4,1460,51.1,https://alpha.art/t/Cb1GsNnsbthKjzzRa12NyAFL1nJuZgt1wBhmvfQZN1RF,Yellow,Grey,Blue_Sunnies,Pink_Beanie,None,None
664,2,964,64.07,https://alpha.art/t/7obaNxSC2YZTjGqrnvTWLxV3ok7ntzxU8XVyuwfq87bd,White,Tan,None,Blue_Beanie,Vape,None
666,6.66,1084,15.3,https://magiceden.io/item-details/GEMTWTZACFXkaw5cVoiDeyFaPj2rKnnuWFmmsnx2PYzW,Purple,Grey,Blue_Sunnies,Antlers,None,None
677,0.18,1675,69.41,https://magiceden.io/item-details/8TiazP1HQGPoxL5ua3vQUBcRSbp5t2G85LK7sWN3qpkQ,Pink,Grey,None,Purple_Rag,None,None
682,0.5,1003,78.36,https://magiceden.io/item-details/2LiGn6BQ3z2XoSuytBKZVmiX8tJUV2vmb9C3tiE11Mmy,Yellow,Grey,Laser_Eyes,Pink_Beanie,None,None
684,1.43,1356,62.68,https://alpha.art/t/EB5qoUGyBFXUxFbpdXjeoPgJMn7cLQttrjkvTt3dd18C,Blue,Tan,Blue_Sunnies,None,None,Blue_Balaclava
705,0.52,57,95.27,https://magiceden.io/item-details/Bier8UHToAuTXwwT5PMjKQT3N4iP5iZrv63SMevCGFr3,White,Zombie,None,Blue_Beanie,None,Diamond_Necklace
709,0.25,1389,73.88,https://magiceden.io/item-details/UzB1LuJHNvhdmbcP4TvDnm7fw5fyqsbqar3H84XEneg,Peach,Tan,None,Earring,Cigarette,None
710,0.75,51,93.08,https://magiceden.io/item-details/DaEZdjcyernWAnKoVT67L4aEvcY7YMWeSHyzU4dK4eGk,Yellow,Zombie,None,Earring,Pipe,Blue_Balaclava
717,1.47,565,76.58,https://alpha.art/t/FZBdZfqviRQ3N3ujKjhuigwjpsmQ5W7HQ9frJTk4Zzzp,Pink,Brown,Orange_Sunnies,Orange_Rag,Cigarette,None
719,1.4,1710,56.58,https://alpha.art/t/9a1864ANgT1xUAzgkzqzAv9tZ6RXLBjDN2mek5rEwB5p,Green,Tan,Blue_Sunnies,Fedora,None,None
726,5,35,50.87,https://magiceden.io/item-details/51TnVmAmAotwVzxkHsdMPrsKbwwvUxXQmygVs4NMtKha,Purple,Blue,ThreeD_Glasses,Blue_Beanie,Pipe,Purple_Balaclava
730,6,260,36.8,https://alpha.art/t/9w4BzsHvAMsqgv7ZM5LeL6nDKLGkiXHvgJfMaLgCsUrj,Blue,Tan,Tron,Orange_Rag,Cigarette,None
774,0.6,1987,59.57,https://magiceden.io/item-details/Dt985MS6okrPdj97EuaWJkmUyhgZyGyYEVk4UKqUtUKQ,Pink,Blue,Laser_Eyes,None,None,None
785,0.5,102,94.66,https://alpha.art/t/ComCZwsqx57pnyu6399NUptkcDGdEPF73KdSfRBMavRA,Purple,Grey,Specs,Backward_Cap,None,Green_Balaclava
792,1.69,1649,54.78,https://alpha.art/t/8UU38ZR745puLYAECzaK2kCYVhx5eZXwWuu7PeuLgcL,Peach,Tan,None,Backward_Cap,None,None
812,0.17,1685,69.33,https://magiceden.io/item-details/9ydmKwYwHarHQMXTWXxfeANJnBUTmd2YTh13pw19KXqw,Blue,Brown,Orange_Sunnies,Fedora,None,None
827,0.48,153,93.93,https://magiceden.io/item-details/CXBPDFMvHYxMWhpoS8a4zVUc7ncmuTNPdpbC4XS8Lnyv,Blue,Brown,Tron,Purple_Beanie,None,Blue_Balaclava
850,0.5,1572,68.07,https://magiceden.io/item-details/2qQnqJK9ph2LdUJhjmfavq4TYHjhFP6GX1wvHihKAL6z,Green,Grey,ThreeD_Glasses,Fedora,None,None
889,0.89,1776,60.48,https://alpha.art/t/6n9n5tw4dxDbSz6PC1yh3qiLCMkuyqYbA5JuTCr5XbW2,Green,Brown,None,None,None,Green_Balaclava
895,0.99,1062,72.4,https://alpha.art/t/7JbHThKLbuf241tcAn8VwKwCvaLhThW6pj5qxvKHcyBq,Green,Brown,None,None,Joint,None
896,1.5,1447,60.33,https://magiceden.io/item-details/979JuTtr79Z9aFaVwReZsWxLVBYFwqWQ6fqyowP4UsNH,Green,Pheonix,None,Purple_Beanie,None,None
904,1,1045,72.6,https://magiceden.io/item-details/52tPYNS9uDYGu8hnWdrbKxpXtVBtnLVa6iMi7EAHcVM7,White,Pheonix,None,Orange_Beanie,None,None
921,3,1247,48.95,https://alpha.art/t/9VmzoJG5fB4t5pbFTthoLDEoLoY1EnbU3cUNANFoRZDj,Pink,Zombie,None,Pink_Beanie,None,None
932,0.5,674,84.31,https://magiceden.io/item-details/5ih56VBSvRYhVsDXnoyctjY5nXQ4VDtviuK2JemZzJwx,Purple,Pheonix,Blue_Sunnies,None,None,Blue_Balaclava
934,0.194,1704,68.75,https://magiceden.io/item-details/71AfPKZrscdkbmQ267KDDDFGGDc9f4cRNLRtr9ZAcey1,Blue,Blue,Blue_Sunnies,None,Cigarette,None
945,0.945,465,83.64,https://magiceden.io/item-details/AEG87RAjoL16nUWPZQdJwHbcmBx6fLTFW6kSTX1yu3kn,Blue,Brown,ThreeD_Glasses,None,Cigarette,Orange_Balaclava
947,0.2,845,84.22,https://magiceden.io/item-details/Hea3vAvj6ihnvYo92Ytr4ScsZJGkH8jwMGbFgUxe1bPU,Yellow,Blue,None,Blue_Beanie,None,Blue_Balaclava
958,1,494,82.57,https://alpha.art/t/6bUcAUgviokKNPTB1RTggPYZK3ZFZ4XK6kcDpb8bhbYR,Purple,Brown,ThreeD_Glasses,Orange_Rag,Cigarette,None
974,10,192,0,https://magiceden.io/item-details/BG9A2aRDSvv9kEB4tetJnbaesTXRKbKyAMD4Yq2xAPqU,White,Grey,Tron,Purple_Beanie,Vape,None
986,1.59,2087,47.86,https://alpha.art/t/2ZbMXNbhkPt3Y5FVv8XM884RL6j3KTTwWwWAB4rZD4Xk,White,Grey,Orange_Sunnies,None,None,None
1000,0.5,1741,65.02,https://alpha.art/t/3YfZNbh61cvmMkiPVi4Fi5rFf9GR2XPyWZ5QVtGkeMSb,Purple,Blue,None,None,None,Green_Balaclava
1013,2,281,76.42,https://alpha.art/t/2LeQGjAUY5RmD7PSiMk55uk9ixr6ij1YqVw9zqvbGxMx,Blue,Grey,Specs,Purple_Rag,Cigarette,None
1030,3,712,58.62,https://alpha.art/t/3r2KmGNKM8FcxxxDHHWNYnGGZSzEYiF6eRNtYAiTdyTg,Yellow,Zombie,Orange_Sunnies,Pink_Beanie,None,None
1039,0.74,2172,54.82,https://alpha.art/t/8xsFsxnkUu5yjTjVuWMD1TcHbwYjjyb6uxSqsU7HssUx,Green,Tan,Orange_Sunnies,None,None,None
1044,1,1491,64.54,https://magiceden.io/item-details/BTnzieN147cGGxZ8zTKsWjzjQMQStTcqzKPV7JfqfKsS,Blue,Brown,Blue_Sunnies,Purple_Beanie,None,None
1049,0.53,882,80.25,https://alpha.art/t/4MmPAFgn9y9cYHvUBYaWA9cNPbYSc3bPUVtCM8AP1BKd,Purple,Blue,None,Purple_Rag,Cigarette,None
1051,0.54,514,86.81,https://alpha.art/t/GtTWCanoGK19DspoAKuT4e6egBHgMsnTPbkr4NFzD7AX,Purple,Blue,Blue_Sunnies,None,Vape,Purple_Balaclava
1052,1.5,1978,50.73,https://magiceden.io/item-details/3AdY2fJ2XnXFqHHGu89SPLAXkUkywhUGZS3pLY6C7pDQ,Pink,Brown,Laser_Eyes,None,None,None
1053,1.5,1990,50.51,https://alpha.art/t/F9bL5xJFXZM5Y6iVw91TqWQ1yNeWYeEerLhyToNmNbMM,Purple,Grey,Laser_Eyes,None,None,None
1065,1.1,957,73.19,https://magiceden.io/item-details/56BCJxCMGyoniMbNan2VzmxFGJ71K3LyNKXpQ6rjof27,Pink,Pheonix,None,Straw_Hat,None,None
1067,0.16,2000,63.73,https://magiceden.io/item-details/9cZrXkQsfSTnEJenFSPy2BFFks695jyDD3ZG9A5kMSQq,Blue,Grey,Specs,None,None,None
1081,1.5,218,82.56,https://alpha.art/t/9bcMHZZ8HB7gKw5eqeUrQvp9kVRkniTadWhGS9zGZTrh,Yellow,Blue,None,None,Pipe,Diamond_Necklace
1085,0.5,573,86.14,https://magiceden.io/item-details/HRMmjRje9hwR6nJQKVLar75QfixmUvD1ZRartvgSfomT,Blue,Tan,ThreeD_Glasses,Pink_Beanie,Vape,None
1087,3,685,59.11,https://magiceden.io/item-details/CVcMoq6s19ASSV2p9hJeSVXNDsS1nZJp6ojXe7KxJtk2,White,Brown,Specs,None,None,Blue_Balaclava
1089,50,235,0,https://magiceden.io/item-details/EmM4Jf4MYcTXHMcEYVRSMzzFyx154Y65xzTzDGm4FjA9,Pink,Tan,Orange_Sunnies,Halo,Vape,None
1091,1.69,118,82.47,https://alpha.art/t/AarkvdUovengjYKQxLc2L6vapqfjHss9g2YKfhUMvbwh,Blue,Grey,None,Pink_Beanie,Cigarette,Gold_Necklace
1093,5,150,48.79,https://magiceden.io/item-details/EJwkbxsAsKS9H8Je5yMqt8FrT7DAarSnw9bDH5o1sYJ9,Pink,Tan,Tron,Antlers,Cigarette,None
1095,0.75,493,85.08,https://alpha.art/t/2hF49fBV7hChYhA3qAHS8QvQFXdnn8H2Wg2g19Kkzav3,Yellow,Pheonix,None,Fedora,None,Orange_Balaclava
1099,7,735,18.21,https://magiceden.io/item-details/EwcZZGJmbey9q5XUvShkoCqArkU1qrmreUGV7BtNnXUR,Peach,Pheonix,Orange_Sunnies,Orange_Rag,None,None
1108,0.34,1577,69.58,https://alpha.art/t/5NeAL4kMqw2ToSJSnkA9uLW8fUjfpHQjdhrELrtDSB4t,White,Blue,None,None,None,Orange_Balaclava
1121,0.5,1344,72.2,https://magiceden.io/item-details/EYJtZw2tRerPqSgxwfRgdQtVgrZYeJrPKXEi34bQf6mN,Purple,Brown,None,None,None,Gold_Necklace
1123,0.5,1324,72.56,https://alpha.art/t/69qPvjYkBfEPxEUSrypYDeAfFW2ZaCdFgtbrEPJ6MZvB,Blue,Grey,ThreeD_Glasses,Cap,None,None
1124,0.55,972,78.42,https://alpha.art/t/AiD5sUXcumkVpU3LD5zpXUDu8cymagKxdVJzJFGeakDW,Green,Tan,None,None,Vape,Purple_Balaclava
