id,price,moonRank,💎 score (%),storeURL,accessory,astronaut,fuel,planet,rocket,sky
1986,0.29,2159,71.32,https://magiceden.io/item-details/HTDW1ajtkukhqRZorb4CCwqbBTm75913Mn834ro7rtWE,empty,ET,jet,dune,foxy,firenight
1993,0.25,523,91.37,https://magiceden.io/item-details/ET16waseyCSYHuUjwnrLRQAR3iVv2EuxtMrWEBiXMwUj,empty,handsup,jet,dune,solcrystal,moonshine
1997,0.15,764,89.47,https://magiceden.io/item-details/GeriGZLpFhe3pdbLq25SCPddk1SdQR96Luc4kXYpebU7,halo,mars,cloud,fujeeee,pollock,firenight
2003,0.05,566,92.85,https://magiceden.io/item-details/BxBX5N8QzLazf89d2AAwCEPAcbHsPViVHXAkvc5cN9JS,booster,venus,cloud,atlantis,blue,hokusai
2013,0.03,2772,66.55,https://magiceden.io/item-details/FmMbHZ32CkssJuTqdFPngMKnR7yQBav3iLGdHGbhAezD,empty,gemini,surge,dune,pollock,firenight
2045,0.065,1962,75.93,https://magiceden.io/item-details/12i887s8Rui7jrV5TQTKPbVjhw34SufeYmkk56Bzx3VF,empty,venus,bloom,dune,hera,hokusai
2046,0.05,2257,72.54,https://magiceden.io/item-details/FLr8HDTSEvniwgMr6PdV8Vc47HvQbg8oAVYydpP14A3L,empty,venus,richmix,atlantis,shuttle,moonshine
2048,0.05,2889,64.95,https://magiceden.io/item-details/Am48PyqAPrMgcQhDB9svhE54REkyY4sAssw3Bfjcnqq1,empty,ET,cloud,atlantis,jackson,firenight
2049,0.05,2384,71.01,https://magiceden.io/item-details/9QmKsmEAkMeR67SRqZYb5ApjMxUH96DLpRgaUXR5TvHb,aura,apollo,jet,highlands,artifact,milkyway
2050,0.05,2558,68.92,https://magiceden.io/item-details/DN4v4NdLvRPAmYHQrYsPy3Xxvn291RcprshvBF7HNX63,empty,apollo,richmix,highlands,shuttle,moonrise
2051,0.05,2492,69.72,https://magiceden.io/item-details/BexjXbN89twXZ6vKjYuj1zvkQayYx7xVoqn8i3Dom7tS,empty,gemini,surge,inception,buran,moonshine
2052,0.05,1926,76.51,https://magiceden.io/item-details/2CwrEfESy4mMMFbNAmUKUwhbXY5VdoxXYt58Nvi4AAan,halo,venus,cloud,highlands,jackson,sunset
2054,0.05,1935,76.41,https://magiceden.io/item-details/6rLeeCtr8mtFvxRpQTYUmSodM5rjQe8JNTxsi1B7LeS3,rooster,mars,richmix,dune,jackson,sunset
2058,0.1,1382,82.55,https://magiceden.io/item-details/6VjyA5TE11zJjwT3oCtPX77YzHN4JWKX2hY3VgAa7oeS,booster,mars,tron,egypt,artifact,saturn
2059,0.1,1273,83.86,https://magiceden.io/item-details/CnN2XWvn5zpLjfNyn55notHpCqkNqupAruAAKF1BT66g,booster,pengu,cloud,atlantis,artifact,milkyway
2065,0.3,3072,60.25,https://magiceden.io/item-details/6d4AcwU1m1ehJjVyemxgisyNhFP1rNmR7GytchDJMPyh,empty,mars,jet,highlands,prototype,saturn
2083,0.2,3124,60.62,https://magiceden.io/item-details/7bKx8VDdE68kcyFMUZhvnrKf5QcQHnMjovbW1CzGqMtQ,empty,gemini,bloom,highlands,prototype,hokusai
2095,0.2,1835,76.11,https://magiceden.io/item-details/F6X8PNngKaZsZVSsMETRx58u81jE8RqkUGHQCc3wscRf,empty,spaceslug,richmix,dune,artifact,firenight
2096,0.2,1853,75.89,https://magiceden.io/item-details/DmkhCC2jCwezLcimzr5LnNiaUhv7KEEZ51udvxkqbEfD,roseglow,venus,surge,fujeeee,artifact,saturn
2110,0.02222222,2176,73.79,https://magiceden.io/item-details/8HJk7AA5mH6vckz74N6nJRduL7Hs82iBt1rJhR4cwY1a,empty,ET,jet,highlands,dart,sunset
2129,0.1,3206,60.64,https://magiceden.io/item-details/EprwLhZ3JSE2TnGobbGbUzgTAFAaCG6SfX1grgZHp1az,empty,gemini,cloud,highlands,blue,milkyway
2137,0.3,2197,70.76,https://magiceden.io/item-details/G8sH2CfZMHxyM4Qgy5egoriWXbbD476VywUPU3NM4cGR,roseglow,venus,surge,highlands,jackson,saturn
2141,0.1,1563,80.38,https://magiceden.io/item-details/zjycEYtrDHjoePs3GNKSLR27GQrCMkkWP6n3ozAekaj,empty,ET,surge,fuji,birdman,saturn
2144,0.1,1672,79.07,https://magiceden.io/item-details/EZZj81qGFE7jMzRCvkF9RqeAGnqwpQfv3wpsZHAkuZZC,booster,gemini,cloud,atlantis,red,milkyway
2153,0.1,1931,75.95,https://magiceden.io/item-details/2X4A6X7saHLGpdWhDKjQ2LQqwzYN6qbD41B3EDHjQnNQ,roseglow,gemini,richmix,fujeeee,pollock,sunset
2154,0.25,3209,59.1,https://magiceden.io/item-details/BYKB8GZshiQxiADAqCot5PcUzAZgCNjrSPiuum1bzGHq,empty,apollo,bloom,highlands,prototype,saturn
2160,0.5,2278,67.79,https://magiceden.io/item-details/DuH7DLiU1DaNnnKGBdhxPdEnbiQLUHQtvSCPHZJpGcqv,halo,gemini,bloom,fuji,jackson,milkyway
2164,0.05,1636,80,https://magiceden.io/item-details/Fu3vHXrS84xpbRE6qwvgNEkCUgmNGqnTTfMcNAWDR13M,empty,mercury,richmix,atlantis,birdman,sunset
2165,0.05,2941,64.32,https://magiceden.io/item-details/7CTDNzqJomZD881NxXPjR61eYvKXWnrsNrtdigkT54S8,empty,venus,cloud,highlands,pollock,moonshine
2167,0.05,2243,72.71,https://magiceden.io/item-details/FrAg5ReDLhC7twn28gVfrRG4hwfToAYFa8umexazx6x7,rooster,mars,cloud,highlands,artifact,sunset
2168,0.05,2956,64.14,https://magiceden.io/item-details/5xkEr97LnyHg5SG1zDmpgxcmhRt8ETHKUPbZsMFmaLLd,empty,gemini,jet,fuji,artifact,hokusai
2169,0.05,1212,85.09,https://magiceden.io/item-details/GzA3h4By1Sh5qWRDyhYJgmi5sadKnpPf3QKUNdddacLF,booster,ET,tron,egypt,shuttle,milkyway
2170,0.05,1944,76.3,https://magiceden.io/item-details/6Uvj6H6qF5LkBXjvUjP6P1iLsBTmWJwnUhi4bYNcCS6k,empty,apollo,richmix,fuji,dart,moonshine
2171,0.05,1570,80.79,https://magiceden.io/item-details/9x1XoqnbSuMhwXuSfpiq8kCMHtiqWfwhXdU47TGFCPMB,halo,apollo,surge,fujeeee,jackson,milkyway
2173,0.05,1703,79.19,https://magiceden.io/item-details/4BCavkkwHBpPMuSWdVk49eEdcRGd9N6wMfJ9HEPLGa6L,rooster,ET,richmix,egypt,artifact,milkyway
2175,0.19,1375,81.73,https://magiceden.io/item-details/3yeAETi2XSQUVbU4hcuZWwXNuDNvkCaymcmHQno2Dtpj,roseglow,apollo,jet,inception,black,moonshine
2204,0.3,1404,80.29,https://magiceden.io/item-details/CFR72UPythy79bMDuYAPz14r2sm5A4sQ1LuNnzQWxVz4,rooster,venus,jet,dune,blue,milkyway
2205,0.5,2869,60.69,https://magiceden.io/item-details/8czPdSvhFUQcQ198BC6wxGoLfD768A1QKASVidEcAGmK,empty,gemini,tron,inception,pollock,sunset
2229,0.05,2718,67,https://magiceden.io/item-details/AdRATiyFfGFzNQMAUe2D95LbcgEYxtLHSqUgAs1akKts,empty,apollo,tron,fuji,yellow,cloudscape
2234,0.2,1470,80.49,https://magiceden.io/item-details/9DJEpqPq2BPZ7pMY7fu2RnK5p2vbZg7FefJ2p77Cuhea,rooster,gemini,cloud,fujeeee,artifact,vice
2236,0.2,3143,60.4,https://magiceden.io/item-details/GRtqt5us5v1mVAWB4hBMcYfgKMdBvvJfxEbgyezhoQee,empty,mercury,tron,dune,prototype,cloudscape
2245,0.22,2576,67.01,https://magiceden.io/item-details/7GJTnWXGp3kb8BUgvz54p8DMiQuNDS7ZsiQsyx1ZYPws,empty,venus,richmix,fuji,red,sunset
2279,0.06,1272,84.27,https://magiceden.io/item-details/3em3wynWwGCwc15QC9ZRPZMq2UPCtxXQFekFn1MirwBr,booster,ET,surge,highlands,artifact,hokusai
2281,0.03,3138,62.16,https://magiceden.io/item-details/6aE39fRgJ5LoEvqmbVsC6jq7CGTu94Br67G4awRCgggC,empty,apollo,cloud,dune,shuttle,cloudscape
2298,0.05,1227,84.91,https://magiceden.io/item-details/47323vS3niF84xoAsboTNsUKj9Q4o7nhAtsiZ3rbmCK6,empty,gemini,surge,egypt,silo,moonrise
2305,0.2,2095,72.98,https://magiceden.io/item-details/3ESSVxBvJroq1rMSh2UUa8cSfvfxQLmqeAyYPcJr57Kt,empty,mercury,surge,fuji,buran,firenight
2310,0.12,1562,80.19,https://magiceden.io/item-details/rbPYB75UsEV7GHjF3ieYC3XzJM7RZhX3UyjpECo9Ykc,rooster,venus,bloom,inception,artifact,firenight
2330,0.04,1898,76.95,https://magiceden.io/item-details/6LAyxsTGDets2AjPDn9opokZUNMPeJurK4wLca4TK8XJ,empty,ET,jet,highlands,dart,firenight
2332,0.3,1295,81.59,https://magiceden.io/item-details/2t3teqQ65NwZw7g6MZp5vnFbxbaHqH5TtKQesuVwn8QR,rooster,venus,bloom,atlantis,prototype,moonshine
2353,0.02,2036,75.49,https://magiceden.io/item-details/4JvGvCoTnes6QP78dRHfMiWfUH52XPMa1FV97FR3bwGB,empty,ET,tron,fujeeee,red,moonshine
2376,0.05,3158,61.72,https://magiceden.io/item-details/9wkqf96zcqbU2t6NGKEGx23EirT73s5Vjz2WbnRMBMZJ,empty,gemini,cloud,dune,jackson,hokusai
2377,0.1,2086,74.09,https://magiceden.io/item-details/F9okpkwMH6e3QqzYAMzfK4dhE6E5Q8umVxXx2JGwfyro,wing,ET,surge,highlands,prototype,milkyway
2384,0.3,142,95.44,https://magiceden.io/item-details/EiuWEJnwCym6sY3kGBKS5sZzx6x33aVrZvAfhHquDc8n,phoenix,apollo,cloud,egypt,shuttle,milkyway
2385,0.16,544,92.02,https://magiceden.io/item-details/FSisNL4hJxydSbnGzMoqYpLA3UTM8THQfemARsrArmvr,empty,deep_blue,surge,dune,buran,milkyway
2403,0.028,1603,80.61,https://magiceden.io/item-details/BCY3R4yKTmPDMKsaUhdMaW1bm3sgJmuvmw9sPik5FGN7,aura,apollo,bloom,highlands,buran,cloudscape
2419,0.5,516,88.95,https://magiceden.io/item-details/DRzhEcqX3kbJ2Sgp8tNe5JUKWmpoEFkXMKv3JQBP5Pnx,empty,venus,cloud,atlantis,jackson,rainbow
2451,0.35,2433,67.42,https://magiceden.io/item-details/9NsTn3B4H9WgF6e59RpBkFwbmw7k2UCRZWHu1CbKNN86,empty,gemini,bloom,highlands,silo,saturn
2472,0.33,2943,61.5,https://magiceden.io/item-details/5DMcQwFdQNdCQbmVL7txWAKpDRM5H8TdBZE6Kza3DwoH,empty,handsup,jet,dune,artifact,milkyway
2476,0.25,2097,72.46,https://magiceden.io/item-details/3GDgAaNfwKCtoy5839pqY7qkPD6qsiZ5vugLtsYPqsoa,empty,ET,jet,dune,borg,cloudscape
2478,0.1,1827,77.2,https://magiceden.io/item-details/F5s8oJALjRrzPKwKDMR9JBzsZH3j7xhAsiDPzw6hDE6y,roseglow,gemini,richmix,egypt,prototype,vice
2502,0.3,742,88.24,https://magiceden.io/item-details/AfVv6qBWEkzbBRcXE49bBzvb27pCmibn6K7gK4gSRHzd,aura,handsup,surge,fujeeee,artifact,milkyway
2514,0.028,3220,61.19,https://magiceden.io/item-details/7sded9GVW1qMW2FFSYjiDUyatgwdG26ucRdTPfoK4Tkz,empty,apollo,surge,dune,jackson,cloudscape
2515,0.028,2148,74.07,https://magiceden.io/item-details/4rkdYSCtfmqUT9ciqTqL7w5Yu7S1uwh9UcDTnWGpBCMs,empty,ET,jet,dune,red,moonrise
2518,0.028,1300,84.25,https://magiceden.io/item-details/HQHVKed7AJmt4N6pnkegwf8FC4K1zxhg5rYZxebXm7cY,rooster,venus,jet,inception,prototype,firenight
2521,0.028,1791,78.36,https://magiceden.io/item-details/E5BTdgLq1fuqCP5WnfrWBu4amFM9nJ2rE2izf1XhnHve,empty,mercury,richmix,highlands,dart,firenight
2527,0.35,1972,72.96,https://magiceden.io/item-details/CSBiBs4b187YfgcVAvmuTLk4GQzrUBvmBQPA8aGprCvf,roseglow,gemini,bloom,inception,black,sunset
2537,0.2,3016,61.92,https://magiceden.io/item-details/895X8jbghndHzUqhFzYiSSnu5BYqqnRYMNFndQyxBZNp,empty,apollo,cloud,inception,yellow,milkyway
2553,0.3,1642,77.43,https://magiceden.io/item-details/5E6eWyPjivvjL9e28hwubkVtQ3MqVawsWKHb82d2hy2y,empty,venus,force,highlands,foxy,cloudscape
2558,0.42,2624,64.43,https://magiceden.io/item-details/9L912kWKzdeZnMUyYw9nHkEVU6346BEmCvfw3EJDGBYX,aura,gemini,bloom,highlands,prototype,milkyway
2559,0.2,1287,82.69,https://magiceden.io/item-details/FMLdbRNENhd96rxT7uVfSxLHGeueZjHCnftBnAwEJApP,roseglow,venus,richmix,atlantis,red,sunset
2569,0.5,661,87.21,https://magiceden.io/item-details/94yUGz9t7pNYES9EBHnHaRU9gWn1n1VSMfE8izuqRepm,halo,mercury,tron,egypt,jackson,saturn
2575,0.5,1259,80.03,https://magiceden.io/item-details/26nbgD3XY94TixiZ5z1XqDRZcuFRRir6QWuJhhvWgEyS,aura,apollo,tron,fujeeee,buran,milkyway
2586,0.03,1885,77.21,https://magiceden.io/item-details/Gm8sNczmrurBdqQNFe9XXZRQdnbiThK21Xb8VNNbEZT8,empty,venus,tron,fujeeee,silo,sunset
2590,0.15,1859,76.32,https://magiceden.io/item-details/62Cuh7Dj8TRp9ge3qtvHdzGzi4cyQ9C8DwDYQQnT9bAq,booster,gemini,bloom,egypt,pollock,milkyway
2594,0.13,1711,78.3,https://magiceden.io/item-details/Dz8HmpBPgy42wrSP4JKySimPxAmnGCLSzDpJFciYK7p1,roseglow,apollo,richmix,atlantis,prototype,moonrise
2606,0.02,3225,61.21,https://magiceden.io/item-details/3KhqLYENWt4aABXXNT17wxBZKKTBNzW1pM6JdFumor3p,empty,mars,cloud,dune,artifact,saturn
2631,0.11,2598,67.84,https://magiceden.io/item-details/DXqwDEPMeGWhYUfq8YbsWX3RfCWEcMEpx3AQM1fYUrmb,empty,mercury,jet,fuji,prototype,moonrise
2632,0.11,3288,59.55,https://magiceden.io/item-details/Acos7K3DYz6zJxU2Dgm5PV73FnrV7JGg6VqbEij4f9Cv,empty,apollo,bloom,inception,prototype,milkyway
2638,0.2,1194,83.81,https://magiceden.io/item-details/89aX9wVZniAifXSDaejgDDTBuMinwk98jGyaKtY5hh6V,wing,mercury,bloom,dune,foxy,milkyway
2650,0.11,2262,71.88,https://magiceden.io/item-details/8bxjLzLTH8fTKe48cryrWSt7LijzGdFNcsjN5yMtrgbE,roseglow,apollo,bloom,fuji,artifact,vice
2675,0.24,1249,82.75,https://magiceden.io/item-details/BGxkhiSzWMpKJRt5tvfWwUmp6CCYm8UEBG3wBSHeMyNX,roseglow,gemini,jet,inception,mary,sunset
2694,0.0185,3153,62.09,https://magiceden.io/item-details/86U43LTRs36bHZP6hQ29mpcNpHEcwKytXZfzBcDSiwoU,empty,mars,jet,egypt,prototype,milkyway
2697,0.07,1673,79.35,https://magiceden.io/item-details/GP5zpETpTs378cp5YEV48SghDiY4aGtYCvXAPhQw2Yez,wing,mars,bloom,inception,artifact,saturn
2700,0.5,91,94.06,https://magiceden.io/item-details/9GK97Ut3NYo5SMG3RERJ5u3Gib7NmaKjWjMjWLv6Pz79,halo,spaceslug,jet,atlantis,birdman,milkyway
2708,0.05,795,90.1,https://magiceden.io/item-details/CaXpGozmYQp3gQGFMUvNS4EH6MuAWZbmdChDD62RGWFm,booster,gemini,richmix,atlantis,yellow,firenight
2727,0.015,2824,66.08,https://magiceden.io/item-details/FhbqUQPxs7K1dzaxV9oFf3dNif13b4nuzoHKDVDTZEPA,empty,ET,jet,fujeeee,artifact,firenight
2738,0.03,2676,67.71,https://magiceden.io/item-details/9YdBYGuUu45BogMhFcnwYTK73kYTgyD1fn1dq7nnmafc,empty,ET,cloud,egypt,buran,cloudscape
2751,0.3,2017,72.92,https://magiceden.io/item-details/73TVs36YvpXf19KMVb1Jny6CscWaTrXj7K7dWXSQ8CP1,empty,venus,richmix,egypt,blue,moonshine
2752,0.11,2521,68.77,https://magiceden.io/item-details/GH3uhorNbhzeUdiM6ysRJJs8zVDBrS7ouFfJ366vz61b,empty,mars,cloud,inception,black,saturn
2754,0.3,1863,74.77,https://magiceden.io/item-details/93KydPQafn3FKhWP1Y2VNT8gv3yhmNW3uY13vAADjoyG,empty,mercury,cloud,fuji,borg,sunset
2755,0.3,1080,84.18,https://magiceden.io/item-details/6r5EUHs7RXY4ruGMazTS8t3otGapmWKmAW72KsBSv3kg,roseglow,gemini,richmix,fujeeee,black,hokusai
2756,0.11,3046,62.46,https://magiceden.io/item-details/aYFYDvfKv8qjUjpoY1pUicuo4RZh9jtjeikbr69QMiT,empty,gemini,tron,dune,prototype,vice
2757,0.11,2592,67.91,https://magiceden.io/item-details/H6BBdpAXBDjAez67bseJJk4ZAmruyzPYHBi3Pnf667Vu,empty,apollo,cloud,dune,red,vice
2763,0.4,2564,65.35,https://magiceden.io/item-details/44JXWEuDmxjbMePPVzhqGfLEyqkYSErW6U1nejQrPSZL,empty,apollo,jet,highlands,blue,saturn
2769,0.03,1548,81.26,https://magiceden.io/item-details/3scYdLyms1jd2yLhEZjYqMhA6gwj5GVD69TcTviE8gTQ,empty,mercury,force,dune,red,sunset
3031,0.135,2230,72.01,https://magiceden.io/item-details/D7Bu8SvPZpwEv8ukBMzYNUHneJdCfiACm1bubtHagzhs,booster,mars,tron,fujeeee,artifact,milkyway
3252,0.28,2468,67.7,https://magiceden.io/item-details/3MtjHRBLRoSzEH31R45FahtqEATCN9xz21BaDm8BT1xG,roseglow,gemini,jet,highlands,black,milkyway
3253,0.15,1239,83.77,https://magiceden.io/item-details/CYMh64HySY2KHALXXKfmGCnu2EJCMDrfyvX9yYL77r7,aura,ET,richmix,fuji,shuttle,milkyway
3254,0.3,246,94.2,https://magiceden.io/item-details/3vRXRmu97EwbWjJJpqg38ZKb2bqzqeje5S9xYMPm6fu2,booster,pengu,surge,fuji,red,moonshine
3268,0.42,3002,59.89,https://magiceden.io/item-details/FHifVVDWJ2v11tBPrTFUGwpndvruzdWwUECuD14t1xG7,empty,mars,cloud,dune,yellow,cloudscape
3277,0.1,269,95.92,https://magiceden.io/item-details/7BCJe7WHzJPGnw6JBR9jRyo4TrBySGDawFE8BJkFt7qA,roseglow,pengu,tron,fujeeee,hera,moonshine
3288,0.15,1025,86.34,https://magiceden.io/item-details/BeVTJYnsJRUyAB6gXYt9MhdCK2ohhJ1WT6HT5xC5M2ES,rooster,apollo,surge,atlantis,shuttle,milkyway
3300,0.12,1892,76.22,https://magiceden.io/item-details/7b1DKGEfb8mQ8ifJGoXDmCpJjQ97jMWozsdbsW7rBw9D,empty,mercury,tron,inception,borg,milkyway
3309,0.098,2858,64.84,https://magiceden.io/item-details/3idYszSxUbprjbBwAuUULdZezwxTdcwkFnm8sXTXm5RT,empty,gemini,cloud,dune,shuttle,moonrise
3313,0.25,534,91.24,https://magiceden.io/item-details/4pJYWA1KivQLTAmPgtL9nSmjBK6VB6Q6tJb11rjp2Sni,aura,spaceslug,tron,fuji,jackson,milkyway
3316,0.18,2985,62.49,https://magiceden.io/item-details/2CjeaiBgiyhMhfbeifqDYwS4pR8WBZ4BAtVXGJkxzwv5,empty,mercury,cloud,fuji,jackson,firenight
3321,0.04,2744,66.79,https://magiceden.io/item-details/EUmTVtDcuWVMGCNs9mWDaJev3HE6sVHTs7yMEWxoghok,roseglow,mercury,cloud,dune,prototype,cloudscape
3322,0.03,754,90.79,https://magiceden.io/item-details/56c7HdAVMN3zUMfiV4KpdPmDBZkbGAk2Kgg88xxngYjT,wing,gemini,bloom,fuji,blue,hokusai
