id,price,moonRank,💎 score (%),storeURL,Background,Eyes,Fur,Hair,Mouth,Necklace
0045,1.75,1011,87.77,https://magiceden.io/item-details/7WMxcnSkhnCwXa3rt8HjxT3t6r3kGqNgPp9z6bqtXLD7,Dark Pink II,Flat Eyes,Camo,Afro,Mouth Juul,Piggies
0092,1.98,7337,60.22,https://magiceden.io/item-details/F4QrSHhfwYVHBtUKkLGayLQs9UQ68c6xjGJDtP5WR3Dg,Grey II,Squid Circle,Trippy  1,Default Hair,Cute Mouth,Penguins
0095,1.799,2630,80.82,https://magiceden.io/item-details/DWomGjH84MrzzhY3dcX3cG1Y67xYRZPWFGdRWkvhyrK9,Yellow II,Angry Eyes,Camo,Mohawk,Mouth Juul,Sollamas
0103,1.08,9793,59.42,https://magiceden.io/item-details/4fAQ9rPwmQEjrHS3L7Qti4gkYcCMAEUiAmHd3CAFXj7T,Blue,3 Bars Eyes,Dark Brown,Dreadlocks,Sick Mouth,Geckos
0120,1.3,6599,69.97,https://magiceden.io/item-details/tjcZpyMAQpEjGGRKnr8Mvct4aes7sitB3QUdpjTJ9nL,Grey II,Gold Laser Eyes,Trippy  2,Tall Block Afro,Sherlock pipe,Normal Chain
0123,123,6684,0,https://solanart.io/nft/7f1XA41dMcqZBD16jtfE7FTXJJa1pzf6ag3uncu67gP1,Grey II,Squid Circle,Pink,Tall Block Afro,Sherlock pipe,Piggies
0187,1.7,9109,55.95,https://magiceden.io/item-details/AkavKdHnyepcBinMyDZuErkCLLyTLVeNSiQCpXPXteJD,Blue,X eyes,Red,Mullet,Bacon Strip,Turtles
0195,2,5322,68.06,https://magiceden.io/item-details/FazLtYPGXLaqTuULmajMZFrvTcQ9bSFhuJkTEVa6wXrw,Green,Flames Eyes,Brown,Lion Mane,Robot Mouth,Sunrise Rebels
0201,2,4999,69.35,https://solanart.io/nft/8qrGFuAv2ksmscSnqDQMfLgrDSF25wDciEVrQ5AKYobh,Green,Closed eyes,Brown,Lion Mane,Fish Mouth,Trippy Bunny
0205,5,1967,51.45,https://solanart.io/nft/Cu11RkmakSAqYc8yK7rbfXysic54KV7mQudZpJ816SvK,Red II,Round Eye,Grey,Flock of Seagulls,Angry Mouth,
0221,1.18,9983,57.66,https://magiceden.io/item-details/5cHniR9Fsy5Vvxpv6tMxwvfXgK5Tpxge7MGw4RXKj2cM,Blue,X eyes,Dark Brown,Mullet,Sick Mouth,Solana Necklace
0224,1.88,9972,50.71,https://magiceden.io/item-details/GrNix7mdDBdDgBkU41kUZC4b2ZyuHpJXpNgYzThPt5Uk,Blue,Squid Square,Dark Brown,Mullet,Sick Mouth,Trippy Bunny
0232,0.9696,9980,59.78,https://magiceden.io/item-details/5LqEXKRVeWiRbM7FUc9Ur275u26axWXjsc2z6ht1XVbK,Blue,X eyes,Dark Brown,Mullet,Sick Mouth,Turtles
0238,7.45,3553,20.62,https://solanart.io/nft/7EapwjzkT2UEWcaEgxbVZRGuKzHhYhFqupFZ2uhAHFeH,Green,3 Bars Eyes,Brown,Big Afro with Comb,Sideways Smile Mouth,Penguins
0280,2.88,5715,57.69,https://magiceden.io/item-details/8bV4HnKQPpFnnMEgqPTQ9Xdqz17nFK2jgPr7fSFz3rmK,Hot Pink II,Alien Eyes,Pink,Default Hair,Squigly Mouth,Piggies
0293,50,3271,0,https://solanart.io/nft/52orGzsz7umDkSNCoHRWRaiG98o4V9S5VeuQGJBuhyqk,Yellow II,Flat Eyes,Cream,Afro,Mouth Juul,Penguins
0297,4,979,65.39,https://solanart.io/nft/CdMJVdcsYKJRzUXNQGyuxGHDfywFCP4VENSN9wfAWdw,Rainbow Synesthesia  II,Flames Eyes,Brown,Lion Mane,Sideways Smile Mouth,OOGA Chain
0303,5.98,3272,36.44,https://solanart.io/nft/9zGPxdCqXisNA7t7VCPWJe2SMiW21d4qTCegsfMjL6Td,Yellow II,Flat Eyes,Cream,Afro,Mouth Juul,Piggies
0310,0.99,9817,60.23,https://magiceden.io/item-details/HP1NGAYD5UHmmvrhXWFDkZjM4YhgvaheqEvkXZAyqmWw,Blue,Angry Eyes,Dark Brown,Dreadlocks,Sick Mouth,Rogue Sharks
0312,1.9,5945,66.58,https://magiceden.io/item-details/DcMHQyAWq5ArEiPwdvnYzyhAq2NzBJyeWX7eaNgzF2Nj,Hot Pink II,Hypnotic eyes,Blue,Default Hair,Squigly Mouth,Piggies
0320,3.9,6969,42.49,https://solanart.io/nft/8WWuyTos4ceNkyibFyueZzeQRNgUwcyAtwmUe1rhwWeL,Grey II,Bored Eyes,Blue,Tall Block Afro,Squigly Mouth,Solana Necklace
0342,5,1857,51.89,https://alpha.art/t/2Hb1bz2SYp1P4dFADiGQGojJEbhRxhA3hxQ9TGb127EX,Dark Pink II,Red Laser Eyes,Cream,Mohawk,Smile mouth,Piggies
0373,3.2,2892,65.76,https://alpha.art/t/6dR9SWCK1wL6NADAkkRPQtcxd1WTAcZBpsietUfANYGa,Orange,Wink Eyes,Blue Camo,ManBun,Fish Mouth,Piggies
0387,1.2,7726,66.47,https://magiceden.io/item-details/GWw2GsUviv25z64nap3HBYVyQoBFXLqsDQiZ9AbofbKJ,Matrix II,X eyes,Dark Brown,Mullet,Sick Mouth,Sunrise Rebels
0466,2,5678,66.64,https://magiceden.io/item-details/7Ke64Tiwmybz78GECqCvRi6K2coLc5X2xfdshnSDjUg2,Green,Justin Sun Eyes,Green,Lion Mane,Sideways Smile Mouth,Sunrise Rebels
0476,2,1036,85.17,https://magiceden.io/item-details/GBSExLRRnxuP737YN8gACHJ2v78eTHg4ze5478LdGEED,Dark Pink II,Angry Eyes,Night,Mohawk,Robot Mouth,Sollamas
0488,3,9975,39.5,https://magiceden.io/item-details/32ArScspsWHTg1BGoB5PkUuA5dU9oSoh5XkNozcJDfGz,Blue,Squid Square,Dark Brown,Mullet,Sick Mouth,OOGA Chain
0491,1.8,999,87.31,https://solanart.io/nft/mJpxE9BwzMaDEfGPkhHnC2fuimDVWoaBRmUEGQePMpw,Light Blue II,Wink Eyes,Blue Camo,ManBun,Fish Mouth,Trippy Bunny
0510,1.7,10024,52.3,https://magiceden.io/item-details/AK3L5MDjLXxZrGTTVeL7P4xXpWUEZLRxpTYj7z76Fce6,Blue,X eyes,Dark Brown,Dreadlocks,Sick Mouth,Piggies
0512,1.25,9747,57.91,https://magiceden.io/item-details/8wPzunbyg2nsGdd1sToNjhp3RJTpoRLkdPvNipsKQgCz,Blue,Gold Laser Eyes,Dark Brown,Mullet,Bacon Strip,
0522,1.95,9831,50.57,https://magiceden.io/item-details/AE3akkAZb3g7M2WVz2PaAmvr4HiauSEATs93zKBENx5M,Blue,Flat Eyes,Dark Brown,Dreadlocks,Sick Mouth,Geckos
0552,2.5,4321,67.06,https://solanart.io/nft/DBdSY5Yezu5cQjh4qe99q8eoHbGVSEiovmPxUuDrBbtk,Yellow II,Googley Eyes,Cream,Mohawk,Robot Mouth,Piggies
0570,1.9,8550,56.18,https://magiceden.io/item-details/6NJfA2vFePUBpPuPnaQotdRcnRUP2RdzjC2pTpfUtXLR,Blue,X eyes,Night,Mullet,Sick Mouth,Penguins
0594,7,4513,21.29,https://alpha.art/t/GXJz53WWt1rdU3GNJtUXdjamMAzwEksg916Ui3mXLRx3,Green,Justin Sun Eyes,Brown,Lion Mane,Sideways Smile Mouth,Piggies
0598,2.99,4111,63,https://magiceden.io/item-details/HQdBJFHmumejhcx8QFQ1dWB5NSoQz8LfeN72Lwx7mPN,Yellow II,Flat Eyes,Solana,Afro,Insect Mouth,Sunrise Rebels
0629,2,8440,55.62,https://magiceden.io/item-details/9kaowLBQRUgFtKs6EZA5EvEjxfhnbWMVmxe3ku9k9NPd,Blue,X eyes,Cheetah,Mullet,Sherlock pipe,
0642,1.7,9733,53.46,https://magiceden.io/item-details/GZWYeqxk2V789VXiFq5T6xcjRjhezVzMwQLL9wE4YztS,Blue,Hypnotic eyes,Dark Brown,Dreadlocks,Bacon Strip,Rogue Sharks
0647,2,267,88.23,https://magiceden.io/item-details/58N7Dr9ZGLazsXjSp1d5H8vMuA4TPMMHxnRDcTHiK3xL,Sribble 1,Squid Triangle,Black,ManBun,Straw Mouth,OOGA Chain
0660,1.7,4466,74.48,https://magiceden.io/item-details/EWedpEVtpEjecEdPNWiaGpjwrsfgpKrHJiYJKt8okfCR,Green,Flames Eyes,Brown,Big Afro with Comb,Sideways Smile Mouth,Rogue Sharks
0662,1.2,7158,68.74,https://magiceden.io/item-details/Awn7mTq6TpDnwjrRefYF5AdSoZUf1HS2fvtJgfNjQf5B,Grey II,Bored Eyes,Trippy  1,Tall Block Afro,Squigly Mouth,Penguins
0671,1.4,9268,58.32,https://magiceden.io/item-details/DuuTSjaQHT6CFw7Ae5f1c7FXzKosb3pkXC999CzgPKaH,Light Green II,X eyes,Dark Brown,Mullet,Sick Mouth,Penguins
0679,20,5482,0,https://solanart.io/nft/HaB5HWA86gzJKji7f86rgyPQZiSNjXkhuXvtgQKgRzn3,Orange,White Laser Eyes,Black,Default Hair,Straw Mouth,Piggies
0700,3.7,1780,65.2,https://solanart.io/nft/79HCx1xMieE9Dh1SeMFSWM2MkqwsVuDWV8CfznfobnF7,Red II,Solana Eyes,Grey,Flock of Seagulls,Angry Mouth,Sunrise Rebels
0711,4,1165,64.65,https://solanart.io/nft/HHw6CbVyHxNUKtFUNMsArGDSG7fdNYALHeG6sKVxPbyR,Static II,3 Bars Eyes,Green,Big Afro with Comb,Tongue Out,Trippy Bunny
0716,3,504,77.29,https://magiceden.io/item-details/7y9ZU4F5zQPhmBpypvjFPyJKKqfi4Nq83nu9qMB1z3DB,Static II,3 Bars Eyes,Brown,Big Afro with Comb,Tongue Out,Solana Necklace
0718,25,2349,0,https://solanart.io/nft/6ch5ZxvNBcgWSKvino41PH15kH3Cnq6tMPjKGwg5FsDY,Grey II,Robot Eyes,Robot,Tall Block Afro,Robot Mouth,Rogue Sharks
0726,2,5282,68.22,https://magiceden.io/item-details/ErEC1eHGXmrEQEfXax7W4Bu2atJBfK9JWZ6H9i5HwDEu,Green,Closed eyes,Brown,Lion Mane,Cute Mouth,Turtles
0729,22,229,0,https://solanart.io/nft/AktJZ65H71G2aQqxgQv7ELKQwPFthzUiKygnchw3oMNu,Stained Glass II,Angry Eyes,Night,Mohawk,Insect Mouth,Rogue Sharks
0734,14.99,453,0,https://solanart.io/nft/6wuQmiuJ4RkG9XfHU5fDPJVJD6DWNuJhQmCtqo1GZHeF,Solana Gradient Inverted II,Round Eye,Tiger,Flock of Seagulls,Angry Mouth,Sunrise Rebels
0776,1.9,8073,58.09,https://magiceden.io/item-details/BsiByNmrHpyzosFXZZwqGLTtPSCxY2gst3eW9aRQumH6,Grey II,Hypnotic eyes,Pink,Default Hair,Squigly Mouth,Normal Chain
0807,3,417,77.64,https://magiceden.io/item-details/HWeWThGmna89pSqJziP1xCZyFXiiAd5rYPwPR9PnxPDw,Sribble 3,Double Eyes,Grey,Bowl Cut,Bubble Gum,Sunrise Rebels
0832,100,3040,0,https://solanart.io/nft/54wqEj7ymX3dYprmtc2VPz2tsST8hy1y8ji35DsvyLFc,Light Blue II,Squid Triangle,Green,ManBun,Fish Mouth,Penguins
0885,50,1451,0,https://solanart.io/nft/5cS58YWND3uLfgiW7iskByat5woTdn9Rdb9BpVhEnhRu,Sribble 3,Blue Laser Eyes,Grey,Default Hair,Angry Mouth,Sollamas
0894,1.78,1759,84.48,https://magiceden.io/item-details/7MWhtPcSEYcwzqf9TuPVTJHGDPM6XZ1eRgMShdmFEnzM,Dark Pink II,Googley Eyes,Purple Amber Synesthesia,Mohawk,Insect Mouth,Sunrise Rebels
0898,1000,5286,0,https://solanart.io/nft/FdbY2Uv44ABas5vnMncVNeHhKpfPta6rZJP1kwsEVNyx,Green,Closed eyes,Brown,Lion Mane,Cute Mouth,Rogue Sharks
0915,4,6036,45.21,https://solanart.io/nft/Fosn1BXLvkGbCUuj3BYtdiwSQkk5mMpz5c7nDzmuqUno,Orange,White Laser Eyes,Black,Default Hair,Bored Mouth,
0918,2,1126,84.81,https://magiceden.io/item-details/GAtjcHDiXpcb7Y5DsSiKEPArf6QNLLcw3gYJVxcj4Q6h,Light Blue II,White Laser Eyes,Black,ManBun,Straw Mouth,OOGA Chain
0929,2.2,248,86.31,https://magiceden.io/item-details/6bu5nVX7dNodUPsshgqiQxQojwZkoQUHTQuATkf7tzxE,Static II,3 Bars Eyes,White,Big Afro with Comb,Tongue Out,Trippy Bunny
0948,1.8,5511,69.31,https://solanart.io/nft/2xx7pGEqdARHrNVsgdCYmg3axrNhoaBh7uVFd8VsvpYW,Hot Pink II,Bored Eyes,Pink,Tall Block Afro,Cute Mouth,
0953,2.2,8922,51.7,https://magiceden.io/item-details/97BudRcQrbXYJBp3RhnsznPw6Noe6UWeB7QTSrGaxezf,Blue,Squid Square,Dark Brown,Mullet,Bubble Gum,Normal Chain
0958,3.9,7609,39.94,https://solanart.io/nft/ESwtzZDLuD2a9c76YZmWVvDwEfHsAGeXLym2VY5caJyZ,Grey II,Gold Laser Eyes,Pink,Tall Block Afro,Squigly Mouth,
0968,7,9007,3.36,https://alpha.art/t/J56u9RdMLCpydfgcgJRqiQSrCu4CUGXkF7qdyp23aDXa,Light Green II,White Laser Eyes,Dark Brown,Default Hair,Sick Mouth,Penguins
1007,10,1382,3.79,https://solanart.io/nft/HppVwEWQvMwG6MnowxMuTLcF9skYLaq4bnoHGaeiji55,Solana Gradient Inverted II,Blue Laser Eyes,Rainbow,Default Hair,Cigarette Mouth,Geckos
1010,19,1287,0,https://solanart.io/nft/1JSq7sx6aYxpbHMCpeMv5y9b1CjGr4iRuBaMUBAvTZH,Light Blue II,Plus Eyes,Black,Curtined Hair,Fish Mouth,Turtles
1025,18,1689,0,https://alpha.art/t/FReDJPtQuAv53z3NzHVmKCy98xxCcXvf9xh8Z7rmy3yH,Sribble 2,Justin Sun Eyes,Gold,Lion Mane,Fish Mouth,
1028,1.1,9899,58.8,https://magiceden.io/item-details/AFaiNrTVuCPM7xt9GCmkRwuXLRbGvpndExEG37dVH6DS,Blue,X eyes,Green,Mullet,Sick Mouth,Turtles
1030,7.5,5901,10.75,https://solanart.io/nft/7ojc6wyRkgp3nKkhtH6ontZUWE4C3x2Xxg7hrsxKKpST,Grey II,Squid Circle,Gold,Tall Block Afro,Cute Mouth,Rogue Sharks
1032,12,615,0,https://alpha.art/t/4rNB8jBsEWkdZHYBeM99sBXCa8QfZ1gEiBzyqUb62Hm5,Stained Glass II,Zombie Eyes,Cream,Mohawk,Smile mouth,Geckos
1036,5,3530,45.21,https://solanart.io/nft/FLqEKsfQcuG2FDTfJtPTqRGa9GgpFm3EHDXMZi3XxaSe,Static II,Flames Eyes,Brown,Lion Mane,Cute Mouth,Solana Necklace
1042,3,5034,59.21,https://magiceden.io/item-details/6V2UZJKoW4DHqzaYtxNb6NW6iUZcyC4wfryzgb7RNgUh,Red II,Blue Laser Eyes,Grey,Default Hair,Bubble Gum,OOGA Chain
1063,0.99,3835,84.1,https://magiceden.io/item-details/7P8Ejj2qe9cMHJ6BGsyuMEn6xsK4kVMjmzXcA5w8obvs,Orange,Squid Triangle,Black,ManBun,Fish Mouth,Solana Necklace
1068,2.07,3956,72.81,https://magiceden.io/item-details/FGPV1wPfwUErsejs7fiKoYCB999vJsKxk8RCTfD1qpJ7,Green,Heart Eyes,Brown,Big Afro with Comb,Sideways Smile Mouth,OOGA Chain
1071,10,2658,0,https://solanart.io/nft/9JiuRdGi5FLLETr14APGwGz2jocfiXwTKqePdSfVemZx,Red II,Solana Eyes,Grey,Bowl Cut,Zombie Mouth,Trippy Bunny
1076,1.18,8004,65.56,https://magiceden.io/item-details/7sTyRa9bPgaufKwG4pQyQdogX3vRz5bYcwHhQJnh2eCQ,Blue,Flames Eyes,Static SR,Mullet,Bacon Strip,OOGA Chain
1106,2.3,4424,68.65,https://magiceden.io/item-details/3npm4VgqqHbifeC5Md981pks4GzUfrNAcqcwRnqsSBzj,Red II,Double Eyes,Green,Bowl Cut,Angry Mouth,Geckos
1107,2,7617,58.9,https://magiceden.io/item-details/HQ7YTS9cg6bU8ovPuKQAvZHyXSEBcZo5EdRJckM3sRzD,Grey II,Hypnotic eyes,Pink,Default Hair,Cute Mouth,Penguins
1117,1.35,7847,64.49,https://solanart.io/nft/4okin1zkwzBYg2H9F4oQEoefcHxU7t4bgSHYmYanBKp7,Light Green II,Plus Eyes,Red,Dreadlocks,Sick Mouth,Solana Necklace
1129,2.1,3396,74.75,https://magiceden.io/item-details/AAnRJoX8hhhp5vczaswwT3zU79CxTwGfGEQthf2mMNQE,Orange,Plus Eyes,Black,Curtined Hair,Zombie Mouth,Piggies
1130,3,1390,73.75,https://magiceden.io/item-details/AUaqryoWYoCQXGq9MzSqRYwM5dwZNtnwXmdrDrQNcU96,Dark Pink II,Zombie Eyes,Rainbow Synesthesia,Afro,Smile mouth,
1162,4,1758,62.28,https://solanart.io/nft/EeBfxwojWuBqVs39ij5NmzAWHnPpe1gSqinMt9TZnYpk,Red II,Double Eyes,Grey,Bowl Cut,Cigarette Mouth,Geckos
1163,1.7,2631,81.8,https://magiceden.io/item-details/2Yq17jwFxfRzYxQyZoWjhvjHfb4X1niC7dZnEJXywXdM,Yellow II,Angry Eyes,Camo,Mohawk,Mouth Juul,Penguins
1186,2.69,1412,76.77,https://solanart.io/nft/7qCGDad6dkwoE5SSuG2zfN3Q2wDMKBhGvX1wG7ew3MM4,Dark Pink II,Angry Eyes,Cream,Mohawk,Smile mouth,Geckos
1199,5,2317,50.05,https://alpha.art/t/CMhhMTFjFc5NqGiJDhH2JeLJBsHVPyMCNxbXh3tRapAF,Red II,Double Eyes,Trippy  1,Bowl Cut,Angry Mouth,Turtles
1200,2.5,6259,59.32,https://magiceden.io/item-details/BBgEMcYVjE1cnCWau45WJfuspAnmHMowsxctRQfat5Cb,Grey II,Squid Circle,Rainbow Synesthesia,Tall Block Afro,Squigly Mouth,Solana Necklace
1211,1.89,9976,50.59,https://magiceden.io/item-details/FTjW5cc69cRNPJWipTauwuT2tyHfPpcXh9TuW5LRgCUP,Blue,Squid Square,Dark Brown,Mullet,Sick Mouth,Sunrise Rebels
1225,3,1490,73.35,https://solanart.io/nft/CLiBk9dVXnN9gZ6KzenSbPdnqbNzv6UNkQtH3wJ3kPy2,Sribble 2,Flat Eyes,Cream,Afro,Smile mouth,Normal Chain
1240,1.5,1939,86.56,https://magiceden.io/item-details/Ce3ig88XopC1m4TYdHf5mJQnHnwBRnwduE125UpLRX5w,Red II,Solana Eyes,Yellow,Bowl Cut,Bubble Gum,Sunrise Rebels
1249,2.5,2705,73.51,https://solanart.io/nft/6WsVU6oVJAkMzF1CrWGs5P5scgmScrVymdvd3pLykpqz,Orange,Solana Coin Eyes,Black,Curtined Hair,Bored Mouth,OOGA Chain
1287,2.7,5233,61.42,https://magiceden.io/item-details/EJ7VqduLd8eWFAUeUZTtYN7shuY31bqCpMnUTFz8giD,Yellow II,Googley Eyes,Green,Afro,Mouth Juul,Rogue Sharks
1289,1.2,7844,66,https://magiceden.io/item-details/FfB5yzqzncobekJA8Z7WYr4FQohnMccm1Ujhs1RuFkJW,Grey II,Squid Circle,Pink,Default Hair,Cute Mouth,
1303,20,5464,0,https://solanart.io/nft/6yJxekSvKg9DL5v8x3yYomFeAyv4VyzWNKLJBhmGhcD1,Orange,White Laser Eyes,Blue Camo,Default Hair,Bored Mouth,Trippy Bunny
1327,1.65,9338,55.54,https://magiceden.io/item-details/6F8EeXAqx9SZZPZCUc8m5f8Rvxv1ny6afuKZeGMDV5Qt,Light Green II,Hypnotic eyes,Dark Brown,Dreadlocks,Sick Mouth,OOGA Chain
1345,10,2938,0,https://solanart.io/nft/Q26xHDzZLGpMtyZhMBppNcw7pDFS6oUWETcavUCAs1y,Orange,Squid Triangle,Black,Curtined Hair,Bored Mouth,Normal Chain
1354,5,607,56.88,https://alpha.art/t/vyDQBUTFAqKcYNitDaxHhAezZ7MhmkjpZrnuW7UAVbD,Static II,Flames Eyes,Zebra,Big Afro with Comb,Tongue Out,Rogue Sharks
1359,1.7,4651,73.74,https://magiceden.io/item-details/GLAt6DBNXu3UdzVDqEwK2gVRrCvd836LtfM16xdFVKAE,Yellow II,Red Laser Eyes,Solana,Afro,Insect Mouth,OOGA Chain
1402,5,7943,27.6,https://solanart.io/nft/DnzcCW6pHZmBKCye2AJd9A2e4GP4Bp5ztaqicSTfie5J,Light Green II,X eyes,Cheetah,Mullet,Sick Mouth,
1418,2,4498,71.35,https://solanart.io/nft/3c2SjMXf9zDu6TXwWyD9ooT9QwUhEQmMWAHzKq56HSeM,Yellow II,Googley Eyes,Cream,Mohawk,Smile mouth,
1427,7.5,1999,26.32,https://alpha.art/t/4f5x4mZQyUviDnrczfLj8fjRwVQUC3oQbSSDhvp11GZJ,Static II,Closed eyes,Static SR,Lion Mane,Sideways Smile Mouth,Sunrise Rebels
1428,5,138,58.75,https://solanart.io/nft/DPa4inYKWGfzoiFGk72cmscKnDzvj1sj7PdFmBE7gJro,Sribble 3,Round Eye,Tiger,Flock of Seagulls,Angry Mouth,Sollamas
1435,2,9267,52.32,https://magiceden.io/item-details/HNYHCDG9fLBFKxNE2WgBnrNxVdUMyew1oQfoxcaJ3tnY,Light Green II,X eyes,Dark Brown,Mullet,Sick Mouth,Geckos
1438,1.4,2024,87.22,https://magiceden.io/item-details/HkapNDV657gFt6jcVGfZimak3NQoPpcfCMDeEx5sSM3Q,Static II,Flames Eyes,Brown,Big Afro with Comb,Sideways Smile Mouth,Sunrise Rebels
1443,2.8,9421,43.71,https://magiceden.io/item-details/2XD8gMM1u5McPGP1Xgno9iKV82RwNhtCP8RPKbkSxgEY,Blue,X eyes,Dark Brown,Mullet,Bubble Gum,
1445,4.5,1691,57.55,https://solanart.io/nft/EzA8a9yeUhmcuf6kvnomWo9kjzyKQFx6uUN7oWnFocpq,Light Green II,Robot Eyes,Robot,Mullet,Robot Mouth,Turtles
1465,18,7111,0,https://alpha.art/t/2CNf4VpHfn912AZGRJnfxKoEEtENmiy1q97iARnLw5oN,Grey II,Bored Eyes,Trippy  2,Tall Block Afro,Squigly Mouth,Piggies
1468,55,1535,0,https://alpha.art/t/4CgBn7EMMJQNi3Edoyiniyp48F8NCRTWNKbjGqT2HfH5,Hot Pink II,Zombie Eyes,Zombie,Default Hair,Zombie Mouth,
1479,9,6512,0,https://solanart.io/nft/8HNh72vpvQCWmEQyZ7sSCtbBMjNHSQ3PqyjN6zz1LZHX,Grey II,Gold Laser Eyes,Trippy  1,Tall Block Afro,Cute Mouth,Turtles
1483,1.9,3594,75.96,https://magiceden.io/item-details/HNsM8HAAv9jsCQpB5WaR3riXjcsjRNXPG2e7BDKLPtEX,Orange,Squid Triangle,Black,Curtined Hair,Fish Mouth,Geckos
1484,50,1091,0,https://solanart.io/nft/BEtB3LdP9aeUmehSnfyUPdTJw4A5ahGREbkycwJie5fW,gmoot II,White Laser Eyes,Blue Camo,Default Hair,Straw Mouth,Penguins
1500,8,1276,24.21,https://solanart.io/nft/oPG93FCZC5Ttfgef7mnZH1KSyrmQJFyfVpB3Y4KXQoF,Red II,Round Eye,Grey,Flock of Seagulls,Cigarette Mouth,Penguins
1518,2,6771,62.28,https://magiceden.io/item-details/5ZtrvbsM8jXx3DWfdBkxJWQpyGsGsQKpP5vNu8MibGx7,Grey II,Bored Eyes,Pink,Tall Block Afro,Cute Mouth,Penguins
1530,2,1618,82.84,https://magiceden.io/item-details/51BJm6bSw63q4hoPPtSw9FTqWFuRaZdpxsj4uTAfQ1Fc,Red II,Round Eye,Tiger,Flock of Seagulls,Angry Mouth,Geckos
1534,1.4,2464,85.47,https://magiceden.io/item-details/FfqRqtQCNLYtU2abo7eH4TeygCBTwnfR6JCt9wDqHqYJ,Orange,Squid Triangle,Black,Curtined Hair,Straw Mouth,OOGA Chain
1557,2.2,5591,64.99,https://magiceden.io/item-details/EtpTpYC8m8k4Jxivs9XeNyKnfZMs2hZ9GinbmLDyryh7,Green,Flames Eyes,Brown,Lion Mane,Cute Mouth,Sollamas
1571,2.2,165,86.64,https://solanart.io/nft/2nd695ozHvZG2CSzcvvX4YUWgELfmThoUb6vqRHFNbsG,Sribble 3,Solana Eyes,Trippy  1,Bowl Cut,Cigarette Mouth,Turtles
1572,3.5,5861,50.91,https://alpha.art/t/AzDCd6pYExUkAqf4Y3wqiBR48jeX5ra8yTsi2T75SzFc,Matrix II,Squid Square,Trippy  2,Dreadlocks,Sick Mouth,Solana Necklace
1573,50,8994,0,https://solanart.io/nft/9PuHCNhDpFkXyYBZj4Tm1MXiaRgMG3u1w2H896bRYMSt,Light Green II,White Laser Eyes,Dark Brown,Default Hair,Sick Mouth,Normal Chain
1574,4,4246,52.36,https://alpha.art/t/9DZWkKWBVVEP8GopCiXMhJ5WtvaFKktd8UE3QX8rhDR3,Yellow II,Angry Eyes,Cream,Mohawk,Insect Mouth,Rogue Sharks
1582,5,9780,20.27,https://solanart.io/nft/PkaornZJK5hYnQVAS19dmGLVV3YmWMs8vKJJp7c1AZj,Blue,Solana Coin Eyes,Dark Brown,Dreadlocks,Sick Mouth,Sollamas
1588,1.25,2949,85.03,https://magiceden.io/item-details/EM9T233CEnAdTTD6UACdthtSybiX3wn87sWK7DxDwLL2,Orange,Squid Triangle,Black,Curtined Hair,Bored Mouth,Sunrise Rebels
1621,19,864,0,https://solanart.io/nft/9cMXcY5JBxppN8hXTqno5RT57mNiWv6pH7DSSLFdcHTH,Stained Glass II,Red Laser Eyes,Cream,Afro,Robot Mouth,Turtles
1625,10,7747,0,https://alpha.art/t/6GZMsdBtN6HaZ2gG6vKXJMYduWdVaWSFvG2VYqmyQ1ZV,Grey II,Gold Laser Eyes,Blue,Default Hair,Squigly Mouth,Penguins
1626,3,2780,68.21,https://magiceden.io/item-details/2A8BFJ93kuLZURFLB2syqL2YKSu4gS5MWQsmiaEJFimN,Pixels II,Gold Laser Eyes,Solana,Tall Block Afro,Vape,Sunrise Rebels
1638,15.37,4160,0,https://alpha.art/t/FGWwz5ANMNsADeQkZ5RYV1U8ANXgKDYghAX12eMpNcsR,Blue,Robot Eyes,Robot,Mullet,Robot Mouth,Geckos
1641,3,2924,67.63,https://magiceden.io/item-details/HHuxCcRckcezuRXq3zSMVMVKKLXNkh2WBLryqiAvqmJH,Green,3 Bars Eyes,Zebra,Big Afro with Comb,Sideways Smile Mouth,Solana Necklace
1664,1.5,7920,62.7,https://magiceden.io/item-details/FQvXM621hH8ocGEaYaMwyaQYSu3EZJzEVo6EHeQ5ECz9,Grey II,Hypnotic eyes,Tiger,Default Hair,Squigly Mouth,Sollamas
1675,2,3088,76.98,https://magiceden.io/item-details/8bShustj37MNhhfP4StjLij1fLjDjyHG4qYgfPjXm6pY,Yellow II,Zombie Eyes,Rainbow Synesthesia,Afro,Mouth Juul,
1676,1.96,7138,61.22,https://magiceden.io/item-details/Gt3cNNDa1tFiDDFsWpCUjkDHNRybTsXGGuVfiKSoq13b,Grey II,Bored Eyes,Cheetah,Tall Block Afro,Squigly Mouth,Sunrise Rebels
1686,2.98,674,76.81,https://magiceden.io/item-details/7Bf9zXAdAiLXQFxUeGjAT7dXATnhrXVy6b4YNTsiq17U,Sribble 1,White Laser Eyes,Black,ManBun,Bored Mouth,Penguins
1703,2,7053,61.16,https://magiceden.io/item-details/DMqWRu6kFgLaZiGg2EVHA6PReV36k6grSNrEXNXm2EVe,Sribble 2,X eyes,Dark Brown,Mullet,Bacon Strip,Turtles
1717,225,158,0,https://solanart.io/nft/8pGMYBJaJXfR1NjgPnGqtd2Zeo9FQNcLTiJAPZy6CeuF,Pixels 2 II,Heart Eyes,Brown,Big Afro with Comb,Tongue Out,Trippy Bunny
