id,price,moonRank,💎 score (%),storeURL,Background,Body,Earrings,Eyes,Face,Hat,Head
1304,2.99,2715,65.35,https://magiceden.io/item-details/FnLc3G9BLMymSrz8QmPvFdpbMDXdtK1uWumKpDTuLF7m,RubyGalaxy,Thug,None,ClassicToon,RuffyDuck,BandanaCrip,DustyBlue
1306,6.9,2217,30.24,https://magiceden.io/item-details/ExBpuN8rcsoCMfNYtb6MCahZtkFXy6PJ83HV8kTJ5kgo,Tangerine,Yakuza,None,Zatoichi,GramGram,ViperJade,GrapeFlavored
1307,1.89,1181,88.64,https://magiceden.io/item-details/4r3dPLL8xKnjucDEGzvwsNuhaxEXtft8PXRK6vR1a3uD,Darkness,Bat,None,Unamused,RuffyDuck,ShellRed,Night
1311,6,184,55.53,https://magiceden.io/item-details/DydMC8MFgVfeZKMUaXxpqKsdptjHyYPdZP1sMHqKYqvB,Acid,Saiyan,Pewpew,CuriousJorge,DingDong,ImmortalBlade,Sage
1312,4.5,1679,58.55,https://magiceden.io/item-details/BY85QgYWvcuttpjyg3EABVQMat1cD2Amm9xGef4qSCnh,Mustard,Hockey,Pewpew,ClassicToon,WickeyMouse,ShellGreen,GrapeFlavored
1316,3.89,2780,55.83,https://magiceden.io/item-details/3CQb3ccS8ya5WQ39Du9zyUuQ2FrXyx68UeEeve4Uaqow,Blue,Bat,None,OhGodNo,RuffyDuck,ShellGreen,Snowball
1317,2.4,1991,77.05,https://magiceden.io/item-details/J5jyqJJasE8KPnCeERMyUqYNLZRNAFbk9JpaiCLHrWw7,SapphireGalaxy,StreetPirate,None,BlindfoldWhite,ThugzBunny,BandanaCrip,GrapeFlavored
1318,5.2,4888,25.84,https://magiceden.io/item-details/Dz7JcSxQytpENJKbe6K48Tck8jU3ei3iWtF9r21DdTLA,Mustard,LuchaLibre,None,OhGodNo,RuffyDuck,BeepBoop,CottonCandy
1319,19.69,434,0,https://magiceden.io/item-details/6nrPqAWtocPHLZiGti4LJqjHntuMFuDp5EpRySgeCbng,BabyPink,DevilOnyx,Pewpew,ClassicToon,WickeyMouse,Crab,GrapeFlavored
1324,3.49,888,74.99,https://magiceden.io/item-details/Fvma8wG9V3To2MG2y2DtxzSnUMXaBuV3ygU7AuGKdX59,Salmon,Thug,Flag,Unamused,BaconBoar,AllSeeing,Sage
1325,2.35,4852,54.63,https://magiceden.io/item-details/AhaCURxR6gzezyaKBReXktLexGpNhH3ZPAb1sic3NGg7,Blue,Yakuza,None,CuriousJorge,GoodBoy,BeanieCream,GrapeFlavored
1327,2.5,1303,81.56,https://magiceden.io/item-details/43QwzpDG5gguwLMxTijY5CdCmxMC1naEHvHbvuHUjBZj,Mustard,SkullBomb,Dagger,CyberSmile,GramGram,PlumberGreen,DustyBlue
1335,2.7,1511,77.9,https://magiceden.io/item-details/7mVyjzD2TwnZ4UZBHpFYWDkdNqhuXqP9SF7igZYHvKGq,Pomegranate,SweetChocolate,Flag,FeralEyes,DingDong,BeepBoop,DustyBlue
1339,7,862,40.09,https://magiceden.io/item-details/AWggSkT1sUdueo6r1eHFRNbBtKaia5ytxPakGiyNzcEc,GrannySmith,Wizard,None,Robbery,WickeyMouse,PimpNamedSlickBack,Clay
1341,4.95,156,66.25,https://magiceden.io/item-details/DiBWcqbxxYbgZbmudfAq6VVXCv2XFvYBoR979z5p94x1,Lavendar,BallerLakers,Gold,Tycoon,Panzer,BandanaCrip,Clay
1342,2.5,1966,76.25,https://magiceden.io/item-details/FggShviAx5swYAHvGnACBREZTKc6E9Px9oLr5b1G9xYk,Salmon,DeathAngel,Flag,ClassicToon,Baztard,Crab,Clay
1343,4.5,645,66.83,https://magiceden.io/item-details/G3CfNbBARZxfnTnWo4qcMY1sdHDPAR5h7DH3qRQnRwaJ,Acid,Saiyan,None,CuriousJorge,ShinRaShiFlame,OctoPink,Night
1344,77,2618,0,https://magiceden.io/item-details/HANUfFVE93MpmRAWVtgQhMtQfAgLNaS54zgnpDxsZZRW,Blue,Wizard,None,OhGodNo,ThugzBunny,BandanaCrip,GrapeFlavored
1346,2.95,1503,75.46,https://magiceden.io/item-details/GgQCMwziNrnGFHFWXh58VDJgXbM3JJWLqZGSRN2uC314,Mustard,Devil,None,PissedOff,BaconBoar,Tengu,Night
1348,3,4005,54.92,https://magiceden.io/item-details/Ev39MMSfNwHPpqpvhJoeAPpWbic8EY2ixy7BMPAMq3m1,Blue,Paladin,None,Tycoon,RuffyDuck,BandanaBloodz,GrapeFlavored
1352,4.98,622,62.22,https://magiceden.io/item-details/9rXVB3GPY8QxPhTUAhDgiEFDJoqJoYaq73jExrSHfbQc,Blue,Plug,Flag,BlindfoldBlack,ThugzBunny,Tengu,Night
1354,3.5,3133,56.9,https://magiceden.io/item-details/9g1EyRtQpvtuS4CTXoTv1sB8KJD5kjoiZbUsGLMcbvWN,Tangerine,FlyTrap,None,CyberSmile,GoodBoy,None,BudGreen
1355,3.5,1158,72.72,https://magiceden.io/item-details/wXvPW3Lg4P6b9RNVpuRYUGsAdcXWZRKBdBqWKTREU3c,Salmon,Hockey,None,BlindfoldWhite,ShinRaShiFlame,PlumberGreen,Night
1356,4,1206,67.34,https://magiceden.io/item-details/2dmzrDTA4x2LDmxqhFwEHabDXe9jUUNy1EFReCxf6JFn,DustyBlue,FlyTrap,Bone,ClassicToon,GramGram,Gluttony,CottonCandy
1357,10.42,2648,0,https://magiceden.io/item-details/H1ioBd6UnPfxWx1GAWvNMPYNWCsk36UppWmk1LAunz6N,GrannySmith,Wizzy,None,BlindfoldBlack,Panzer,BandanaBloodz,Blonde
1358,4,1483,65.12,https://magiceden.io/item-details/EksGwjRfA9oNA8phTVBrvJYPxiFrKzGEnMLVCY5HikL,Acid,Thug,Dagger,CuriousJorge,WickeyMouse,DemonLoredRed,GrapeFlavored
1359,2.5,1403,80.76,https://magiceden.io/item-details/5wV95yBNTZa92zChgDueJ9TFgzZRBSAPVsnQtUVKj7YU,BabyPink,Bat,None,Steamboat,Panzer,RabbitSeason,BudGreen
1361,3.8,736,73.1,https://magiceden.io/item-details/56MwF8sL6Rr43SnkbmRvcBvvtDX8EPk5nsWDe9bFdxrc,Lavendar,Zilla,Dagger,OhGodNo,Panzer,Gluttony,BudGreen
1362,3.2,3095,60.21,https://magiceden.io/item-details/3TEG2g8Y6JSb29MZfkwBcKFimY82TUmwJ88RriwRgMVH,Salmon,LuchaLibre,None,CyberStyle,WickeyMouse,PlumberGreen,RedHead
1364,3.6,2375,61.97,https://magiceden.io/item-details/6daFefYQ7rYzz32K5XDKfADJ1ftGtR9R3pURFCQuKDEb,Tangerine,Paladin,None,BlindfoldWhite,BaconBoar,GorgonPink,CottonCandy
1367,2.5,2398,72.79,https://magiceden.io/item-details/5XE6qh3EnYXhVteoGhq7o6NLrqQ6bX9gYm8226j5JkkC,Blue,Bat,PocketMonster,OhGodNo,DingDong,Crab,CottonCandy
1375,4.25,363,71.59,https://magiceden.io/item-details/4dpA7ihB57G972jFG2nET2rfztokhaCwJKx96qTvTFnB,Acid,Paladin,PocketMonster,Zatoichi,ThugzBunny,ShellRed,BudGreen
1376,3.5,373,79.01,https://magiceden.io/item-details/CnHZCrVaTHEKm8FaDaDp6PJxkHuXV1MNfTbp8Bqi7Nrp,Darkness,MoneyBags,None,Unamused,BaconBoar,Tengu,BudGreen
1383,3,2377,67.96,https://magiceden.io/item-details/7SXgm6W5aEGLNUcR3KjRjA5eH5dkvYRKfK2suEBnQaVx,Leather,Devil,None,BlindfoldBlack,ThugzBunny,Gluttony,Clay
1385,4,2323,58.39,https://magiceden.io/item-details/AwsKTFEfyHjkp9Hge8qP9H5NipNag1Lwwx62r21tMH8S,Mustard,Plug,Silver,ClassicToon,DingDong,ShellGreen,BudGreen
1386,1.97,4428,61.83,https://magiceden.io/item-details/R14fXeQZJLAgAUTMPiihQ5vMbJadVK8zBcXB9GmswYJ,BabyPink,Bat,None,CuriousJorge,WickeyMouse,BeepBoop,RedHead
1387,6,4609,20.08,https://magiceden.io/item-details/GTCXqT9W7o3fomuxxbNkXg9FqdkQrjw2HPzHnRmfUM4j,Cyan,SkullBomb,None,Unamused,GramGram,OctoPink,Clay
1389,5.69,105,59.26,https://magiceden.io/item-details/8YLxnMYvJQw1w29fBwSfnixJB4xepTYnaQcMv3YyczjT,Tangerine,Cerberus,Bone,FeralEyes,ThugzBunny,GorgonPink,BudGreen
1391,3.8,396,75.83,https://magiceden.io/item-details/6rbTZv7eTEc1HBRF9cUSYqzCbu9nou9syx47EMCD7sC7,Tangerine,Thug,Gold,Tycoon,DingDong,SuperSaiyanHair,Night
1392,1.85,4305,64.01,https://magiceden.io/item-details/FQHbVKmD5UaMs7oTMzbzHyzaUdzD8UXz2DVHrvnYWoah,Leather,MegaGoon,None,Unamused,ThugzBunny,BeepBoop,DustyBlue
1393,2,3590,68.24,https://magiceden.io/item-details/HV6RXZTdQyjZ5r63kfSiQxqHbZLUg1Y6981pvzjAUbJA,Acid,Wizzy,None,BlindfoldBlack,GramGram,ImmortalBlade,Clay
1395,13.95,1405,0,https://magiceden.io/item-details/5covuCBd6VRTJfE2EERjo2vaReJk4vTTsKhFKGrf9FpU,Tangerine,MegaGoon,Flag,StarryEyed,WickeyMouse,Crab,BudGreen
1399,2,2719,75.22,https://magiceden.io/item-details/4jisZYRQXLXXogGhufErAPyqiSctj2ZnW2xT3uDWwqRG,Pomegranate,Plug,Gold,Steamboat,Baztard,None,GrapeFlavored
1402,3.2,3477,57.15,https://magiceden.io/item-details/2deoTkuaw6xgWFqBuj66ytT8SfSKK1QRLTwd9MayDsum,Tangerine,Hockey,None,FeralEyesRed,RuffyDuck,OctoPink,Clay
1403,3.25,2019,68.33,https://magiceden.io/item-details/DDZfqs8sqNkHdW1bGygBRVsmDTkr2kYdkRsau42PshpS,Cyan,LuchaLibre,Silver,CuriousJorge,BaconBoar,ShellGreen,RedHead
1404,3.22,3035,60.49,https://magiceden.io/item-details/6SKFVkQY8FTV3C6k3wsEua4fwipV2wK2jR5322tXRFjU,Tangerine,BallerLakers,None,OhGodNo,DingDong,None,RedHead
1409,10,3387,0,https://magiceden.io/item-details/9eSqBzY8n47fBgM4arNAy8GGQJ2MCcdHq48Er3LgyPzu,DustyBlue,Paladin,None,StarryEyed,DingDong,Burger,DustyBlue
1415,10.5,4562,0,https://magiceden.io/item-details/2pQz6bP5t76RxtDqbZ3znxbaRoDmL7EE5j7HLdXUCQbT,Mustard,MegaGoon,None,PissedOff,GoodBoy,PimpNamedSlickBack,Blonde
1418,2.99,2451,67.46,https://magiceden.io/item-details/EEeFC1asgac8BCXG5HWZc8csA1fELobw6XoyoyVkr1Nr,SapphireGalaxy,Hockey,None,OhGodNo,BaconBoar,Sunnyside,CottonCandy
1422,3.3,2291,65.65,https://magiceden.io/item-details/9PMMnAdrpPt8x2Aw11vH3QPz91SKhm3m6RWzBBDb5fG6,Salmon,Paladin,Silver,StarryEyed,DingDong,Crab,GrapeFlavored
1424,13,18,0,https://magiceden.io/item-details/Ctmcrw94KaoPD5aAf4uwxSmGCxrkbLHqBoqbjwCbErTL,Darkness,Thug,Bone,FeralEyesRed,ShinRaShiFlood,SaiyanHair,Blonde
1426,3.4,3657,53.7,https://magiceden.io/item-details/37kb4RgxFHDxP99MfgEYdMSQcFNXhf1APN5j2Jk7qpuZ,Lavendar,DeathAngel,None,FeralEyesRed,DingDong,ShellGreen,GrapeFlavored
1427,3.5,4797,43.57,https://magiceden.io/item-details/43V12owpYw5yNJnsyTgHFoSwoRk35Y1rLRfYRY3d17PE,Lavendar,Kong,None,PissedOff,Baztard,GoonGoon,GrapeFlavored
1428,3.12,3135,60.68,https://magiceden.io/item-details/F3b6S16WKwKBskbx32zvzQ9t4UEstiQkQ5hkQdPEsyNP,Mustard,Devil,None,Unamused,ThugzBunny,GoonGoon,RedHead
1429,3.5,1424,70.59,https://magiceden.io/item-details/GgBEqm1fqt5StrKiWEKksVZkF3bUwFv28EEbBo6zZUkm,Blue,Kong,Flag,CyberStyle,ThugzBunny,AllSeeing,Clay
1433,5,2680,45.53,https://magiceden.io/item-details/6APLG3D2dKdQuZzQAxbxTyUHM1XsCpw9kC13pcjFyTUg,Tangerine,Plug,Dagger,OhGodNo,BaconBoar,Crab,BudGreen
1436,1.99,4415,61.73,https://magiceden.io/item-details/F27LTrMidpHbLj4JJ8hNybk2g3ddKssXiooRcaUT3ND3,Salmon,Wizzy,None,ClassicToon,GramGram,Sunnyside,CottonCandy
1438,3.57,708,75.63,https://magiceden.io/item-details/CUPprcKc6zcVBwz6BFivQMVwgFa2ju9KP4dttTerjuTV,DustyBlue,FlyTrap,None,PissedOff,RuffyDuck,ViperGold,Sage
1451,10,514,12.88,https://magiceden.io/item-details/6iCNrqZojxQNjRDt81eeC5V7dMPHg1NnBrhQNdvhjAwm,Cyan,Wizzy,Gold,DemonLordBlue,ThugzBunny,SaiyanHair,BudGreen
1461,9,170,25.64,https://magiceden.io/item-details/HEJ9ijkaeVqgmyap481AaBdabuXgnw39z8nTrKYrnxRK,Indigo,Thug,PocketMonster,CyberStyle,Baztard,OctoPink,Clay
1466,2.8,2210,71.3,https://magiceden.io/item-details/9eJdRSRYRCaqosS8Whxwxa2EnFr7MNLzKMRLAAiUEuwQ,SapphireGalaxy,Hockey,None,PissedOff,GramGram,ShellGreen,Blonde
1468,3.69,2538,59.77,https://magiceden.io/item-details/2w616WkRYrbbkFFcg5RoAenP5wheLMdJ3aWdDvc2v8mr,Leather,Bat,None,FeralEyes,RuffyDuck,ShellRed,Night
1469,2.5,669,86.64,https://magiceden.io/item-details/PDxb8zn795jB7V9WvE1KyA4oGZQYeaKpWiv2SbyTDFn,Mustard,Hockey,Bone,Steamboat,Mammoth,Crab,BudGreen
1471,2.19,4929,55.61,https://magiceden.io/item-details/3Upcj32F4DVwRMDV7uNbCWtKJudS8xPiA8g6nykWkwbA,Acid,SkullBomb,None,CuriousJorge,RuffyDuck,BandanaBloodz,Blonde
1480,2.39,4222,59.28,https://magiceden.io/item-details/FA4pqvJPvHZVscDxAbnt9sZRfN2LozHmDNMQLBWKaPga,BabyPink,LuchaLibre,None,ClassicToon,BaconBoar,OctoPink,Clay
1487,5.9,1168,48.64,https://magiceden.io/item-details/DamTyv8BHANYRacaxsrwfYbDAJEbMSyq7i73QDT7ZQtL,Lavendar,Wizzy,None,CyberSmile,GramGram,ShellGreen,Snowball
1493,8,45,36.64,https://magiceden.io/item-details/DMi3fWngo2bp8DJED61uYxJtEDR9oUYanQ8e8c552VdP,DustyBlue,Bat,Gold,CuriousJorge,ShinRaShiForest,FeelsGoodMan,CottonCandy
1496,3,4336,52.26,https://magiceden.io/item-details/96PETy9UZ7zNrM8YGRJZWuKWqVHUcsJjGMwyTb4qFewX,BabyPink,Plug,None,PissedOff,WickeyMouse,BeepBoop,RedHead
1497,2.99,4718,49.3,https://magiceden.io/item-details/HiKcGxGkYMuBmPhnvEd6ctFq2sT2CwqciufHaryVygUz,DustyBlue,MegaGoon,None,CuriousJorge,GoodBoy,Crab,GrapeFlavored
1498,5,2356,48.13,https://magiceden.io/item-details/Bp3kQ78Lgj4Eoeupac1MQHTfiJCtjBip6LotuKhRLjiW,Leather,SkullShield,Silver,PissedOff,GramGram,Sunnyside,GrapeFlavored
1500,4.2,1801,60.57,https://magiceden.io/item-details/6ejEsUbyNhTn7ZKrDGwSodfgcMPXTBLUGun3wdQUqPwS,Blue,SkullBomb,None,PissedOff,BaconBoar,BeanieCream,SkyBison
1502,2.3,787,87.7,https://magiceden.io/item-details/CHESyYBmYvAjCHcUhFuZgUwtcH7ZkQ3QD6e6eFnwk2YB,Lavendar,Bat,EyeofZauronBlue,Unamused,DingDong,ShellGreen,CottonCandy
1503,3.3,2021,67.81,https://magiceden.io/item-details/9EEpjPdDbAKbwumMRGAaja6LX2Hrk5kboXzGvqoxuGGv,Salmon,StreetPirate,Gold,Steamboat,GramGram,BeepBoop,RedHead
1505,4.65,2809,48,https://magiceden.io/item-details/JD8qWxbnu7Jrpy57puHmq4heKY6AYb2fPmWRV4yxAUhn,Tangerine,SaiyanDjinn,None,Unamused,BaconBoar,SaiyanHair,GrapeFlavored
1507,5.55,3373,34.48,https://magiceden.io/item-details/3fH4rar7PuQnjWBRhTATWiH2ZWGz5YfWczze2p95sKKk,Mustard,Plug,None,CyberSmile,RuffyDuck,PlumberGreen,CottonCandy
1511,150,4370,0,https://magiceden.io/item-details/AW2y8jj8vqKXZEV6iidjpbNoQ1p8sdej947AqTLkczKg,Lavendar,BubbleTeaFever,None,CuriousJorge,GoodBoy,AllSeeing,GrapeFlavored
1513,3.5,3298,55.58,https://magiceden.io/item-details/A1kyKzQeKt3iTx7UQtWdkbC455nbNMPnQYkQAKzQ8zfq,Acid,Hockey,None,BlindfoldWhite,GoodBoy,ShellGreen,BudGreen
1516,4.9,212,66.3,https://magiceden.io/item-details/4AUUtoQTfdsUnRT893WLZ425MgoDSAPqTQ2eMYpbSfMP,Citrus,SweetChocolate,Silver,BlindfoldWhite,ShinRaShiForest,None,RedHead
1519,2.25,3239,68.55,https://magiceden.io/item-details/HWGneB5SNbLvLzjdqCZHybwaH2tTip3twqYmSDbJFQRq,Acid,Paladin,None,Tycoon,Baztard,Gluttony,Clay
1520,3.2,365,82.08,https://magiceden.io/item-details/7ob5EKGcMGvJdp5nGiGexurg6wBrCE63iEowkjuZwrUK,Leather,BoxerYellow,Gold,Skii,GramGram,BandanaBloodz,RedHead
1525,2.7,4301,55.54,https://magiceden.io/item-details/8VAQSWPzCCGeRkuphZA87Arg9YRNTQ1QBqoiGsWuCrt,Citrus,LuchaLibre,None,Unamused,GramGram,Crab,BudGreen
1526,2.1,1930,80.54,https://magiceden.io/item-details/DqkhzCP4we9kcCZydFQQmTUApePFkZha2VSwYyBqwBHJ,Leather,SkullBomb,PocketMonster,CuriousJorge,GramGram,Burger,Blonde
1527,2.04,1024,88.4,https://magiceden.io/item-details/7pUcoX4MtCUpuCadG2QUWy7QL9nRbUq61rL6psYqiVeN,DustyBlue,Zilla,Dagger,Robbery,WickeyMouse,Burger,GrapeFlavored
1530,2.35,2889,70.36,https://magiceden.io/item-details/7iiPqz7QWSptFwpjCD5WxFGgx7WP4FmKrCnGnx92iw5B,Blue,Paladin,None,StarryEyed,WickeyMouse,RabbitSeason,GrapeFlavored
1531,2.18,4931,55.7,https://magiceden.io/item-details/A1RZ1yvSRq664GJgG4Heb32evHFxNgtAv9YiNXo3XgBw,Cyan,Bat,None,ClassicToon,BaconBoar,Crab,Clay
1536,3,2524,66.78,https://magiceden.io/item-details/744dghABGHuawgDhJVuwhNxS4fbHk2SayH8WrfR4stW3,DustyBlue,Plug,Gold,OhGodNo,ThugzBunny,AllSeeing,Blonde
1539,10,405,13.76,https://magiceden.io/item-details/DpZ841tqFSc8nYjBEDZN56rUAwPagomfjttCxiTGsqNP,Namek,MegaGoon,None,FeralEyesRed,ThugzBunny,GorgonPink,Night
1541,2.18,3116,70.24,https://magiceden.io/item-details/9h5aannZ3qpvK2jSHoh5HK4fkHWBXwvFxLaujngKKqkU,Leather,LuchaLibre,None,Unamused,Panzer,None,Clay
1542,5.7,228,58.17,https://magiceden.io/item-details/4msXkFyGnHyXudvE7VVk2vy5q1Vb8AzihLPSRXuKBR4T,Namek,SkullShield,None,FeralEyesRed,ShinRaShiFlood,ShellGreen,GrapeFlavored
1543,9.0001,162,25.7,https://magiceden.io/item-details/8WJAkzHNzGRS6qoRczQEVvXvNsSe4n7WnfzsdaXMYD8Y,Salmon,Saiyan,Bone,FeralEyesRed,BaconBoar,DemonLordViolet,Blonde
1554,3.3,4901,44.74,https://magiceden.io/item-details/82dsGGFqgwDHjAAjzSri55r1TTmD9iVQyCJZFK3gtQbY,Leather,Bat,None,Unamused,GoodBoy,BandanaCrip,GrapeFlavored
1555,2.19,1518,82.94,https://magiceden.io/item-details/6yYDmKZgRZ2qz3sbSfzkMdJ3pZ89U2fJSaic5JvD41GE,Lavendar,SkullBomb,Dagger,Unamused,GramGram,DemonLordViolet,GrapeFlavored
1557,2.9,903,80.77,https://magiceden.io/item-details/BpftJzwaWnrveYT6CXXoBszajRvhy7BGBECNc3Yi2vMs,Indigo,Hockey,Gold,Unamused,GramGram,BeanieCream,Clay
1559,4.5,163,70.69,https://magiceden.io/item-details/76BJuYryWxvhXooFHcygrVHaVHdrot3SZWeo18jVGpo5,Cyan,MontanaRabbit,None,FeralEyesRed,GoodBoy,Anon,BudGreen
1563,3.1,1161,76.7,https://magiceden.io/item-details/9euvZnZVpZYe6F3eaPgSBt8oL3Jo3FHE2hceEmG1bSLZ,Lavendar,DeathAngel,GoldPair,FeralEyes,BaconBoar,Gluttony,DustyBlue
1569,3,2843,64.22,https://magiceden.io/item-details/3t8Eviq3DcheVeHCYgD2NZ5YTvCppie2miXnfEvJ1vww,Lavendar,MegaGoon,None,DemonLordRed,RuffyDuck,Sunnyside,CottonCandy
1570,3,3887,55.86,https://magiceden.io/item-details/5cGcDo6PCHy5dZHzwsxEf7e6RU5dWFZs1fFzngzU4N7J,Lavendar,Zilla,None,FeralEyesRed,BaconBoar,None,Clay
1573,5,4155,33.71,https://magiceden.io/item-details/AfzFkB6cRY5qj4EBjYmVdn2HSwxTQS5zNFGZanV8vCsa,Blue,DeathAngel,None,FeralEyesRed,DingDong,BeepBoop,Blonde
1575,5,347,64.22,https://magiceden.io/item-details/CqRDFFNsUbnN57uZ5VXTYibzZh9vFtC8gaQDUeTW411j,Pomegranate,Bat,Flag,CyberStyle,GoodBoy,GorgonJade,CottonCandy
1579,5.5,1726,48.17,https://magiceden.io/item-details/E19nT9HyrTrnPKmYgWvHdUjPbHnh7ayTbrMCB9H7WDao,Pomegranate,Paladin,PocketMonster,PissedOff,GramGram,OctoPink,Night
1580,10,664,11.68,https://magiceden.io/item-details/8oEqCKXb3VyzP3mUWVdGnbatrm1kbgE5J9GwkT6k82h9,Acid,MoneyBags,GoldPair,ClassicToon,GoodBoy,ShellGreen,BudGreen
1589,6.9,2049,31.59,https://magiceden.io/item-details/4aNmfSS91uXrdLJ2GkdBsP6egdWe2BuVesU92Ej9vr3r,Tangerine,BallerBulls,None,Steamboat,RuffyDuck,Gluttony,DustyBlue
1592,6.5,809,45.52,https://magiceden.io/item-details/GECU5b16gf3tC3ZnX8QmBnYpL48NMVEwMEsr5P3KFc9P,Indigo,DevilOnyx,None,PissedOff,GoodBoy,Sunnyside,RedHead
1596,4.3,3453,46.34,https://magiceden.io/item-details/5AxhefhkhxyFMEvg9xnLZAfCeC6QAsfwSfxBEoMNq4jG,Salmon,BubbleTeaFever,None,BlindfoldBlack,WickeyMouse,BeepBoop,Night
1597,2.99,2282,68.82,https://magiceden.io/item-details/EKsDGyGiubya9uZ7KMy9g24iJPKfpBVSpgu4xkAyxMMa,RubyGalaxy,Wizzy,None,Steamboat,BaconBoar,Crab,DustyBlue
1602,6,489,53.08,https://magiceden.io/item-details/8gj2aEj5yd32k5H57x6s4g5FnPqqYNfK3Ny2PWzn9cYH,Salmon,MontanaRabbit,Silver,Steamboat,WickeyMouse,Sunnyside,RedHead
1606,5.99,297,54.72,https://magiceden.io/item-details/9vN5qs8QEuWJTiSVAYrdsE62TE9n8dE7FPuBUwaCDdew,BabyPink,Tetsuo,Dagger,BlindfoldBlack,WickeyMouse,Sunnyside,BudGreen
1607,1.99,2304,78.64,https://magiceden.io/item-details/7UaVUZGTMebH71JpKMGdrNbp62mtFaXU1NCxZYVvaKWn,Darkness,Thug,None,ClassicToon,Baztard,Sunnyside,RedHead
1610,4,3045,52.61,https://magiceden.io/item-details/9B9AqmK3tZGz9jL7AJcjYbZ6X3MmswEeeQEsGBvmEWCF,Citrus,Devil,None,ClassicToon,GoodBoy,GoonGoon,Clay
1613,2.4,2105,76.14,https://magiceden.io/item-details/2NvwPRz8mZ9QqgSSVzGVPhuDXs3hwMW8hUZxGYEex6sQ,DustyBlue,Kong,Dagger,ClassicToon,GramGram,SaiyanHair,BudGreen
1614,4.59,3178,45.64,https://magiceden.io/item-details/7LdCYzRs3idGcq5WobHGbyQiSgE1agCiMCkDZcfmaWVj,Leather,BallerLakers,None,CuriousJorge,GramGram,Sunnyside,Blonde
1615,4,830,70.35,https://magiceden.io/item-details/7TUP8pth3pc4kaAe8vaiwCr9eGBE1Fuy7HEtoeJsxrVL,Cyan,OnePunch,Dagger,Steamboat,DingDong,Gluttony,Blonde
1620,4.2,273,72.81,https://magiceden.io/item-details/GNLkQNXyD4ABCbowSzg6EXeJd1NJS4VQtUCNaHwqb3Nt,GrannySmith,BoxerPink,PocketMonster,Tycoon,BaconBoar,PlumberGreen,GrapeFlavored
1621,3.5,1152,72.77,https://magiceden.io/item-details/2CtYKxW438LyBXtWaABtQ1pgJN1fEDRfEFAodntXsoJq,Lavendar,Zilla,Bone,CyberSmile,ThugzBunny,None,Blonde
1622,7.5,292,39.66,https://magiceden.io/item-details/4FaGgR4EtL87DikEEzuDaTnejh9T7PEvPoX69TgkMmHX,Tangerine,Paladin,Gold,FeralEyesRed,ShinRaShiFlame,AllSeeing,Night
1627,1.79,4541,62.72,https://magiceden.io/item-details/JC9AqbEeBPCYoCPUtgjDPoCn1ywtVGvX8hdrBT1dF3gH,Leather,Bat,None,ClassicToon,BaconBoar,ImmortalBlade,GrapeFlavored
1632,1.99,3430,69.62,https://magiceden.io/item-details/BctvdgksLCWXfZ2mDPUAtGVHMXb5UPaNrUp1hdNBwTLf,Tangerine,FlyTrap,None,BlindfoldBlack,ThugzBunny,ShellGreen,Clay
1634,2.99999,1447,75.41,https://magiceden.io/item-details/BMvDmyNV8ko1BCEL87DmA6qETGC5tRdmFWt1pkhVC6nA,Blue,StreetPirate,None,OhGodNo,WickeyMouse,RabbitSeason,Sage
1635,2.95,1031,79.24,https://magiceden.io/item-details/9uxcVDP1WBSfVxSsfBzPMRZbPMAGBiUkEUaZKhDdh2N4,Mustard,LuchaLibre,Pewpew,StarryEyed,GramGram,PimpNamedSlickBack,Night
1640,2.99,3898,55.87,https://magiceden.io/item-details/9aF3ftM8wJ1KznPKfJq6xm64sdm1KH1ycBAHM2m8AhNA,Mustard,StreetPirate,None,Steamboat,DingDong,Gluttony,DustyBlue
1643,4.3,3246,48,https://magiceden.io/item-details/B98oDzbFX1Xs7YCHg7vGmpynBpUDr7ZLXTkpxxyTciF8,Lavendar,BoxerYellow,None,Steamboat,RuffyDuck,Sunnyside,DustyBlue
1645,4,3891,45.83,https://magiceden.io/item-details/8UiTVbr7btXsVm5RagvR6j7AfUo681KQHFEwTqRk54pf,Blue,StreetPirate,None,FeralEyesRed,GramGram,None,Blonde
1648,4,2114,60.06,https://magiceden.io/item-details/GianScp2r2aFPFbgrc4TCaeKrRzGAVQnU9zR1pBUa5Mg,Cyan,DeathAngel,Flag,OhGodNo,WickeyMouse,Sunnyside,CottonCandy
1650,3.2,1260,74.91,https://magiceden.io/item-details/Gj7XgBtYTA3q1EqxXamzhnVgZ2jvwPUHzZQXNjKqh4NF,GrannySmith,Hockey,Bone,StarryEyed,RuffyDuck,GoonGoon,CottonCandy
1653,3.98,2982,53.31,https://magiceden.io/item-details/EujaTbAWBw2fjXVJsuRxMXkGqEPyQMdVQMeJgspJguDX,Salmon,Devil,None,Unamused,WickeyMouse,BandanaCrip,Night
1657,2.2,2856,72.12,https://magiceden.io/item-details/7KsbC5KpZ8C2GJmvFicXtoyk8jb3Ufs32Hj7iufHUKqv,Cyan,Thug,None,DemonLordRed,DingDong,Sunnyside,BudGreen
1664,2.43,3518,64.52,https://magiceden.io/item-details/CMN4xL2Y57zUn54EjwrdyzUHFoheUuiNiCThYK6iA8wG,GrannySmith,MegaGoon,None,BlindfoldBlack,GramGram,PlumberGreen,Night
