id,price,moonRank,💎 score (%),storeURL,Background,Eyes,Headware,Item,Mouth,Outfit,Skin
4434,1.1,4109,74.71,https://solanart.io/nft/ATrecBi31gQfbADmoH8xf2aUnr6wgsancjgXPAHTCdLf,Dark Green,Yellow,Blue Headphones,Fan,Bamboo Bong,Blue Racer Vest,Green + Blue Wiring
4455,18,1502,0,https://alpha.art/t/DdEyJu4eCaQM2LjY3wQ7QTyNMjCgoUtsHszgxhzgtiQ4,Dark Green,Bloodshot,Green Headphones,Spear,Cigarette,White Tshirt,Black + Red Wiring
4458,9.9,4179,0,https://solanart.io/nft/5aUeJyyreVEKBbUvXDtBRoyFeAX9k3xmyGW7B5qTVXHx,Leaves,Brown,Boony Hat,Katana,Surgical Mask,Red Flannel,Spirit
4466,3,1997,65.21,https://solanart.io/nft/E4esXQcy2HjwqnRdcpHP7eqLAD31vqoAZuqF3asTpyWV,Dark Green,Brown,No Headwear,Cold Yakitori,Goatee,Tactical Vest,Spirit
4476,7,5408,9.86,https://solanart.io/nft/BKJ4GWrBMuKVgnqYwFHv6SufmNCjaRKDSM9vN9CuLDLa,Light Green,Green,Eyepatch,Umbrella,Chewing Wheat,Tactical Vest,Spirit
4498,1.2,3748,75.33,https://magiceden.io/item-details/3V3CJuCJiqTSi1U1oweox1AktRrmYtQ2rrbPTZ4dNLj2,Purple,Black Hypmotised,Orange Ski Goggles,Lantern,Chewing Wheat,Caveman,Demon
4512,8,2853,11.36,https://alpha.art/t/9eyuigMC5KedFGaGBboL6W5NxyYT8GuRHv61K1j9gsEj,Pink Neon Kanji,Brown,Rice Paddy Hat,Handgun,Pipe,Red Samurai Armour,Green Cyber Suit
4514,5,899,50.15,https://solanart.io/nft/ED9MaqfZKrp6Q4Q6NPg3YaT2jk2DTc3rkBTZ4eGskQrd,Leaves,Brown,Blue Samurai Helmet,Handgun,French Mustache,Black Tshirt,Green Cyber Suit
4531,9,4778,0,https://solanart.io/nft/ANFDL8KwhcDWmRUYKv1StYXPE4uuByEwckpM6jjcaxSY,Dark Green,Brown,Eyepatch,Lantern,Beard,Red Flannel,Pink
4534,2.98,8425,36.48,https://solanart.io/nft/DjEkiscgsmEGsb34sawdgZdJZZZruNXMxxVaQnbBGetQ,Blue,Green,Blue Headphones,Leafy Stick,Chewing Wheat,Blue Flannel,Mud
4548,6.8,5031,13.56,https://solanart.io/nft/5LCf519i47vnxZYsk7tngANBKKaHnd28veMRyaaiceww,Blue,Blue,VR Headset,Spear,Pipe,Cyber Policesuit,Ghost
4550,2.5,6483,50.02,https://alpha.art/t/7XWMBrVU9GnvYHjH2qot7bE3d6qfUQJHSUaPzpbtp1rK,Cherry Blossoms,Spirit,Black Ski Mask,Rambo Dagger,No Accessory,Blue Wetsuit,Black Robotic
4554,8.99,453,12.26,https://solanart.io/nft/57XVEMJrqZc4KFjJNG7RuGSu8aH5v7ZfDUyxfdjHyH6d,Rare Kanji,Green,Helmet With Antlers,Umbrella,Chewing Wheat,Shirt and Tie,Black Robotic
4559,5,4826,32.48,https://solanart.io/nft/CHehmx2kj9NXUWfjjfndDrVeicY38gt9bHg9Acz9sUq5,Salmon,Yellow,Orange Ski Goggles,SMG,Bamboo Bong,White Tshirt,Demon
4566,3,5308,50.31,https://solanart.io/nft/EBy9LYrC2JfJFwinaU8GGmkk7Rv5NMCDo5FvfMpvdVBs,Light Gray,Spirit,Cowboy Hat,Modded Naginata,Chewing Wheat,BOGO Tshirt,Mud
4567,5.5,7887,13.7,https://solanart.io/nft/5fk6Qi2jv6wzRUtWNJp4FSx8iUS5tWNideu7VhP3i8vz,Blue,Green,Blue Singular Optic,Lantern,Toothpick,White Robe,Blue
4568,0.99,2149,84.63,https://magiceden.io/item-details/7NdNMct2r9Vpu8jjHsLyezxLsNXfPdJn2h36WqqhxtNo,Light Gray,Bloodshot,Blue Samurai Helmet,Umbrella,Beard,Blue Flannel,Blue
4569,3.44,4538,49.37,https://alpha.art/t/BuiDkVD78JgHDkGN2Yw4ziufdMHwVt2H1vuCvE2H45XU,Blue,Blue,Red Visor,Hot Yakitori,Surgical Mask,Red Flannel,Green Tattooed
4570,1.1,4512,72.89,https://magiceden.io/item-details/8JwHhD91kvbXvrvd3ciuaha3M4732rPRNBSbwdRr8mGr,Blue Neon Kanji,Yellow Hypmotised,Green Visor,Naginata,Chewing Wheat,Blue Flannel,Blue
4584,50,5557,0,https://solanart.io/nft/BcDeUqdtab7nWZqEY2ZeCL6WftkhWphK7fB9pGGoi3sa,Light Gray,Brown,Boony Hat,SMG,Toothpick,Tactical Vest,Black
4588,6,8788,4.65,https://solanart.io/nft/4ZFXceoM6hEguruJQS5LDEAjN5HbkJ1iKaybhmvRweSu,Purple,Brown,Black Ski Mask,Hot Yakitori,No Accessory,Black Tshirt,Green
4604,7.85,2722,13.45,https://solanart.io/nft/DGM9Ww7BdYkYd3H8rQ9PCpj9mtnpXmjbG6yVNJcnCLbE,Red,Brown,Red Samurai Helmet,Baseball Bat,Chewing Bamboo,Green Wetsuit,Green Tattooed
4606,5,8087,17.8,https://alpha.art/t/DqkVv8i3dX75VLZQYDjf5ZjoGWFQd6gTcbxs8XsLTtV1,Blue,Cyber,White Ski Mask,Fan,No Accessory,Red Flannel,Mud
4616,5,628,51.37,https://solanart.io/nft/BwaykxpJyXADGqw3Co1FhFzPMNWCbZ1WkdXkEwDat1Q3,Blue Rain,Spirit,Scar,Hot Yakitori,Gas Mask,Blue Wetsuit,Spirit
4625,2,5996,57.21,https://solanart.io/nft/Bz54Mv4vwvMFyiG4zHSqA6w5Fgmmi4J1EFuUkvJyjdM6,Salmon,Yellow Hypmotised,Black Motorbike Helmet,Katana,No Accessory,Red Samurai Armour,Demon
4630,2,2812,71.54,https://magiceden.io/item-details/7jSbFhe9YLNt98cAiqCJCoE5qfn99CkGzWAFk3Cqw8s5,Light Green,Brown,Kitsune,SMG,Chewing Wheat,Green Wetsuit,Half Robotic
4640,5,7001,22.69,https://solanart.io/nft/9KvSB6d8zq13iF6yfHaJ3WzQYe1th89v1K83voNp5sjH,Dark Green,Brown,Kitsune,Naginata,No Accessory,Black Tshirt,Green Robotic
4651,2,3693,67.58,https://solanart.io/nft/5yHhEsvjaAsCBbctvuGbfu5fBTRyERqP95YiYnbvgDBZ,Pink Neon Kanji,Blue,Orange Ski Goggles,Baseball Bat,Gas Mask,SWAT Gear,Green
4656,25,4523,0,https://solanart.io/nft/JDEQTj9kdw8tvpJZs76ComYPLAqyfebCrEEVEExdc1QV,Blue Neon Kanji,Yellow Hypmotised,Black Motorbike Helmet,Hot Yakitori,No Accessory,Winter Coat,Sand Cyber Suit
4662,2,5137,61.08,https://magiceden.io/item-details/5HL8ymteGake61mC8A6QpdLUsbMuwoQeKdWi6iPopNFG,Red,Blue,Blue Headphones,Neon Naginata,No Accessory,Bandoiler,Black Robotic
4697,1000,4583,0,https://solanart.io/nft/AYipJsgHJkbiZaqyaG8vtB5doEnGHVrsCVcsFapC2Wo9,Yellow,Blue,Orange Ski Goggles,Leafy Stick,Surgical Mask,Blue Racer Vest,Green Tattooed
4724,5,957,49.89,https://solanart.io/nft/5yVbQmk6ZQ2EXxPWjDXRyd2v1PWNxLT5dqnEV8i72x3r,Pink Neon Kanji,Yellow,Rice Paddy Hat,Handgun,Chewing Bamboo,Winter Coat,Half Robotic
4727,7,8259,0,https://solanart.io/nft/2UZenKiQaCJHtA69QTBJoA7oMJ8bQW76tStz9YAT6ct6,Salmon,Green,Boony Hat,Lantern,Pipe,White Robe,Mud
4732,30,2734,0,https://solanart.io/nft/HvAMNFyDK9LUqoZnAekoyr9Bq1L6iy41Jcb2Z7CNkJMQ,Dark Green,Blue,Blue Headphones,Handgun,French Mustache,Green Wetsuit,Green Tattooed
4734,4,6047,36.98,https://alpha.art/t/2htSSorfzNFVvovTXFHFW8BbAFtvdNoaudNTFYKZtauB,Light Green,Brown,Boony Hat,Cold Yakitori,Surgical Mask,Tracksuit,Black
4742,2,1304,78.33,https://solanart.io/nft/C3sANQDmWhgd7z8ZXQJitrSc5RBWENBnomYxuwVLFPDY,Pink Neon Kanji,Ghost,Red Visor,Lantern,Cigarette,BOGO Tshirt,Black Robotic
4770,4.89,1581,48.18,https://solanart.io/nft/2fUJ7JcMjKpu3RsMqijPBVahru5XUdsa7f2phNB1hfPd,Leaves,Possessed,Helmet With Antlers,Rambo Dagger,Toothpick,Cyber Policesuit,Mud
4822,6,6152,16.51,https://alpha.art/t/4fJqQYi2AC8AQJXFPNsYHQyZR8HiU6qb2UZKGMqK7a6V,Red,Yellow,Blue Singular Optic,SMG,Cigarette,Blue Racer Vest,Blue
4835,15,6394,0,https://solanart.io/nft/2tAmLK98hjcv9dfq66i8s1f5fXAXuVicZ9AaUhHzDBMe,Light Gray,Cyber,No Headwear,Fan,No Accessory,Caveman,Sand Cyber Suit
4841,5.3,3595,35.02,https://alpha.art/t/HLvzJWrrJkPNaVajerp7gtPpnmSGhNn8aVDfgtFnNcaW,Red,Yellow,Boony Hat,Naginata,Cigarette,White Robe,Galaxy
4866,12.5,1835,0,https://alpha.art/t/DVcH6aQNvizY1CyqpCjZ1x1A6QczniaWzPE39ZxeJHAH,Rare Kanji,Blue,Green Headphones,SMG,Gas Mask,Green Flannel,Mud
4876,3.3,604,68.48,https://solanart.io/nft/CZhCwBX2mySoezPgge86q13cXfVqp7fMpqGSQ9TUjoV,Pink Neon Kanji,Yellow Hypmotised,Orange Ski Goggles,Hot Yakitori,Pipe,Red Flannel,Black Tattooed
4880,4.5,6085,31.81,https://solanart.io/nft/AmqAsnTWpWEA1X1Awm2wTcZKRkCUdm6HTv7a8iiRVo7z,Light Gray,Bloodshot,Green Headphones,Spear,Gas Mask,Blue Wetsuit,Blue
4905,1.44,5389,65.54,https://solanart.io/nft/JC8cnvc3tsAFi3Y8TDVGTGENBeN5UwdRb2aFWUgPg3Yw,Cherry Blossoms,Blue,Cyberwear,Fan,No Accessory,White Robe,Green Cyber Suit
4919,1.98,4268,65.19,https://magiceden.io/item-details/Ai2ZG16Tk2dsvwVmDriAypwkXGaAUKr69g3DBhyKeL31,Light Green,Ghost,Eyepatch,Baseball Bat,Pipe,Green Wetsuit,Ghost
4934,14,5077,0,https://solanart.io/nft/GxMKSpByz73EkyxxxFMn9RuMVJN54GskQMV4RvCAHPvJ,Salmon,Bloodshot,Cowboy Hat,Umbrella,Toothpick,Blue Racer Vest,Pink
4952,1.1,2563,81.66,https://solanart.io/nft/4ccfc5GnSAX9zb4W7iFDujDQJqxDYT1bBYvnGaHqr7he,Blue Rain,Spirit,Rice Paddy Hat,Lantern,Pipe,Shirt and Tie,Pink
4959,20,3753,0,https://solanart.io/nft/2GqJE654MHwWxmW989QX9e9J6xxkvYYk7BKeMXNFT6bt,Pink Neon Kanji,Bloodshot,Green Headphones,SMG,Pipe,Red Flannel,Demon
4967,0.89,4008,77.26,https://magiceden.io/item-details/Bxx8tJt5mzCFvsEPn91dcD35pt1aqBRaw6hz4YakoSRG,Yellow,Brown,Blue Samurai Helmet,Rambo Dagger,Chewing Bamboo,Red Flannel,Half Robotic
4969,2,6773,53.72,https://solanart.io/nft/7GsNwcnT7JTDYRsRtcxwf5grHFuZ1XWGBpRWR44ck3Fe,Blue Rain,Yellow,Black Motorbike Helmet,Katana,No Accessory,Red Samurai Armour,Mud
4974,6,3114,30.18,https://solanart.io/nft/GKBX69YfyAp2r13at4B879J2ZKUnu8yH9tmQCZ8sPUke,Purple,Blue,Rice Paddy Hat,Spear,Lizard Tongue,Red Racer Vest,Mud
4975,7.5,7914,0,https://alpha.art/t/3QCf1DsxWmeepeVBpwKJBAkv9fiHtJqrUnDg8JbQGAp8,Dark Green,Yellow,Blue Singular Optic,Spear,Toothpick,Black Tshirt,Blue
4976,15,4176,0,https://solanart.io/nft/Fy8zw3XcTYpGEWbLeHB9j6Q2PZCMg6Cq8pv6XiDVDqPu,Light Gray,Yellow,VR Headset,SMG,Surgical Mask,Blue Wetsuit,Black Robotic
4978,4,2852,51.36,https://solanart.io/nft/C9mptRjZXUMZT9cZRWTHXbcfsJQANXGREJkdpJ1kfnvd,Dark Green,Yellow,Blue Ski Goggles,Naginata,Bamboo Bong,Advanced Red Samurai Armour,Blue
5005,3,4072,55.87,https://solanart.io/nft/DpgSpsfA4R3dYCuma9rdSApZ1aqyYeak5JR3paWYvzmf,Blue,Stoned,Green Headphones,Lantern,Gas Mask,Cyber Policesuit,Black
5009,3.2,8476,34.05,https://solanart.io/nft/2yJ7QeS7ym6bXpizwSHG61UFNSkSoMRaB7y8SkXFWLYr,Light Gray,Yellow,Black Motorbike Helmet,Leafy Stick,No Accessory,Shirt and Tie,Pink
5011,3.5,2930,56.01,https://solanart.io/nft/Ezizx1Hh95c8kM3ueo3K5zXZbgPeAi78yzDwLCWV6vQ,Blue,Blue,Cowboy Hat,Katana,Cigarette,Winter Coat,Green Robotic
5042,0.795,1543,89.31,https://magiceden.io/item-details/ESwwxp82vVNycjMWmikmoGVHT2qeT6wv1yE4s2MwxqMj,Red,Spirit,Helmet With Antlers,Thermal Katana,Chewing Wheat,Tactical Vest,Sand Cyber Suit
5050,5,5835,27.94,https://solanart.io/nft/H3fxuPsoUkVJhNVeRW8KPHrGYuXy7y4QacmvjZSQtBkE,Purple,Brown,Kitsune,Baseball Bat,Cigarette,Black Tshirt,Blue
5055,11,1266,0,https://solanart.io/nft/A4aNrNcD3eKn6Nq7TQaJs1ptZNHVzzyRBWhEttaVADGs,Yellow,Bloodshot,Eyepatch,Lantern,Toothpick,Black Tshirt,Galaxy
5073,3,902,70.14,https://solanart.io/nft/7UVoDWE5yKBAw7GAvkrMWiG9rxit8LntvSHEgtDvRjFr,Light Green,Possessed,VR Headset,Naginata,Chewing Bamboo,No Outfit,Mud
5080,3.1,8617,34.42,https://solanart.io/nft/31sv3hEi7Uj26uu6vphutwY8mvbeK85SwmvZTjWS6qus,Salmon,Brown,Black Motorbike Helmet,Leafy Stick,No Accessory,Green Flannel,Green Tattooed
5084,19,633,0,https://solanart.io/nft/FP64cNZWjehWhZz6qBw3JzHqnV2BsXHsAZEqdmfyq4rt,Dark Green,Bloodshot,Kitsune,Cold Yakitori,Gas Mask,Leather Jacket,Spirit
5087,4,3170,49.93,https://solanart.io/nft/Ga9aLhbWGAa3HNcFVtLbpyEcgtsmiVGwS34Kiqbpa9aM,Purple,Stoned,Cyberwear,Modded Naginata,No Accessory,No Outfit,Ghost
5088,5,1809,46.06,https://solanart.io/nft/EayGNPMYjXnfMuPfKThgmMRLPWRwr3Z3eh5yrEviT4C2,Purple,Stoned,Boony Hat,Handgun,Chewing Bamboo,Blue Wetsuit,Green Robotic
5091,3,3434,58.74,https://solanart.io/nft/FDcwBSQcCjsoBVhHmsEJUuMNo29JbuZWWV2ameegj9tL,Salmon,Ghost,Red Visor,Leafy Stick,Toothpick,Shirt and Tie,Pink
5095,11.7,8287,0,https://alpha.art/t/DcvdfYAbWB1Cn4pnomncA8yUM9gXWNaA7nmXGC9YV7TE,Yellow,Brown,Black Motorbike Helmet,Assault Rifle,No Accessory,Black Tshirt,Black Robotic
5100,2,3110,70.2,https://solanart.io/nft/91NyCwJGD9FYfrov9BPrfLieLhWCdda8AEMKyHEbRL6M,Blue,Black Hypmotised,Red Motorbike Helmet,Neon Naginata,No Accessory,Red Racer Vest,Demon
5105,2.5,936,74.99,https://solanart.io/nft/EhHCBAJEwAw7xxEru443RXcJgxGm6ncenpeNgXbbK8vp,Blue,Brown,Cyclops,Lantern,Beard,Blue Wetsuit,Green Robotic
5121,13,1605,0,https://solanart.io/nft/D3hu7iXydX1DVSp8sKokTFvYGhDiygjYEE2fJBarfuao,Red,Yellow,No Headwear,Hot Yakitori,Chewing Wheat,Hawaiian Shirt,Galaxy
5127,1.5,4297,69.86,https://magiceden.io/item-details/G5T2XnbmjQRjYGNYGVcCRKE6NcCgBDwakWWZ36JaFZXe,Red,Blue,Eyepatch,Spear,Goatee,Red Flannel,Demon
5131,1.21,8222,55.09,https://magiceden.io/item-details/CNVXft4jAvRtamnYRUuEp95yLJg6TMwZMcgFumr6gGWD,Salmon,Brown,VR Headset,Modded Naginata,No Accessory,Tracksuit,Blue
5133,5,8451,16.16,https://solanart.io/nft/4nVksqK4PwH1UvpgFr77ccncM12ZvRrp5PgEr2jSTFBx,Yellow,Yellow,White Ski Mask,Cold Yakitori,No Accessory,White Robe,Ghost
5145,3,4908,52.11,https://solanart.io/nft/D52upmKHz8ccDeETaE2Xu82Hi3AubznKtK22UqCgTqvk,Yellow,Brown,Blue Ski Goggles,Lantern,Mustache,White Tshirt,Blue
5147,20,2473,0,https://solanart.io/nft/Ba96ur1KekwmgQNHENBBfDfiMmgemtSLfzGr7iktJRXX,Blue,Cyber,Boony Hat,Assault Rifle,Surgical Mask,Tactical Vest,Ghost
5152,3.99,6778,33.79,https://solanart.io/nft/8Dj7pA5YvAZvt9HPBUKuzsWumuR3MJXJKREYpEdjHH1c,Blue,Brown,Boony Hat,Assault Rifle,Pipe,Blue Racer Vest,Pink
5166,3.9,8091,28.78,https://solanart.io/nft/5VUP1WBwCFyo8xduwgBweMmd8YzuDqN9Xh2Lq5KUTPx,Light Green,Stoned,Green Headphones,Spear,No Accessory,BOGO Tshirt,Green + Blue Wiring
5175,1.5,6454,60.15,https://solanart.io/nft/FAZWCVf4EmnzjE88HVf1SUKX6gs3uCqrDBkd9B3WscGf,Red,Green,Blue Headphones,Hot Yakitori,Chewing Wheat,Tactical Vest,Pink
5180,20,5075,0,https://solanart.io/nft/AheH8zrMmYz8HxqWKrg7oLdU7c4E2RFrRED6Zhw8Tdz,Light Green,Black Hypmotised,Green Headphones,Rambo Dagger,Gas Mask,Tactical Vest,Blue
5183,26.6,7951,0,https://solanart.io/nft/tNpGGqbRLFANNVWDYhkjg845V2LjzZcfbgFPx3UvJAv,Yellow,Bloodshot,VR Headset,Baseball Bat,No Accessory,Green Flannel,Half Robotic
5188,1.98,6203,56.48,https://solanart.io/nft/FzguLTUHv5cvHa1KogT8LHHbu5MUUvFvbYt6X1o5uUmX,Pink Neon Kanji,Blue,Boony Hat,Fan,Toothpick,Blue Wetsuit,Green
5194,15,1379,0,https://solanart.io/nft/2duby23AcihwqrzE1ZfHT96JsvVDBipNVKcY9VVj6Rew,Blue Neon Kanji,Green,Blue Samurai Helmet,Rambo Dagger,Pipe,Advanced Blue Samurai Armour,Demon
5203,0.8,3915,78.58,https://alpha.art/t/9soyLPPHm6o4eGf1FUW2oPWicLBpnaFpFMngqFFFbwK7,Salmon,Green,Blue Singular Optic,Neon Naginata,Toothpick,Shirt and Tie,Green
5221,5,2493,42.98,https://solanart.io/nft/Fg82ySYmiooXRUtQnNpUGyFqXyGGakCngjAxiDwePY2Y,Salmon,Spirit,Cowboy Hat,Modded Naginata,Cigarette,Leather Jacket,Green Tattooed
5225,5,8615,15.42,https://solanart.io/nft/Dou3XYZHNgQpsATNjn2tUbqqsojPJbxJUGXHET1nGQVj,Blue,Spirit,Black Ski Mask,Leafy Stick,No Accessory,Blue Flannel,Mud
5227,0.94,7703,60.13,https://magiceden.io/item-details/5Lwdo2JxAQEUVTbUrVYfFbP9mRXjveNamvQKveCFcH6G,Red,Brown,Red Motorbike Helmet,Leafy Stick,No Accessory,SWAT Gear,Half Robotic
5228,0.83,1998,86.91,https://magiceden.io/item-details/7wrjDS3zWFhTwnk1tUJTLLKCk9kCuFoXg5pTcJqeAtgb,Leaves,Stoned,Blue Ski Goggles,Spear,Surgical Mask,Red Racer Vest,Green Cyber Suit
5229,1.2,1867,83.8,https://magiceden.io/item-details/9vsyzz5c9izWHsKxJVDwVyXaH2BqsJbGnYE8BBzJMJU8,Light Green,Brown,Red Samurai Helmet,Katana,Mustache,BOGO Tshirt,Mud
5240,5.5,6127,21.62,https://solanart.io/nft/xByQR1vwViy56qi6q7L8ek9eYrKfwDT55GHi2w2Eewt,Light Green,Brown,VR Headset,Modded Naginata,Cigarette,BOGO Tshirt,Mud
5241,1.5,3047,75.49,https://magiceden.io/item-details/CuyzG36ahHuR42bBTjAufmaHHHWEVXUvyqkHxg3xqPd7,Cherry Blossoms,Cyber,Cyberwear,Leafy Stick,No Accessory,Shirt and Tie,Pink
5242,9,15,14.13,https://solanart.io/nft/7sfvzpXw569cajJVnVdiAPJ9VVqF7UbDtsQeaVLh3YSG,Dark Green,Stoned,Red Samurai Helmet,Hot Yakitori,Goatee,Advanced Blue Samurai Armour,Black Tattooed
5260,1,6379,65.49,https://solanart.io/nft/DSmqzvfNzfSjs6viW36YX6GivLr2gQgWQuTCP4sde8ik,Blue,Blue,Eyepatch,Thermal Katana,Pipe,Green Flannel,Blue
5279,1.98,3086,70.51,https://magiceden.io/item-details/332rFLR73GCSEWcCVFSqVDxKUtxMdwScy25qhJ1o4vZh,Purple,Ghost,Red Visor,Umbrella,Surgical Mask,White Tshirt,Ghost
5285,98,6221,0,https://solanart.io/nft/9zoR5dRMTGCbqzyqkwCaWeT3srJ8HwXX75U9ZqFGDRaY,Blue Rain,Green,Hannya Mask,Hot Yakitori,No Accessory,Red Samurai Armour,Demon
5293,0.95,4914,72.58,https://magiceden.io/item-details/24uiQtwc7opHkmUXvCQYZWUJm76n5J1Q4JLCHeBfucXs,Red,Yellow Hypmotised,Red Motorbike Helmet,Modded Naginata,No Accessory,Cyber Policesuit,Green Tattooed
5296,2,7930,48.51,https://magiceden.io/item-details/2FfdgmQxu89SRTHTGqmPwLakxS3rCJRHtYMUq9GTbcJJ,Blue,Brown,White Ski Mask,SMG,No Accessory,Cyber Policesuit,Green Cyber Suit
5299,12,3444,0,https://solanart.io/nft/5iE9usTzKc2bFfudbFeb1gveuynSDcNyirdwbWg2jUJC,Blue,Blue,Red Samurai Helmet,Hot Yakitori,Toothpick,Blue Racer Vest,Spirit
5304,3,4499,53.95,https://solanart.io/nft/5SARft11Q3zXm9uhR15tpQER31SidCQShyh9Bqg73YGJ,Yellow,Stoned,Rice Paddy Hat,Naginata,Chewing Wheat,Shirt and Tie,Green Cyber Suit
5308,4.2,3439,46.72,https://alpha.art/t/46eFoVZm6pneTkiapGyLeoFue4vQvXw8BbKqoVdv5Puc,Red,Cyber,Cowboy Hat,Rambo Dagger,Pipe,SWAT Gear,Ghost
5309,7.99,5871,0,https://solanart.io/nft/gnJvwxjgBsQdhzptGKQSUk9CjPnzAspMdqvQc9XF6Qw,Salmon,Yellow Hypmotised,Hannya Mask,Handgun,No Accessory,Red Samurai Armour,Half Robotic
5313,7.5,923,25.05,https://solanart.io/nft/BGpb6zkXEfW3GfcxWEzt2EtJqEjtmVHA6bZD9NSjY4tc,Blue,Possessed,Kitsune,SMG,Cigarette,White Robe,Green
5320,0.97,6963,63.16,https://solanart.io/nft/7XHLRYo6SEEiFMnLZPw7UkuAcVnMjsnR7vzxE2eEuMQA,Yellow,Bloodshot,Boony Hat,Cold Yakitori,No Accessory,Tracksuit,Green Robotic
5330,20,665,0,https://solanart.io/nft/FiRh4poVdFNtDbuVfrANH5cKpJoSoZU2ZFGNUkQSyGhE,Yellow,Spirit,Green Headphones,Cold Yakitori,Bamboo Bong,Bloody Robe,Black Tattooed
5340,1.49,2635,77.44,https://magiceden.io/item-details/BMYsnJbygoR3AJCWhEibn2rHPhZDgNMNhPvqa47mQAB7,Pink Neon Kanji,Black Hypmotised,Green Headphones,Baseball Bat,Surgical Mask,Blue Racer Vest,Black Robotic
5351,100,1869,0,https://solanart.io/nft/CfCrKQiWHL7VK6cTxYGTM36QxhaFuyQzo9LxZ9crTvTm,Pink Neon Kanji,Cyber,Boony Hat,Assault Rifle,Pipe,Tactical Vest,Demon
5356,20,8223,0,https://solanart.io/nft/4TXLBzphGmn11Rky7ErcdaTqUNskzAwD8B3QDR5BHBL5,Light Gray,Brown,Black Motorbike Helmet,Handgun,No Accessory,Red Samurai Armour,Green
5370,2.99,3751,57.42,https://solanart.io/nft/5nZNkSUfUHcTAMjKo5mPgd5cHqtT6gke9WpNXFKi2NGV,Leaves,Yellow Hypmotised,Rice Paddy Hat,Lantern,Chewing Wheat,Blue Racer Vest,Green
5371,5,3360,39.08,https://solanart.io/nft/FUJAMKGwRvpmUZPdt3udU7UBmZuJ24ua6Bj479vKxb7e,Pink Neon Kanji,Green,Blue Singular Optic,Cyber Umbrella,Cigarette,White Robe,Demon
5373,10,4449,0,https://solanart.io/nft/GK1yqAz3rcQ5EaViP1ryir5rk4ERptGKKXaURxWJh12S,Purple Rain,Green,Blue Samurai Helmet,Naginata,Pipe,White Robe,Green Cyber Suit
5377,5,7974,18.31,https://solanart.io/nft/DCVMkjKF6jhjVBghAEdeg8JU21TrpP3V6FaUivvjU7iM,Yellow,Green,Blue Ski Goggles,Cold Yakitori,No Accessory,Leather Jacket,Black
5381,2,6243,56.1,https://magiceden.io/item-details/3L1KvkattDQHRHBQz7DttJ4KkA94QsuPDeLwoNJ4jkig,Pink Neon Kanji,Blue,Black Motorbike Helmet,Modded Naginata,No Accessory,Bandoiler,Green
5384,1.295,2485,80.07,https://magiceden.io/item-details/6WuhZ2FkH2KDcqRHK5mNyCnsJorznDr8cp58wgdjynyr,Purple,Brown,Cyclops,Leafy Stick,Lizard Tongue,Green Flannel,Blue
5393,1.2,2925,79.03,https://solanart.io/nft/6nWLgBsNm6SUYLGKKGtmM557i7RtQLbLrRbiL1jQP3z1,Red,Yellow,Eyepatch,Rambo Dagger,Goatee,Winter Coat,Demon
5400,2,7076,52.35,https://solanart.io/nft/D81HcBfbJRFeB6CJdx2tXRWaE3fS4m5BKr94mbxx5iaH,Salmon,Spirit,Black Motorbike Helmet,Hot Yakitori,No Accessory,Black Tshirt,Black Robotic
5405,9,3667,0,https://solanart.io/nft/C5L7JLsE3oYWb3RJEo5voNweH2hraVAv8oMiVWNMYQgu,Light Green,Brown,Blue Headphones,Leafy Stick,Toothpick,Blue Flannel,Galaxy
5411,2.699,5102,54.25,https://solanart.io/nft/BpwsD7Kxy67H6mX7iQAbaueh8hUdPyZqfRJZpJPSYi2q,Red,Stoned,Blue Singular Optic,Naginata,Toothpick,Hawaiian Shirt,Ghost
5414,2,6569,54.63,https://solanart.io/nft/F1snfMJynJcPp4NRzXt1LUsqRxwc4dYJzSE2Wcjtq1Hi,Blue,Stoned,Blue Singular Optic,Spear,Chewing Wheat,BOGO Tshirt,Green
5419,3,3270,59.48,https://alpha.art/t/Dh3oWebpXxUnK4MWwopRAbYMRFjbrEhxmGC69ZowERU7,Red,Bloodshot,Scar,Baseball Bat,Toothpick,Tracksuit,Green Cyber Suit
5433,0.99,8531,55.9,https://solanart.io/nft/7ucDRerRp3Y41H2beX9yJC9pZobZCCa3Yv7gt1vqN6D2,Light Gray,Blue,Red Motorbike Helmet,Spear,No Accessory,Hawaiian Shirt,Mud
5445,7.5,2972,15.82,https://solanart.io/nft/zaHKQFA1zpYS7uWRWFUnff3M4fuinFUusEwSfSH9mxm,Rare Kanji,Yellow,Cowboy Hat,Leafy Stick,Chewing Wheat,Blue Flannel,Pink
5461,2,4825,62.48,https://solanart.io/nft/GJpYD5QjK6qi9syzpD9S77Y4uoAn1Yac2vvNKWyxQnP2,Purple Rain,Brown,Cowboy Hat,Lantern,Toothpick,BOGO Tshirt,Spirit
5463,3,4944,51.95,https://solanart.io/nft/8Tko8wEG3tkpxvfAPRgCNbY2kJdU9NJ67hUrYLKdGprq,Cherry Blossoms,Ghost,Hannya Mask,Fan,No Accessory,Blue Wetsuit,Demon
5468,1,4313,74.79,https://magiceden.io/item-details/A6m3YQrzZWCmShsreWkkGshUXxxZ5M52LLHbZPYisDeY,Blue Rain,Blue,Blue Headphones,Leafy Stick,Toothpick,Winter Coat,Spirit
