id,price,moonRank,💎 score (%),storeURL,Background,Eyes,Headware,Item,Mouth,Outfit,Skin
6503,4,8193,27.32,https://solanart.io/nft/2Q5go6zj7RxC3RnZjE9ZBjj1Yb3efwVh1vUc6YmYDLNQ,Purple Rain,Brown,White Ski Mask,Baseball Bat,No Accessory,Bloody Robe,Green
6541,4,3285,49.41,https://solanart.io/nft/HwPjFVPjZaYNBbvBpuL7u5uHMZbRo8PGiUTXFLkaB4zt,Yellow,Spirit,Red Motorbike Helmet,Naginata,No Accessory,White Robe,Galaxy
6545,3,7629,39.86,https://solanart.io/nft/GfPcBaoJxoAz5N9iSUgQV9yGoogywjkJokiB8De9ZxTq,Blue Neon Kanji,Blue,Hannya Mask,Rambo Dagger,No Accessory,Green Flannel,Green Robotic
6546,3.5,6700,39.04,https://alpha.art/t/2MafnGrPJWmWdKSouzz8PVjoJEfTbLfyiv7FKTQL5RWX,Dark Green,Yellow Hypmotised,Black Ski Mask,Cyber Umbrella,No Accessory,Cyber Policesuit,Green
6557,3.8,1046,61.49,https://solanart.io/nft/HXaHnVcwZrLFfjEU8uqr3TF8JRn11JTjKXDRJgy5AbCU,Leaves,Ghost,Blue Singular Optic,Fan,Surgical Mask,Solana Tshirt,Green Cyber Suit
6560,100,5216,0,https://solanart.io/nft/34BARXGxZx514ReX9yjQy8cMejDGvEPsqrYcDQvFeE8k,Dark Green,Green,Cowboy Hat,Leafy Stick,Surgical Mask,Shirt and Tie,Ghost
6561,3.5,7830,33.96,https://solanart.io/nft/CAJm4XYnpWPowFyTMVE6e3znGz9Sr5fyQYHdKTdaXyUU,Blue Neon Kanji,Green,White Ski Mask,Naginata,No Accessory,Hawaiian Shirt,Spirit
6563,15,6115,0,https://solanart.io/nft/FyJn1YnkYN6hZkVGmMfogJG3VUstwuQfpqDCBCR8BcEC,Purple,Blue,Boony Hat,Umbrella,Pipe,Cyber Policesuit,Green Tattooed
6585,5,8316,16.77,https://solanart.io/nft/4LUdsWyhNY7G2m1y2LDEqhZyMzQ2s8uPmj285vDhMm7Z,Light Green,Black Hypmotised,Rice Paddy Hat,Rambo Dagger,No Accessory,Red Flannel,Half Robotic
6586,5,353,52.61,https://solanart.io/nft/2N45ZGfA2Z8M5wBj9kr9bb6RamEwZfXnczzfG84v2B8x,Salmon,Ghost,Green Headphones,Hot Yakitori,Surgical Mask,Blue Racer Vest,Black + Red Wiring
6591,0.85,8045,59.49,https://solanart.io/nft/EMvD7NP99oYDRE8wyMhDX3jBq9LfAYChZTv49YrkUczP,Red,Yellow,Green Visor,Baseball Bat,No Accessory,Winter Coat,Pink
6592,22.219999,301,0,https://solanart.io/nft/DeNEZDah719xYV2ut3gJDo82A1nrx3cyAKLS6BkjP9xY,Blue Neon Kanji,Blue,Crown,Rambo Dagger,Surgical Mask,Tracksuit,Green Robotic
6599,1.618,7917,52.39,https://solanart.io/nft/9GFfJMSdCmvEoAGUn5PdipFxywgbbaTJbobEpd1HjiQn,Salmon,Blue,Orange Ski Goggles,Naginata,Pipe,Green Flannel,Mud
6602,6,2488,33,https://solanart.io/nft/Hk2b5S58jQUffiGdZw4n985aF9Fbn88F9juHqebvrFCN,Dark Green,Brown,Red Visor,Lantern,Cigarette,Advanced Blue Samurai Armour,Black
6617,3.2,7600,37.99,https://solanart.io/nft/AkBwfZ2nvwyMomrdtx4n5EHrxUBmr2nw8cHHtSgjRsUk,Salmon,Blue,Boony Hat,Leafy Stick,Toothpick,Red Samurai Armour,Mud
6622,1.5,1995,80.22,https://magiceden.io/item-details/DZABfpxqzyiR1o33m1iJdTNaVPMt46KTouVPQa7hfCTh,Blue Rain,Brown,Cyclops,Cold Yakitori,Chewing Wheat,Red Samurai Armour,Pink
6625,50,7045,0,https://solanart.io/nft/JCZZ8VaAuhD3KJBRKcM5Q6qoF2QuZZnt7pFZ5MjQC3WW,Light Gray,Ghost,Black Ski Mask,Fan,No Accessory,Red Samurai Armour,Blue
6635,3.1,2191,63.34,https://solanart.io/nft/8znwQ3Wvp2C38cveSn9B84BCM9cUUdhZ6g88HjxCWekg,Blue Rain,Ghost,Boony Hat,Katana,Chewing Wheat,Solana Tshirt,Mud
6636,10,2112,0,https://solanart.io/nft/AyhnT1hstdKfoJ1yFbJKw3KXCQN9uGYeahVmyZVMXF47,Light Gray,Brown,VR Headset,Fan,French Mustache,Green Wetsuit,Green Tattooed
6642,9.9,7944,0,https://solanart.io/nft/G9wEDh4THWVShfjJxRbeviDc4FPJD5TCMuE57J2aUgrG,Light Gray,Blue,Black Motorbike Helmet,Katana,No Accessory,Shirt and Tie,Mud
6646,6.9,5375,11.01,https://solanart.io/nft/6hETmw5FFVpSszdb6FUXcUmButPVf4Noodmg4Qxcr8nj,Red,Possessed,Cowboy Hat,Modded Naginata,No Accessory,Leather Jacket,Blue
6654,5.8,5622,20.9,https://solanart.io/nft/GP3vGP1uFvkwKJpCqSAMnNkKyGECdrSKrdbZ1P5sCsyK,Purple,Green,Helmet With Antlers,SMG,Bamboo Bong,Blue Flannel,Blue
6659,0.99,5585,69.16,https://solanart.io/nft/Cv5iTEJRBDKP6tvkD6N1DeA9RAYzppAdLEW5fLcJQLc7,Blue,Possessed,Black Motorbike Helmet,Umbrella,No Accessory,SWAT Gear,Green
6674,1.5,2482,78.03,https://magiceden.io/item-details/2Loyd2HtMPZs8GJUFuGdzhBfqy7mLkUy2acYQ41gxFM2,Salmon,Stoned,Scar,Hot Yakitori,Chewing Wheat,Blue Wetsuit,Green Tattooed
6683,3.5,668,66.19,https://solanart.io/nft/2HtYgb8GaAupnfUkkbKLevyrD7BE5GR6eHcPjyBzV5Ke,Rare Kanji,Ghost,Blue Headphones,Lantern,Chewing Wheat,Red Flannel,Green Tattooed
6697,6,4028,26.07,https://solanart.io/nft/6yxBevcerZaGRzNMV4rnvz5eKqWMoaLxKyBR5ignvdPe,Yellow,Brown,Orange Ski Goggles,Katana,Chewing Wheat,Bloody Robe,Black
6701,19,4697,0,https://solanart.io/nft/2uuq1RRGFSdqhBfLBD5YEqz8ygod8kAsTYJbcPryMJMW,Leaves,Brown,Orange Ski Goggles,Cold Yakitori,Pipe,Cyber Policesuit,Mud
6702,6.6,8558,0,https://alpha.art/t/7dcWKXf4YCVgaofZwzDy7V5pYxSiW8rsm1LhkLrcdMWa,Light Gray,Yellow,Hannya Mask,Baseball Bat,No Accessory,Blue Flannel,Black Robotic
6719,1,4799,72.6,https://solanart.io/nft/GQ6n5xgpAs2zKiGPzmwCtonNMZdjNY2SRuX1gEGBwbDq,Dark Green,Brown,Blue Headphones,Umbrella,Mustache,Green Flannel,Sand Cyber Suit
6721,8,1359,18.08,https://solanart.io/nft/4DAJKDgE8iQ2qEA1Gjti1TCBREnDG6iEbe9Psv7vqAgx,Light Green,Green,Cowboy Hat,Assault Rifle,Mustache,Advanced Blue Samurai Armour,Green
6736,1.2,3100,78.25,https://magiceden.io/item-details/ENsSXg7PXD1yX7P63hf4th2JWoyqic2iNw28Gpb5Xssh,Blue,Yellow,Orange Ski Goggles,Baseball Bat,French Mustache,BOGO Tshirt,Green + Blue Wiring
6761,6.9,5115,12.18,https://solanart.io/nft/HwJL8pFuLWDLpKAByq8nQYhHXGqu42SAMTA4c61ghsRZ,Purple Rain,Possessed,Blue Headphones,Naginata,No Accessory,Blue Wetsuit,Green Cyber Suit
6764,6.25,3553,25.71,https://alpha.art/t/8omu9UJEC5tnosb9YZzSVvJHxoZ21W2urTd9V51PS456,Yellow,Spirit,Blue Headphones,Assault Rifle,Bamboo Bong,White Tshirt,Green Tattooed
6777,999,7933,0,https://solanart.io/nft/6RGGGkN6z3BHV3UdUmSu5Y6FSRGDfo9ZzDG1gCCu36MW,Light Gray,Green,Cowboy Hat,Cold Yakitori,No Accessory,Solana Tshirt,Green Cyber Suit
6793,10,5349,0,https://solanart.io/nft/3BBvKwWh7Dpt61iXBeAosWcwt8cTaUVwve8kvwZW7hw7,Light Gray,Yellow Hypmotised,VR Headset,Rambo Dagger,Pipe,Green Wetsuit,Sand Cyber Suit
6800,1.2,6003,65.18,https://alpha.art/t/2Gf9g57ncEaGQYLxmrJiTiGVanjHTyvtH4GbzMsvZiV6,Salmon,Green,Cyberwear,Lantern,No Accessory,Blue Racer Vest,Green Tattooed
6805,0.93,2633,83.05,https://solanart.io/nft/AP2kpGfrPBnKq7p36kFNeFC3tpGyhvT9rUuZotrjzmis,Blue,Stoned,Blue Optics,Hot Yakitori,Chewing Wheat,Hawaiian Shirt,Demon
6807,1.69,7361,54.17,https://magiceden.io/item-details/CZax9TZbp3AAqtUk9n8bDNVByE9mevUDqkcWuAdnzx4T,Light Green,Stoned,Boony Hat,Spear,Pipe,White Robe,Mud
6813,9,4307,0,https://solanart.io/nft/G2sryrVejo2BvHheXS2A512oXCifa3HT1Tm2HcocjdvC,Blue,Yellow Hypmotised,Helmet With Antlers,Baseball Bat,Chewing Wheat,Tracksuit,Black
6819,2,4925,62.03,https://solanart.io/nft/24BfRYPZ66zbAWLGDNxuGtPWvkSu6HHq56PZeGu6goSC,Dark Green,Green,Helmet With Antlers,Rambo Dagger,Surgical Mask,Winter Coat,Demon
6828,5,6606,24.47,https://solanart.io/nft/GnFdXNACeFXfkXmYHMAXawSp7MrZ9sChbPSUxC1JjSx4,Yellow,Yellow,Helmet With Antlers,Baseball Bat,Chewing Wheat,No Outfit,Mud
6834,5,6674,24.16,https://solanart.io/nft/5DGmCSK1exH5qBkcgj2Hg9us8SBxQoqiVQ18uTbikd6m,Red,Blue,Green Headphones,Leafy Stick,Cigarette,Red Racer Vest,Spirit
6841,8,4897,2.16,https://solanart.io/nft/5rvNBrffFqaZwvAXxiGPsRAP3jdym2F8pXQZuJ5p6FLF,Salmon,Ghost,Blue Optics,Spear,No Accessory,SWAT Gear,Black
6845,42,7073,0,https://solanart.io/nft/Hh3RtgcQGxq6TvoKtcUxDywQgCA1fFJvEp8osbgxw71s,Leaves,Yellow,Blue Headphones,Cyber Umbrella,No Accessory,White Robe,Black
6846,7,2385,23.47,https://solanart.io/nft/Fiy2nyVC25cNfCd6UMag5a6KubsDngWGLz2x5V65LEDU,Purple Rain,Black Hypmotised,Eyepatch,Handgun,Pipe,Blue Racer Vest,Blue
6848,2,681,81.13,https://solanart.io/nft/GouhLjtSCkV98bshqcrKkDPP6aAH3hFHX8rAnCfQKrTR,Leaves,Bloodshot,Cyclops,Leafy Stick,Surgical Mask,Winter Coat,Demon
6865,8.5,703,16.04,https://solanart.io/nft/FmFG7kinyRG77NEncWpMZ4odEujSHqE116tYmKy6FuxR,Rare Kanji,Ghost,Blue Singular Optic,Modded Naginata,Pipe,Green Flannel,Green
6871,4,4334,44.69,https://solanart.io/nft/A6eswejBpgsk8TReYxFsPaBNwRm1HogDoQNKUrNFFj1z,Light Gray,Green,Orange Ski Goggles,Spear,Bamboo Bong,Green Wetsuit,Green Robotic
6876,6.49,7802,4.18,https://solanart.io/nft/U3rffNimwTGtZzLUYyHAW5iajARL5qVLErxCj5JP74n,Light Gray,Green,Green Headphones,Leafy Stick,Toothpick,Blue Wetsuit,Demon
6892,1.6,1395,81.92,https://solanart.io/nft/eJnHQ4wuZQyGuEEDyicxp993jhcmjAwS2KBGRPpHX9n,Cherry Blossoms,Stoned,Kitsune,Naginata,Toothpick,Blue Flannel,Green + Blue Wiring
6916,2,4516,63.87,https://solanart.io/nft/9EdcTXN8RVp3yVc97pua9t4nSvuVtAEoWx6wvn6Li3Pv,Light Green,Blue,Cyberwear,Neon Naginata,No Accessory,Blue Racer Vest,Green
6920,20,4058,0,https://solanart.io/nft/H5tuF2xiHQ9cVmjxB9R6xwS6KsDXtyuwJLVFAGaC2ryM,Pink Neon Kanji,Cyber,Black Motorbike Helmet,SMG,No Accessory,Bandoiler,Mud
6923,2,4678,63.14,https://solanart.io/nft/AAF9JMxgz49nn4nQ6R1vUktuBt6B9TmiV6eDk1qsJyrN,Purple,Brown,Helmet With Antlers,Thermal Katana,Bamboo Bong,Green Flannel,Green
6964,7.5,3848,11.88,https://solanart.io/nft/DsRbN8ANMnwapo8J77f4ZdVGH11oAuUiNNVwUV3U62HG,Light Green,Black Hypmotised,Black Motorbike Helmet,Naginata,No Accessory,Bloody Robe,Black Tattooed
6975,2,2075,74.86,https://solanart.io/nft/5HYrgUGWjsvjKkvMmkhyUs56u22yStedrRKedGCf5U79,Dark Green,Bloodshot,Orange Ski Goggles,Naginata,Bamboo Bong,Tactical Vest,Green Tattooed
6998,6,5282,20.43,https://solanart.io/nft/M5baha5xXvVJFpjvfe922jhG4iX767SSHMe7tyiRAvc,Salmon,Green,Eyepatch,Rambo Dagger,Surgical Mask,Bandoiler,Demon
7007,3,2061,64.92,https://solanart.io/nft/5eN4RZAXk7wCJ5xLfMU7Z1UpZa9KyGSzp7ZmRsFtBnu,Red,Brown,Helmet With Antlers,Fan,Chewing Bamboo,SWAT Gear,Sand Cyber Suit
7017,4.5,7200,26.79,https://solanart.io/nft/B8NGSFgaJcyeSEoJQrWQoC1HsqrY6t4Ed6fA8gUbHcCr,Purple,Green,Orange Ski Goggles,Rambo Dagger,Toothpick,Black Tshirt,Spirit
7024,1.41,105,89.63,https://magiceden.io/item-details/2B9MqxPbKkKeqiVBXMbeGP85tfPTf4G9mf2wCWus9S57,Blue Rain,Spirit,Blue Optics,Mantis Blade,French Mustache,Green Wetsuit,Mud
7045,29.99,1671,0,https://solanart.io/nft/GLq5xo3eTEuvMPoWFJTvfbng7ogbXedqGXScg1sCaKEj,Cherry Blossoms,Stoned,Cyberwear,Handgun,No Accessory,Caveman,Green Tattooed
7049,4.97,2998,41.01,https://solanart.io/nft/FfDjS1r27YVeKXWqje7c7FyT6mHxkvqhYYqmkSsqVSRF,Blue,Green,Eyepatch,Lantern,Beard,Green Flannel,Green Robotic
7050,0.969669697,4745,73.15,https://magiceden.io/item-details/AsvhfGfyupXACcbgMc4eASDSHtX9uarxVmsiNprB7ze4,Dark Green,Ghost,Blue Headphones,Rambo Dagger,Bamboo Bong,Hawaiian Shirt,Pink
7054,1.42,7904,54.42,https://magiceden.io/item-details/83te5yKwjdpLgiFegPFW9h8krYhPVB23iTAcJnP2sYWK,Yellow,Black Hypmotised,White Ski Mask,Leafy Stick,No Accessory,Red Flannel,Green Tattooed
7066,8,5679,0,https://solanart.io/nft/3W9tdqMxLU1RPsPLCzQCkJ685tBjnCMNjveyj5QekLpd,Purple,Bloodshot,Eyepatch,Leafy Stick,Chewing Wheat,Black Tshirt,Ghost
7080,0.42,7710,65.3,https://alpha.art/t/5qnY8oJsYqFmC9RL81mU4zdQdyige4eVQBay4CzkX3k,Salmon,Green,Blue Headphones,Baseball Bat,Chewing Wheat,Shirt and Tie,Mud
7094,19.99,2366,0,https://solanart.io/nft/4eLE9mGfZoHkSy2ZJw1EJ6zZU5zmEQ7tgGv3z98bRV94,Light Gray,Cyber,Blue Ski Goggles,SMG,Pipe,Bloody Robe,Black
7097,12.1,4079,0,https://solanart.io/nft/3aLJv7Ka13fowXQQKinWoZi81kStbLmC2w9tHeTdNJq9,Pink Neon Kanji,Yellow,Cowboy Hat,Fan,Surgical Mask,Caveman,Green
7099,4,4834,42.44,https://solanart.io/nft/tCSG5H2Q5f9JES6pKGDSXeBQ5mjKCeBg8hDwHDhWVUL,Dark Green,Brown,Blue Headphones,Umbrella,Gas Mask,Red Samurai Armour,Spirit
7105,1,8444,56.19,https://solanart.io/nft/3awu8jpfpef1vrptA2yRWQQo734JLnLLsKJLPnfqBU5k,Red,Yellow,Black Motorbike Helmet,Fan,No Accessory,White Tshirt,Black
7125,4.5,3072,45.37,https://alpha.art/t/CRqBEYMyn1oHeWRBiZ4z4VDKFWyXYQx1pff2kVKxoWN9,Dark Green,Spirit,Blue Headphones,Spear,Surgical Mask,Winter Coat,Black Robotic
7130,3.6,8576,29.6,https://solanart.io/nft/AM9bR6CF6BxoUFc51NuX7YSqQeojuxUfuuef5RCa3Mnv,Blue,Blue,Black Ski Mask,Rambo Dagger,No Accessory,Cyber Policesuit,Demon
7132,2.85,2598,64.01,https://solanart.io/nft/tRgEQycs8QansEKjVbzrCz2Y6ZFjfHA2ofiAVaqzGuT,Blue,Yellow,Blue Optics,Thermal Katana,Toothpick,Red Samurai Armour,Pink
7141,10,3145,0,https://solanart.io/nft/D3kzEufQA3zvojTfJfVgxZXqqckdyaYjtajNv8fLSTEw,Yellow,Green,Red Visor,Umbrella,Goatee,Cyber Policesuit,Green
7146,6.5,1289,33.4,https://solanart.io/nft/39dNZ5749k8bZvsfbaTvanS1BhwP1pjkGiNjUCcRCrFN,Light Gray,Brown,Green Headphones,Spear,Goatee,Advanced Blue Samurai Armour,Green Tattooed
7162,6,3304,29.33,https://solanart.io/nft/34v4vQoVw8bG4bUQ8EKe37hswfeRQskMgZ6QMoSnFYMG,Purple Rain,Brown,Red Samurai Helmet,Lantern,Cigarette,Red Flannel,Green + Blue Wiring
7165,17,6092,0,https://solanart.io/nft/4YHo9zw3MuuQbrTWpXtoToceMP7S53i7gHm89cRun2Bn,Blue,Blue,Eyepatch,Leafy Stick,Bamboo Bong,Red Racer Vest,Mud
7170,1.2,7358,59.08,https://magiceden.io/item-details/Da7day6DqZs8J7XgRK9YctWZc9L36rfUPBGHQDGo6TiP,Salmon,Green,Boony Hat,Lantern,Toothpick,White Robe,Green + Blue Wiring
7178,15,940,0,https://solanart.io/nft/F6aYxM7h7hnVs8TN6fBibqGxEkPVTjc67uj21QSBTfpT,Dark Green,Bloodshot,Green Headphones,Cold Yakitori,Lizard Tongue,Winter Coat,Sand Cyber Suit
7190,4.5,3790,42.14,https://solanart.io/nft/5HxMnwSkBTisepYipc83TZBBVEhfjASdee6Xcx3krdVB,Light Gray,Ghost,Blue Headphones,Cold Yakitori,Cigarette,Green Wetsuit,Black Robotic
7198,1.4,2236,80.14,https://solanart.io/nft/8m8YgMELMcUAJ5ev8GLghB8eLU2QN3xe7henVeoyVEqV,Light Green,Possessed,No Headwear,Leafy Stick,Cigarette,Cyber Policesuit,Black
7207,8,7677,0,https://solanart.io/nft/AYMmQ4gAHSH1fzLT2YLAX6h3UuKZf885BjQyUfoBkwBz,Yellow,Yellow,Blue Singular Optic,Rambo Dagger,Toothpick,Tracksuit,Blue
7212,1,7375,61.01,https://solanart.io/nft/FBVxNwDCDfg8gKiPAQsVXJ3Qfwu37njigGK2KJj4CFxg,Blue Rain,Stoned,White Ski Mask,Cold Yakitori,No Accessory,Blue Flannel,Pink
7213,2.5,2289,68.9,https://solanart.io/nft/2s7i3tZxQNEFZPc7QMkZpvNHtkgxdj1EMwGdByuDXSuX,Dark Green,Yellow Hypmotised,Cyclops,Assault Rifle,Pipe,Tactical Vest,Green
7216,3.9,2037,56.03,https://solanart.io/nft/Am3mkC4gDu9VYHZGMhWXA9D4L4tCPGcRpUueB7D9kYoF,Purple Rain,Possessed,Cowboy Hat,Lantern,Cigarette,White Tshirt,Pink
7220,32.5,480,0,https://solanart.io/nft/8dPCSRRNLcQyLJiST7Y6MHhndjceXqi5E29KyqDqs6Mu,Purple,Black Hypmotised,Scar,Fan,Chewing Wheat,Cyber Policesuit,Black Tattooed
7223,1.3,6972,59.82,https://solanart.io/nft/95P6kyZe98UYeEvgnbE5s93rYtdsAZA1sDNjtXMmuamc,Salmon,Blue,Eyepatch,Naginata,Chewing Wheat,Blue Flannel,Green Robotic
7226,5,2483,43.02,https://solanart.io/nft/J52q1t3idzxTASXoQu4qPhwZ4FsboxQoz7R34Gzvvgjj,Purple,Blue,Orange Ski Goggles,Fan,Mustache,BOGO Tshirt,Sand Cyber Suit
7239,19,6988,0,https://solanart.io/nft/BC9egrVoUo9AbGCvDXq5t6pfsvQ9XYWgdDa3GkA3yGPZ,Dark Green,Green,Blue Ski Goggles,SMG,Chewing Wheat,Green Wetsuit,Green
7242,5,2013,45.14,https://solanart.io/nft/5JWiS6V7zWKtruyoBr8NWLyj7KbyF8ZTYXvEqZspDdDU,Yellow,Cyber,Blue Singular Optic,Cold Yakitori,Surgical Mask,Red Racer Vest,Green Tattooed
7244,4.17,7835,27.24,https://solanart.io/nft/5s4CkbFrVu1hei7QEpeNDACiZZi5sLDfhTk8zfha4hhN,Yellow,Brown,Green Headphones,Baseball Bat,Chewing Wheat,No Outfit,Mud
7258,9.9,1403,0,https://solanart.io/nft/2C4p3jhiLoMUkFBkpgJ5S5nXp7zeFeNWcuJNakXuLQtq,Leaves,Stoned,Blue Headphones,Modded Naginata,Chewing Wheat,SWAT Gear,Green Robotic
7259,3,1143,69.06,https://solanart.io/nft/9A8ssJcthuBE3k8Ltq415oQPUG9b96SFAR3fCVkPkY1W,Cherry Blossoms,Yellow,Eyepatch,Handgun,Chewing Bamboo,Tactical Vest,Demon
7270,8,8754,0,https://solanart.io/nft/4cvpCcS1faZvNoHTWbGchiHo9Cik1muoA6Avk7dnuJ92,Purple,Brown,Eyepatch,Modded Naginata,No Accessory,White Tshirt,Mud
7275,2.5,4474,59.06,https://solanart.io/nft/EcNKPC58tDhkANYPtQWoYziLJLDAri5nFD13eJtie4MK,Light Green,Bloodshot,Cyberwear,Lantern,No Accessory,Caveman,Black
7279,7,7129,2.11,https://solanart.io/nft/8wE8TbjmQoFn2JXfVSkc1wDrUfYBotbqSsZ8uWBM6oxY,Purple,Yellow Hypmotised,Scar,Katana,No Accessory,Red Flannel,Mud
7281,8,3755,7.3,https://solanart.io/nft/DERA7p26XVRbfeVHEEDTWXjRfN7P9qV8rfovBLcJhFM1,Yellow,Yellow Hypmotised,Hannya Mask,Neon Naginata,No Accessory,Red Racer Vest,Black
7284,10,5353,0,https://solanart.io/nft/J3ukC8GFJZf13P5hgyZU3Dk5hmB71g8HNhnsukUvkoqc,Salmon,Possessed,Black Motorbike Helmet,Naginata,No Accessory,Blue Wetsuit,Green Robotic
7298,7.89,7047,0,https://solanart.io/nft/8HQrKcbwbTSHLBD5X9Qt34z6mNZLz4hY9e5utbGCa5pz,Yellow,Blue,Rice Paddy Hat,Modded Naginata,Cigarette,Green Flannel,Blue
7320,7,2040,25.02,https://solanart.io/nft/98AHVnMVaq5wedSMnZUnxYJfmrmsmszSrNeL3rZJ1m2b,Yellow,Cyber,Eyepatch,Naginata,Goatee,Caveman,Mud
7333,15,2094,0,https://solanart.io/nft/52uR2EAZCqoq3Fo8kk3uds16VEWq3fwgQu21GyFLyeE8,Salmon,Yellow Hypmotised,Blue Optics,Leafy Stick,Bamboo Bong,No Outfit,Pink
7335,9.42,1216,4.53,https://solanart.io/nft/2347MawguGLTMmos9qxUyoJpUrJsgGRq56wP6mg1RWy4,Red,Yellow,Green Visor,Handgun,Beard,BOGO Tshirt,Green Tattooed
7342,2.2,3543,66.25,https://solanart.io/nft/3GTf3FHz1dHsBMLLAWEpFBCTsDNFkcd4PGkzXqbNU5zA,Cherry Blossoms,Bloodshot,Blue Headphones,Umbrella,Cigarette,White Tshirt,Green Tattooed
7345,2,8232,47.15,https://solanart.io/nft/2Y3jSUa5sdLnY8DKDtsUraQFmGKKKysDgPttdjKpjSYh,Salmon,Blue,Red Motorbike Helmet,Hot Yakitori,No Accessory,Hawaiian Shirt,Green
7350,19,716,0,https://solanart.io/nft/5YpCTkp6qa1e6AYAuFM83YEA6MnRv3QiZK1vRfJ6quo6,Salmon,Blue,Orange Ski Goggles,Spear,Surgical Mask,No Outfit,Black + Red Wiring
7356,11.1,3265,0,https://solanart.io/nft/B1Rn1iVxnj2m4juCphHo5mNHztSNHrUifpkHa1msF9uG,Blue Neon Kanji,Cyber,Cyclops,Umbrella,No Accessory,Red Flannel,Green Tattooed
7359,50,5017,0,https://solanart.io/nft/DEGzLe3yaS1tRv571t9iVB8JwZDyHH27mLCQfpCJ67cL,Red,Brown,Black Motorbike Helmet,Umbrella,No Accessory,Black Tshirt,Black + Red Wiring
7378,5,7216,21.72,https://solanart.io/nft/5uTREKQZUvvmFGJMQMjXSMCh2guYSv8dQE7SNqBtGFAw,Purple,Brown,Blue Headphones,Assault Rifle,Toothpick,Caveman,Green
7381,0.98,4904,72.33,https://magiceden.io/item-details/AGg8jQfqqNR11N1EdvYNL9Crh6FBB1qgX1JGATcPag58,Purple,Spirit,Boony Hat,Spear,Surgical Mask,Bloody Robe,Pink
7419,37.5,95,0,https://solanart.io/nft/HRhdJJqeLFakvhyz3d2h9UkmmLyaUbZMm2cz97YiXkrR,Pink Neon Kanji,Yellow,Cyclops,Lantern,Mustache,Advanced Red Samurai Armour,Pink
7422,2,2026,75.08,https://solanart.io/nft/7GGz4dqjLQRhRRFYmqDk62Sn6YAkj7hJ6ARbqEqexcrj,Red,Blue,Helmet With Antlers,Neon Naginata,Pipe,Blue Racer Vest,Green Cyber Suit
7438,15,8386,0,https://solanart.io/nft/6DKdjDWMtzYBkje9VyFL3svp9sp3p6kxtiRA9DTZdxmi,Dark Green,Yellow,Blue Headphones,Naginata,Cigarette,Green Flannel,Mud
7439,1.25,8037,55.53,https://magiceden.io/item-details/B24zG5z83o2Ja4NBhrdCUnLwbCJVd3Vtz5oV54nqSLF5,Purple Rain,Green,Hannya Mask,Hot Yakitori,No Accessory,Blue Flannel,Blue
7454,1,6310,65.8,https://magiceden.io/item-details/648FGbJwjHQmJGH4ZvLhcKs3NkqyGdNv7JNF8kuhvqb2,Yellow,Black Hypmotised,White Ski Mask,Handgun,No Accessory,Tactical Vest,Sand Cyber Suit
7456,5,670,51.18,https://solanart.io/nft/HGZzkhsLbrkUxkhvzZ3F1NjLb2jjFkCi3VtcwvqqHvWY,Blue,Ghost,Scar,Spear,Mustache,BOGO Tshirt,Demon
7467,1.5,5314,65.28,https://solanart.io/nft/6MAnFjbkrZvtcrrDo1n6baZLWtsuuo1Fw361eT26Xkht,Purple,Spirit,Boony Hat,Lantern,Pipe,Red Racer Vest,Pink
7484,4.5,2009,50.16,https://alpha.art/t/5An8cT1Kigct79MsKy6LDdGWQBzoJZPy4cJc4MahV93W,Red,Green,Red Samurai Helmet,SMG,Bamboo Bong,Red Samurai Armour,Half Robotic
7488,1.5,2510,77.9,https://solanart.io/nft/E5pfw5tGwGis59zuPaUhJZ78Xw7daeSPouyDBT7wG5BT,Light Gray,Brown,Red Visor,Modded Naginata,Gas Mask,Shirt and Tie,Half Robotic
7504,2,5232,60.65,https://magiceden.io/item-details/hvGTn28SrFvfHs2m2GGrmLiCq6QBh3uEkQCC3mx1Mjs,Dark Green,Yellow Hypmotised,Black Motorbike Helmet,Handgun,No Accessory,Red Samurai Armour,Green Robotic
7510,1.2,1404,85.88,https://magiceden.io/item-details/Gu9YnSoF14s3H2Swv7GvtvzemYKwMKRofst2xDi25Bz6,Light Gray,Green,Eyepatch,Katana,Lizard Tongue,SWAT Gear,Pink
7511,1.5,4013,71.14,https://solanart.io/nft/GBQMi71aB62iJAump8rZjuejGi1Lw2a6HZa5mVXkE17q,Blue,Yellow,Cowboy Hat,Lantern,French Mustache,Red Flannel,Spirit
7512,1,6993,62.72,https://magiceden.io/item-details/FjEBNSBVWebPKcNmR7oTPbWXCpGqHo6xhBnTpjDqtdtm,Cherry Blossoms,Yellow Hypmotised,Black Ski Mask,Spear,No Accessory,Red Racer Vest,Mud
7516,3.3,384,69.47,https://solanart.io/nft/9GkEgZV9D5xEuD4AhDxbLSkdnF1Hvy7sN7GazXpNxiEW,Light Green,Yellow,Red Samurai Helmet,Handgun,Mustache,Bandoiler,Black Robotic
7525,2,2536,72.79,https://alpha.art/t/HoXpqZ8d1NmB3YzQ7CtCtygHYrPjbTgVpxu4JnxbZduW,Yellow,Stoned,Red Samurai Helmet,Cyber Umbrella,Surgical Mask,White Robe,Blue
