id,price,moonRank,💎 score (%),storeURL,Accessory,Aura,Back,Background Color,Body,Ears,Eyebrows,Eyes,Feet,Hair Color,Hair Type,Head,Legs,Mouth,Race,Racial Variant
7646,2,5556,71.2,https://magiceden.io/item-details/7jutAqb6Sqd1VaoPVdt1v7cKEq9kuKWzcKpr6sVATy4k,,Blue Sparkles Aura,,#20cecb,,01,06,09,Black School Shoes,red,11,,Black Cargo Shorts,01,lizard,03
7651,3.2,748,78.5,https://magiceden.io/item-details/2G6U3xT9hU1Z4jzs4DVAxhM95hHXhNfXAHgSNJfyhX4U,,Orbs A Aura,,#14c078,,01,01,26,Blue Slippers,brown,36,,Long White Skirt,01,catfolk,02
7652,3,1067,79.22,https://magiceden.io/item-details/5GNF1NYqwWjAXKscrk6mQUc4gDGKwjKiRPJQwEHnpdGM,,Red Hearts Aura,,#383838,,02,02,21,Pink Flip Flops,brown,21,,Red Baggy Pants,01,elf,
7662,2.44,8651,54.37,https://magiceden.io/item-details/AJNMy4jAqDBVnq3NejgwuGSRzLwahoPqfR8aqL2XhFXo,,Party C Aura,,#9ca4a7,,03,14,29,Tall Blue Boots,black,36,,Blue Baggy Pants,01,human,
7667,3.5,NaN,0,https://magiceden.io/item-details/GERzAb8n8YcDt77rKg5rxZN5bpN1HgrCjTUMP6M3hLLv,,,,,,,,,,,,,,,,
7668,1.8,1927,87.76,https://magiceden.io/item-details/sBNF1CDGXQvMWfdjZco3MkFGoPtMGdqhamDJS6mgD3f,,Neon Circles Aura,,#f14345,,02,02,32,Gray Sneakers,brown,36,,Gray Jeans,04,human,
7672,1.65,2111,88.53,https://magiceden.io/item-details/4aEjRgT7qRwsbFHb7GrZqtn39NXwNeGTKFs6xCmmH7HM,,Pink Sparkles Aura,,#383838,,03,07,11,Green Sneakers,blonde,32,,Green Leggings,03,lizard,02
7675,3,5273,62.33,https://magiceden.io/item-details/69DmWnsUrmPW2QoHxbVDJq1Qt5DPbuk1iibQGEDA1caB,,White Broken Glass Aura,,#14c078,,01,06,04,Red Flip Flops,brown,32,,White Leggings,02,elf,
7678,3,5752,60.41,https://magiceden.io/item-details/5jMGLRs4U1DorfZPL39ds89uuJH13qnSC1ENMZn6zAtX,,Yellow Sparkles Aura,,#383838,,02,13,14,Tall White Boots,brown,14,,Yellow Baggy Pants,01,catfolk,03
7683,3.5,1305,73.26,https://magiceden.io/item-details/AurA2sYnWzA18cSedNQdQCYTRV1kuhZF6PmKCXfUxYXn,,AA Gun A Aura,,#87fff3,,01,14,30,Strappy Brown Sandals,brown,36,,Yellow Baggy Pants,01,catfolk,01
7689,2.3,1832,83.15,https://magiceden.io/item-details/ELyGx1tSkn2t2daEabVuVR8Pt5fTLwMQzeZEkxHGAbNQ,,Red Leaves Aura,,#215ae8,,01,20,31,White and Gray Skate Shoes,blonde,36,,Black and White Baggy Pants,01,catfolk,05
7697,2.39,4892,69.96,https://magiceden.io/item-details/ASBdZnjwDB4ZSbqkeybyPtAFZzZuSYuyzamcXgcj76tu,,Purple Sparkles Aura,,#232234,,02,13,23,Tall Black Boots,blonde,22,,Black Jeans,04,lizard,01
7698,2.5,2824,77.16,https://magiceden.io/item-details/FFe7GJ3L5ZdvkViy4b3Mqe4g4dP9LL3g6a5BxGvAxm6y,,Party C Aura,,#9641ff,,01,10,03,Brown Flip Flops,blonde,14,,Brown Pants,03,orc,
7702,3.5,7586,48.05,https://magiceden.io/item-details/DR5fHRzVdc8um8xEMumSy6GhGdRvJyP7TtdJ32TzQ4gM,,Blue Rain Aura,,#e2e2e2,,03,,31,Blue Flip Flops,black,36,,Blue Shorts,03,catfolk,04
7720,2,NaN,0,https://magiceden.io/item-details/47mY6WeAfe4Abb31gBXzowYqX67SGp7qKhezDi7EPxjN,,,,,,,,,,,,,,,,
7721,2.9959,1615,77.06,https://magiceden.io/item-details/FmMcfBXemVZwgHfBFkkSj87Z3PqRrd37gxNL99sRQGZz,,Scooter Aura,,#232234,,02,12,07,Tall Brown Boots,black,37,,Black Jeans,02,orc,
7722,3.99,NaN,0,https://magiceden.io/item-details/G1iAe9gfrqfqgUqx4tznvzXWCiXHj4K9suGwjNbFhmds,,,,,,,,,,,,,,,,
7752,4.5,4194,51.67,https://alpha.art/t/3jZ1HAD3vLk6k3ksNz3TKsBarG3HCwdn42neFjsXmBsT,,White Broken Glass Aura,,#ff984a,,01,11,31,Tall Brown Boots,blonde,21,,Plain White Baggy Pants,01,lizard,02
7756,3,3235,70.51,https://magiceden.io/item-details/BkaTuBzfhJQNXwBiv1h4YnYkqsaF1kUrPPr8xKbEk8sX,,Inferno Aura,,#87fff3,,02,06,25,Black Running Shoes,blonde,33,,Black Leggings,02,catfolk,02
7757,1.4,3938,83.69,https://magiceden.io/item-details/Bz8dXJYEA5oxQaWYMVPVmPoLCtfv4SFqu8Ds19nEdv4p,,Red Sparkles Aura,,#2b6bb5,,01,05,26,White Running Shoes,red,34,,Plain White Bikini Bottoms,02,orc,
7764,2.4,9543,51.19,https://magiceden.io/item-details/BvVWSXA5g2Q8y6zNFMfh5aYgzGLaEcEEXo5N6kR1ampi,,Gray Rain Aura,,#9641ff,,03,01,05,Gray Slippers,black,11,,Gray Shorts,02,human,
7765,4,2428,63.75,https://magiceden.io/item-details/FNGGsYUPNh8AL7nGQmgP8h6GRyknMrEU9kuaQFCx53aj,,Octopus Game B Aura,,#215ae8,,01,12,29,Purple Heels,black,26,,Brown Cargo Shorts,03,lizard,02
7768,2.9959,5581,61.14,https://magiceden.io/item-details/HA9XvS4eBjdtyRd8izKzajtifCmeeHLrcF5fmBtJL5Xa,,Gamers Robot C Aura,,#e2e2e2,,01,10,17,Yellow Boots,black,35,,Long Red Skirt,03,lizard,01
7777,3.25,3513,66.9,https://magiceden.io/item-details/CiLFfojFr9CwTpmkXFXtTd4PYiUnR2qNSEXNSpGNFi7q,,Moon Pajamas Aura,,#ff8599,,03,05,23,Red Heels,black,19,,Red Cargo Shorts,01,orc,
7804,8.5,3161,15.81,https://alpha.art/t/F1Cn8pupY3G29qJwzfeKxe1rdPVYks16bHRkq3Rsf4B4,,Pink Fairy Wings Aura,,#232234,,02,13,16,Green Flip Flops,red,11,,Green Pants,03,lizard,01
7805,1.9,940,90.73,https://magiceden.io/item-details/4XWRPcL5QgdvvzUvmra9VpjTS43VMfVtxsy9SdEv3Wob,,Party B Aura,,#ffd864,,01,06,24,Strappy White Sandals,red,36,,Purple Pleated Skirt,03,human,
7817,4,985,69.55,https://magiceden.io/item-details/5z9SmxBPykpKGWvdUCgLbpnA9WMMeVESNLNMT7BsBT1f,,AA Gun C Aura,,#9ca4a7,,03,12,03,Black School Shoes,grey,14,,Black Jeans,02,elf,
7824,3,3843,68.07,https://magiceden.io/item-details/AdQciJQMKkrVr8B9TMANPc2AJCsza72vq7YGidYFDNZP,,Clovers with Pot of Gold Aura,,#232234,,01,19,10,Green Flip Flops,blonde,37,,Khaki Cargo Shorts,04,lizard,02
7859,2,3220,80.57,https://magiceden.io/item-details/Ht3GLfJTThFCVv5Ch1DfBgGSyf16krSWwUFbHgDjKPta,,Starstruck Aura,,#ffd864,,01,10,24,Blue Slippers,red,28,,Navy Jeans,04,lizard,03
7869,2.5,3768,73.38,https://magiceden.io/item-details/DMFTAmmfb8JeZPRvA6My5zovYTcpPxkqopKvkzU2AgWD,,Gray Rain Aura,,#215ae8,,01,03,08,Strappy Black Sandals,red,32,,Black Jeans,04,lizard,02
7902,2.7,9335,49.03,https://magiceden.io/item-details/9UDbQAzsdCRnST2LZ4e1BsDdAsxEjxx554zjSbmwCoYj,,Scooter Aura,,#85e8a9,,03,20,27,Purple Skate Shoes,blonde,22,,Blue Checkered Leggings,03,elf,
7949,2,6800,66.2,https://magiceden.io/item-details/CRTdRVxnSDnFELdUYRW3Ue7Wfrq6ujFsqqdbYathih8R,,Balloons B Aura,,#ff8599,,02,03,22,Black School Shoes,blonde,33,,Black Jeans,01,orc,
7952,3.3,5109,59.99,https://magiceden.io/item-details/BWqHFSfrb66Yuxc9kPrgYmTesJL9KNCoCpY1xS6MhmaQ,,Pink Sparkles Aura,,#8ce647,,03,,18,Blue Flip Flops,blonde,28,,Navy Jeans,03,human,
7971,2,8770,58.3,https://magiceden.io/item-details/G4bfGaKe9RSNAg9pi8huhXfFaBnS4ytwSnvBq4ykePY1,,Bakery Chocolate Aura,,#9641ff,,01,10,28,Purple Sneakers,blonde,36,,Gray Shorts,03,lizard,01
7977,2,4440,75.68,https://magiceden.io/item-details/HMFZwrZ492u38nZi5dD77B2ccmdCSz3XXbZ2T6TuzMf4,,Controllers Aura,,#ff8599,,02,10,32,Gold Heels,grey,30,,Tiger Stripe Leggings,03,lizard,01
8031,3.2,5805,58.2,https://magiceden.io/item-details/7M2iCaigQQgVFkDBKeYp7VyDdnYQ1SPek8eYcXdGKBMR,,Meeko Chain Aura,,#8ce647,,02,10,23,White and Teal Skate Shoes,blonde,26,,Plain White Miniskirt,02,elf,
8043,2.3,825,87.19,https://magiceden.io/item-details/9M9Ui2RzPN1vXYDGr6JDVeYqRnWUZUCje5h3c8NdWVw,,Neon Circles Aura,,#14c078,,01,02,31,Strappy Brown Sandals,brown,36,,Long Gray Skirt,01,lizard,03
8059,2.2,3156,78.83,https://magiceden.io/item-details/GnSXCQzUwBcQe1DCayVbRRhNLfkYUS5fr7nMAjPjCY4c,,Bubbles Aura,,#215ae8,,02,05,02,White Boots with Polka Dots,black,37,,Plain White Baggy Pants,02,lizard,03
8074,3,NaN,0,https://magiceden.io/item-details/3ohJasM2H7cpXdYhHGUw5YVFQuPwx5cYnVmbpyc3gNhF,,,,,,,,,,,,,,,,
8089,2.2,3988,75.49,https://magiceden.io/item-details/GFzqYkhX8QP4gE3sp3VWfLaFdSpaVscTuiA4KaZQJWAL,,Orange Leaves Aura,,#232234,,01,07,23,Purple Heels,black,35,,Purple Miniskirt,03,catfolk,03
8092,2.5,5730,65.5,https://magiceden.io/item-details/Ep7X7yuLTrGcV62mDKEF81KnKtHF5iGh52PRh9omn9Xd,,Clovers with Pot of Gold Aura,,#87fff3,,03,14,14,Black School Shoes,red,32,,Green Shorts,02,elf,
8097,3,2631,72.94,https://magiceden.io/item-details/HQEP1YnvqYNqyaGaubwzwTpQFtoepot2rNKUif4dgLsG,,School Fireworks C Aura,,#383838,,01,14,19,Strappy Green Sandals,brown,36,,Khaki Cargo Shorts,02,orc,
8106,1.78,3227,82.75,https://magiceden.io/item-details/CiqywjNU45srhiCVoxPhfUW747wkgr75LTb9Bx5H8j1j,,Party C Aura,,#ffd864,,01,18,17,Red Flip Flops,brown,19,,Red Pencil Skirt,03,catfolk,02
8111,3,5618,60.95,https://magiceden.io/item-details/5UZ2bmzebFZ9d3Hgufy6nc9LP2dq4njjoBmvSyptsTad,,Green Sparkles Aura,,#9641ff,,01,18,02,Strappy White Sandals,blonde,14,,Plain White Baggy Pants,02,catfolk,01
8115,2.7,9835,47.02,https://magiceden.io/item-details/2ZuYExgyCHR9SPcPvG1hAyCeDVtBJmrhxVVyvoNMRyxv,,Orange Leaves Aura,,#9641ff,,02,19,27,Yellow Boots,blonde,36,,Yellow Baggy Pants,01,orc,
8119,7.5,2813,27.21,https://alpha.art/t/Xbmo8XX6cd5JmVW1ajSj7iGGxZXjBEXLB1PFwQNy1Rs,,Moon Pajamas Aura,,#232234,,02,14,25,Blue Slippers,black,21,,Cyan Bikini Bottoms,01,orc,
8127,1.65,3076,84.65,https://magiceden.io/item-details/AS9SUePHN8LSeQSXEkrwciaWPZ63Zqv69HaJx6XcGMP9,,Purple Sparkles Aura,,#ff984a,,03,07,14,Brown Boots,red,37,,Brown Cargo Shorts,01,catfolk,03
8135,2.44,1698,82.28,https://magiceden.io/item-details/DVFLocursKanQXhG7jeSwi2RroKhsLmpxT96CLQsZsJj,,Controllers Aura,,#9ca4a7,,02,18,31,Blue Flip Flops,grey,36,,Blue Pants,02,elf,
8155,3.5,1825,71.17,https://magiceden.io/item-details/AxmaXrSufkvQy4iwdwiTJctXMuJB26K15df4ULCasHZb,,Blue Rain Aura,,#ff99ef,,01,20,29,Blue Sneakers,grey,22,,Red Baggy Pants,03,elf,
8172,2.39,9593,51.09,https://magiceden.io/item-details/9iWe61d8Ug8nqWUuxjkKSiJSnAdcvY6pomtK1zKePaCT,,Controllers Aura,,#e2e2e2,,02,19,29,Blue Flip Flops,black,36,,Blue Jeans,01,orc,
8203,2.5,843,85.12,https://magiceden.io/item-details/CK1vDRUf6RsMfMZrnP7peiaTSS8nCDG9j4AvodkLURSi,,Balloons C Aura,,#215ae8,,01,,19,Red Heels,black,35,,Purple Bikini Bottoms,03,lizard,03
8208,3,8892,47.81,https://alpha.art/t/HD5r66gUfAipm5Z4BEf4a8HFFBsDh8CUXUa63X58enqL,,Green Weed Aura,,#215ae8,,02,05,03,Brown School Shoes with Black Socks,blonde,37,,Green Leggings,01,human,
8234,3.5,5079,58.11,https://magiceden.io/item-details/DdBrGhKeian3rmC4Jskar5xpi7wTDN5fCYFiffYgpFyE,,Purple Broken Glass Aura,,#ff99ef,,01,11,12,Tall White Boots,grey,04,,Tiger Stripe Leggings,03,elf,
8243,2.5,NaN,0,https://magiceden.io/item-details/4hLkHLFF4uQmCJRFePRM6dNKRk3ndT9j1Lh74Q3mWvc5,,,,,,,,,,,,,,,,
8244,2.39,8840,54.12,https://magiceden.io/item-details/ajcMYXi5SjpXeA6R7VMPjNeWDtk47AULPy3N2nqKSno,,Yellow Leaves Aura,,#9641ff,,01,18,21,Tall Blue Boots,brown,34,,Brown Pants,01,orc,
8249,2.69,7337,57.15,https://magiceden.io/item-details/E8gvLWRL484TAL5DDAQZMhQTTj5Phwr46mDZrAvLFhF2,,Space Travel Aura,,#e2e2e2,,01,06,17,Tall Black Boots,grey,36,,Black Pinstripe Pencil Skirt,04,elf,
8257,3.5,6799,51.21,https://magiceden.io/item-details/25gZ4HjXqSAgbLEhU3BXZkHtDPmHnZA81fjpFDAvjESw,,Clovers A Aura,,#9641ff,,02,20,04,Green Sneakers,black,14,,Khaki Cargo Shorts,02,elf,
8264,1.99,6729,66.59,https://magiceden.io/item-details/8aDAzDg8wurjeutMrZnwcP6uZ8qqAAtkjsyk7GqPYpEt,,Party A Aura,,#215ae8,,03,14,27,Black Skate Shoes,grey,30,,Black Miniskirt,01,orc,
8265,2.589,3497,73.57,https://magiceden.io/item-details/4bCKG8jzrB3QTf9cSufZ6wJm2rauaNWmCNoTBC24XJXA,,Green Broken Glass Aura,,#7158ff,,02,06,28,Green Flip Flops,black,21,,Red Pencil Skirt,03,catfolk,05
8266,2.99,7858,52.06,https://magiceden.io/item-details/E94Pq2f4p4n9rWtfVjfRuaMeBxnE6YSjcxkMTMeb5LRe,,Pink Sparkles Aura,,#14c078,,01,18,26,Pink Flip Flops,blonde,17,,Purple Miniskirt,03,human,
8280,2.2,6428,65.7,https://magiceden.io/item-details/FfzGZs3xMELfnjnn43UzayJceCby3xLfgVTikx6ksWdy,,Octopus Game Guard A Aura,,#f14345,,02,20,10,Yellow Boots,blonde,07,,Yellow Baggy Pants,02,catfolk,03
8294,2,8780,58.26,https://magiceden.io/item-details/5WV5Ymr5e8T2wDeNmi2YtJRcpj11enKET7qfYgLPe7XF,,Shiba Aura,,#ffd864,,01,04,01,Blue Sneakers,brown,37,,Blue Pants,03,orc,
8305,1.95,4882,74.4,https://magiceden.io/item-details/3mN5rPNwqiCXnJnHrwc4rRjNvF5CKJ6wEdHXaLZ5VkbL,,Party B Aura,,#9ca4a7,,01,18,10,Strappy Green Sandals,red,37,,Khaki Cargo Shorts,02,elf,
8333,3.33,7111,51.66,https://magiceden.io/item-details/4ZyKFNBTUsm5K9c1HVXPdaQ8vhgWZttMGXCRJHGgVjr4,,Thundering Rain Aura,,#232234,,01,06,15,Brown School Shoes with White Socks,blonde,37,,Brown Pants,03,catfolk,04
8342,3.33,4361,62.69,https://magiceden.io/item-details/3CTWjbYk2M8DcUiptpZLbRmSk5rSmjdfEimugPv9pEHa,,Blue Sparkles Aura,,#20cecb,,02,06,24,White Boots with Polka Dots,black,36,,Blue Pants,01,catfolk,01
8380,3.5,2133,69.94,https://magiceden.io/item-details/EjDeWHnMEUmJjysD1aNKyWd3es3iKRtWca2QEHNEmQaF,,Doodle C Aura,,#383838,,01,02,18,Tall Green Boots,blonde,36,,Green Baggy Pants,02,lizard,03
8403,3,5386,61.88,https://magiceden.io/item-details/GHrnRZHj7yuXX7dh77xsJPKLhJpRXSUV5PfBmTqhgc4L,,Party C Aura,,#e2e2e2,,01,06,19,Pink Flip Flops,black,21,,Pink Miniskirt,04,lizard,03
8406,2.5,4904,68.82,https://magiceden.io/item-details/G4XechP9K9d66GwVQs1iJaZuXLb9Y34hSACWNYkV1beF,,Rainbow Rain Aura,,#ff99ef,,02,01,09,Red Boots,brown,37,,Red Baggy Pants,02,catfolk,05
8427,2.35,9350,52.47,https://magiceden.io/item-details/FsntRNsLZeE1RRr5JXkbwAH1mpG1cNWBLvhUGcnkYfhn,,Green Sparkles Aura,,#383838,,01,10,28,Strappy Green Sandals,red,33,,Gray Pants,03,human,
8452,2.89,7739,53.54,https://magiceden.io/item-details/Bfaz5naDaVUZp6voAuDBiqLVdnu3a1CyAKF2sguUB5qB,,Gamers Robot C Aura,,#e2e2e2,,02,02,01,Brown School Shoes,red,11,,Brown Cargo Shorts,03,elf,
8529,3.69,3592,62.18,https://magiceden.io/item-details/6mHG1AEQ3mxWMSja6iUYbCG8ngcRZUtHa2FyC3MBh47r,,Behehe Aura,,#85e8a9,,01,20,29,Yellow Boots,brown,21,,Plain White Pencil Skirt,01,lizard,03
8530,3,2931,71.73,https://magiceden.io/item-details/6Cfih3aRY4o6q71ajTU8YGrnof1XcC6BhpALUvFKY1BH,,Thonk Aura,,#383838,,01,06,26,Green Sneakers,blonde,33,,Green Baggy Pants,03,lizard,03
8552,3.5,2708,67.63,https://magiceden.io/item-details/5evLYRq6sE6NehSfQpraw6HxhhKEC3n3DT33CqyukhU9,,Blue Rain Aura,,#9ca4a7,,03,19,28,Pink Running Shoes,red,28,,Black Miniskirt,03,catfolk,05
8558,1.5,NaN,0,https://magiceden.io/item-details/Hnsc4x7yHiRt6Rdtq8SfTP7BRoM22Su4DDiEhXBBetgh,,,,,,,,,,,,,,,,
8564,2.39,NaN,0,https://magiceden.io/item-details/GLAEt9nLwDkdVpSCSgoqae3Mx7SMBcaBLE3g8MHATSHy,,,,,,,,,,,,,,,,
8569,2.5,NaN,0,https://magiceden.io/item-details/8t5wtHNJkcSEVBkkKTJFPaaF3TyZQ8NEx5kU1DdVfdW6,,,,,,,,,,,,,,,,
8581,3.5,NaN,0,https://magiceden.io/item-details/AVLNUWJXmXqk4PHatMZRyh54NYHJ7YVZr7jYSrRWi2jZ,,,,,,,,,,,,,,,,
8585,1.95,NaN,0,https://magiceden.io/item-details/9WusABbVgaLsArDwMUQn4kbMBkcgvLhSqPpoYYDCgEdg,,,,,,,,,,,,,,,,
8593,2.4,NaN,0,https://magiceden.io/item-details/4Q1Vnp9qZaRrZdh4beodio56JyryeoM1FNRwnCaKVb4A,,,,,,,,,,,,,,,,
8598,1.47,NaN,0,https://magiceden.io/item-details/9GmcEbQp3stgUzKVtjNd35Yznga67EnJRqLYceZ85dMx,,,,,,,,,,,,,,,,
8603,2.5,NaN,0,https://magiceden.io/item-details/Gfp72vkonwH67h39Q8z1ZSF5eUYiCWmJeDjm2Kkd8no2,,,,,,,,,,,,,,,,
8606,1.85,NaN,0,https://magiceden.io/item-details/CnrH78zhcUZnUzcaUwXAr7oSZHUBjdg6k2Wn6KEmVcwh,,,,,,,,,,,,,,,,
8609,2,NaN,0,https://magiceden.io/item-details/JBU4NjyKBjh5ECDyxfoosaBLXUFBgstFFniGDvUjhK6T,,,,,,,,,,,,,,,,
8627,5,NaN,0,https://alpha.art/t/HEvNwNNTPhHn19FRmxJuBSUdVmtnGpedPZjYo8qvcdKZ,,,,,,,,,,,,,,,,
8634,1.8,NaN,0,https://magiceden.io/item-details/6F23uzSeTjJgWTmysemr4TtVRXAJqjSpDysGvNi19HZC,,,,,,,,,,,,,,,,
8641,2.25,NaN,0,https://magiceden.io/item-details/4C6APaRmVMQnnrQAVBC5zwQP5PZqy8hENPFP64ipnH7A,,,,,,,,,,,,,,,,
8648,1.945,NaN,0,https://magiceden.io/item-details/FQDL4SYXSNsc1BRTJ2yVZRshcoJSzhrhyMKwqwT4U1um,,,,,,,,,,,,,,,,
8649,3.5,NaN,0,https://magiceden.io/item-details/BuBcMi3ypqgea2UU4rSbzb4EANvrsGC1pmbfNUVUMeQ9,,,,,,,,,,,,,,,,
8657,2,NaN,0,https://magiceden.io/item-details/EKdCQQRHy6bH7XNHNKaRTQ7zduPZTSUnaeYbe3SYDeWi,,,,,,,,,,,,,,,,
8658,3.85,NaN,0,https://magiceden.io/item-details/6uEtUiWetxXVFKWu37ihenEvHatVwPJ2aHfK5cjJTiSP,,,,,,,,,,,,,,,,
8664,1.45,NaN,0,https://magiceden.io/item-details/GhDbwyb67RFUw77BeNrDthQ3huD4W51cf16Q23vqoQy8,,,,,,,,,,,,,,,,
8669,2.4,NaN,0,https://magiceden.io/item-details/GWEd5QFTNJRySs5UzsDFceDCU8QcRSzJrX5tiieuNQds,,,,,,,,,,,,,,,,
8670,2,NaN,0,https://magiceden.io/item-details/HjzWeUEo5mH2muYoj92k1sWWZcxt7aHwMqh5mWpH1gjj,,,,,,,,,,,,,,,,
8676,3.25,NaN,0,https://magiceden.io/item-details/Anbu57ZS32Zojyts2GRc8mDAohJmTcRDKNfni9vSuoV7,,,,,,,,,,,,,,,,
8702,2.7,NaN,0,https://magiceden.io/item-details/DDDPA6QRNvzYKNMXw34CnhgN2WJVzTuGGdb3xkaZfoaT,,,,,,,,,,,,,,,,
8704,3.25,NaN,0,https://magiceden.io/item-details/3TLq5gBVMmF3e5GAfgiuarY6kfQ8CkSY2PACz8Dw3voi,,,,,,,,,,,,,,,,
8705,2,NaN,0,https://magiceden.io/item-details/HGcSZrr9x7mrDRkmPSaNEGmH5N9HcmJFxvdL15KmtqZ3,,,,,,,,,,,,,,,,
8712,3,NaN,0,https://magiceden.io/item-details/EFnZc2jUsE5R5ynDHrZZBHcCGGp45JCDEC11tns4zKv9,,,,,,,,,,,,,,,,
8714,1.799,NaN,0,https://magiceden.io/item-details/6yVmzpz2Ta5dJ9Tkjc8T2eGxfJWDVwjNGR1W8DteuNh7,,,,,,,,,,,,,,,,
8721,2.75,NaN,0,https://magiceden.io/item-details/Fgr4WD2EgGuLeyHuKfTBU5PFBsDXSxo7z2gQYyhLxwp3,,,,,,,,,,,,,,,,
8727,1.99,NaN,0,https://magiceden.io/item-details/C7SRBbELuqtzk4UWr8LgFDAufU58sde3BQhxXiwseAPG,,,,,,,,,,,,,,,,
8753,2.33,NaN,0,https://magiceden.io/item-details/4TmfDPACyH4aX6dnDbxDWYET84LRJrXKwFxCjmBQX2Qy,,,,,,,,,,,,,,,,
8758,3,NaN,0,https://magiceden.io/item-details/2hFrGg28hgFuRKfbedxoh8Su1nxicH6YuM5A4h7strsv,,,,,,,,,,,,,,,,
8760,2,NaN,0,https://magiceden.io/item-details/5Mggv41NAFhbC652XDdA1JNVMxjvwMM3Y5ALKCcd93oT,,,,,,,,,,,,,,,,
8769,3.4,NaN,0,https://magiceden.io/item-details/FD3fyfmBC56cCrzystqEdzYyqfiMt2BehykQuVz3EjfG,,,,,,,,,,,,,,,,
8772,2.99,NaN,0,https://magiceden.io/item-details/14EYjUTAide4VuA3jrb6VuHervjzF3Cf52yTLpVo9AJE,,,,,,,,,,,,,,,,
8807,3.99,NaN,0,https://magiceden.io/item-details/7UthqXmbDymsf8zHHqtQGk113YkUX9ySismNgTaFyw5G,,,,,,,,,,,,,,,,
8810,2,NaN,0,https://magiceden.io/item-details/3Vv82ecaw9zBDDVQM3aCqQvfjs2f3eusZdyRep2mybCQ,,,,,,,,,,,,,,,,
8825,2.1,NaN,0,https://magiceden.io/item-details/7ebpRuMWhZHHbcSHknnoeuDBSiUvDYTUQy4QXqRR91B7,,,,,,,,,,,,,,,,
8826,2.5,NaN,0,https://magiceden.io/item-details/6bU1aC2mQ1S9qwN4f42MJd1zJXDgwdFR1MDaBiBJuiPc,,,,,,,,,,,,,,,,
8842,2.6,NaN,0,https://magiceden.io/item-details/FnjaLmXXtfvoEPijtfrkZdMsJnEW54tmox21RZJ5fukj,,,,,,,,,,,,,,,,
8846,2.9959,NaN,0,https://magiceden.io/item-details/8CXDVB7psVdykBL2zkyFC7wNPkkE2nUoci6RjiFcFsDv,,,,,,,,,,,,,,,,
8850,2.5,NaN,0,https://magiceden.io/item-details/5iGVr3LnbTjtwHk2n9eA7JUHz8Ebg7EJEbhwZy4VT7nB,,,,,,,,,,,,,,,,
8858,2.2,NaN,0,https://magiceden.io/item-details/8NVfnvZdVc2DbprkXX1XUU35DiFGnUcetY3GEAaFti9J,,,,,,,,,,,,,,,,
8874,1.9,NaN,0,https://magiceden.io/item-details/HEHU9XBoypg13Wjpq54wHVGKUfZw42an3q1DRK9hMEwV,,,,,,,,,,,,,,,,
8878,1.7,NaN,0,https://magiceden.io/item-details/DPEUNNcrqc6bkt5iPyrskXjh4VbxyrFwTen9s6rFXu2a,,,,,,,,,,,,,,,,
8884,2.99,NaN,0,https://magiceden.io/item-details/9d896kWaj8GQSnhRzstCgM36BkgGgErXcW2d462vHZQn,,,,,,,,,,,,,,,,
8888,2,NaN,0,https://magiceden.io/item-details/7xExxVkdczD8f4mn5nHzb1XDCSE1JRmzaEvTyQz2qJp5,,,,,,,,,,,,,,,,
8901,1.75,NaN,0,https://magiceden.io/item-details/5vLVdn1V1jFyHB7QvhsFBLbvqZ4ch3pmB4ZRqY9MfYZT,,,,,,,,,,,,,,,,
8912,3.5,NaN,0,https://magiceden.io/item-details/2EeX7NRaG2VUHsH8Hr8wojYymPuriP7jZ2zD26UVvjeV,,,,,,,,,,,,,,,,
8941,3,NaN,0,https://magiceden.io/item-details/Gm6PPxSBzzJLeLqYG9sxkQNfRfMtxtgYREGoozghQmvS,,,,,,,,,,,,,,,,
8943,2.99,NaN,0,https://magiceden.io/item-details/8yAPznw3qsp7kEC3H64PxGhmUhbJYzqq6TWrcMvsqqFz,,,,,,,,,,,,,,,,
8966,3,NaN,0,https://magiceden.io/item-details/9RpfWVxgaavPJjVHrybszqp7cVaFEESAHDHgACvo2KyE,,,,,,,,,,,,,,,,
8969,3.5,NaN,0,https://magiceden.io/item-details/B85d3uya4zMbQK6aE67974UJJRhaZynoT7yeDojbTTXA,,,,,,,,,,,,,,,,
8975,2.88,NaN,0,https://magiceden.io/item-details/9SwYbh5w23MHpDzAtMdkx7hNub5dw23v57UJuN83oRgi,,,,,,,,,,,,,,,,
8979,2.6,NaN,0,https://magiceden.io/item-details/AZttguWCnwkZExbRh5JU3Pq2kt8kKyw6cK47VCK1ABNU,,,,,,,,,,,,,,,,
8986,3.7,NaN,0,https://magiceden.io/item-details/Cp7je3kQHrL4TxFMn1aPriHbEs3jJttJ7Ct1fe3yztv2,,,,,,,,,,,,,,,,
8997,3,NaN,0,https://magiceden.io/item-details/DE23ofdYiVwUEmd2cmdmE1yTQUxtRWuckJWMg2WyQjN1,,,,,,,,,,,,,,,,
9001,3,NaN,0,https://magiceden.io/item-details/4kQBKnby3gyaHQq6FrDACwfiLcrVKGKkP6doKWqMpQZ5,,,,,,,,,,,,,,,,
9013,2.25,NaN,0,https://magiceden.io/item-details/FTZqtLDtheVEoaT7DMbxDdBmSBzeShMv2gZP8H8AFP2z,,,,,,,,,,,,,,,,
