id,price,moonRank,💎 score (%),storeURL,Accessory,Aura,Back,Background Color,Body,Ears,Eyebrows,Eyes,Feet,Hair Color,Hair Type,Head,Legs,Mouth,Race,Racial Variant
3530,2.59,6777,60.4,https://magiceden.io/item-details/42jYcUiTYrc2sDT9Ap4STd84zzHfoJUATYkPYJESmqz8,,Clovers A Aura,,#215ae8,,01,14,12,Strappy Green Sandals,black,37,,Black Jeans,04,lizard,01
3536,2.98,7161,54.96,https://magiceden.io/item-details/7ME7FxsgXnxMhJB6L8rmE9HWwQk3CVxDiCVARTi6knuG,,Green Sparkles Aura,,#383838,,02,06,26,Tall Green Boots,blonde,19,,Plain White Cargo Shorts,02,human,
3542,2.6,5470,65.54,https://magiceden.io/item-details/BEjdtifMzeGwrfh61bY6JPidAKJfFekdfL88fauNZa1C,,Orange Leaves Aura,,#87fff3,,03,03,30,Tall Green Boots,red,34,,Khaki Cargo Shorts,01,catfolk,01
3545,1.9,4936,74.69,https://magiceden.io/item-details/2SuY6xmo2wTRVBQLXarDQEa9UBfgT8CGRsnXWMUnXCgp,,Starstruck Aura,,#215ae8,,02,11,14,Black Running Shoes,grey,37,,Blue Baggy Pants,03,catfolk,04
3569,1.8,5664,72.76,https://magiceden.io/item-details/9f1fQcNYDqRZcCirVs8amWXHpePUnF5Hj9mydUZLCQb2,,Blue Sparkles Aura,,#ffaf2e,,02,02,19,Blue Slippers,brown,36,,Blue Baggy Pants,02,catfolk,04
3645,2.5,NaN,0,https://magiceden.io/item-details/F4NtVjAi6f2N6BN2kXL1iHSaoAEr2NEGi1t5pkrMxdzL,,,,,,,,,,,,,,,,
3659,3,8871,47.89,https://magiceden.io/item-details/Bnqn2bdpJ9tEVKGptjubnqmH9bHw1oQx54XnPAwiCZED,,Gamers Robot B Aura,,#215ae8,,02,,04,Blue Slippers,red,37,,Blue Cargo Shorts,01,lizard,03
3685,2,5238,72.47,https://magiceden.io/item-details/78TN5sKjdpBEw2KftK9i8fBEkSaiVpiU5L3A9iUtqLet,,Green Leaves Aura,,#9ca4a7,,03,20,03,Tall Blue Boots,blonde,37,,Navy Jeans,01,lizard,02
3725,2.5,3502,74.44,https://magiceden.io/item-details/4kTwAQfiuyKfEqDVdhSncHXGeUGwNTLkgYHTJZxCx3rA,,Octopus Game Guard A Aura,,#2b6bb5,,03,11,27,Red Heels,grey,36,,Long Red Skirt,03,lizard,02
3735,2.8,4839,66.08,https://magiceden.io/item-details/ARDthq83tNtPZTuVZXkga8sim7PuvXJq9f8WL2dbu7wk,,Octopus Game A Aura,,#e2e2e2,,01,11,18,Green Flip Flops,brown,30,,Green Plaid Pleated Skirt,02,orc,
3743,3.33,4588,61.78,https://magiceden.io/item-details/6x15ss34FeJjBJqFMA6E549ZAVuH1BviSiRr8QRxaepo,,Octopus Game Guard A Aura,,#20cecb,,01,02,07,Brown Flip Flops,grey,32,,Brown Cargo Shorts,03,catfolk,02
3786,2,9093,57,https://magiceden.io/item-details/EzU9zQpJZ8PgkWms5VEcpofvAbjqwS4Arrqo6XV6dhRj,,Purple Sparkles Aura,,#8ce647,,01,06,15,Purple Sneakers,brown,37,,Blue Pants,02,elf,
3813,1.689,5414,74.88,https://magiceden.io/item-details/CvKjwusNv4SUAmYQ1WrDo8PpHirtJUFz6f1xvYu6bEmE,,Green Sparkles Aura,,#383838,,03,04,21,Green Flip Flops,red,21,,Blue Checkered Leggings,04,lizard,02
3831,2.4,NaN,0,https://magiceden.io/item-details/o8TdRkuvZcC3vuG6qhi866duRM8pV7X63FWbdbRNhRK,,,,,,,,,,,,,,,,
3855,1.47,5424,77.03,https://magiceden.io/item-details/VMosieqCKgdDJxzQbN1ALuyathT3Nj2MJqf7xQkL9HQ,,Blue Sparkles Aura,,#ff984a,,01,19,23,Blue Slippers,blonde,26,,Blue Jeans,04,elf,
3919,3.9,8363,40.93,https://magiceden.io/item-details/Jy1fKsWwH4VJmVXwbFvkHECGNLyjTSJGXKUCFx8AYgb,,Formal Diamonds and Coins Aura,,#ff8599,,03,02,03,Gray Slippers,blonde,37,,Gray Shorts,02,orc,
3926,3.89,NaN,0,https://magiceden.io/item-details/AnL8EzwmMuxF6kWTz8fQZWTo4YDtwB8DnQAC4Ac8rJ7M,,,,,,,,,,,,,,,,
3949,3,7716,52.53,https://alpha.art/t/GQaD5zDM5zkvKggX9rpVLMzWnyixPqsGqqcNycUuqh4j,,Shiba Aura,,#87fff3,,02,01,17,Black Heels,black,36,,Brown Pants,01,human,
4047,2.5,2526,78.36,https://magiceden.io/item-details/8D9kiHjf1yVcyjGmsZUsL3n9ueX3ekWggFx7wWmrQc8G,,Purple Stars Aura,,#9ca4a7,,02,11,28,Purple Heels,grey,19,,Pink Bikini Bottoms,01,lizard,03
4080,2.99,5428,61.81,https://magiceden.io/item-details/3FLKmBqmH4Z5tu3BpfwVeRnST6wXrDmkfTnkd3xHndVz,,Blue Sparkles Aura,,#ffaf2e,,02,12,12,Tall Blue Boots,blonde,32,,Green Shorts,02,lizard,02
4085,2.45,2360,79.53,https://magiceden.io/item-details/2AvbTM33dNDaNJvUvv3v8QCunyrctBg4ZjPeJrFqh2G5,,White Broken Glass Aura,,#f14345,,03,03,12,Strappy Green Sandals,black,32,,Green Leggings,03,human,
4086,2,6167,68.75,https://magiceden.io/item-details/2kVGAvK7MvGxL3ke3QEPzVjhE1AVxdLs2g6rvmnQbzyE,,Bakery Chocolate Aura,,#215ae8,,01,10,04,Strappy Brown Sandals,red,07,,Brown Cargo Shorts,01,lizard,01
4114,3.3,NaN,0,https://alpha.art/t/9tLYb2d9mneoJqS3TcXChtyodtZ3TqtZtvnTGUU3L6KP,,,,,,,,,,,,,,,,
4160,2.5,4140,71.88,https://magiceden.io/item-details/8u1SXnGRj59iZ1eqz3sPboAkjQmtXCCe3Gre6usCSg9W,,Starstruck Aura,,#e2e2e2,,02,18,02,Yellow Boots,red,37,,Black Cargo Shorts,01,orc,
4162,2,9522,55.28,https://magiceden.io/item-details/G6CXGLzpJ6hzbuDaBJGS9zo4g3kEdqVJq8CkcCY2PfDM,,Yellow Stars Aura,,#87fff3,,01,19,09,Pink Flip Flops,blonde,07,,Red Baggy Pants,02,elf,
4163,2.75,4984,65.99,https://magiceden.io/item-details/6wtybsm9GL6gkfauJxK99LcAoiV6Pb3bfF1LZqepwsdD,,Platinum Card Aura,,#215ae8,,02,12,31,Beige Slippers,grey,28,,Brown Cargo Shorts,02,lizard,01
4168,2,8773,58.28,https://magiceden.io/item-details/GCuHEenkGe6uMpCTAvD2wrp9eJUfembuYuuqg5Xi9i9N,,Red Leaves Aura,,#232234,,01,01,16,Tall Black Boots,black,37,,Red Shorts,03,catfolk,02
4241,4.5,8064,36.13,https://alpha.art/t/HxDC7rb9xQ5mNQsL7jDxrajvwvXHFyMAbVgXj6ZLfkBT,,Orange Leaves Aura,,#85e8a9,,01,03,30,Beige Slippers,grey,36,,Long Gray Skirt,02,elf,
4269,3,7712,52.54,https://magiceden.io/item-details/C5pp83c3wtN4bhP9YYbLXWLhCV7P9KH1t5EQQcf2c2ki,,Balloons A Aura,,#232234,,03,18,15,Tall Black Boots,grey,14,,Black Cargo Shorts,01,elf,
4319,2.9,8022,52.3,https://magiceden.io/item-details/Hv79R7PtMoMYWEeQmAmEXU47H2FnYSeyHUqcxCxh3eCp,,Yellow Rose Aura,,#9641ff,,02,12,14,Red Flip Flops,grey,11,,Yellow Baggy Pants,02,orc,
4323,1.95,8806,58.65,https://magiceden.io/item-details/5qGRjMix37TQnBkUA6MEUXGJd5JMYdnjscASMfS1TXDf,,Purple Sparkles Aura,,#ff984a,,01,19,25,Gray Slippers,brown,36,,Purple Miniskirt,02,catfolk,01
4333,7,2870,31.98,https://alpha.art/t/4VNtogtJ5MPFKUgFbEe47mCuDz559MQofcM5e3MejYuw,,Purple Sparkles Aura,,#8ce647,,03,14,09,Red Boots,blonde,37,,Red Baggy Pants,01,lizard,02
4339,2.5,8908,52.74,https://magiceden.io/item-details/2VyuY74fBhyNXTWLsc5PvcY6qT5snbbLVbX9sZEsCtqh,,Shiba Aura,,#85e8a9,,03,06,12,Gray Sneakers,red,37,,Gray Pants,01,orc,
4365,2.45,3747,73.96,https://magiceden.io/item-details/Dkj26S98Pbk3FdTiCvLdeTkqrjva9zrYCLrqKUBDX1ho,,Yellow Stars Aura,,#85e8a9,,02,06,26,Blue Flip Flops,black,34,,Blue Plaid Miniskirt,02,catfolk,01
4408,2.5,9282,51.24,https://magiceden.io/item-details/FyBUyACi8JqtE8cL3tw6t7zNf27ynKvKTLsuNDBuBwEZ,,Purple Stars Aura,,#85e8a9,,03,19,09,Red Flip Flops,grey,04,,Red Shorts,01,orc,
4413,3,2815,72.2,https://magiceden.io/item-details/E6R1HYQuwMVLt6vvDs8WkZLSi4epK3xWjaegZPM8NPq7,,Octopus Game Guard B Aura,,#14c078,,01,14,24,Gold Heels,blonde,21,,Khaki Cargo Shorts,03,catfolk,05
4422,1.6,7701,66.59,https://magiceden.io/item-details/7LTibegfHRAzyxcTjLpGViPw3JU8ggyU4vrrpJLWgXeH,,Blue Rain Aura,,#ff99ef,,02,11,24,Blue Slippers,blonde,36,,Pink Polka Dot Pencil Skirt,03,orc,
4424,2.379,2410,80.04,https://magiceden.io/item-details/CzLvw33LKrD4NrJh145SVLVUkmPKMZdRYhk1XiEm8As1,,Purple Hearts Aura,,#85e8a9,,03,18,12,Tall Blue Boots,red,32,,Blue Pants,03,orc,
4459,3.5,4487,60.49,https://magiceden.io/item-details/AnhhU5EGhzQ47ArF15H8SKgW2PurK1WnPnX17edySUvy,,Octopus Game Guard A Aura,,#8ce647,,03,03,20,Blue Flip Flops,black,34,,Navy Jeans,02,elf,
4460,2,8540,59.22,https://magiceden.io/item-details/AsfyqNU987h37f6nnEvYRA4rsVZcGA6irmrhZsvp43vQ,,Scooter Aura,,#215ae8,,01,13,27,White Running Shoes,red,36,,Plain White Cargo Shorts,01,catfolk,02
4504,2.2,NaN,0,https://magiceden.io/item-details/Hx7HQt5yoE2c776JcTnGDnDJUgh74HYqphXFvbgytYSg,,,,,,,,,,,,,,,,
4537,3,833,80.16,https://magiceden.io/item-details/91GxA1zQwTWQNfGvacBWNXNBAHTSEc9oKbw3d9kSPUtj,,Orbs B Aura,,#f14345,,03,13,12,Tall Green Boots,grey,37,,Green Baggy Pants,04,human,
4539,2.8,7275,56.3,https://magiceden.io/item-details/Co6WT3gDVzsGtjKbdai8xngqFpn9NyR64Bu2HLW97uzV,,Colorful Weed Aura,,#e2e2e2,,02,19,14,Pink Flip Flops,red,11,,Gray Shorts,04,elf,
4600,2,9171,56.69,https://magiceden.io/item-details/4KGUGZn89dyeW91FhqhqDgwESrDJtwwmj2tPwLDEge4a,,Silver Stars Aura,,#9641ff,,01,01,06,Beige Slippers,brown,37,,Plain White Cargo Shorts,01,lizard,01
4698,2.33,3350,76.75,https://magiceden.io/item-details/BpofavybU3rvtooSJrTuBT1KTr2bb4cmnmziSJYqDWRy,,Meeko Chain Aura,,#14c078,,01,04,18,Yellow Boots,red,36,,Pink Bikini Bottoms,02,catfolk,04
4795,2.39,8667,54.81,https://magiceden.io/item-details/B5vDFM2PuumYtQS91eSWXEJfYf7mzWUCmeNLv84EydP8,,Balloons C Aura,,#ff8599,,02,07,02,Gray Sneakers,red,14,,Gray Shorts,02,elf,
4798,1.65,2150,88.37,https://magiceden.io/item-details/4PPKfXMRbPYPxG4bW9AFitoCAVZdoDyFnfUVeCGbdDsy,,Red Leaves Aura,,#87fff3,,01,19,16,Tall White Boots,grey,32,,Red Baggy Pants,01,lizard,02
4825,3,1277,78.37,https://magiceden.io/item-details/3sEQgc3xFEFeup3q45nThXDr6rjTYNQELBQnKtpGTfKM,,Octopus Game B Aura,,#87fff3,,02,18,18,Yellow Boots,red,36,,Long Red Skirt,01,orc,
4855,1.8,5926,71.71,https://magiceden.io/item-details/vo6XDoeqW573fneCjsa9ZsHLdVVwCRUR1XLuz7oGFF9,,Orbs C Aura,,#9ca4a7,,02,04,18,Beige Slippers,brown,34,,Yellow Leggings,01,orc,
4856,2,9774,54.27,https://magiceden.io/item-details/5RidiqAroM3UckprKEbEYviGHrrY9eTPYa6gxbCiCGT2,,Red Leaves Aura,,#e2e2e2,,01,04,02,Yellow Boots,blonde,37,,Red Baggy Pants,02,elf,
4884,2.49,2932,76.83,https://magiceden.io/item-details/DUQ9hYg9Pc514x8NocuR6VHZHJE3DKvzCHcLbpSBaQ6h,,Formal Sparkly Ruby Aura,,#87fff3,,03,07,03,Brown Flip Flops,blonde,37,,Red Baggy Pants,02,catfolk,03
4890,4,921,69.8,https://magiceden.io/item-details/E8UdiMJohBt711ff6CKHmahNgUxBCdESXdfKAsSpx1Ve,,Clovers B Aura,,#383838,,03,18,05,Strappy Green Sandals,black,37,,Green Leggings,02,lizard,03
4898,3.5,7922,46.7,https://magiceden.io/item-details/7YCeoJYJYvZfNwpvf6NS6iyKp4qMTvZZbMLLetu15Zz1,,Controllers Aura,,#9ca4a7,,03,18,10,Red Flip Flops,grey,37,,Red Cargo Shorts,03,elf,
4957,2,1210,88.64,https://magiceden.io/item-details/7xDDTXUSCeyKG452uapsKxAhfm1AX46QzmJE9Dw2pVcK,,Lucky Rainbow Aura,,#383838,,03,18,09,Black Boots,brown,37,,Black Cargo Shorts,04,elf,
4967,3,4436,65.69,https://magiceden.io/item-details/ArXgPxXNJhskHzE7e16uQCsQGk1ARkmZNk1FqbNyDhwy,,Controllers Aura,,#85e8a9,,03,18,23,Black Heels,brown,36,,Long Red Skirt,02,lizard,02
4983,1.7,6527,70.3,https://magiceden.io/item-details/E2MiuuSkknLspFWe9FstUK47rPbAx5k6sJnNbsjRWcp,,Gray Rain Aura,,#87fff3,,03,05,24,White Running Shoes,red,19,,Purple Miniskirt,01,orc,
4993,1.4,4541,81.27,https://magiceden.io/item-details/BBCxQqjdCufe4nZ3bKSS13TtUW2LcVkkEDzjrkCcADHh,,Orange Leaves Aura,,#85e8a9,,03,03,19,Brown Boots,brown,33,,Purple Bikini Bottoms,02,elf,
5016,2.7,6453,60.6,https://magiceden.io/item-details/HDfdwayjMechFkXPWwwpuCYBt7VeYHERkSs67HUQZpjd,,Scooter Aura,,#e2e2e2,,02,02,19,Strappy Red Sandals,red,28,,Red Baggy Pants,02,catfolk,03
5025,3.49,2673,67.87,https://magiceden.io/item-details/3BNuPommxS6ntNSYaLfd9PTZLWfj7gyBz22Jb6wXuS5P,,Pink Fairy Wings Aura,,#00d7f2,,03,19,23,Pink Running Shoes,black,30,,Gray Jeans,01,orc,
5075,4,6442,47.64,https://magiceden.io/item-details/95PrEYySAyBxjH1g7HwQhwGNzbAZis1S5eurWTdPJFPB,,Green Broken Glass Aura,,#ffaf2e,,03,10,11,Green Flip Flops,grey,04,,Khaki Cargo Shorts,03,orc,
5080,2,8737,58.43,https://magiceden.io/item-details/6ksiXKHJDxe83yWMawaLXArJcs6pKw61ecLPvuJKcw1J,,Purple Stars Aura,,#383838,,01,12,10,Blue Sneakers,red,37,,Blue Shorts,03,catfolk,03
5085,2.25,8242,57.92,https://magiceden.io/item-details/DsvqrvQYqygLvBE326PjWyCmEVvg1zkApc9wrUcUzLdv,,Purple Hearts Aura,,#232234,,01,01,10,Pink Flip Flops,blonde,37,,Red Shorts,01,lizard,01
5094,2.98,5520,61.54,https://magiceden.io/item-details/ECJuHtdXxUpCAdyV3AURDEtYUHzXBE2ECZb7i7ZqA3j7,,Red Flames Aura,,#85e8a9,,01,12,17,Red Flip Flops,grey,34,,Black Jeans,03,orc,
5126,1.65,6364,71.45,https://magiceden.io/item-details/4buuqqdF1wT2BgND2rgTYd2waBdGzC5599xrfDBJ1wUH,,Lucky Rainbow Aura,,#215ae8,,02,12,32,Strappy Brown Sandals,brown,36,,Long Red Skirt,04,human,
5143,1.96,7889,62.23,https://magiceden.io/item-details/72iyEQFdFXgkgFsBYGcpGqtMWeDRMSfRXf5vWxSn4LSb,,Balloons A Aura,,#ff8599,,01,13,06,Black Skate Shoes,red,32,,Black Leggings,02,elf,
5164,2,4612,74.99,https://magiceden.io/item-details/36BsG6REzSZaaCu6TVEBU5be81rjmY9ZWL8AMvHk5NJG,,Red Hearts Aura,,#9641ff,,01,11,02,Red Flip Flops,black,04,,Red Baggy Pants,02,catfolk,04
5171,2.4,5691,66.66,https://magiceden.io/item-details/8eKQo4dtgnjd5dxur3zJGYbMxA4oh87vprWo2JRwUjG8,,Rave A Aura,,#ff984a,,01,18,31,Yellow Boots,black,30,,Yellow Baggy Pants,03,elf,
5184,2.35,3254,76.94,https://magiceden.io/item-details/8dC1bzA9unBkDAqg2B54MVchF94vpLnEdydV5KkH4QRP,,Balloons B Aura,,#232234,,02,01,04,Gray Sneakers,red,37,,Gray Shorts,01,elf,
5210,2.8,2383,75.93,https://magiceden.io/item-details/AsD1i4u8MYPqxntowbQNfC1zsHZ9Y1SWTtRGfmLnouBy,,Rainbow Stars Aura,,#87fff3,,02,06,02,Brown Flip Flops,blonde,37,,Brown Cargo Shorts,01,catfolk,01
5215,2.65,7178,58.19,https://magiceden.io/item-details/FNpEYCcjHd6ARf46wtvcuHiryjpn1CAe2m3rsFzJnsDM,,School Graffiti Aura,,#215ae8,,02,,18,Purple Heels,brown,17,,Purple Miniskirt,02,human,
5236,2.9959,7169,54.76,https://magiceden.io/item-details/BNyDJ44P4r1WZbeq8ek1c5StZcvu1a6wa7NJtLiwgCjy,,Green Disco Aura,,#232234,,03,06,26,Gray Slippers,grey,35,,Gray Shorts,03,orc,
5268,2.2,4602,73.03,https://magiceden.io/item-details/6whUgkhN9auGu1Coaj4Xq7gkZsryen6SqcdTaLQanm1K,,Doodle C Aura,,#215ae8,,01,06,04,Green Sneakers,grey,32,,Black Jeans,03,lizard,01
5270,1.7,3191,83.69,https://magiceden.io/item-details/GzSiHsth33W56inaZhh4nSGXpDnzskPBck9dMMfGJ5Vh,,Maid Purikura Aura,,#85e8a9,,02,20,19,Tall Brown Boots,blonde,36,,Blue Jeans,02,elf,
5275,3.8,2391,65.9,https://magiceden.io/item-details/5TNJvx5NFDYaiS9kzgZ1F7YS4D32GgTc6dB2FRWkXYhZ,,Orange Leaves Aura,,#215ae8,,02,07,31,Gray Sneakers,grey,36,,Gray Shorts,03,catfolk,05
5279,4,5042,53.26,https://magiceden.io/item-details/Hdi9KwEHVMWu9dKTpFmXqVjXguzmayHYjWVviZ9RstLR,,Falling Money Aura,,#e2e2e2,,03,07,28,Blue Sneakers,grey,36,,Purple Miniskirt,04,lizard,03
5290,3,5468,61.55,https://magiceden.io/item-details/9rdv1PtHxGhS38ozwhoGwZVJ1Fbzc1mr1P33tGM8sKaQ,,Space Travel Aura,,#20cecb,,02,03,30,Blue Slippers,black,36,,Black and White Baggy Pants,04,human,
5291,2.8,7327,56.09,https://magiceden.io/item-details/2dQsWcVjgjhGvgqPwKNtHwJk9Z5DMJKvYmdu55PN1mH1,,Silver Stars Aura,,#215ae8,,01,06,03,Gray Sneakers,grey,32,,Gray Shorts,02,catfolk,04
5292,3.9,689,71.73,https://magiceden.io/item-details/BpYmnU7Q9jhUnnf4NhT9SnyGcrsY6g2u5S3voeUitr9z,,Silver Stars Aura,,#215ae8,,01,04,23,Beige Slippers,red,35,,Gray Pants,04,lizard,03
5313,3,989,79.53,https://magiceden.io/item-details/Hvub9xwJxXDFcVVgcZcYKA2Q79zrEfHR9CptHHCUTz5y,,Maid Purikura Aura,,#9ca4a7,,01,12,03,Black School Shoes,brown,37,,Black Pants,04,lizard,03
5320,2.5,5999,64.42,https://magiceden.io/item-details/7Lh5HjtBPnd5sWRjEEcAAXUMKT8G3PetBAWSt6V72WRp,,AA Gun C Aura,,#ff8599,,03,04,31,Green Flip Flops,brown,21,,Khaki Cargo Shorts,04,human,
5329,2.5,4676,69.73,https://magiceden.io/item-details/FNS2NpsHbBW2AeQGbnfFpinoVTxkzqc9awCtX9dpgJFn,,Blue Sparkles Aura,,#f14345,,02,11,17,Black Heels,brown,35,,Long Gray Skirt,01,elf,
5349,2,8499,59.38,https://magiceden.io/item-details/32wJZ8N9yvWkJLzYVk1Jc4CuviKCtv4Za3Ezdpk7KwTE,,Controllers Aura,,#87fff3,,03,02,13,Brown Boots,grey,11,,Brown Cargo Shorts,02,elf,
5350,2.2,4298,74.25,https://magiceden.io/item-details/Hq4S4CToae5Ca9ba81gHnzg7XAAuXD1vdtUs7Bk8hSdH,,Neon Circles Aura,,#14c078,,03,13,12,Green Flip Flops,grey,14,,Flaming Black Leggings,04,elf,
5376,4,NaN,0,https://magiceden.io/item-details/5NAvV94HhYUDm7j3iTiqQoc4TtxMZHPM6TGsqwQg4ejm,,,,,,,,,,,,,,,,
5385,3,3620,68.97,https://magiceden.io/item-details/f3ZsTdk372WmfExVB1RW2dGxEEJ2fFQST2NixwKYsD7,,Red Flames Aura,,#9641ff,,01,05,06,Red Devil Slippers,brown,37,,Red Baggy Pants,01,catfolk,05
5403,2.25,3410,77.31,https://magiceden.io/item-details/Gpz3D6Gxq7SFsEutN48zwLTYZ41FXXs5io2rMgDK76xe,,Black Hearts Aura,,#ff99ef,,03,13,09,Black Boots,red,14,,Brown Cargo Shorts,02,elf,
5407,3.5,9509,40.33,https://magiceden.io/item-details/5pQoZfjPRfqrFhPT6diXErt7uCJcc3LyiDjWASDMcYHt,,Red Sparkles Aura,,#9641ff,,01,03,03,Tall Green Boots,brown,37,,Red Baggy Pants,04,elf,
5440,3.99,1979,65.66,https://magiceden.io/item-details/2Rc7a8gSseoHCahgBdQD1ckBJveDCjpgXJviKF5U3AeZ,,Silver Stars Aura,,#87fff3,,01,14,28,Red and White Sneakers,red,36,,Long Gray Skirt,02,lizard,02
5452,1.69,5078,76.22,https://magiceden.io/item-details/Hu26o42PuAiD1hcCY8NtRBmXkjLnQAQRuQ2d5gRSKSFw,,Silver Stars Aura,,#215ae8,,01,,17,Tall White Boots,black,21,,White Leggings,02,catfolk,03
5457,2,7937,61.64,https://magiceden.io/item-details/B81qxqtL9Sgbd2DMrBRBpGqw78cUguLPxM4ZECFFpsWg,,Pink Sparkles Aura,,#00d7f2,,03,03,05,Pink Flip Flops,red,32,,Blue Shorts,03,orc,
5459,2.2,1465,85.62,https://magiceden.io/item-details/Gyoz2U4yoL133N87PGNtssu6SUfQYoKdEJvyZCrxr9iS,,Orbs A Aura,,#20cecb,,03,18,16,Blue Slippers,red,37,,Navy Jeans,01,orc,
5462,2.4,7118,60.93,https://magiceden.io/item-details/2XnexDaqmzfJakjq4WJdEBG8gdxXMztesNH5JdV4U6Be,,Red Leaves Aura,,#9ca4a7,,01,05,10,Red Flip Flops,blonde,11,,Tiger Stripe Leggings,01,elf,
5467,1.69,8128,63.97,https://magiceden.io/item-details/CQcfbH6qVfaiPnJB6DTUdoVPa3LKCDejjv6GBkxPBmJ9,,Yellow Stars Aura,,#9ca4a7,,01,07,16,Black School Shoes,grey,11,,Plain White Baggy Pants,03,human,
5475,1.8,7781,64.27,https://magiceden.io/item-details/F3PFZCgsX2z52LawCtv6vnjaHLHjjqtiYeVdxJA5ckny,,Gray Rain Aura,,#ffd864,,01,04,23,Strappy Green Sandals,brown,34,,Gray Pants,03,elf,
5479,1.7,5608,73.99,https://magiceden.io/item-details/7EG6UhwB169RNLscwKe2qWgmR3K5fH1V3bAeeXa28SJ,,Red Leaves Aura,,#85e8a9,,03,05,20,Pink Flip Flops,grey,17,,Red Pencil Skirt,03,lizard,03
5485,1.6,8189,64.63,https://magiceden.io/item-details/7D63pV5cjQueUXwrAgMp4HuuYxoKrHAaSvRjHW6iM1JX,,Purple Sparkles Aura,,#383838,,02,18,29,Tall Green Boots,brown,36,,Green Pants,01,catfolk,02
5530,2.9959,4761,64.43,https://magiceden.io/item-details/Cuqpuy29YVGiHKtSHWL2HcfKNZVk95GHRJ2eRxBnturf,,AA Gun C Aura,,#ffd864,,03,05,01,Tall Green Boots,red,11,,Khaki Cargo Shorts,03,lizard,01
5546,3.5,2811,67.22,https://magiceden.io/item-details/ARqmW8YxJnHbxSv47pjMqoq7VEUc3g2ERaApr5xCgZ5g,,Maid Purikura Love Aura,,#9641ff,,03,03,22,Strappy Red Sandals,black,30,,Red Shorts,02,lizard,03
5573,2.3,9810,51.12,https://magiceden.io/item-details/A2trTo4firyQjyNqj1JAjNiLPUp5ESEXfjVRx13yULS,,Party B Aura,,#ff8599,,03,01,07,Gray Slippers,black,37,,Green Shorts,03,elf,
5591,2,4581,75.11,https://magiceden.io/item-details/FzAxkybHCsbkZ1iFqQmTqn1UMXAnFfTRguAjFDyf3U4U,,Kaching Aura,,#9ca4a7,,01,07,15,Tall Brown Boots,red,04,,Brown Pants,01,catfolk,04
5595,2.79,8148,52.89,https://magiceden.io/item-details/DG5bQxibMb9DqiAxS8f6QLUFtuaGdspWoJY9k8EexQmU,,Octopus Game B Aura,,#ff99ef,,02,,14,Blue Flip Flops,blonde,37,,Blue Checkered Leggings,03,human,
5625,1.49,8732,63.55,https://magiceden.io/item-details/8FpjbPySBVwWnWjbqCkwQ8yLc4jS7M6LexjczyKyizhW,,Controllers Aura,,#e2e2e2,,01,13,22,Yellow Boots,blonde,33,,Yellow Baggy Pants,03,orc,
5655,2.5,2655,77.84,https://magiceden.io/item-details/7EbuobHqmxnokUMYg2tgSvEcppMYC19p3babhDd1mzLS,,Purple Hearts Aura,,#9ca4a7,,01,20,25,Purple Sneakers,black,36,,Blue Baggy Pants,03,orc,
5672,2.4,8484,55.44,https://magiceden.io/item-details/6UD89ChP6aok9sv3N4XEk4ZEKBJHNjG7QTKVgUfD19wa,,Thonk Aura,,#9641ff,,03,05,13,Pink Running Shoes,black,37,,White Leggings,03,orc,
5686,2.3,4251,73.44,https://magiceden.io/item-details/2xcWgQczfgH9q1DyTAi8zVJmW65NswGcbHtMeDe8pR48,,Broken Glass Aura,,#f14345,,02,20,28,Purple Sneakers,black,21,,Blue Jeans,02,elf,
5713,2.5,1651,81.87,https://magiceden.io/item-details/E92sXPQj9iHc21DWs78HynQ1cktgNy6wQBFPLJBVkpG9,,Blue Sparkles Aura,,#f14345,,01,13,03,Tall Blue Boots,blonde,37,,Black Pants,04,human,
5730,1.78,3550,81.45,https://magiceden.io/item-details/Fj5ABiddBG7YaZHVUdVbSSQTaKAXLNqHeEHEzEwcRj77,,Orbs D Aura,,#8ce647,,02,11,06,Red and White Sneakers,brown,32,,Plain White Baggy Pants,02,lizard,02
5732,3.25,NaN,0,https://magiceden.io/item-details/6vxnULy4XSiUk6eBCY9QpZrzRqPCRzLrRuEWyXJ8Gv9z,,,,,,,,,,,,,,,,
5733,3,4132,66.91,https://magiceden.io/item-details/6HQFbhPJCPyzG1bSNZrRbzNiPAenSDE9z7s47hR28nww,,Orbs A Aura,,#14c078,,03,01,18,Blue Slippers,grey,21,,Blue Shorts,02,lizard,02
5769,1.75,8024,63.79,https://magiceden.io/item-details/d9Z9nVeK6LqGwsHm4zmAMuNCsduNUufPru8dGgaqCtv,,Thonk Aura,,#232234,,03,04,10,Black Boots,blonde,37,,Plain White Baggy Pants,04,lizard,01
5773,3.86,NaN,0,https://magiceden.io/item-details/JCfsfYc1eTGvc7No8tpy8j3pDXXkCYYsRNZKGV2sAKR5,,,,,,,,,,,,,,,,
5793,2,3999,77.45,https://magiceden.io/item-details/Dde2gQ9hQ7ptdHPgz82PneeNBC6XtvoQXm2cPA7QbXNu,,Broken Glass Aura,,#20cecb,,02,02,20,Red Devil Slippers,black,36,,Blue Pleated Skirt,02,elf,
5812,1.45,6400,73.31,https://magiceden.io/item-details/54EnNPt2LWU3ir8h9sTeVcYDsZJbea8H2WAeowhLCPWR,,White Stars Aura,,#85e8a9,,02,13,22,White Running Shoes,brown,21,,Long White Skirt,02,elf,
