id,price,moonRank,💎 score (%),storeURL,Accessories,Background,Body,Cap,Earring,Eyes,Hat,Mouth,Shirt,Type
2595,0.82,2892,72.28,https://magiceden.io/item-details/ENpVso6FbGNibsQhsm2urbQLFMwBFhxxk4onmUnF6ufH,None,Pink,Blue,Trippy,None,Zombie,Crown,Monster,None,Light
2616,1.99,1749,71.02,https://magiceden.io/item-details/kSgRCvuKPnAYWorUzkWk5EorZpcbZ56NJRDeGAjAEbM,None,Blue,Normal,Zombie,None,Laser Eyes,Santa Cap,Mustache,Mushie Trackie,Dark
2633,2,434,82.94,https://magiceden.io/item-details/DU5eW4xkNDRgcZpC5Amm3QvqoSg7hdzGMoCTUdGGKqwF,Skull Pendent,Flowstate,Normal,Blue,Solana Ring,Normal,Beanie,Beard,Monk Robe,Light
2699,2,1204,75.9,https://magiceden.io/item-details/AaY5z8t3cpbYk6jARK28ZiJu281iFd4dj1F8jC9pdRQT,None,Stellar,Blue,Red,Lightning Bolt,Melting,Crown,Grin,Gray Hoodie,Dark
2738,1.09,2587,72.37,https://magiceden.io/item-details/8eyY1DmieVLfwQk2uJ5T7bhJJ8mVuf5f99Wjf5d3DhfD,None,Earthbound,Eyes,Blue,None,Eye Patch,None,Pipe,Simp Shirt,Light
2744,1.7,2429,67.71,https://magiceden.io/item-details/A8ZS8SPqUVUDJWCeKPpbYRNJ14RM4bnCfyTvEG12VYhx,None,Blue,Blue,Red,Solana Ring,Empty,Biker Bandana,Frown,Red Jersey,Light
2771,1.5,1481,78.37,https://magiceden.io/item-details/BQjzjfEbjG2yzKxTz7LhyYYmZe5xCri4dbbdvpXzip5C,None,Purple,Robot,Blue,None,Fire,Crown,Overbite,Red Jersey,Light
2792,1.6,3838,55.84,https://magiceden.io/item-details/EGn73Xb6vRnzF8fz7Er8QNgx1qdrFtvVqUoK2BDeh1gA,None,Pink,Normal,Blue,None,High,Biker Bandana,Goatee,None,Light
2793,1,1796,80.49,https://magiceden.io/item-details/4Vj9DYPv6VsbcEDVzeb8effvWXdwjMSQiaestwSTivdE,None,Stellar,Normal,Red,Mushroom,Melting,Beanie,Goatee,Biker Vest,Light
2797,1.5,266,89.47,https://magiceden.io/item-details/2fptJtxeJvYZsHASicgVCWUH2EKXgavA9Hkn7h5pw8X2,Peace Necklace,Purple,Golden,Robot,Solana Ring,Normal,Santa Cap,Laughing,None,Light
2842,0.99,3649,63.67,https://magiceden.io/item-details/Chj5kZxsnoBdtdS1tAuo2C5bkbJZfu56yRnLHvn1oyZf,None,Blue,Normal,Blue,None,Holes,Beanie,Goatee,Red Jersey,Light
2911,1.7,370,86.52,https://magiceden.io/item-details/5hPmDHe3fMPRrg99oWRnUhcGhdDsvEt3fPbSQst8fEup,Water Pendent,Stellar,Blue,Zombie,None,Hearts,Halo,Mustache,Black Suit,Light
2938,0.899,2748,72.81,https://magiceden.io/item-details/ehdowmcqcdBkBkj7mJcjvdH9Gz4K29T3HDrWtFnSax6,None,Flowstate,Robot,Golden,None,Holes,None,Laughing,Mushie Trackie,Light
2953,1,1257,85.42,https://magiceden.io/item-details/HQYtFQNyMgLici6Z2ZnGNAZYi2noVWV5inJhsjUPYudS,None,Orange,Blue,Blue,Lightning Bolt,Empty,Headception,Overbite,White Tank,Light
2964,0.8,3738,64.76,https://magiceden.io/item-details/7tjR5mD8HP3tYaAYV6Rr4RBaE3iQNnBSkKgLckdN8UZX,None,Green,Blue,Red,None,Zombie,Top Hat,Frown,Red Jersey,Dark
2976,1,2380,75.16,https://magiceden.io/item-details/EtVfj3H81Xj8UkJd9sxYTdvxscfLC7nvAprvcASzhPbt,None,Purple,Solana,Eyes,None,Dead,Top Hat,Goatee,None,Light
3047,1.35,4292,54.19,https://magiceden.io/item-details/BeeG91aX2zcwtYugLxHTa7zsW4CFiCbqt8S3R14o7HeM,None,Blue,Normal,Red,None,High,None,Grin,Robe,Dark
3090,2,22,86.7,https://magiceden.io/item-details/2MeEWvUBzUf2gQBJFYeoi2qAWZTsYFwmy9sLxFFi67ZH,Weed Necklace,Orange,Zombie,Golden,Ring,Dazed Glasses,Headception,Overbite,Weed Shirt,Light
3130,2,4346,47.2,https://magiceden.io/item-details/5Do6gFpX4QfVQPJ5SJJB3K7Pxxi7JzBHtjYYHo5WwpSW,None,Stellar,Zombie,Red,None,Normal,None,One Tooth,None,Light
3159,0.75,1995,81.18,https://magiceden.io/item-details/8GTVyx9pVUZqtd8HiRLPhG9b7AWXJvPRJhJY9hBL8r6S,None,Pink,Robot,Blue,Airpod,Dead,None,Grin,Blue Hoodie,Light
3164,2.4949,1311,69.98,https://magiceden.io/item-details/3nB2KLfhiYnUAKzmmykhDRtvbngfcKHh8CVyLwBA34ik,Skull Pendent,Purple,Blue,Red,None,Holes,Fire,Monster,Tracksuit,Dark
3200,1,3318,66.59,https://magiceden.io/item-details/DPU9E6wndbrceLwmZeNy5MmQMyK9atZMmcpNrzFoguYu,None,Pink,Normal,Red,None,Fairy Dust,Santa Cap,Smile,Weed Shirt,Dark
3223,1.99,537,82.09,https://magiceden.io/item-details/Hz5X8g3dfzjWqeN78mduFQ2Pz4JduPZGkdGqQ37LZQkS,Fannypack,Stellar,Blue,Red,Solana Ring,Zombie,Hippie Bandana,Smile,Blue Hoodie,Dark
3239,1,3424,65.62,https://magiceden.io/item-details/GsDM57av4eeiKfVmyrvKHDJPiFRfXTS1h9p36ZrSaAYB,None,Pink,Solana,Blue,None,Big Eyes,Crown,One Tooth,None,Dark
3278,1.2,797,87.62,https://magiceden.io/item-details/74M9Xbb5uTesDKDR3xzYmJLWHzYdst3ihRsQwUpxAyEj,Lightning Chain,Blue,Zombie,Zombie,None,Dazed Glasses,Smoke Ring,Normal,Yellow Hoodie,Dark
3281,1.09,3229,66.5,https://magiceden.io/item-details/4LDg5AnFtMEoePCX8GX4ByiqpfZTFoKQPKTMwTqCEAFa,None,Stellar,Golden,Zombie,None,Empty,None,One Tooth,Tracksuit,Dark
3303,2.4,76,82.21,https://magiceden.io/item-details/2G1Qt7YMtXybmnTMQwknYzDKKJkNkaqynr5sCSvVHHbE,Water Pendent,Green,Eyes,Zombie,Radioactive,Holes,None,Joint,Gunter Garb,Dark
3314,1.2,2463,72.4,https://magiceden.io/item-details/GxmmHFKUNJ33jDnHDQEb3acnHis3Zq9aZ6nRZaVFqZk,None,Purple,Normal,Red,Solana Ring,Normal,Hippie Bandana,Underbite,Red Hoodie,Dark
3316,0.79,3616,65.97,https://magiceden.io/item-details/6PweUx195CwdnEZwxmu8GXH4Ufh7EobxXndhhsQGCNXo,None,Blue,Trippy,Red,None,Normal,Hippie Bandana,Normal,Green Turtleneck,Dark
3333,1.7,2069,71,https://magiceden.io/item-details/8qS7Bst7tfS1sdubTtN5kx2vpNz3X7KuFGYffTMpkR7w,None,Purple,Robot,Blue,None,Big Eyes,Halo,Laughing,Black Suit,Dark
3357,1,4249,58.09,https://magiceden.io/item-details/F3VD59TQUxLnHedN5vCTw5TrnTbJEaB2fRQFgWKiSccd,None,Orange,Solana,Blue,None,Normal,None,Frown,Biker Vest,Light
3362,1.09,1294,84.18,https://magiceden.io/item-details/EQ4YgjbAa36XpP8zxP1qGA5cY8Nuq25DULJ6rD2rs6bW,Skull Pendent,Pearlescent,Solana,Zombie,None,Third Eye,None,Normal,Tracksuit,Dark
3369,0.85,3708,64.53,https://magiceden.io/item-details/Apnp6hdPitp4JmPCkK4sXCeNjn2ukUPVn7Vx1aEYuqrP,None,Purple,Normal,Robot,None,Zombie,None,Normal,Santa Turtleneck,Dark
3381,1.5,243,89.68,https://magiceden.io/item-details/FERKzigFsMSSd7DusLvyB6NgHcLi2Pqdv25faMH3M7YM,Fannypack,Earthbound,Eyes,Solana,None,Empty,Santa Cap,Tab,Weed Shirt,Light
3392,0.899,2014,79.51,https://magiceden.io/item-details/A6KbMFe1iZ6sgHvcapA5SqAS8c9zLaKvxV15DUXVsptQ,None,Earthbound,Solana,Golden,None,Holes,Santa Cap,Laughing,Black Suit,Light
3412,1.69,3385,59.08,https://magiceden.io/item-details/J9FAeBDsiJyxuj8HAys8gxNrEFkXu8BEoKfwfTLBWAvR,Weed Necklace,Pink,Normal,Blue,None,Dead,None,Normal,White Tank,Dark
3424,1.11,160,94.34,https://magiceden.io/item-details/BLa7bE48ay7cV95FV7j5dr9S1mn89F3YULFJqgSXK8FC,Weed Necklace,Blue,Zombie,Blue,Airpod,Trippy,Bird,One Tooth,None,Dark
3431,1.5,149,90.54,https://magiceden.io/item-details/EfVv1dfyTpZ8jdUGevxzVGL1z5UWFw3C4tGyRaKL6UTY,Skull Pendent,Pearlescent,Solana,Golden,None,Lightning,Biker Bandana,Mustache,Santa Turtleneck,Dark
3450,0.72,3115,71.25,https://magiceden.io/item-details/CaxKyCzxa7wCCXCv4fr4PmKid72ucQn1fAPtG7AmXF57,None,Blue,Blue,Solana,None,Holes,Biker Bandana,Frown,Weed Shirt,Dark
3456,2,947,78.25,https://magiceden.io/item-details/F8YEMao8dyPkLgWJGHCSG3ydZ64DQ9TPVgvXNDb9rR3R,None,Green,Zombie,Red,Weed,Zombie,Hippie Bandana,Underbite,Mushie Trackie (Purple),Light
3524,1.1,1154,85.36,https://magiceden.io/item-details/F4gPJ5phviuaftonhgp2JK1wE3MXZXiduSbrvbAc4mhv,None,Green,Normal,Red,Mushroom,Cool Glasses,Headception,One Tooth,Simp Shirt,Light
3529,1.99,1853,70.07,https://magiceden.io/item-details/2TetjDVecyMMoztNEJ7X4zP4oqdVB7hRfRr3xXjeCsfz,None,Pink,Solana,Trippy,None,Dazed Glasses,Top Hat,Frown,Mushie Trackie,Dark
3551,2.5,1069,72.14,https://magiceden.io/item-details/FTm9SV8VtJwLyqEEcVpHEVp8BgkXCtQ9E7nHcSX7hMHb,None,Purple,Blue,Robot,Radioactive,Zombie,None,Sown,Robe,Dark
3554,1,752,90.03,https://magiceden.io/item-details/EQKVYw4v824fchWWu7eRutWji4gWqjPaE9ug7tNJfoMV,Weed Necklace,Blue,Solana,Solana,None,Big Eyes,Beanie,Overbite,Santa Turtleneck,Dark
3574,1.8,2776,63.54,https://magiceden.io/item-details/4jyisQzWZMFynB8PYY78vcSdMkUokuA91qZ3Cr6MivNv,Skull Pendent,Pearlescent,Normal,Red,None,Trippy,None,Goatee,Yellow Hoodie,Dark
3616,1.5,1833,75.16,https://magiceden.io/item-details/6ugipPThch4FWMEe5pEcXjpABxyuwgL7PJ81W2hwNRBG,Weed Necklace,Blue,Zombie,Golden,None,Normal,None,Sown,Red Hoodie,Light
3620,1.6,2426,68.74,https://magiceden.io/item-details/7cbTn6e9vrMdcNrQsZrGr7BXJjMTFdSKp8UUHv7vjPaY,None,Pearlescent,Blue,Solana,None,Shy,Hippie Bandana,Goatee,Yellow Hoodie,Dark
3633,1.1,2369,74.26,https://magiceden.io/item-details/4H2XjCwc3aKjV3dvPjDym4UivqERYa75mb9zebEiQRac,Gold Mushie Chain,Orange,Blue,Red,None,Melting,None,Overbite,Mushie Trackie,Dark
3640,2.5,70,81.26,https://magiceden.io/item-details/Ht3DJWtEcVX2PwNUGBgHjPg9HG6ugPAmk2V1grCigK3Z,Lightning Chain,Orange,Robot,Red,Solana Ring,Empty,Blue Aura,Tab,Simp Shirt,Light
3663,1.3,167,92.37,https://magiceden.io/item-details/FRBqEbJ1fQLmYedQV8n4KDHnmGWbHPzMhSLxJ3St3MYy,Weed Necklace,Purple,Robot,Red,Blue Gem,Normal,Smoke Ring,Angry,Tracksuit,Dark
3666,2,802,79.57,https://magiceden.io/item-details/FetxLTE9viBrrkTnMVc8DrxTPMUVvSPkreBCqEKZH5TM,Skull Pendent,Orange,Normal,Trippy,None,Empty,Crown,Sown,White Tank,Light
3692,0.79,4379,59,https://magiceden.io/item-details/HD4NuVVxVswoQJ43nFbK2ZgvjvXGHfcQxmvphWxwE6tQ,None,Purple,Blue,Red,None,Shy,None,Grin,Yellow Hoodie,Light
3701,0.79,2427,76.83,https://magiceden.io/item-details/A8JgZLhY3moWmCCcwga3fF8US1sZ14n5wLSSrfm7FesN,Weed Necklace,Pink,Normal,Golden,None,Holes,None,Smile,Simp Shirt,Light
3707,2.69,478,75.63,https://magiceden.io/item-details/8KXYnJxLiJN2xthY4aERb5PUVzgkTQz2GU1BtH9Eu4vG,None,Green,Zombie,Blue,Weed,Laser Eyes,Hippie Bandana,Beard,White Tank,Dark
3708,1.339696969,2638,69.41,https://magiceden.io/item-details/WX6GdCYUzoknZzk8GYbaFcb52Qzf6vQGaerLgXQMkkd,Water Pendent,Orange,Normal,Red,None,Eye Patch,None,Frown,Monk Robe,Light
3728,0.99,1767,80.86,https://magiceden.io/item-details/9mrRJMk2UsZtSYssAtVuzWzEig9ru8vP6VPFrC93bRBj,None,Stellar,Normal,Zombie,None,Round Spectacles,Crown,Underbite,Mushie Trackie,Dark
3732,2,2847,60.89,https://magiceden.io/item-details/4Xxnf7y8zTXcDuA2n4mb4NCTcaRj27BFtrmgKfEbZ5ki,None,Earthbound,Blue,Red,None,Round Spectacles,Hippie Bandana,Sown,Red Hoodie,Dark
3749,1,3927,61.03,https://magiceden.io/item-details/6ne55aSuSD5iGf97j2SdyFuKnffqgbQYRAZK1BtUrMcs,None,Pink,Blue,Red,None,High,Smoke Ring,Normal,White Tank,Dark
3785,1.98,2209,66.92,https://magiceden.io/item-details/DNyHzB4jdbLxdCtaeRzYLcejZGiyhdY1cxvfc7HJDAhS,None,Pink,Zombie,Zombie,None,Normal,Crown,Angry,Navy Sweater,Dark
3795,0.849,4174,60.28,https://magiceden.io/item-details/2rrY8LHPxgbVbz89UeGN8cHVnNskz79M6Qjkz2JQL7PD,None,Purple,Golden,Red,None,Zombie,None,Laughing,Black Suit,Dark
3796,1.8,1993,70.69,https://magiceden.io/item-details/6WvujFfcHSg16kFeuwQth8sxbrukSpNksxNGdfJUV2Tf,Peace Necklace,Purple,Normal,Red,None,Trippy,Beanie,Pipe,Mushie Trackie,Dark
3832,1,902,88.66,https://magiceden.io/item-details/7GeqQYVyuKow9W8sMvuo5mMC6BN7o7FCgEfvEnRX88Ne,Skull Pendent,Green,Zombie,Eyes,None,Eye Patch,None,Laughing,Yellow Hoodie,Light
3836,1,1945,79.13,https://magiceden.io/item-details/EuaJYCkfVegBidRupsFV1JQ2fjmVR6oKbi6uV5Lxszb5,None,Green,Normal,Zombie,Blue Gem,Holes,None,Laughing,Simp Shirt,Light
3866,0.8,4053,61.88,https://magiceden.io/item-details/8pP9eznoF5eDhr6JyC95jN5umgry8o2mPyx4NUMaNNm4,None,Blue,Blue,Blue,None,Melting,None,Overbite,Mushie Trackie,Dark
3902,1.8,420,85.06,https://magiceden.io/item-details/Fw3MPsgsCRzPxFXsBKecndx84qTaHza1LC9CfFLi2s37,Weed Necklace,Green,Normal,Solana,Weed,Dead,None,Angry,Blue Hoodie,Dark
3934,1.9,340,84.79,https://magiceden.io/item-details/6DUDjd6xFLs7DwCWqwqrDXVcuhM1VCPHu5mRmnTCmrRk,Weed Necklace,Pink,Solana,Robot,None,Trippy,Crown,Joint,Black Suit,Dark
3979,0.7,788,92.7,https://magiceden.io/item-details/EsDwJ9UiSgeTJmr8TFFWubhs796vZzDmVHefmmtu1MJK,None,Green,Robot,Golden,Mushroom,Trippy,Beanie,Goatee,Yellow Hoodie,Light
3983,1,4052,59.89,https://magiceden.io/item-details/7NLdufZwuPuh8tKLRgsobsFMo6ggL3nmh2sL5kDSKu1M,None,Orange,Normal,Red,None,Shy,Beanie,Grin,Designer,Dark
3999,0.969,558,92.11,https://magiceden.io/item-details/429u23byysevqpVrASadnSY51h3GBCxJmMCqyhykU4eG,Weed Necklace,Pink,Normal,Trippy,None,Big Eyes,Crown,Tab,Tracksuit,Light
4008,1.1,1985,77.77,https://magiceden.io/item-details/3ogMTCADQgmc8kqhBETjdgezSCESvQesd3QRVbxMeJVa,None,Pearlescent,Blue,Eyes,None,Zombie,Biker Bandana,One Tooth,Black Suit,Dark
4009,1.69,3894,54.43,https://magiceden.io/item-details/6Lxn15DPJh2hVaqpKBCwGWBUjn2US46JN6C4k4X7Nkz5,None,Blue,Normal,Trippy,None,Zombie,None,Normal,Navy Sweater,Dark
4023,2.7,4172,41.79,https://magiceden.io/item-details/2LBBVTxUJgrWjQbh2tUegFVybuGq8tByTHdYmTreRz34,None,Pearlescent,Normal,Red,None,Zombie,None,Angry,Biker Vest,Dark
4035,2.5,1100,71.85,https://magiceden.io/item-details/G2APwaKw88s8ThCNDtv3y6oTfXkLZCjfoED9iBqWckrC,None,Flowstate,Blue,Golden,Radioactive,Dazed Glasses,None,Angry,Biker Vest,Light
4045,1.42,92,91.86,https://magiceden.io/item-details/F1HNdRFycSB97NRH7eS8d2c1Gey1gow8qqbW7RQatrJS,Gold Mushie Chain,Earthbound,Golden,Red,Blue Gem,Holes,Top Hat,Tab,Green Turtleneck,Light
4058,2,4133,49.15,https://magiceden.io/item-details/CkuyBX2WAK2dc5mnaoPATFNgfK6u8dvadej7TZe1qTAa,None,Pink,Normal,Blue,None,Third Eye,None,Joint,Black Suit,Dark
4083,0.9765,1858,80.16,https://magiceden.io/item-details/6A7C15gPZ1V3DzMEmRbpFVUq7smJYYdbRmmADixSTcLy,None,Pink,Zombie,Red,Weed,High,Hippie Bandana,Smile,None,Dark
4084,1,1373,84.36,https://magiceden.io/item-details/5KxBiPYqEXrhw6CE4ZuVaAowhhssKMmyTJHLAKarYckU,None,Purple,Golden,Red,Ring,Round Spectacles,Santa Cap,Pipe,Mushie Trackie,Dark
4096,0.88,3232,68.58,https://magiceden.io/item-details/5UPpVVrojjtb5zjJGHdXCSphACyBGqoZEM9nv2SMpMj7,None,Pearlescent,Normal,Solana,None,Shy,None,Monster,Plant Suit,Light
4098,0.99,2213,76.79,https://magiceden.io/item-details/8zzxpDS4azeJdMKQzLt9KcSmw7JxLYvtgzLca71XUV34,None,Purple,Zombie,Red,Mushroom,Normal,Beanie,Tab,Blue Hoodie,Light
4105,1.3,3245,64.26,https://magiceden.io/item-details/APTPzU1F7PvMLiYaNMarAV9bHKbChL6hQExJmhc9ej8G,None,Orange,Eyes,Blue,None,Hearts,None,Goatee,Santa Turtleneck,Dark
4119,0.899,3893,62.35,https://magiceden.io/item-details/4Me6imT2TdJZTpUUpERndNwUcjB3YHV89pJ7FdiGxCv4,None,Earthbound,Normal,Red,None,Round Spectacles,Juice,Frown,None,Light
4139,2.4949,1044,72.41,https://magiceden.io/item-details/7MZ1sXDknrZM7nkNKSV4pwe6KWbS6XAFrfrryLRb5Q3p,Peace Necklace,Green,Blue,Zombie,None,Zombie,Smile Mask,Underbite,None,Dark
4151,2.7,917,71.52,https://magiceden.io/item-details/jtoX3gab8UTnzbQdTxZw3U6XzsXDLE6c6tdCKV6oAr2,None,Blue,Blue,Trippy,None,Lightning,Halo,Overbite,Mushie Trackie,Dark
4152,2.7,1899,62.55,https://magiceden.io/item-details/FGXvCzSxsrNgsqWf2wJWmTgFauz3bkLAJsAHb3ajmHHf,Water Pendent,Purple,Zombie,Red,None,Cool Glasses,None,Smile,Plant Suit,Light
4157,0.9,3774,63.43,https://magiceden.io/item-details/EyudoMDqNDECC5uR5L3UYFNCJMsR8VgreViJdcbwraej,None,Stellar,Blue,Blue,None,Normal,Biker Bandana,Smile,Red Hoodie,Light
4179,1,3274,66.99,https://magiceden.io/item-details/Hs33t6ji7zLU5qUooTimM1gaExpmEEAZeDWFCDZhXMUv,None,Pearlescent,Normal,Red,None,High,Santa Cap,Grin,Weed Shirt,Dark
4181,1.3,3536,61.6,https://magiceden.io/item-details/3PTiJopT7DSX9tqzPfZ7BFNVUZjfDdNwRxLp7qyLrDi7,None,Purple,Blue,Blue,None,Big Eyes,Santa Cap,Joint,Yellow Hoodie,Light
4185,2,463,82.67,https://magiceden.io/item-details/9B2XosWjgMwHYzxhfDgg61vnJYJiHnj2LKDWEA7NdWV2,None,Pink,Trippy,Zombie,Ring,Melting,Santa Cap,Overbite,Designer,Light
4208,1.4,1052,83.29,https://magiceden.io/item-details/Dmu4yCmnv4xsDfg6th429VLQamta9QieHg6BUqhWCCJJ,None,Stellar,Blue,Solana,Ring,Normal,Biker Bandana,Angry,Simp Shirt,Dark
4281,0.85,2219,78.13,https://magiceden.io/item-details/3EW5913o1UbxRXXnFCKy87f5Yj6D2ZfEnNQqZFVXVemw,None,Blue,Zombie,Eyes,None,Melting,Beanie,Beard,White Tank,Dark
4299,1.44,4162,54.48,https://magiceden.io/item-details/4mJu523nvnyEGANAPYM3SCdFVqsYN6f8EVesJ92UG6D4,None,Orange,Blue,Blue,None,Normal,None,Goatee,Monk Robe,Light
4309,0.95,1876,80.26,https://magiceden.io/item-details/HoDfvSAMmeSWoZB1mcRJDGHQEMKjjurYEVqRJeffGB5j,Skull Pendent,Orange,Golden,Red,None,Normal,Biker Bandana,Tab,Green Turtleneck,Light
4310,1,1206,85.88,https://magiceden.io/item-details/BWa4mHEpBQjapLzGPd7HoZN13RWiCjrkt8YZRshEwQkM,None,Pink,Zombie,Golden,None,Third Eye,Bird,Grin,Weed Shirt,Light
4315,0.74,2543,76.27,https://magiceden.io/item-details/FbaDeK8mxyR9LS15Wc6uPrMZ8pSHUUd9aTMtxrFU8hHD,None,Pink,Blue,Blue,Lightning Bolt,Normal,Beanie,Frown,Red Hoodie,Dark
4318,1.75,954,80.69,https://magiceden.io/item-details/HY3zRAM59ukarfddYEgUTvZ7VAVZBcasjAaB7Qa6WibN,None,Flowstate,Blue,Red,Weed,Fairy Dust,Top Hat,Frown,Black Suit,Light
4321,0.9,2741,72.86,https://magiceden.io/item-details/9rWjbTVc6AAMC3Y9yogMrMGk2aKaii3Q4nNkqLKvBhur,Skull Pendent,Purple,Normal,Red,None,Dead,None,Underbite,Blue Jersey,Light
4322,1.39,2982,65.76,https://magiceden.io/item-details/2H8UyGikpm3Ehw9ecssyUa3XCmhmvpm2KgoaNy6bm9sw,None,Green,Solana,Red,Mushroom,Trippy,None,Normal,Blue Jersey,Light
4329,1.5,1681,76.54,https://magiceden.io/item-details/9e9PCv74TMGWK8EyT8EEGXUFbjsvj9ULxPd6DDUvmbRB,None,Blue,Normal,Red,Lightning Bolt,Melting,Top Hat,Goatee,Yellow Hoodie,Light
4342,1.8,2204,68.77,https://magiceden.io/item-details/8DVL7LdkivhVJpmFibazYgpeY2pgcqDCLVAoRiECtdCu,None,Pearlescent,Solana,Trippy,None,Fire,None,Angry,Black Suit,Dark
4346,1.5,1485,78.34,https://magiceden.io/item-details/CPcpZ7azb74fsDBJSTvCUnXzm9hg7sBKz24YBf2L14uq,Peace Necklace,Earthbound,Eyes,Blue,None,Normal,None,Underbite,Blue Hoodie,Dark
4350,1.88,406,84.39,https://magiceden.io/item-details/DvNhyZFRUujb3rbKynzFNXdAy99WAgtm2iNxuB84fYEF,None,Stellar,Zombie,Red,Solana Ring,Eye Patch,Fire,Underbite,Red Jersey,Light
4364,1.99,1624,72.17,https://magiceden.io/item-details/BrFouLU7YUqKkReFSb3eACeoSKih1GUCLhC9pPWzXyqQ,None,Pink,Golden,Golden,Blue Gem,Big Eyes,None,Laughing,Navy Sweater,Dark
4391,1.6,2818,65.16,https://magiceden.io/item-details/99Tf6iPZ9Ax558CF9ThATNe98fVth6WkdLq6XsNC6ArF,None,Green,Trippy,Robot,None,Dazed Glasses,None,Pipe,White Tank,Light
4394,1.75,341,86.29,https://magiceden.io/item-details/3EKWs2HSYCxjJ6tgeovQhvMujBPBVusJUZPTPyCx2AQz,Skull Pendent,Earthbound,Blue,Eyes,None,Round Spectacles,Top Hat,Grin,Red Jersey,Light
4397,0.8,4277,59.83,https://magiceden.io/item-details/9YMehBjze36zgYhKnqkomLaDCmvsxJuSBmSjcDsZPmgu,None,Pink,Zombie,Red,None,Empty,None,Beard,White Tank,Dark
4426,1.29,983,85.02,https://magiceden.io/item-details/EByjmx4XHEMHbVJFPyzxCtj3pt9Q2PpQdryGcigum59v,Peace Necklace,Flowstate,Blue,Red,Mushroom,Dead,None,Overbite,Mushie Trackie (Purple),Light
4428,2.666,703,73.82,https://magiceden.io/item-details/JADXhetkUXW7hHARCFW3m8fyR9TALu4d4L4E5r118WbY,None,Pink,Blue,Zombie,Ring,Trippy,Top Hat,Pipe,Plant Suit,Dark
