id,price,moonRank,💎 score (%),storeURL,Background,Clothes,Eyes,Glasses,Head,Neck,Piercing,Skin,Tusk,Wrist
4064,4.9,1682,56.34,https://solanart.io/nft/2kNZnGb5Kf1wT4DxxxAZrhuuzKPENVBVnG8u5HY6VPHT,Jungle,Green Suit,Joy Eyes,Black Glasses,Golden Crown,None,Blue Piercing,Chrome Babolex,Gold Tusk,None
4067,9,3397,0,https://solanart.io/nft/7iHMXKdn1jRUrJESEMoCz5bjQ1i8FCkJzSdUakD3ptvj,Paris,Green Suit,Stone Eyes,None,None,None,None,Golden Babolex,Gold Tusk,None
4068,18,2202,0,https://solanart.io/nft/G2PqzgBqJL5k7s5SL2Hxs4XZpMzV5b8FGgSb8fwpAKSj,Egypt,Fighter White Black,Joy Eyes,None,None,Moustache,None,Chrome Babolex,Gold Tusk,Gothic Bracelet
4069,7,3625,17.13,https://solanart.io/nft/F1ky9BhY8bMf4uoqwezgTFaHKQkz93hgcF73Hu45J4A3,Volcano,Sweat Short Triband,Base,None,Hay Hat,None,None,Chrome Babolex,Gold Tusk,None
4071,11,2392,0,https://solanart.io/nft/DN5NUpCcGk3J6x2ryBFYiscPHgmsoRQDRoHYqbBhRcN4,Green,Sweat Short Flames,Fear Eyes,None,Party Hat,None,Pad,Golden Babolex,None,None
4074,30,2429,0,https://solanart.io/nft/FxBVBfV66ZoG1ExHAHcNcsNPfDQq6pmatdVjAga1GQhe,New York,Solana Clothes,Angry Eyes,None,Golden Crown,None,Blue Piercing,Chrome Babolex,None,None
4075,9,3778,0,https://solanart.io/nft/CqSPsUQRR3iBs7n4B9rkKQv5LzLKYDkBMEA2irZkuKmS,Volcano,Courchevel,Base,Black Glasses,None,None,None,Chrome Babolex,Gold Tusk,None
4095,5.68,2210,43.59,https://solanart.io/nft/DjvFxsu6jndyKYxyaGpGDsYfh8LvBNdrabE1XJZUPeoF,Purple,Purple Suit,Stone Eyes,Rayban,None,None,Rings,Chrome Babolex,Gold Tusk,None
4099,9.6,1510,10.95,https://solanart.io/nft/7AUCV3pBMKB3FAPzNSiM5adxhCvFkzLAbUzCU2sjqd32,London,Anorak,Fear Eyes,Aviator Glasses,None,Scarf,Rings,Chrome Babolex,None,None
4108,20,3003,0,https://solanart.io/nft/46H9QCjjp4LWJmT8oS8HyxhK2N8EgR5m7Rsmg3nPZUvh,Chinatown,Captain,Base,Pirate,Blue Beanie,None,None,Golden Babolex,None,None
4119,19,1099,0,https://solanart.io/nft/ACcpkDczfdAF1bytxfrXcdAGV4a8iAMq3QDnCHRpvbo4,Green,LV,Dizzy Eyes,Pirate,None,None,Pad,Alien Babolex,Gold Tusk,None
4169,15,4156,0,https://solanart.io/nft/DgXvaQPAtJYutbKRRjFbQRPAn1hfczCMDTaP5ggagg7R,Purple,Kimono,Base,None,None,None,None,Golden Babolex,Gold Tusk,None
4178,14,1736,0,https://solanart.io/nft/FG6udoYjNQEGRw6FLdymshiogGvV4hTxs14oKkj7qdES,Volcano,Pyjama,Joy Eyes,Papy Glasses,Golden Crown,None,None,Golden Babolex,Gold Tusk,Rolex Pepsi
4195,27,3582,0,https://solanart.io/nft/5xyKwasStWRxMyqiJxNL1scnTS1KbUt9Fgg9bMw1MzK6,Red,Sweat Short Blue,Joy Eyes,None,Yellow Saiyan,None,None,Golden Babolex,Gold Tusk,None
4203,27,4268,0,https://solanart.io/nft/Fc1H4oMd5tN9aYJAdhUdx8qrDLVQ1QX3MqUDMiwxUzRt,Blue,Sweat Short Triband,Sad Eyes,None,None,None,None,Golden Babolex,None,None
4207,27,3504,0,https://solanart.io/nft/5ZAU2VBCiPkHdsgoZgpy1EGvpZBxWxDnm7CF4xET2bjE,Chinatown,Dungarees,Base,None,Golden Crown,None,None,Chrome Babolex,None,Jade Bracelet
4208,27,1923,0,https://solanart.io/nft/5T9grYVEtaeh8q6YGZsWXToCAy2h6fbcF87yEEY8mcz3,London,Warrior,Base,None,Solana Cap,None,None,Golden Babolex,None,Rolex Pepsi
4209,27,4026,0,https://solanart.io/nft/GJmcBDzPLqJ8c6QqXUXPew1TdG2WAYGPj2sh9D5xEiaX,Purple,Blue Green,Base,None,Red Cap,None,None,Golden Babolex,None,None
4216,25,919,0,https://solanart.io/nft/ELaBsZ7LMbPMppkQfACrMFWAhXKMmBWEPu9hkZKhq1wa,Chinatown,Black Suit,Joy Eyes,Heart Glasses,Blue Beanie,None,Piercing V,Chrome Babolex,None,None
4225,10,3359,0,https://solanart.io/nft/6gmQCQFhPwCPmc6zPwypYnuCBgRXP18gYwLbKfmGwojr,Purple,Fighter White Black,Base,None,Red Cap,None,Rings,Chrome Babolex,Gold Tusk,None
4235,25,797,0,https://solanart.io/nft/2uH6CUriB7qFBgMXqWdpTjuhZR12jRmLhnQrSt4W8zXu,Red,Kimono,Base,Black Glasses,Captain Hat,None,Piercing V,Chrome Babolex,Gold Tusk,None
4236,2.8,2080,73.61,https://solanart.io/nft/9tSZ5vYFA5vVhTN8Ve62pbAjxvkS4tUzxoD517W7BS6h,Red,Sweat Short Blue,Base,Pirate,Magician Hat,None,None,Alien Babolex,Gold Tusk,None
4239,4.95,1424,58.26,https://solanart.io/nft/5gsPPSTek9Y9cwrs67j2kzNwy2EtdjzPRw1trv9GrcXQ,Blue,Warrior,Joy Eyes,None,Red Beanie,None,Silver Piercing,Chrome Babolex,Gold Tusk,Gothic Bracelet
4242,20,3664,0,https://solanart.io/nft/2NHBdHkNS2zYRcx3vYPR4det738bHucVqiuRGkiSMExd,Volcano,Sweat Short Flames,Joy Eyes,None,None,Moustache,None,Chrome Babolex,Gold Tusk,None
4258,4.5,1512,61.93,https://solanart.io/nft/HRWu9pFbo3z3hNfQahCaX9Sp58zvCWofPUhE6N1znBFF,Egypt,Warrior,Joy Eyes,Papy Glasses,None,None,Gold Piercing,Zombie Babolex,None,None
4261,6,3951,24.08,https://solanart.io/nft/3eD4Dy7zjZhwLaucxQwvYbrNoxwqAF6QZKmGvi68MEWX,Yellow,Sailor Suit,Sad Eyes,None,None,Bow Tie,None,Chrome Babolex,None,None
4284,22,1333,0,https://solanart.io/nft/E8zcC6dXS63PckUnotUd4XKH6wtjKLh3s5PHLkdyUwTK,New York,Hippie Clothes,Angry Eyes,Viper Glasses,Bandana,None,None,Solana Babolex,None,None
4299,4,3311,50.08,https://solanart.io/nft/B7MEzGaW5zFBXkZjW2dBWo8QGF4QGN33LdTZ1QAZinCC,Purple,Babolex Sportwear,Joy Eyes,None,Inspector Hat,None,Rings,Chrome Babolex,None,None
4311,30,NaN,0,https://solanart.io/nft/2FKLBUDWDSaMBbtfMmXKZhNZhwhGfBygwA2ecME7wkEe,,,,,,,,,,
4357,10,NaN,0,https://solanart.io/nft/9KDZjuSSM5JCSTbZdfr1GdK7DuJVzJX6WL8oWnB8ZxFg,,,,,,,,,,
4373,3.9,NaN,0,https://solanart.io/nft/DxajDSJzBmzXmtVnbQ8ytjhMHt8CoFZvsn31kgwEsn8L,,,,,,,,,,
4376,9.9,NaN,0,https://solanart.io/nft/E2C2odmNzhpNBjKhmFCnuzyEiUDq8kufyaqM4FGiGTqq,,,,,,,,,,
4378,4.5,NaN,0,https://solanart.io/nft/78JCVkLz3y2zh7AX4PeMNWEK3KUri7aF5x6FuzJpNnZD,,,,,,,,,,
4395,14,NaN,0,https://solanart.io/nft/DQFZj2Garoh4Jk86UC4dtR2sWe1TgAUHhHwZbtnhGEhK,,,,,,,,,,
4405,3,NaN,0,https://solanart.io/nft/36vLymneQPJdYgFDDXdkfoYkr2jTgfGtqUCJGRKWcnGD,,,,,,,,,,
4408,20,NaN,0,https://solanart.io/nft/5UNHZEBXpSNuVDveVCipPRfqvQivznFXDDABc7YAejCx,,,,,,,,,,
4413,5,NaN,0,https://solanart.io/nft/TsQ2wG2HR2xmimgqEtnE2ruVo2iCi2gmT7dwHGA9fPG,,,,,,,,,,
4454,13.9,NaN,0,https://solanart.io/nft/Hk1vMziVFaVdbyRmXnqshpFANLxMafY92Tb8SPvoKwdc,,,,,,,,,,
4495,10,NaN,0,https://solanart.io/nft/8JT8Qi46Ri9EXfUkusGLPJbSQdVgg7x5wAEMKWGd7rKg,,,,,,,,,,
4508,8,NaN,0,https://solanart.io/nft/6wP13XTtue7vVzdXEsMMkaSsqp54zJgN6L4uqTSgiR7A,,,,,,,,,,
4520,11,NaN,0,https://solanart.io/nft/21AD6P1UAn1vybhpNkALNxwxDaeG4WK9VWRiqLq9PekM,,,,,,,,,,
4524,6,NaN,0,https://solanart.io/nft/3CaEf69QQj7ibpCuiwBHQmgJSvWQcHkyAeEbNupf7qgK,,,,,,,,,,
4525,4.2,NaN,0,https://solanart.io/nft/G4mvddMzhimvayLahsL15NdJebrTY2WcAAEJ7SPvxZJQ,,,,,,,,,,
4532,4.8,NaN,0,https://solanart.io/nft/ECSQDu5EDkCXG2uZhZFTkrwgEMSV4Qz8gzih821ZsDA,,,,,,,,,,
4540,6.5,NaN,0,https://solanart.io/nft/7SDumskhj2NZupfwPffaY16jJftAJgk4D8bphNnqpMVQ,,,,,,,,,,
4579,8.88,NaN,0,https://solanart.io/nft/DiJvWLwA4KRkqcMSQb9ePmFsK2TefKKGziCNUxYw2tqA,,,,,,,,,,
4582,8,NaN,0,https://solanart.io/nft/H7CyhfngoDWT6RaaMwxEtLFiEgAeDHNzJ1udDMEjc2SM,,,,,,,,,,
4583,15,NaN,0,https://solanart.io/nft/HGBRHoYChwpMbfpVrWWzn1C9a4JZBjxXaLCQkxUVFSBH,,,,,,,,,,
4591,4.45,NaN,0,https://solanart.io/nft/97AP1jwR2MaV3CSR23EfH8wXanPeECG5dp1g13kVj4fa,,,,,,,,,,
4661,30,NaN,0,https://solanart.io/nft/rXTdtwDeCRQsnDUKTRBcmt3vUnoqLTywjuJM6j67WhH,,,,,,,,,,
4685,4,NaN,0,https://solanart.io/nft/HaCWUX5qe3jk4MspFnZMCE7E2Pgvj8oT1MC749S9TZvx,,,,,,,,,,
4713,16.9,NaN,0,https://solanart.io/nft/6oPsmvH95n6CdbT8AkhoTQXmdMjUkE7MXWCrQFpSjPJj,,,,,,,,,,
4715,4,NaN,0,https://solanart.io/nft/J8WwPbffqq2a5LQhULZ7xq4b1Ru1u3adQSv54kjvwYzP,,,,,,,,,,
4739,4.99,NaN,0,https://solanart.io/nft/36Crx8TvZvQ2ycR8ATr22mFcnLAgUQK5tmMUzK6GNGtE,,,,,,,,,,
4932,9.99,NaN,0,https://solanart.io/nft/4AeqksMKXdLCJNV9XSXuhqfUvcsbSUWoavxF7QByymYZ,,,,,,,,,,
4970,5.25,NaN,0,https://solanart.io/nft/8QfaUgtVCHtwcrXhBWzqbxvfBhHiYRDWFZciYz5mtPPe,,,,,,,,,,
5191,7.5,NaN,0,https://solanart.io/nft/BW1MA7W9tTMCWHNwzRxwkxCoPcp4shXpXBVwjgUJ6wuG,,,,,,,,,,
5239,10,NaN,0,https://solanart.io/nft/Ee2qLYmipQ6E5xZmq91MVixVz7iSxZ1SxCyJxMA9Kurv,,,,,,,,,,
5259,4,NaN,0,https://solanart.io/nft/7AvMDuj1w6u85fwo8GEoTXrS7ARC3DFhmqp2BTkQK7oE,,,,,,,,,,
5268,7,NaN,0,https://solanart.io/nft/BPs4maw4Xh2rNJqHvGbUioTtf2zYJkKtqBEzuwBL2hNS,,,,,,,,,,
5352,10,NaN,0,https://solanart.io/nft/6eYH6J3J1LJpvbEjfhNSYTkFgcvqqoERN3va6dHJzdsT,,,,,,,,,,
5455,5.45,NaN,0,https://solanart.io/nft/HdaunvR5bXn4kLAhSMaFz7tPTdYjLvKAy85fqHxTELp1,,,,,,,,,,
5661,10,NaN,0,https://solanart.io/nft/6z9oUwfjBa6JYC7uqLtoB7Bv7kzKRUR1TKYge4sCoUUH,,,,,,,,,,
5693,4.45,NaN,0,https://solanart.io/nft/H1ciHoBZkVGTgadTb6bE9s2DvNvNtQmkjf6JMUrQpN6f,,,,,,,,,,
5881,10,NaN,0,https://solanart.io/nft/6sWi3ABpobKhBEpB4PeFNayLzMMmHGWaYtWx9k7Xvptb,,,,,,,,,,
5882,10,NaN,0,https://solanart.io/nft/66Q4fhH7m6uLp2fDrmMdGyGv574k8hdmrGup1zvXQQPc,,,,,,,,,,
