id,price,moonRank,💎 score (%),storeURL,Background,Clothes,Eyes,Glasses,Head,Neck,Piercing,Skin,Tusk,Wrist
3048,11,2669,0,https://solanart.io/nft/drn3ZoZFhKCtK92gntRUYaBNvPqCpAFdame74vkfLBJ,Red,Standard Green,Base,None,Punk Hair,None,None,Ghost Babolex,Gold Tusk,None
3053,8,1018,31.56,https://solanart.io/nft/HeWFtrKvZfREw9UnUGASXBreK2XprkpcjNzMqc69MF4F,Egypt,Courchevel,Dizzy Eyes,Pirate,None,None,None,Alien Babolex,None,Rolex Pepsi
3065,18,1855,0,https://solanart.io/nft/6GKTEKJrZToG1y5osh3U49Jd1Eutm8BoqhTzANVfoxuT,London,Red Brown,Blazed Eyes,None,Golden Crown,None,None,Alien Babolex,None,Date Just Golden Rolex
3072,8,3153,11.56,https://solanart.io/nft/4DtAaDExRnSfwwxY6wq6BSodNkX3QeNURN18aXLfTy5q,Green,Sweat Short Flames,Alien Eyes,None,Yellow Saiyan,None,None,Chrome Babolex,None,None
3080,19,2212,0,https://solanart.io/nft/7B2vg1K1PnYvwsjcvSBPCKwf6iFg5GQM2gVC6xChgUoV,Green,Sweat Short Blue,Angry Eyes,None,Inspector Hat,None,Pad,Golden Babolex,Gold Tusk,None
3081,18,3946,0,https://solanart.io/nft/7mW2RurjJEzYNKx7RTG57vChYHmz4Co7sYnuXvGcRKHd,Green,Sweat Short Triband,Fear Eyes,None,Party Hat,None,None,Chrome Babolex,None,None
3106,4.4,2470,53.96,https://solanart.io/nft/4SciGXk21uQctQ49JGzEriwmRNwsUtTt6s4HN3tWXuUY,Blue,Babolex Sportwear,Angry Eyes,Pirate,Rasta Hair,None,None,Chrome Babolex,None,None
3111,4.5,1522,61.84,https://solanart.io/nft/FkTTbDSDkGbLC2bXW9qa28Pav5PLy6p7yDAAz88hK4Kr,Yellow,Hippie Clothes,Joy Eyes,None,Punk Hair,Bow Tie,Silver Piercing,Golden Babolex,None,None
3141,12,4266,0,https://solanart.io/nft/4dZKM6oH1KiMa9RfGayV8nZvDSq8TrbMJH3Mru4ra3bp,Red,Fighter Black Red,Fear Eyes,None,None,None,None,Chrome Babolex,None,None
3150,14,1704,0,https://solanart.io/nft/EPwRXoXmUbusFbyTjRLFgdtSAJ2CD6patE4b91ZSv8fX,Green,Sweat Short Orange,Fear Eyes,Papy Glasses,Party Hat,None,None,Chrome Babolex,None,Rolex Pepsi
3162,6,1377,48.2,https://solanart.io/nft/A3CcRscm81wViCvKL8oDzSbnQaSL2Fp9yjTwjwdeZcwv,Yellow,Sailor Suit,Joy Eyes,None,Punk Hair,None,Smiley Retractor,Golden Babolex,Gold Tusk,None
3168,5,1640,55.73,https://solanart.io/nft/A1AgVhb7iKBwv8DRrYuERc3m5VZcZCn3wxFAwyo2sno3,Green,Red Brown,Sad Eyes,Heart Glasses,Golden Crown,Scarf,None,Alien Babolex,None,None
3172,22,2974,0,https://solanart.io/nft/CGeBfzQta26FRd2RVoA92scxwg6pTTPC131SirtGdpFj,Red,Green Suit,Joy Eyes,None,Blue Saiyan,Bow Tie,None,Chrome Babolex,None,None
3175,5.98,1717,45.21,https://solanart.io/nft/4nAeBfTm1kzViQZRo1krDyBc6Bdguap6mv9p1VmQcsHp,Purple,Dungarees,Base,None,Party Hat,None,None,Solana Babolex,Gold Tusk,Jade Bracelet
3181,3.2,2971,61.26,https://solanart.io/nft/G1R1Cj7a3YtypU26gjN1tmitKzZAGEouPaCkWctH5wr5,Volcano,Courchevel,Dizzy Eyes,None,Captain Hat,None,None,Chrome Babolex,Gold Tusk,None
3198,15,1143,0,https://solanart.io/nft/J1srX73Wm6UEPBaBRKZzTahauJd1eAkymq6jiQyWg2po,Red,Iron Babolex,Angry Eyes,None,Green Cap,Scarf,None,Alien Babolex,Gold Tusk,None
3203,4.5,3550,42.84,https://solanart.io/nft/BzKDoEPdnrhvKgR9gQzQHC5wdPatwwpkaz28o5rgdmoh,Blue,Dungarees,Joy Eyes,None,Punk Hair,None,None,Alien Babolex,None,None
3223,10,1976,2.59,https://solanart.io/nft/6jUWFdCQCDmo5kjzVPCkGorp3hswU7oxHusa5CXfBhSB,Jungle,Blue Green,Angry Eyes,None,Naruto Hair,None,None,Chrome Babolex,Gold Tusk,Rolex Pepsi
3232,2.9,2756,66.28,https://solanart.io/nft/4Uo6qejtafgjSM54xafrhUiYX6E7xsEcmiyrtGNerJkp,Green,Sweat Short Orange,Base,Disco,None,None,None,Alien Babolex,None,Jade Bracelet
3232,7,2756,25.28,https://solanart.io/nft/2ivWmEA6tjXaMRQuhAZnNL17UyCdgowPikjEs7bv9N6n,Green,Sweat Short Orange,Base,Disco,None,None,None,Alien Babolex,None,Jade Bracelet
3243,10,3961,0,https://solanart.io/nft/GH1NuwJQhTBP4uVQT5wLu4cLWx5U9bexPtQgw9Srt989,Yellow,Green Suit,Base,None,Magician Hat,None,None,Chrome Babolex,None,None
3247,6,2414,38.48,https://solanart.io/nft/EmybhEFzCj2Um1h2C5uoEbEtNyiM1F82Gs2VfKoJakjo,Yellow,African Wax,Base,Pirate,Golden Crown,Bow Tie,None,Chrome Babolex,None,None
3266,4,3365,49.57,https://solanart.io/nft/H7QoqAWHXj8yPgpSraqk1Y7x5pk4sXdEZd7zHnmchnk3,Red,Babolex Sportwear,Angry Eyes,Lazer Eyes,None,None,None,Chrome Babolex,Gold Tusk,None
3277,5,1432,57.68,https://solanart.io/nft/J9D98CFyGsGX84NLkRPbQBL3EDiEevWDXSYcmiMfLZye,Maya,Sweat Short Flames,Blazed Eyes,Butterfly Glasses,None,None,Silver Piercing,Chrome Babolex,None,None
3281,5,2325,49.32,https://solanart.io/nft/6xngYgP5M1KYrDeGBTdU7Fq9EckN5tGvJaKRBE1SbVt6,Yellow,African Wax,Sad Eyes,None,Solana Cap,None,Gold Piercing,Chrome Babolex,Gold Tusk,None
3304,18,399,0,https://solanart.io/nft/3cv5cRVL9EHTdgTRAEPm4kUD9pUfNYv7Wabs6skhiWhU,Green,Iron Babolex,Angry Eyes,Viper Glasses,Bandana,None,None,Chrome Babolex,Gold Tusk,Rolex Hulk
3307,4.5,2882,49.1,https://solanart.io/nft/5VT1299fAULxevXucYQi2Sy47pmDKqeaP4EHu3YMk1KP,Green,Blue Green,Sad Eyes,None,Blue Beanie,None,None,Chrome Babolex,Gold Tusk,Rolex Hulk
3338,5,1378,58.19,https://solanart.io/nft/5oaam8b8NxeRfRgCWestruSMh4XXsXMLyV8TCqeEmJkX,Red,Pyjama,Base,Rayban,Red Cap,None,Blue Piercing,Golden Babolex,Gold Tusk,None
3357,8,412,37.24,https://solanart.io/nft/4uVsuPjQogizQ8RFzP1iFphmhRnnUFYHbmoBT6QqzuvV,Volcano,Bathrobe,Base,Disco,Yellow Saiyan,None,Smiley Retractor,Alien Babolex,None,None
3359,7,3017,22.83,https://solanart.io/nft/ChmV1NTaQi2CngMnRZubaEZr1J6LW6BNJAGTG7ymC3MD,Yellow,Sweat Short Orange,Base,None,Magician Hat,None,None,Zombie Babolex,Gold Tusk,None
3398,9,3067,2.36,https://solanart.io/nft/Fx1wmLcEgStMqbXpVYJHkAFo4miKGYUvTyUffwxuQ18o,New York,Goku,Base,Black Glasses,Blue Beanie,None,None,Chrome Babolex,None,None
3423,10,731,14.25,https://solanart.io/nft/MPPBMn9uJK6Ed4ADQHxASa8JBVsCfV2294Y8fEUePKm,Purple,Sweat Short Triband,Alien Eyes,Heart Glasses,None,None,Pad,Golden Babolex,None,Gothic Bracelet
3428,11,2610,0,https://solanart.io/nft/DKxMSuHQvHrmGqZbyJZuyAdb3PxV6tWx6hbL3nP8KGL1,Maya,Green Suit,Fear Eyes,Viper Glasses,None,Bow Tie,None,Chrome Babolex,None,None
3431,4,1810,64.14,https://solanart.io/nft/HerWaxNcNypMvq5BFL5UjTdsev8kbEG2Tryg3x9xXJHH,Green,Sweat Short Triband,Sad Eyes,Black Glasses,None,Crown Chain,None,Chrome Babolex,None,Rolex Pepsi
3441,10,1010,11.64,https://solanart.io/nft/52KdevL1EpJ5E7Bam5BpgQMJsAGYQkegnUMAjJCS79SJ,Blue,Fighter Black Red,Fear Eyes,Disco,Hay Hat,None,None,Golden Babolex,None,Gothic Bracelet
3450,10,2774,0,https://solanart.io/nft/H6w3GnWGFP8GH9w5Jk9RifKs8CbG2bFBH94LkdF8cbnz,Jungle,Sweat Short Orange,Joy Eyes,None,Blue Beanie,None,None,Chrome Babolex,None,Date Just Golden Rolex
3456,8.88,1022,22.72,https://solanart.io/nft/3u6cXCtfv9iaFjehk1zi6nyApjH9NXsAA9nxknbhEcid,Green,Pyjama,Stone Eyes,None,Party Hat,None,Pad,Alien Babolex,Gold Tusk,None
3466,5,1358,58.38,https://solanart.io/nft/4nW3zHY2boqHwaAzzvrfpS6f6kbKYJkQFzX89sCetWjy,Yellow,Sweat Short Orange,Alien Eyes,None,Bowler Hat,None,Rings,Chrome Babolex,None,Jade Bracelet
3517,3.99,1310,68.93,https://solanart.io/nft/4cWcgkGyBeWZEAAbrc44K3n3JZ4ejfiJjZhDUKiTF62Z,Green,Diver,Angry Eyes,Rainbow Eyes,Pirate Hat,None,None,Chrome Babolex,None,None
3518,10.5,3296,0,https://solanart.io/nft/7VnJUdUYz13eZBDjzyiHutFFxeHsCytcZYGBqBegKbvh,Purple,Goku,Blazed Eyes,None,None,None,None,Chrome Babolex,None,Gothic Bracelet
3524,13,2419,0,https://solanart.io/nft/3A4BfjM9Lnz79ihE5URKC4daMY9BaFtrNipAqjLWSG94,Green,Diver,Base,None,Inspector Hat,None,Blue Piercing,Chrome Babolex,None,None
3530,25,2136,0,https://solanart.io/nft/2yVZKCsXr4QHiRmWD51XVaGDEVQkmW7mAMt8ZW9JRRtR,Yellow,Red Brown,Sad Eyes,None,None,Scarf,Smiley Retractor,Chrome Babolex,Gold Tusk,None
3540,8,4199,1.76,https://solanart.io/nft/AhbEkcpbpkr2CNootjtuektnyUJnZLjGfMoYBE4J4VwN,Green,Sweat Short Green Gray,Joy Eyes,None,None,None,None,Golden Babolex,Gold Tusk,None
3545,12,3243,0,https://solanart.io/nft/7YoRpuzsgm6BFVabSkVu3FV97BUgXyatnmshy9B3cXWW,Green,Purple Suit,Base,None,Yellow Saiyan,Scarf,None,Chrome Babolex,None,None
3550,10,2356,0,https://solanart.io/nft/Ch1NjyGSewhBuERFGs6kXbSKYgyTBXz18EjrTF4QW6R8,Yellow,Sweat Short Green Gray,Fear Eyes,Papy Glasses,Captain Hat,None,None,Alien Babolex,None,None
3565,17,4024,0,https://solanart.io/nft/F2UTuegKiz2qvAumQhaQC8xTnGj6JGMD8ba5oFnyLwPP,Purple,Pyjama,Joy Eyes,Viper Glasses,None,None,None,Chrome Babolex,None,None
3567,29,2902,0,https://solanart.io/nft/8D9vvJD7Yaz8ToDgoJPZ5xngBcjypuyaa5opKXa6yNJz,London,Sweat Short Blue,Joy Eyes,None,Punk Hair,None,Rings,Golden Babolex,Gold Tusk,None
3573,12,3745,0,https://solanart.io/nft/5s8bJ1XKU3jmwRH1ePLAtSqKkV3Pnj7AHJYY4TPZbMyT,Chinatown,Green Suit,Sad Eyes,Pirate,None,None,None,Golden Babolex,None,None
3574,30,2444,0,https://solanart.io/nft/ABbec8CXrqg5JtFG2tfMeBBd77wzmozPmAZx2vKeeRhv,Yellow,Hippie Clothes,Joy Eyes,None,Bowler Hat,Solana Chain,None,Chrome Babolex,None,None
3575,27,3225,0,https://solanart.io/nft/CWxjjuGh4QUvDvXvDiJ9kAECjvWsUU7LbWhHpW1aLfWA,Yellow,Warrior,Dizzy Eyes,None,None,None,None,Golden Babolex,None,Gothic Bracelet
3578,27,3306,0,https://solanart.io/nft/6BZhdWKt5qydcRHgEjrk4WB8Yak4t8HoJ7z892JgMTBD,Purple,Sweat Short Green Gray,Sad Eyes,None,Blue Beanie,Moustache,None,Chrome Babolex,None,None
3582,8,4044,3.21,https://solanart.io/nft/CNXQduBi1H5YyRdf6K61AoKP84zRkNtpT9m8D7Jbsv2V,Yellow,African Wax,Joy Eyes,None,Golden Crown,None,None,Golden Babolex,None,None
3588,5.1,2034,51.04,https://solanart.io/nft/4vu8K1bbXVYS1nk4XY4mJJ9vPEwm6MZpuWy7ZQzHzQPY,Green,Green Suit,Sad Eyes,None,None,Moustache,Silver Piercing,Solana Babolex,None,None
3590,7.2,2541,25.29,https://solanart.io/nft/4WXRptieRkquDmvBRBqvva4sc8DQMmuDP9wKhtuem886,Volcano,Red Brown,Sad Eyes,None,None,Scarf,Pad,Golden Babolex,Gold Tusk,None
3626,19,1064,0,https://solanart.io/nft/BcKvTwDJVELQFoTmTgiCcRMpkRn39tUjdsmeXQuD1zqg,Volcano,Dior,Dizzy Eyes,None,Red Cap,None,None,Zombie Babolex,Gold Tusk,Crown Bracelet
3651,9.9,705,15.49,https://solanart.io/nft/Dw6icaCG8TbBkvVzHsPZtu3JfKBRGxnvRRMWbUbVjrMF,Purple,Purple Suit,Angry Eyes,Butterfly Glasses,None,Scarf,Rings,Solana Babolex,None,None
3680,6,4244,21.33,https://solanart.io/nft/BbgKyBU7aZy1GQZyGBgcmEPkxgcn22cxsUC2uwibEAnf,Purple,Panda,Joy Eyes,None,None,None,None,Chrome Babolex,None,None
3686,4,1972,62.62,https://solanart.io/nft/9uCVjj5P6jbGHDJorREtgt9VPAATLYHPLJJYAUoNsdPt,Green,Anorak,Joy Eyes,Viper Glasses,Red Beanie,Scarf,None,Chrome Babolex,None,None
3688,22,3484,0,https://solanart.io/nft/HQTkdA1yw7zJnZTS4J1iPzWaiKDCMnz6A3T2Kk5Crg3o,Egypt,Sweat Short Green Gray,Angry Eyes,None,Golden Crown,None,None,Alien Babolex,None,None
3691,29,2658,0,https://solanart.io/nft/CK2omaQJk3CD4eZTDUutMRpULmYyMcJkZTH73oruwDqB,Yellow,Diver,Fear Eyes,None,None,Solana Chain,None,Chrome Babolex,Gold Tusk,None
3704,15,3915,0,https://solanart.io/nft/Ew9BSMCsL3H1KR2fnVJUSBfKnHXgw4HZvPKsigKaxXLJ,Purple,Captain,Base,None,None,None,Silver Piercing,Chrome Babolex,Gold Tusk,None
3716,18,2259,0,https://solanart.io/nft/3NGMGpfnaNn249odNJ445McNM3akBp7ibUpHSNEVhDWQ,London,Hippie Clothes,Dizzy Eyes,Viper Glasses,None,None,Rings,Golden Babolex,Gold Tusk,None
3722,21,1768,0,https://solanart.io/nft/FixNLYymDZLamXxjwGGyMByBH1aVhU5fUHurqQuchHWQ,Purple,Kimono,Angry Eyes,None,Bowler Hat,None,None,Zombie Babolex,None,Gothic Bracelet
3726,20,1174,0,https://solanart.io/nft/urZV3Wg6qPheLVTDmDBr386z3DZnXcxLA2F5Jt8N4NU,Blue,Bathrobe,Fear Eyes,Pirate,Mouse,None,None,Chrome Babolex,Gold Tusk,None
3727,6,3804,25.46,https://solanart.io/nft/5cDJXe4nTx5NG5MoKHLad1j56B1ZNPoXMssSbmHx1QEx,Red,Sailor Suit,Sad Eyes,None,Golden Crown,None,None,Golden Babolex,Gold Tusk,None
3728,6.5,3369,24.53,https://solanart.io/nft/7Y1bV23reapbL7Vs4iFM7UU193WNYDQk79AjmAL4EiX9,Purple,Panda,Base,None,Top Hat,None,None,Zombie Babolex,None,None
3731,5,3486,38.44,https://solanart.io/nft/GJMt5evjt5xRN7pRK9AzhVjdjEtngWshEsAJX6atHBSU,Green,Green Suit,Base,None,None,Bow Tie,Gold Piercing,Chrome Babolex,None,None
3732,5,3796,35.53,https://solanart.io/nft/AuMDMEbRV3dGLQve6KzMp9KjCDd7HF94Jz3fQeyad9Fq,Blue,Pyjama,Dizzy Eyes,None,Inspector Hat,None,None,Chrome Babolex,None,None
3735,8,3872,4.82,https://solanart.io/nft/42MKBw9zw5XQXwLtTqQdchPFgfxDQG7Sdi6Qahh4UohG,Purple,Babolex Sportwear,Angry Eyes,None,None,None,Silver Piercing,Chrome Babolex,None,None
3742,16,906,0,https://solanart.io/nft/VoTvNkshzafv7Z6eATuG77LVn2TXSCdHsPDPcH9hoSB,Chinatown,Green Suit,Fear Eyes,None,Bowler Hat,Moustache,None,Alien Babolex,None,Crown Bracelet
3744,4.6,4027,37.37,https://solanart.io/nft/zk5Uu1AkXWRjjbUEGoF79e5Kiwwr1t48Fof9gdABcuV,London,Black Suit,Base,None,Golden Crown,None,None,Chrome Babolex,Gold Tusk,None
3745,6,2744,35.39,https://solanart.io/nft/F8i4xkz3Y8mvf4U99s59bbrQ4aNaLSSVqkuszFUZmcmR,New York,Blue Green,Angry Eyes,Black Glasses,None,None,None,Golden Babolex,None,Gothic Bracelet
3752,25,666,0,https://solanart.io/nft/12LUdYRRUxMMzwZ6kTDyuaLvTmCa12ig14KfrVgFaszH,Volcano,Red Brown,Fear Eyes,Black Glasses,Solana Cap,None,None,Chrome Babolex,None,Double Rolex
3762,4.85,2445,49.69,https://solanart.io/nft/4HhjwteyxktmAYuUQQteb6CDkJShPJ2ZK1y6SXg8FNAq,Blue,Warrior,Dizzy Eyes,Viper Glasses,Blue Beanie,None,None,Chrome Babolex,None,None
3769,6,2706,35.75,https://solanart.io/nft/DXtMQapfg8vBDp8qhT6PSGD67muFGz9M3SL2o9R93MzC,Space,Sailor Suit,Sad Eyes,None,None,Bow Tie,Rings,Chrome Babolex,None,None
3771,9,4108,0,https://solanart.io/nft/GVyZi2CypthhTRGip81LiMkLygJw5DCVMxUBSZYBeVsw,Purple,Standard Green,Base,None,Golden Crown,None,None,Chrome Babolex,Gold Tusk,None
3777,20,1608,0,https://solanart.io/nft/5ecYAvKhCTrHa4cmH14VQkMqAsuxpvz3yM3AMGj1kYQD,Purple,Pyjama,Sad Eyes,None,Naruto Hair,Scarf,Silver Piercing,Chrome Babolex,Gold Tusk,None
3792,19,2577,0,https://solanart.io/nft/ERbRsa3znwkiiu8gQyeASRHkqxmYztvMAsB6X2KfVNRe,Purple,Captain,Base,Rainbow Eyes,None,None,Rings,Chrome Babolex,None,None
3794,4,2422,58.41,https://solanart.io/nft/FiRiLzRthZjRd1gwfYysVrRZqNv3CFdK8vv6JpKiNqW,Chinatown,Bathrobe,Base,None,Party Hat,BTC Chain,None,Chrome Babolex,None,None
3796,7,2548,27.23,https://solanart.io/nft/CcJn5yghEDhoD1o3ruxEbgjahs5qT1FxU5hUs6BJ79Y9,Blue,Sailor Suit,Base,Viper Glasses,Rasta Hair,None,None,Chrome Babolex,Gold Tusk,None
3801,9,3587,0,https://solanart.io/nft/6MQB3hFqcxjx8SoP2rTZ5ja7GGB4UnLKkRCkTFvCGU9a,Maya,Pyjama,Dizzy Eyes,None,Red Cap,None,None,Chrome Babolex,None,None
3802,5,2592,46.81,https://solanart.io/nft/2C2FrPTasU3raCG2vxKvxCgrDAJv2JsEPpYjqY8WJ8x4,Volcano,Standard Green,Dizzy Eyes,None,Red Cap,None,Silver Piercing,Chrome Babolex,Gold Tusk,None
3806,25,3342,0,https://solanart.io/nft/3xNs8VrgzGK9zRqUJGtmkARz7uiSMV5squAXbw1ESgSd,New York,Red Brown,Sad Eyes,3D Glasses,None,None,None,Golden Babolex,None,None
3809,15,1832,0,https://solanart.io/nft/27ZLmhkr7E1auaMQ8YLqTNf8PmS4com46AmMyim9xKpu,Blue,Sweat Short Triband,Sad Eyes,Black Glasses,Blue Beanie,Bow Tie,None,Golden Babolex,Gold Tusk,None
3812,7,1994,32.42,https://solanart.io/nft/CQsNY5NRB8rugWBfrntbAwtYtAqbR51y43Wr3Ko7tHCD,Yellow,Pyjama,Blazed Eyes,Monocle,Captain Hat,None,None,Chrome Babolex,Gold Tusk,None
3814,11,2783,0,https://solanart.io/nft/2UCBbLe3uCfi1g7zM5PYkTT5XhFHYmiXDtpupi4igRVc,New York,Blue Green,Fear Eyes,None,Red Cap,None,None,Chrome Babolex,None,Rolex Hulk
3850,13,1455,0,https://solanart.io/nft/BF3yzYnw9grNK9L2FVoH3TJ1hLpmzQqypax71PATYpbY,Chinatown,Black Suit,Joy Eyes,Lazer Eyes,Golden Crown,Bow Tie,None,Golden Babolex,None,None
3852,3.99,1894,63.45,https://solanart.io/nft/5YrLv6sreWwfmeieRfQBUiRtZfjifKrQTwFdsFv2HnzX,Volcano,Pyjama,Angry Eyes,Papy Glasses,Red Beanie,None,Pad,Chrome Babolex,None,None
3853,20,1820,0,https://solanart.io/nft/JDDPCL3uvcC9DQLRGiJr8XVFQopEtyfoMEQrGTcqjsXD,Green,Courchevel,Base,None,Solana Cap,None,None,Alien Babolex,None,Crown Bracelet
3882,7.9,3084,13.2,https://solanart.io/nft/DSuX3QXPFZxzFfUFRyRSxrk9jFd93V8Yf45BmRJVqnSv,Volcano,Fighter Black Red,Base,Viper Glasses,Punk Hair,None,None,Chrome Babolex,None,None
3883,4,2489,57.78,https://solanart.io/nft/BGUBzBnDMrzDtDhwsdm4R4N8TFTT4QBSynGtXZqHyAxx,Blue,Standard Green,Blazed Eyes,None,Red Beanie,None,Gold Piercing,Chrome Babolex,Gold Tusk,None
3890,8,637,35.13,https://solanart.io/nft/CwkN6Ybpb6GjB3WDUme5xHFNUnDyVf8Sd8WVYhoFYX2c,Green,Fighter Black Red,Fear Eyes,Papy Glasses,Blue Beanie,Solana Chain,None,Alien Babolex,Gold Tusk,None
3907,5,1787,54.36,https://solanart.io/nft/4C7nHCu78uXKcdiygGUY8CjPZARP6L8sd3vmvfwH7FYv,Red,Sweat Short Blue,Joy Eyes,Lazer Eyes,Bowler Hat,None,None,Chrome Babolex,None,Crown Bracelet
3918,3.99,2960,53.47,https://solanart.io/nft/5oiRCkJMxVNPBsXDn5FseKbC6zrHUwVweKhnYgp31uMW,Blue,Sweat Short Orange,Sad Eyes,None,None,Fat Beard,None,Alien Babolex,None,None
3923,4.5,2536,52.34,https://solanart.io/nft/6N12UPWGFcHNYZGK4QQF3467KrtULb1vxQAkjvsPzCWM,Chinatown,Sweat Short Triband,Joy Eyes,None,Golden Crown,Scarf,Rings,Golden Babolex,None,None
3924,8,1385,28.12,https://solanart.io/nft/B5gSvi1gdpmSk7pWdJhVfiLcJKQb8gwPW73iFobNxoB4,Space,Kimono,Base,Black Glasses,None,None,Gold Piercing,Zombie Babolex,Gold Tusk,None
3926,19,2837,0,https://solanart.io/nft/HPm9iiWeTdWWKbBwbaEPbUhDjhWHnNRK8gxe13Uiv1JS,Blue,Anorak,Alien Eyes,None,None,None,None,Chrome Babolex,Gold Tusk,Rolex Pepsi
3944,5,796,63.64,https://solanart.io/nft/APXDBeT1aqT3hrbLYvS8g9rFyZKemMLJHbs7beXUh2iB,Paris,Sweat Short Orange,Alien Eyes,Papy Glasses,Green Cap,None,Rings,Chrome Babolex,Gold Tusk,None
3945,5,837,63.26,https://solanart.io/nft/86trDru2fyHvfoyyRY2SdDZkVgeyQtEf4p9CRD3ikVVM,Blue,Dior,Dizzy Eyes,None,Naruto Hair,Scarf,None,Golden Babolex,None,Crown Bracelet
3952,4,3785,45.64,https://solanart.io/nft/81WLCaYQvn6K1WUEb8JxmWvPHjpohEuLGSfScDqEWGMD,London,Red Brown,Base,None,Rasta Hair,None,None,Golden Babolex,None,None
3953,5.25,3529,35.53,https://solanart.io/nft/6n1tJscaLdbynZfz9aEuWyY6RLJsh4K6xbdGF7yy2RiR,Paris,Fighter Black Red,Base,None,Top Hat,None,None,Golden Babolex,None,None
3955,28,2383,0,https://solanart.io/nft/96XzXKGfdMtrXB48axx2ffutLoUwp8BUMLeNGCRXSAfx,Jungle,Standard Green,Joy Eyes,Rayban,None,Bow Tie,None,Golden Babolex,Gold Tusk,None
3965,5,4064,33.02,https://solanart.io/nft/AA1j2UKGQQCH2tUGKkkoV3JVn4hajHgbN2g3RD5Jcise,Volcano,Blue Green,Joy Eyes,None,Golden Crown,None,None,Golden Babolex,None,None
3970,10,2371,0,https://solanart.io/nft/6hM3Teos1Pb7JAusxDfhR57tCYgz1YLYexpaDSb7Msi7,Chinatown,Babolex Sportwear,Fear Eyes,Monocle,None,None,None,Chrome Babolex,Gold Tusk,Crown Bracelet
3977,6,1395,48.03,https://solanart.io/nft/915VPEwAS4RRCfyPrk4ujuCCgYLAnTtECT5dDKGZJrab,Red,Sweat Short Green Gray,Base,None,Green Cap,Scarf,Gold Piercing,Chrome Babolex,None,Gothic Bracelet
3979,18,982,0,https://solanart.io/nft/G19afezfFeqAvujK9g6ejqrbYrPXZ8Cukj7XsyvP4dPw,New York,Warrior,Alien Eyes,Rayban,Bowler Hat,None,None,Alien Babolex,None,None
3989,30,2312,0,https://solanart.io/nft/DFXm61g3tJSfkVSiTHD3LCqgLchDfHcPuN26Nst3Dsxy,New York,Sweat Short Green Gray,Sad Eyes,None,Inspector Hat,None,None,Golden Babolex,Gold Tusk,Gothic Bracelet
3999,8,3878,4.76,https://solanart.io/nft/6BsRV7vazANyikSia1wZ1mp8v2CGTAsVTCNZvSin66MF,Chinatown,Red Brown,Fear Eyes,None,None,None,None,Chrome Babolex,None,Jade Bracelet
4008,20,3452,0,https://solanart.io/nft/5Ted5u6EwupFyHhkyCxwbtjNEzqKvVsPCNbmuQkMrisp,Maya,LV,Base,None,Blue Beanie,None,None,Chrome Babolex,Gold Tusk,None
4009,9,2655,6.22,https://solanart.io/nft/H7XtEZqBDydrwUp13Z8E1oes9gYLeTerrqfUvDg86Lq4,Blue,Panda,Angry Eyes,None,None,None,Rings,Chrome Babolex,Gold Tusk,Crown Bracelet
4010,9,3218,0.95,https://solanart.io/nft/9U8pFRv6tCH9gut5jnaS2Cy3quDBFk7ey8nf3VgNh5nP,Volcano,Pyjama,Joy Eyes,Black Glasses,None,None,None,Solana Babolex,Gold Tusk,None
4011,12,3438,0,https://solanart.io/nft/AqGyY8REc6DJxdHxf1CN9bR6pnKmFc5DqJ6et7V6SKnR,Green,Green Suit,Fear Eyes,None,None,None,None,Golden Babolex,Gold Tusk,Rolex Hulk
4012,15,2009,0,https://solanart.io/nft/6UFtgvUL9JQrB7L3CRxGRVkCYKDWDoqMiPCYeN4wr5ng,Green,Sweat Short Triband,Joy Eyes,Black Glasses,Solana Cap,None,None,Solana Babolex,None,None
4013,12,3788,0,https://solanart.io/nft/BXmAzo1mpWKjSWTDtwvyGZqFKLNep4jqxwXkH1sL6Vdm,Yellow,African Wax,Joy Eyes,None,Magician Hat,None,None,Chrome Babolex,None,None
4015,9,2531,7.38,https://solanart.io/nft/6gGq1krxc24dXViF1DeVVs6o3ch7NGqNMU4sN6S4mDRU,London,Purple Suit,Joy Eyes,None,Inspector Hat,None,Gold Piercing,Alien Babolex,None,None
4016,15,1315,0,https://solanart.io/nft/DLqCeFzVRMCZpDEqSJuFsDP738UUV2uNxe7kJrtHYNXY,Jungle,Pyjama,Fear Eyes,Disco,Yellow Saiyan,Scarf,None,Chrome Babolex,None,None
4018,3.99,4169,42.14,https://solanart.io/nft/7N58MPgHFdrndoBitn2KY3K6ua7Ww6cYipiH2mdnHTUN,London,Sailor Suit,Base,None,None,None,None,Alien Babolex,None,None
4039,3.95,1837,64.39,https://solanart.io/nft/5an77ChNJ6YbujHLbweN2HXLRtvBLGMocjnJXESrji1F,Red,Fighter Black Red,Base,None,Bandana,None,Rings,Chrome Babolex,None,Date Just Golden Rolex
4045,19,486,0,https://solanart.io/nft/FZNrbH9r2WuGCc2M6myUBy51vGyZMG4c4Md6uKtaiTY5,Red,Dior,Base,Black Glasses,Green Cap,Moustache,Pad,Chrome Babolex,Gold Tusk,None
4048,8,1342,28.53,https://solanart.io/nft/2CYsLqsWQ3YkKwKT6HqhBKsL8s9w7dC1BsXX1T5Sjtt2,Volcano,Blue Green,Fear Eyes,Viper Glasses,Punk Hair,None,None,Chrome Babolex,None,Rolex Pepsi
