id,price,moonRank,💎 score (%),storeURL,Background Color,Beak Color,Chain,Ear-ring,Face Tattoo,Favourite rapper,Head accessories,Head Color,Neck Color,Position in gang,Shades,Smoking,Type
0021,150,3244,0,https://solanart.io/nft/3yFD3xU2DqoHE5DiSijq49PGN8wigBN4bJVAtsEpoufg,aquamarine,gray,none,none,none,mobb deep,normal,thistle,gray,thug,standard,none,normal
0039,48,3010,0,https://magiceden.io/item-details/G6SmtSmT6z7GxUXBeRhjc6ZkZmrwnucYmjjjr8cavQ13,thistle,saddlebrown,none,none,none,outkast,normal,pink,gray,thug,standard,none,normal
0041,29,3307,0,https://magiceden.io/item-details/HeT5d7qZbqC48VFrHnk3PHx2TVGxE5Jp7yp8zmPZr57y,lightpink,saddlebrown,none,none,none,biggie,normal,silver,gray,thug,standard,none,normal
0061,50,1903,0,https://magiceden.io/item-details/2n8kou1ryR8qHmYMUj9mUcf2JnbBboySwiPTwwxsFsyZ,khaki,lightgray,silver,none,none,outkast,normal,paleturquoise,lightslategray,thug,standard,none,normal
0069,720,453,0,https://solanart.io/nft/CxJEkJYtooqiFMcnTzMyghn3TWMMT3k43C5wYtbxTN9H,coral,gray,none,none,none,ditc,normal,oldlace,gray,thug,gold,none,normal
0075,27,2133,3.2,https://magiceden.io/item-details/5ohu67JG6Y9jM9UjQMh7k18TZHw9DCvFRvzjnNiyNqad,thistle,lightgray,none,none,teardrop,mobb deep,normal,silver,slategray,thug,standard,none,normal
0082,50,280,0,https://magiceden.io/item-details/EbEHDFMhXD9TULqpZdHzt2HCD2oe5HpR4afnuAFhj5HF,khaki,lightsalmon,none,none,none,ditc,beanie,lightblue,slategray,thug,tron,none,normal
0109,59.4,1762,0,https://magiceden.io/item-details/2YJnvWGDyBaX71vaeyG7BbEzesEgjR4PHG8rAzyewqPP,coral,darkslategray,none,none,none,wu-tang,heisenhat,lightblue,gray,thug,standard,none,normal
0126,42,571,0,https://magiceden.io/item-details/DK6WtB3CKybmWWjzqWgRL1rqL2vZqeecNAGpTJ2HV3XR,palegreen,lightsalmon,none,none,teardrop,gang-star,normal,gainsboro,slategray,thug,standard,spliff,normal
0132,36,1315,0,https://magiceden.io/item-details/EawHo3jUCKntuBmpuVXPuN3PCBaQELuHJBpu6o3bwEb2,palegreen,lightsalmon,none,none,teardrop,outkast,backwards cap,lightgray,gray,thug,standard,none,normal
0138,22.5,3145,35.96,https://magiceden.io/item-details/9fFyibzGtvGF9DcK8L9zGW5qsznVaX28p6EhF6RjYDT6,lightpink,lightgray,none,none,none,gang-star,normal,lightsteelblue,gray,thug,standard,none,normal
0152,42,1781,0,https://magiceden.io/item-details/C44E6Ri971kxdRxk8cru6ukVwDW15pZXXFzkkigwAohN,thistle,darkslategray,none,none,none,jay-z,normal,gainsboro,rosybrown,enforcer,standard,none,normal
0166,43,2835,0,https://magiceden.io/item-details/LBt16UrTzEeTV5eJszM4vqUA5KnymmVVx5tqkY3LWBZ,khaki,gray,none,none,none,jay-z,normal,thistle,rosybrown,thug,standard,none,normal
0184,60,994,0,https://magiceden.io/item-details/41yFDxffYCv74Utkp6H1CZcY2PFDXgvktaE7FYNTpNNZ,palegreen,tomato,none,none,none,nas,doorag,blanchedalmond,gray,thug,standard,none,normal
0193,35,2325,0,https://magiceden.io/item-details/F2EEX7ZNupHyGR1qNZ4AP2jQVicFa6bDcCCJ3dKRqm7o,lightpink,saddlebrown,none,none,none,outkast,backwards cap,gainsboro,gray,thug,standard,none,normal
0215,49.900002,2790,0,https://solanart.io/nft/4YeX6zzA3C56XHsykiDScvH8Q47XG5gkN55AymbLWFZB,thistle,lightgray,none,none,none,ditc,normal,lightgray,rosybrown,thug,standard,none,normal
0224,60,164,0,https://magiceden.io/item-details/5ZmkTqiCv3oR8xj5dezxn8vhy96nX1z6oCXPxhztDCF1,khaki,saddlebrown,none,none,none,biggie,beanie,lightcyan,lightcyan,enforcer,standard,none,alien
0239,41,381,0,https://magiceden.io/item-details/2WFxwrF4L3Gfbk2RnbkNect3RNJP3qYB25TyJsFmrDoj,thistle,saddlebrown,none,none,none,jay-z,normal,pink,darkkhaki,thug,standard,spliff,normal
0244,25,1695,28.5,https://magiceden.io/item-details/DHwxHUhyazLzHAMqYkv16BvfhSdJDpHdFG92wJUf6dsP,lightpink,saddlebrown,none,none,none,biggie,normal,thistle,darkgray,thug,standard,none,spotted
0261,50,470,0,https://solanart.io/nft/4L8jZh8bp7uPAFk1FxR35xQS2R1xFyhKsNSN3Rcd1WqW,aquamarine,tomato,silver,none,none,jay-z,normal,lightcyan,lightcyan,thug,standard,none,alien
0275,61,1503,0,https://magiceden.io/item-details/E5y5cvQJzTJfR16Y7w7NM5L8j3r2zkeaBeyW63H66oft,palegreen,saddlebrown,none,none,none,nas,normal,lightgray,lightslategray,thug,tron,none,normal
0296,30,1187,0,https://magiceden.io/item-details/5hpvab9xxx3XERzwrZMDXL8PEjNvHv6rkH5Qzn74AXes,lightpink,gray,silver,none,none,nas,normal,palegoldenrod,darkgray,thug,standard,none,normal
0306,30,3173,0,https://magiceden.io/item-details/BUD3C16fYaadzUGFUz9rvYNcKLqbbpQoR44gQwHNuQwb,aquamarine,lightsalmon,none,none,none,ditc,normal,lightsteelblue,gray,thug,standard,none,normal
0311,105,128,0,https://solanart.io/nft/HS44qX44X6D5q5QsCzTHYJMomVCunB4Y7SijjHV7q7My,palegreen,lightgray,gold,none,none,mobb deep,backwards cap,lavender,slategray,thug,standard,none,spotted
0314,33,435,0,https://magiceden.io/item-details/EP8SvFPrhsYB2FKPhWxJS4buCDSWn2yjvpV7dLoJVNyg,aquamarine,gray,none,silver,none,jay-z,beanie,thistle,gray,thug,standard,spliff,normal
0323,42,2100,0,https://solanart.io/nft/cbr1mCN59V7XYPNLokBXL2rv3YE4vEkftit5TzL9PMq,khaki,gray,none,none,none,mobb deep,normal,wheat,darkgray,thug,standard,none,normal
0332,41,3019,0,https://magiceden.io/item-details/7mZCu7CB2fAjXxHjWX2q25px1HyxopUCZ4EBrSkypaAh,palegreen,darkslategray,none,none,none,gang-star,normal,thistle,lightslategray,thug,standard,none,normal
0413,55,890,0,https://magiceden.io/item-details/QFC5VU8YoucsbniawEeGiLVSgNgWS47HmsxmK38qtmw,lightpink,lightsalmon,none,none,teardrop,nas,forwards cap,lightblue,gray,thug,standard,none,normal
0455,777,183,0,https://solanart.io/nft/ETixXXcqVvKTyvdFyTJQSnfC94aj79zqf2DgMuiKXPpC,lightpink,lightgray,none,none,none,gang-star,beanie,powderblue,darkkhaki,thug,red,none,normal
0482,38.69,1109,0,https://magiceden.io/item-details/4u9xb5gHqL4hqGoJrUnkBRbsGLnmSpHCg3adw7rJQ4qn,thistle,darkslategray,none,none,none,gang-star,normal,silver,cadetblue,thug,standard,blunt,normal
0488,29,3078,0,https://magiceden.io/item-details/HB3R28iveveHYRRzz8DkgwqeDnvBVSMkQS1iCrFtkvjb,khaki,tomato,none,none,none,outkast,normal,powderblue,gray,thug,standard,none,normal
0509,50,841,0,https://magiceden.io/item-details/3hK3XC197TwwMBRyBSKiF7nfmuMYaG9fkHizSX7dpd2R,thistle,darkslategray,none,none,none,gang-star,beanie,honeydew,rosybrown,thug,standard,none,normal
0553,30,2825,0,https://magiceden.io/item-details/644hsQcSnYpQXpZAoiBn6g82S7oDzGjNBVZnSQSrxcDW,lightpink,gray,none,none,none,gang-star,normal,palegoldenrod,lightslategray,thug,standard,none,normal
0558,36.5,200,0,https://magiceden.io/item-details/6hWCwwi5PytePZjjTbjEZ5RkBvdYXgw2VjvL4E82u2B5,palegreen,gray,none,silver,teardrop,tupac,normal,lightcyan,lightcyan,thug,standard,none,alien
0571,27,2765,0,https://magiceden.io/item-details/ELKjKyP7doLwAcMcNBGDuooEnaswVfbbT3EbNaCsBpMF,thistle,tomato,none,none,none,ditc,normal,lavender,rosybrown,thug,standard,none,normal
0591,23,3098,31.53,https://magiceden.io/item-details/EFg68CrZUbHs6q8vhRiMQPGvUT62SJE67Xs2gPk5F44P,khaki,tomato,none,none,none,mobb deep,normal,silver,lightslategray,thug,standard,none,normal
0600,35,2131,0,https://magiceden.io/item-details/6ciNyen6nWGVf4ZdViduiBLdmzGUedGJCTVHExNfRpxc,palegreen,lightsalmon,none,gold,none,ditc,normal,gainsboro,gray,thug,standard,none,normal
0620,42.42,372,0,https://magiceden.io/item-details/HMYMpmrkYcxDEKA3Lhgt62rd7w3ftH9AKB5Duf15Ktn9,coral,lightsalmon,none,none,none,outkast,beanie,gainsboro,dimgray,thug,gold,none,normal
0625,46.69,938,0,https://magiceden.io/item-details/DFstXj8ySsQ7BMmxMveKNPNoQHW7SshbRtiGACyYfkMc,aquamarine,darkslategray,none,none,none,tupac,heisenhat,thistle,slategray,enforcer,standard,none,normal
0652,59,2720,0,https://magiceden.io/item-details/3jkb4nmRXC3dCXZYSbBXQB7Y6NZoqs1RubePYxQsg52f,coral,tomato,none,none,none,jay-z,normal,lavender,rosybrown,thug,standard,none,normal
0666,44.9,2962,0,https://magiceden.io/item-details/DUAdXEyYJJR9BCNBDunpCqmotDVFwRkjpqX52eHdZZRk,lightpink,darkslategray,none,none,none,tupac,normal,pink,gray,thug,standard,none,normal
0677,23,2576,37.84,https://magiceden.io/item-details/EkW7GjpwJvgXbkuFJLLEJ6okHDpDMjb7MZivHuWXFaPo,khaki,darkslategray,none,none,none,mobb deep,normal,paleturquoise,dimgray,thug,standard,none,normal
0722,33,2757,0,https://magiceden.io/item-details/jNcAun9RZ7XEgyHER2SAw3kxoizfwzVCicgnUU6oYJr,lightpink,saddlebrown,none,none,none,ditc,normal,pink,lightslategray,thug,standard,none,normal
0734,49,2454,0,https://magiceden.io/item-details/EPoXS3qMV9TtfkQ8sKJWxkNTet77opKZmFcBWaB7fpZj,aquamarine,lightsalmon,none,none,none,wu-tang,normal,lightgray,gray,thug,standard,none,spotted
0735,158,93,0,https://solanart.io/nft/DVJr3cQhzQYyKibVHncWMcUqNkTybS5f8FbMqtXd1JAR,coral,darkslategray,none,none,none,outkast,forwards cap,honeydew,darkgray,thug,gold,none,normal
0738,59,2830,0,https://magiceden.io/item-details/GoHqWx8jdEfhymkdfzmSzabEPMTN7ns7DmookHckPCGH,coral,gray,none,none,none,ditc,normal,lightblue,gray,thug,standard,none,normal
0747,35,2647,0,https://magiceden.io/item-details/7gdN7DXh1FUDGGC3ME4npi6BABLzL2acJALmcVE2Lgsk,aquamarine,lightsalmon,none,none,teardrop,gang-star,normal,silver,gray,thug,standard,none,normal
0751,28,306,15.3,https://magiceden.io/item-details/9HpXdhH63FfUCkcWGnQTUnogjhPYMVVKqPAGEuboDHAz,thistle,lightsalmon,none,none,none,mobb deep,heisenhat,mistyrose,darkgray,thug,standard,none,spotted
0756,50,1113,0,https://magiceden.io/item-details/Bzet28tJDACrNC96RcApCugvQ3uBYAgiPu8CqKRmDC3J,palegreen,lightsalmon,none,silver,none,biggie,normal,gainsboro,gray,thug,standard,spliff,normal
0764,30,1435,0,https://magiceden.io/item-details/6jFSxXruPcikKX6XLzqJ3UcdLesu5nDs6QQ2hSCzXVLD,coral,lightsalmon,none,none,none,nas,normal,paleturquoise,rosybrown,thug,red,none,normal
0794,99,2308,0,https://solanart.io/nft/9ZeWgtoiXvVUC1QYSdxgBNocM4STaRZBw8oe8JaTHAVw,aquamarine,darkslategray,none,none,none,outkast,normal,lightpink,darkseagreen,thug,standard,none,normal
0876,298,2021,0,https://solanart.io/nft/yZrchTpfp1RrTHU1dkobtbbVB6vbCGAe7U7uKkqhVU4,thistle,gray,none,silver,none,nas,normal,mistyrose,gray,thug,standard,none,normal
0882,175,970,0,https://solanart.io/nft/EidDFkv6zAaMPENbx2knKRLi2JjASothaRQpTbcujQ5c,aquamarine,darkslategray,none,silver,none,ditc,forwards cap,lightsteelblue,rosybrown,thug,standard,none,normal
0902,49.99,293,0,https://magiceden.io/item-details/EwvymHLLH4wpWkDUhoGxoX8U9mQ7Kbn5cFJNejUzo113,aquamarine,lightgray,gold,none,none,wu-tang,beanie,powderblue,rosybrown,thug,standard,none,normal
0906,26.9,2869,0,https://magiceden.io/item-details/7L8WKZVuAoYs2YrytbyKcNLQheMUsk2CtvHdjkDQRUQe,aquamarine,saddlebrown,none,none,none,nas,normal,palegoldenrod,lightslategray,thug,standard,none,normal
0929,20,3255,59.63,https://magiceden.io/item-details/QTTWrzrgR8jexDBErnYTrpkWsYm2wToMofXTArXPk7G,palegreen,saddlebrown,none,none,none,gang-star,normal,thistle,gray,thug,standard,none,normal
0987,54,301,0,https://magiceden.io/item-details/7oC9dLkUauHnY3SPdhMf9eqxb5W8bgsVMfdL8R7wZpcX,coral,tomato,none,none,none,nas,forwards cap,gainsboro,darkgray,thug,tron,none,normal
0997,45,2649,0,https://magiceden.io/item-details/9paKantd9yVeNrtgdbo2nFJwp7Rpe7aqRYLRobRa8VGC,palegreen,tomato,none,none,none,outkast,normal,lightgray,dimgray,thug,standard,none,normal
0999,35,1826,0,https://magiceden.io/item-details/DHLqEVqrV5cF5Q7eBrM4sehyXAZnK3ib43QzX7S4oHJ1,khaki,saddlebrown,none,silver,none,jay-z,normal,wheat,slategray,thug,standard,none,normal
1064,49,518,0,https://magiceden.io/item-details/CpM1amQjDupV4wmxUJspLp31RLcKXsnJdHNdQA466dLq,coral,gray,none,none,teardrop,wu-tang,normal,lightcyan,lightcyan,thug,standard,none,alien
1076,30,1683,0,https://magiceden.io/item-details/9mqWHdbPAKsK7q4kvbiZuTuM9hfv5VHi55x7maz4Akpq,khaki,darkslategray,none,none,none,jay-z,normal,darkgray,dimgray,thug,standard,none,normal
1085,31,2332,0,https://magiceden.io/item-details/81ciji6douFKiy8o9jXu7muRCjwbeEdn875unmGDPeys,palegreen,gray,none,none,none,jay-z,normal,lightsteelblue,gray,enforcer,standard,none,normal
1105,44.44,867,0,https://magiceden.io/item-details/EkubRGFL9yg6sd6UxjKrwvsqWr2NWnXGuz4Z52Y7568L,thistle,saddlebrown,none,none,teardrop,mobb deep,normal,wheat,lightslategray,enforcer,standard,none,normal
1123,35,522,0,https://magiceden.io/item-details/AYDzYmbTxXg7SptiZXFZLX99EhsYyjHFkYnZwKHR8v3h,coral,lightsalmon,silver,none,none,biggie,normal,darkolivegreen,darkolivegreen,thug,standard,none,zombie
1126,50,445,0,https://magiceden.io/item-details/8y7fa44XkHLBCgPuNDJ5M6W8qNsUNSxHbNFGxNLhRCXg,aquamarine,gray,none,none,none,biggie,forwards cap,lightcyan,lightcyan,thug,standard,none,alien
1139,57,60,0,https://magiceden.io/item-details/4d3qrfo3SKvJMf3NE4kZqyM5KVEAkXr8noCd5gLEQXps,coral,tomato,none,none,none,outkast,heisenhat,mistyrose,lightslategray,thug,red,spliff,normal
1146,41.900002,3302,0,https://solanart.io/nft/8U2PERhWSi7cGVZYTazhJA3znAjSqjq2MZLfN7dcpLt1,palegreen,saddlebrown,none,none,none,biggie,normal,silver,gray,thug,standard,none,normal
1148,36.5,442,0,https://magiceden.io/item-details/AJuxYGsFHDbX8XZrLGwhWd7ivC31Yobfu1rQWfjahL8S,aquamarine,lightgray,none,none,none,gang-star,backwards cap,lightcyan,lightcyan,thug,standard,none,alien
1194,100,577,0,https://solanart.io/nft/AAtMpr5ny711rdgZYLCSKohPrEWbZx4ZBPZPXuNvJJjs,aquamarine,lightgray,none,none,teardrop,wu-tang,backwards cap,pink,rosybrown,thug,standard,none,normal
1196,43,1441,0,https://magiceden.io/item-details/97vDXLEaEBm13Z6nW9oisRa8En6xYMavoJcFqjC24WX8,aquamarine,darkslategray,none,silver,none,nas,forwards cap,powderblue,gray,thug,standard,none,normal
1215,45,660,0,https://magiceden.io/item-details/9jp96GuGFEgyYDHcYPWKpbUcfwmUsctYa8XhR6M2pL2z,thistle,gray,none,none,none,tupac,beanie,plum,gray,thug,tron,none,normal
1216,32.5,2094,0,https://magiceden.io/item-details/GdmDDe6zunDjzQ2ksj86xtWgttTCTMRLqrY9NwCAyAFX,thistle,lightgray,none,none,none,nas,normal,silver,gray,thug,standard,spliff,normal
1228,35,1021,0,https://magiceden.io/item-details/DM67CLT8ffahpXyrjtyJW8cM3T5zwgyTMCkspybBoWpJ,aquamarine,lightsalmon,none,none,none,tupac,normal,powderblue,darkseagreen,thug,red,none,normal
1247,24,2101,33.59,https://magiceden.io/item-details/3bfRQrxG5kycXeqLFVEVcNkhPKpZfSPs5yMJ3Z9xPPTC,coral,saddlebrown,none,none,none,gang-star,normal,gainsboro,gray,thug,red,none,normal
1254,99,757,0,https://alpha.art/t/35weoomJhAyXJArC5bn6QfxxQaAspwDzFANM4RDXigRD,lightpink,lightsalmon,none,silver,none,outkast,normal,thistle,mediumseagreen,thug,standard,none,normal
1261,27,2776,0,https://magiceden.io/item-details/B6ebCn8WF6HHVvT7SC2gpPkst6sz2WXDFPRxvwWXyEzg,coral,darkslategray,none,none,none,wu-tang,normal,mistyrose,gray,thug,standard,none,normal
1268,35,2681,0,https://magiceden.io/item-details/6SU4UD9ALNqvXc3VkEo26Vk5kfauWUCMbXh9zpRYodv1,khaki,saddlebrown,none,none,teardrop,jay-z,normal,silver,gray,thug,standard,none,normal
