id,price,moonRank,💎 score (%),storeURL,Background,Clothing,Eyewear,Fur / Skin,Head,Mouth,Teeth
8810,420.690002,6341,0,https://solanart.io/nft/24GSGvaJDnn2NMiskDYYJDVEabH8LhLcxPxCvS8RT4jR,Yellow,No Traits,3d Glasses,Brown / Peach,Racoon Skin Hat,No Traits,No Traits
8855,535,3545,0,https://solanart.io/nft/EP2eVhAhZQfRjcE1aLxPmCtyFw23R6XwcnStZC1kNTS2,Blue,Hawaiin Shirt,No Traits,Blue / Peach,Sailor's Hat,Cigar,No Traits
8878,660,573,0,https://solanart.io/nft/At7WG4cLKFzYX1RsNTRZhdNvfw5C6QBcMSL2BKsfHXKw,Red,Bowling Shirt,Aviator Glasses,Red / Blue,Musketeer's Hat,Burger,Wooden Tooth
8949,300,5940,0,https://solanart.io/nft/AZaqcqLpRCbKYgiBEFoWGmsESGbewk6uPmfyDHr5dFG4,Black,Overalls,No Traits,Red / Peach,Sun Hat,Burger,No Traits
8978,265,4036,0,https://solanart.io/nft/5gpfm65TCSMd3EWRTiUcTwyk7RfR6QMFp5VNoaEawbuF,Black,Leather Jacket,No Traits,Black / Gray,Musketeer's Hat,No Traits,Wooden Tooth
9074,1200,4947,0,https://solanart.io/nft/4XXvsDeGkV94MpmXi1yA6dZGRxUez5gvvjsaDSeDN8eq,Red,Bowling Shirt,No Traits,Leopard,No Traits,Cigar,No Traits
9112,450,811,0,https://solanart.io/nft/Ba29vqmgq5AKuQdyPypYwBFgoGD1VWRA1eh8RhSdQMNj,Red,NB-Ape Red,Wayfarer Glasses,Red / Peach,Sailor's Hat,No Traits,Wooden Tooth
9117,888,32,0,https://solanart.io/nft/7fAyfLmDURyH9bqJzJW1ruenvocvVvwzD4A8L8fVJq75,Blue,Overalls,Heart Glasses,Ice,Tiara,Bubblegum,No Traits
9257,300,7783,0,https://solanart.io/nft/8dE4Fwfj3chFGfEesLoZf8KVCNhkpcjrabpi2435ESAi,Green,No Traits,Ape Vipers,Green / Peach,Mobster Hat,No Traits,No Traits
9272,666,418,0,https://solanart.io/nft/2JCqo8NN4rV6hEtpi36CTk95MacAr38Uk8R49aeootVy,Red,Police Uniform,Aviator Glasses,Red / Blue,Policeman's Cap,Cigar,No Traits
9296,488.480011,3698,0,https://solanart.io/nft/H1ZfQWM9d49rQbuBx6Hnc3umg8xM5kSXVGJCZ9XvQesj,Black,No Traits,Shutter Shades,Black / Gray,Wizard's Hat,Sandwich,No Traits
9304,333,9218,0,https://solanart.io/nft/ezKZGcahLFupSzPnPuMVdbgJDV2ReuZaab8sfRzcezr,Yellow,No Traits,No Traits,Leopard,Fishing Hat,No Traits,No Traits
9351,305,2767,0,https://solanart.io/nft/Bk5N6N2Px57nJobCbPZAaGVc8Ce1Z8nWsw7FKBYXSJ9S,Red,Denim Vest,No Traits,Red / Peach,Policeman's Cap,Cigar,No Traits
9402,400,4533,0,https://solanart.io/nft/8MzDjV16TXmHnCZJk1u5fDpWub4bzAApSn8yXSkCkiph,Black,No Traits,No Traits,Black / Gray,Snapback Cap,Hotdog,Wooden Tooth
9466,650,1592,0,https://solanart.io/nft/5VgKrJNtJ828VAAgmE3edGaYfapS1n5mR6fKwgf2g3wv,Blue,Striped T-Shirt,VR Headset,Blue / Blue,No Traits,Grilled Cheese,No Traits
9500,450,2497,0,https://solanart.io/nft/2ycPKjfzEYX79sLZrwAXLbscUzFN8euVKDfutAWKY27Y,Red,Pilot's Jacket,3d Glasses,Red / Blue,No Traits,Bubblegum,No Traits
9516,800,4283,0,https://solanart.io/nft/HhP6wGBziKqkmKL2pQ3ZVhpUd2tDMNCVxDHcADUBkvh8,Blue,Pilot's Jacket,Aviator Glasses,Purple / Purple,No Traits,Bubblegum,No Traits
9619,275,3799,0,https://solanart.io/nft/8zvMpanDP8YXhz3KVMaNABXYSqZask2YxybiF1T5dHx9,Blue,Denim Vest,No Traits,Ice,Straw Hat,Burger,No Traits
9682,333,8746,0,https://solanart.io/nft/5vyzWXZCNsNQrRyzzrtA6agMPM1oTMNR4ugK19BL5kML,Purple,Black T-Shirt,No Traits,Purple / Purple,No Traits,Pipe,No Traits
9686,450,7913,0,https://solanart.io/nft/9NM6pdaxdkY6HvHddC9L78wVWymnmaXzy8NzCcxhu4Do,Blue,No Traits,No Traits,Ice,Baseball Cap,Banana,No Traits
9698,315,871,0,https://solanart.io/nft/7iJLc2TmBJbNAxhMikS3RpGCnALSV7cbmsUoi44NYX2e,Blue,Silk Robe,Round Glasses,Black / Gray,Headband,Pizza,No Traits
9751,350,4388,0,https://solanart.io/nft/7C4cjqUxd38cGsemdxjyNcTxfdFeh1CCMELy4ih5ckYg,Green,Silk Robe,No Traits,Green / Green,Mobster Hat,Sandwich,No Traits
9807,350,3823,0,https://solanart.io/nft/DYg6aMWUfbYNmdvXbHkNjiq5YrozzKn4m3vtGmyNYoKa,Yellow,Jungle Explorer,No Traits,Blue / Blue,Judge's Wig,Grilled Cheese,No Traits
9821,2000,2884,0,https://solanart.io/nft/2CtgrNPx2FeaxmicRdZLb57achDkRTHQG2uwfMJ4Jq9e,Red,Pilot's Jacket,Ape Vipers,Black / Peach,No Traits,Bubblegum,No Traits
9891,949,6508,0,https://solanart.io/nft/7E49T6nsE9TBK6PAJsDGjmgDiSusL1DS1XmG6Bf8dqnN,Green,Dress,No Traits,Green / Green,Mobster Hat,Ape-le Juice,No Traits
Degen Ape - WSB Mod,6969.689941,NaN,0,https://solanart.io/nft/8y1bt8iUJQTDeFzocHRVh7T93jRoLFczdxA1i3zDnqBc,,,,,,,
4130,12345,3017,0,https://solanart.io/nft/7UgKRUezG82PVfzHP4s6TbhXJRmWEx4GVrgLGxUcNFy,Red,Overalls,3d Glasses,Red / Blue,Graduation Cap,No Traits,No Traits
4132,99,8767,0,https://magiceden.io/item-details/6huyPACfzVJyAM72E5zie6PQUTP4CUSpVGtWzyWhpLt2,Green,Wetsuit,No Traits,Green / Green,Baseball Cap,No Traits,No Traits
4146,118.900002,3615,0,https://solanart.io/nft/HPFPpKLzUnGnMDKFSpvf73yF5JRW67W2YbjFAdbs2J2u,Green,Tie-Dye T-Shirt,Round Glasses,Green / Green,Snapback Cap,Soda,No Traits
4161,90,5077,0,https://magiceden.io/item-details/4R4BapSATcroo1AaESuBTkeLqBBJR3rkDD1HydCMtWsm,Blue,Jungle Explorer,No Traits,Green / Peach,No Traits,Grilled Cheese,Wooden Tooth
4192,149,2458,0,https://magiceden.io/item-details/EX7ZyZXfJ9kL2dYB15h7tw4J1y8TMrw2PJ5i1vVMhKDE,Green,Suit,No Traits,Green / Green,Policeman's Cap,Sushi,No Traits
4202,139,3860,0,https://solanart.io/nft/3w3euMMUAbjSop1csV6ddrPGnxrZD18GfWK62AfmeYzy,Yellow,Turtleneck,No Traits,Brown / Peach,Sun Hat,PV-Ape Glue,No Traits
4216,220,3900,0,https://solanart.io/nft/7WsY6Ck8mHWNEC9TUXkZEusTBnF1iHvWZ2bU7XbrsXDD,Green,Japanese Uniform,No Traits,Green / Peach,Bucket Hat,No Traits,Wooden Tooth
4225,200,1362,0,https://solanart.io/nft/F6p7nobexjmmaRGygsbvDTsC4sQwGYwvXHPLNpt87MTx,Black,Maid's Uniform,Round Glasses,Green / Green,Wizard's Hat,Burger,No Traits
4226,110,3624,0,https://solanart.io/nft/FEonfkGDh7UuBMhWEThL9pdftKTDacrLxBW4DV1jL3mH,Black,NB-Ape Green,No Traits,Black / Gray,Mobster Hat,Hotdog,No Traits
4237,149,3937,0,https://solanart.io/nft/CgPUst8ZZoFfbgGXBhk43eMBusJ9gKeEQDbsVAeMvXgE,Blue,Maid's Uniform,Aviator Glasses,Albino / Peach,Viking's Helmet,No Traits,No Traits
4243,100,1276,0,https://solanart.io/nft/8sPqcXFG5YcKXwwvWPSUD5b1kAbkQr6LokocKbW8Wctt,Red,Police Uniform,No Traits,Red / Peach,Sailor's Hat,No Traits,Wooden Teeth
4245,154,396,0,https://solanart.io/nft/Ec2gXmYAhCs2FGVLiDrdcJn3SU3vwGyzPRzM9d9kSDGC,Yellow,Striped T-Shirt,Ape Vipers,Brown / Peach,Umbrella Hat,Sandwich,Wooden Tooth
4249,275,1141,0,https://magiceden.io/item-details/78foNrnBEvvBTEyuieyU3PCoQyb2YdiSFfAs8NtVrGo8,Yellow,Leather Jacket,Heart Glasses,Leopard,No Traits,Dirty Fiat,No Traits
4251,169,8090,0,https://magiceden.io/item-details/FmbHEDpzH3WiBt9vAZix2iMzEVKyUgp5vur7m6tL8PC7,Blue,Hoodie,Ape Vipers,Black / Peach,No Traits,No Traits,No Traits
4275,90,4476,0,https://solanart.io/nft/Gp5NZBg61TsRz1jTQChaXjSZigXNWap5B9B9ddvsMoF,Red,Denim Vest,Aviator Glasses,Red / Peach,Graduation Cap,No Traits,No Traits
4284,150,7631,0,https://solanart.io/nft/Guf8LXgLYTUabV2Ruvr5qE4USqSpbM62Wdt7k6ZR7694,Black,Striped T-Shirt,No Traits,Black / Gray,Policeman's Cap,No Traits,No Traits
4295,107.5,3708,0,https://solanart.io/nft/4UT8WD9z6vrvGmndZ8jBf61Yauz3Lrq2iLFr77bdRiZT,Yellow,Bowling Shirt,Aviator Glasses,Green / Peach,Sailor's Hat,Banana,No Traits
4314,170,1629,0,https://magiceden.io/item-details/DLXjhk8TD13wr8ntbJhhcSutjVMc2nU4yzA7Gu8NfQnV,Green,Police Uniform,No Traits,Green / Green,Knight's Helmet,Bubblegum,No Traits
4315,85,2186,11.25,https://magiceden.io/item-details/J98UxCVku8iR5wQLqiiBHAdtW1tqvUa4rTWMRmvrSgER,Purple,Japanese Uniform,Round Glasses,Purple / Purple,Sun Hat,Pizza,No Traits
4317,150,919,0,https://solanart.io/nft/DkruFb8jMibvnH2C717LZ3CVpihpcAmn2XmtNvRtcMmN,Teal,Overalls,No Traits,Blue / Peach,Judge's Wig,Ape Force 1's,No Traits
4338,95,6709,0,https://solanart.io/nft/Wq4X5EyiLsXpS4Rx9bQiiCTBftRQsjCo8uZ3t7bhpt2,Purple,Tie-Dye T-Shirt,Wayfarer Glasses,Black / Gray,No Traits,Grilled Cheese,No Traits
4347,99,826,0,https://solanart.io/nft/6V93EJ5KhQxGk9YMh8WX4aBpzuR4rcrTebB9TMzzSEdj,Blue,Leather Jacket,Wayfarer Glasses,Green / Green,Beanie,Dirty Fiat,Wooden Tooth
4352,100,4464,0,https://magiceden.io/item-details/9qtN3RDr8sykdzmJoDjYbAAQmjoQcAfsqj8ipT6rh413,Red,Maid's Uniform,Aviator Glasses,Red / Peach,Racoon Skin Hat,No Traits,No Traits
4369,145,902,0,https://magiceden.io/item-details/AiHmkzQUEBRziJVqoeE8HriTggagbx4SBmEkAr8ZRYYy,Teal,Striped T-Shirt,Ape Vipers,Brown / Yellow,Racoon Skin Hat,Bubblegum,No Traits
4379,225,3648,0,https://solanart.io/nft/tjiU8TUZKpkaFjJUtFjnQfpbjA2VPdHXx5RYRLqkBfC,Yellow,Hawaiin Shirt,3d Glasses,Brown / Peach,No Traits,Soda,No Traits
4380,98,9281,0,https://solanart.io/nft/GzM7LcVqUV771QJUcSntkMdKvmrdrmrLAFUdcxsfeHhX,Black,Denim Vest,No Traits,Red / Peach,No Traits,Sandwich,No Traits
4407,82,9332,22.33,https://solanart.io/nft/qR8pCE3aB9BDjUk1UTtoUkTQZdQ62v91Nt2XCAB83e2,Red,No Traits,No Traits,Red / Blue,Sailor's Hat,Sandwich,No Traits
4411,150,894,0,https://solanart.io/nft/3R3WXEtzndDRpb6s6XZVJ5i5FhBWNi9hHyi7nc2pLiAP,Red,Tie-Dye T-Shirt,Ape Vipers,Red / Blue,Viking's Helmet,Smooth Brain,No Traits
4439,225.69,1461,0,https://magiceden.io/item-details/A7cdh6VTN4ecNXKnygijcc7nQieLf3BaN6qL8JoXiRT9,Blue,Academy Uniform,No Traits,Blue / Blue,Sailor's Hat,Donut,Wooden Tooth
4461,101,1322,0,https://solanart.io/nft/9P5rpbEPUsnjeSZw9EwYurJx1G834GDm7QQkmtXNoHAZ,Red,No Traits,Round Glasses,Red / Blue,Policeman's Cap,Grilled Cheese,Wooden Tooth
4465,150,4370,0,https://solanart.io/nft/9twcg7JWipUn6V4vimAXh828zVjcvq2fFb8dd8YzCfpC,Blue,Hoodie,No Traits,Albino / Blue,Laurel Wreath,Dirty Fiat,No Traits
4484,99.900002,4850,0,https://solanart.io/nft/BLrz4wUunrB2EcL9wiRPhddd57QzxFxkupLxNeNRdFbD,Green,Black T-Shirt,No Traits,Black / Gray,Headband,Ape-le Juice,No Traits
4510,350,2138,0,https://magiceden.io/item-details/BtzbuNgqVdKmqApDBYVJeHxKUg5WgWNn7kMZrs4FCDsw,Green,Leather Jacket,Ape Vipers,Green / Green,Viking's Helmet,Burger,No Traits
4517,350,236,0,https://magiceden.io/item-details/8ssypikvGvNc37cK38cYq6i2fc2JnUV6TmnV8KvU77qJ,Purple,Police Uniform,No Traits,Purple / Peach,Knight's Helmet,Sandwich,Gold Tooth
4518,189,7368,0,https://magiceden.io/item-details/5eQsK9hk9p6eUwAByQbT7WA6CW4S3JrqBgTPzK1zs7zh,Blue,Hawaiin Shirt,No Traits,Albino / Peach,Straw Hat,No Traits,No Traits
4524,226,4438,0,https://solanart.io/nft/HJdjSySVaQ57cdAPsRuzybb6SsyLrYJiAiBpn8LZctuF,Black,Maid's Uniform,No Traits,Albino / Blue,Baseball Cap,Pipe,No Traits
4531,150,1274,0,https://solanart.io/nft/Bg5nSPMSkfdmCk9pusekcyTNxBjYwTKtpv52EixYgAU7,Black,Black T-Shirt,Ape Vipers,Black / Gray,The Croc Hunter,Pizza,No Traits
4532,115.449997,2336,0,https://solanart.io/nft/3QfgwnFbFUhp294YKCJ5SnsEGoUCXLfeto2m1efLJDMU,Green,Striped T-Shirt,3d Glasses,Black / Peach,Mobster Hat,Banana,No Traits
4579,86.690002,4124,0,https://solanart.io/nft/A62C7EJXfRY61njtm6kKeHVQNGEje31v3NPFVbw34HsA,Green,Turtleneck Suit,No Traits,Green / Peach,Fireman's Helmet,Pizza,No Traits
4591,90,2207,0,https://solanart.io/nft/AJ8Z8Kw5XnwcNkTNbxujKWxAWxQzGDQDYzKDxAzFGEHJ,Blue,Cheerleader,Aviator Glasses,Blue / Blue,Explorer's Hat,Eggplant,No Traits
4596,100,7475,0,https://solanart.io/nft/8bB6Y8ipBPKXWMkBMTzEKF4j14sMsWsFqBRm98dt2rJE,Purple,Bowling Shirt,No Traits,Purple / Peach,Mobster Hat,Banana,No Traits
4635,185,4777,0,https://solanart.io/nft/ACUmRNmpPjxgp2ZUNNxf155D9jWkbFyHFDHCqY3B2jxb,Green,Academy Uniform,No Traits,Green / Green,Football Helmet,Corndog,No Traits
4642,120,6879,0,https://magiceden.io/item-details/3aMwQr3PQi1AagViKeJ5XfadfVw9otdG6LRCwewn2n6Y,Black,No Traits,No Traits,Black / Gray,Policeman's Cap,Pipe,No Traits
4643,88.69,9089,0,https://magiceden.io/item-details/Hw1eBn8v33Mpnp8MGYNs1EZEpvcduAXT38oSCPW3Enpp,Blue,No Traits,No Traits,Green / Green,Football Helmet,Soda,No Traits
4650,90,6268,0,https://solanart.io/nft/HAvZLuRtzPkLTqypqQPKY4AbHaubWowp4fCtC7gRyeA,Blue,Tie-Dye T-Shirt,No Traits,Blue / Blue,Explorer's Hat,Dirty Fiat,No Traits
4688,89,525,0,https://solanart.io/nft/Ebt1Vpr8Jh8oC7gNK5bm73Yg2NX9hAsmmXzP5q75FmBD,Teal,Overalls,Aviator Glasses,Purple / Peach,Headband,Sushi,No Traits
4689,120,286,0,https://alpha.art/t/FVvHUVmhNwaxvGGpm7qbhmeKd3H6cNSF4AEu6JCbBgAZ,Green,Tie-Dye T-Shirt,Shutter Shades,Green / Peach,Sergeant's Hat,Dirty Fiat,Wooden Tooth
4694,140,6813,0,https://solanart.io/nft/FasrbDptfWxopXmzXbXPDyTmo66jQNiXd8vxErbMFCCW,Black,Cheerleader,No Traits,Purple / Peach,No Traits,Ape Force 1's,No Traits
4711,99,7269,0,https://solanart.io/nft/EENVxSeczaSFBTihu8G4ox5AWMBXVj9fPxcnEhSBwfiT,Red,Tie-Dye T-Shirt,No Traits,Red / Blue,Mobster Hat,Burger,No Traits
4721,97,6220,0,https://magiceden.io/item-details/43TgZXT7YjFQPh4pfftNe9nC4WDxeBAPQMdugsK3ivx8,Green,No Traits,Wayfarer Glasses,Black / Gray,Snapback Cap,Grilled Cheese,No Traits
4724,144,1452,0,https://magiceden.io/item-details/84jk1dz4kezjPZ1G4Be5nSVg5mxEpmTwYNXJ1ueUfwFJ,Yellow,Hoodie,Shutter Shades,Brown / Peach,Mobster Hat,PV-Ape Glue,No Traits
4752,150,2515,0,https://magiceden.io/item-details/GNym8VwPSDZPxeomghCJMuS6ZhtT3JkhGgYxRiuPHw2t,Red,No Traits,Aviator Glasses,Leopard,No Traits,Burger,Wooden Tooth
4756,88,8873,0,https://solanart.io/nft/HQaKWSCbfSMZtuoqpEVAmzdi5FntxWbmeDwJswgVCxt9,Yellow,No Traits,No Traits,Brown / Yellow,Sun Hat,Burger,No Traits
4811,250,781,0,https://magiceden.io/item-details/A54SZM5MfYVJoxzqt3Zvtf6uJffwcDTf7EM77WGW7ydZ,Red,Denim Vest,Heart Glasses,Green / Green,Straw Hat,Banana,No Traits
4828,116.69,1728,0,https://magiceden.io/item-details/DNWUhRkKxELFVtc8UqXyZRLKChDVKk77SCVf8KwGwLgo,Purple,Striped T-Shirt,No Traits,Purple / Purple,Floral Crown,Grilled Cheese,Gold Tooth
4836,145,9217,0,https://solanart.io/nft/ESPWPcnKAbqJpwMzHLiH5Hp4AJoNMP8bVBQM2PaXzEN6,Red,Hoodie,No Traits,Purple / Purple,No Traits,Burger,No Traits
4902,200,3321,0,https://solanart.io/nft/8NZyyJSnhP5VrbheLXEMwhxtyrFZdKztruviW1iUvTQ4,Red,Turtleneck Suit,Round Glasses,Red / Blue,No Traits,Bubblegum,No Traits
4916,100,7141,0,https://solanart.io/nft/HAN8Jcp7JgKkWa1hwhQgNFComPjcPmazL67KAmRpyaYM,Blue,Black T-Shirt,No Traits,Blue / Blue,Fishing Hat,Dirty Fiat,No Traits
4919,100,6074,0,https://solanart.io/nft/8ZFTsXZv1fMB2EBDsHA6WSN8ZsJ4nrH618edb6pkhrAT,Blue,Tie-Dye T-Shirt,No Traits,Albino / Peach,Football Helmet,Corndog,No Traits
4959,95,8646,0,https://solanart.io/nft/DE3Yppcutn2Xbqi1Yf7hAZzTCqxHHW2PyJ3N1hy7U5DA,Blue,Black T-Shirt,No Traits,Albino / Blue,Beanie,No Traits,No Traits
4971,199,1371,0,https://solanart.io/nft/8mktSigWoHqaSzdd5HY4wo39wQWaKTVBu3HfVywxtzBR,Yellow,Turtleneck,3d Glasses,Leopard,Sergeant's Hat,No Traits,No Traits
4982,129,6712,0,https://solanart.io/nft/4XxxSmodtD2B9TPqrcBq74BbjcmmZodWLrDMy2TJnzkU,Yellow,NB-Ape Yellow,No Traits,Albino / Peach,No Traits,Pizza,No Traits
4993,360,1183,0,https://magiceden.io/item-details/5zigAmQj5bwweCxLYa5RJfjwCdWDfQbnEqnvzbgHeUja,Red,Leather Jacket,Aviator Glasses,Green / Green,Straw Hat,Cigar,No Traits
4998,83.4,2696,25.2,https://magiceden.io/item-details/4TPGUnC5XiZi5ENAAsUzGRzDQkHzSCzCcakp5AnWEyiN,Yellow,Hawaiin Shirt,Shutter Shades,Red / Blue,Snapback Cap,Sandwich,No Traits
5013,87,7966,0,https://solanart.io/nft/hk3ErQeaczeajAY2hfinUBzHFUjuoVBB36U7VPSTZPG,Black,No Traits,No Traits,Black / Gray,Graduation Cap,Hotdog,No Traits
5017,150,3224,0,https://solanart.io/nft/53rpakoP77F9gt8cxg8dxW3SpgFCQgvz3BTQgPqWhrN6,Black,Overalls,3d Glasses,Brown / Peach,Floral Crown,No Traits,No Traits
5024,89,7093,0,https://magiceden.io/item-details/3Fw9Mp1ijpZDaD9aURF7m4YZR6VHsbvRQqhE2Pg2pcoy,Blue,Denim Vest,No Traits,Blue / Blue,Beanie,Burger,No Traits
5114,110,8471,0,https://solanart.io/nft/H2Gwd7uWM9qtNxpLLWXtaFYWETxRvcbpHiW8PReLu4Wp,Red,Denim Vest,No Traits,Red / Blue,No Traits,Ape-le Juice,No Traits
5116,149,927,0,https://magiceden.io/item-details/GexVPw1vBS8DdgNSrvfvAPQtMmR4cUjaUQvYgdYFsTgJ,Purple,Pilot's Jacket,No Traits,Purple / Peach,Sun Hat,Grilled Cheese,Gold Tooth
5128,129,1351,0,https://magiceden.io/item-details/F4AD3XYiSJuH8XE7bobUZHFkMF7z1tmfPy2tv4uppv3E,Black,Academy Uniform,Wayfarer Glasses,Brown / Yellow,Sergeant's Hat,Soda,No Traits
5132,134,8915,0,https://solanart.io/nft/GwX2UovoBxw9awjRBxioWCt5xnhNpXZG6gHfvgnfVBGf,Blue,No Traits,No Traits,Purple / Purple,Racoon Skin Hat,Corndog,No Traits
5148,300,1996,0,https://magiceden.io/item-details/2FYsMD7wjHsFHiyMUmvFmcfkoKyDCyGkq61bMgYhD5PG,Green,Suit,Ape Vipers,Green / Green,Mobster Hat,Sandwich,No Traits
5176,130,6959,0,https://solanart.io/nft/AdK3B5bZ6uK4evTnVFk7spc8NR4XHuEGCa2BMHmNbjsU,Black,No Traits,No Traits,Black / Peach,Policeman's Cap,Dirty Fiat,No Traits
5186,159,616,0,https://magiceden.io/item-details/12qWDHB66K1pDUzcod8iuTpUcQD6uUjFaig776rE6uXv,Yellow,NB-Ape Red,3d Glasses,Brown / Yellow,Sun Hat,Pipe,No Traits
5194,149.99,4759,0,https://magiceden.io/item-details/AXuUjRKWGvTEj82x152USZsPFRrjrksYZwDLnA3PaBuJ,Black,Striped T-Shirt,No Traits,Blue / Blue,Top Hat,Banana,No Traits
5203,98.690002,5045,0,https://solanart.io/nft/HEZDBhhJJjiNWWEWP7K5nWyzrHERUsLo9n2dejjh6ZRo,Yellow,Leather Jacket,No Traits,Brown / Peach,Judge's Wig,Soda,No Traits
5216,200,605,0,https://magiceden.io/item-details/2BRnuTLhvhRRxXD7RG8v7F6ySEkGymMFnNyw41yULyis,Green,No Traits,Ape Vipers,Green / Green,Floral Crown,Dirty Fiat,Gold Tooth
5233,97.75,4548,0,https://solanart.io/nft/FjGpvLTB2gY6oZJqgbpsGoXt44LtTsyhR5fcKTqd9Sqa,Black,Jungle Explorer,No Traits,Black / Peach,Mobster Hat,Hotdog,No Traits
5251,88,7235,0,https://solanart.io/nft/7gHLtu6NMrN9J12ZvjxBnnKVYMGq9qfgr6JJ4E5KvBKF,Yellow,Striped T-Shirt,No Traits,Blue / Blue,Straw Hat,Soda,No Traits
5262,103.690002,7012,0,https://solanart.io/nft/DJUsoHdAdZrUmuC2Ja7mQDhNsHrygmqMGe1zVihKhzr8,Purple,No Traits,No Traits,Purple / Purple,Baseball Cap,Smooth Brain,No Traits
5263,99,5116,0,https://solanart.io/nft/CAbHG9Q1jSmauAeJD1CKBMAvXK135Q4kQmerT2S9hYKi,Red,Tie-Dye T-Shirt,No Traits,Red / Blue,Explorer's Hat,Bubblegum,No Traits
5279,99.900002,791,0,https://solanart.io/nft/DyBzbkSCFrVUiWvdnVyY2qbQvhSwD2EJrRigpboxQnwQ,Black,Hoodie,Shutter Shades,Black / Peach,Wizard's Hat,Donut,No Traits
5285,140,7576,0,https://solanart.io/nft/GTt7oLR5EoEUFCEEn89yNv8KAbUZsdtUzkMFUrjy1UxG,Red,NB-Ape Yellow,No Traits,Green / Peach,No Traits,Grilled Cheese,No Traits
5291,115,4758,0,https://solanart.io/nft/6ySnSzNbyD4zUF5dEieJnXHd8yANh1nYpgJ33JMbcqui,Green,Academy Uniform,No Traits,Green / Peach,Headband,Grilled Cheese,No Traits
5314,3333,16,0,https://magiceden.io/item-details/93teXTdMk5LyTAf27hEyxBUQoNaSMAKQbHiUgy9BdZUa,Purple,Leather Jacket,Wayfarer Glasses,Black / Gray,Conical Hat,Eggplant,Diamond Teeth
5349,199,6214,0,https://solanart.io/nft/8wbaiwZeC7dHzqqfrG77sH8Aa7FqHUtA8wSMSaM7QTkj,Blue,Turtleneck,No Traits,Albino / Blue,Football Helmet,Banana,No Traits
5354,2277,41,0,https://magiceden.io/item-details/928QqjGcLjmTi1rmXLtHbcw4KeFtePJgZPD5hikXf6CV,Yellow,Cheerleader,Aviator Glasses,Leopard,Crown,Hotdog,Wooden Tooth
5356,107,701,0,https://solanart.io/nft/2iNW6cghEtMwcmGYsFWGVGs1jjWKgyp5yYz1zbhR6z4A,Black,Jungle Explorer,Shutter Shades,Black / Peach,Umbrella Hat,Grilled Cheese,No Traits
5363,140,6483,0,https://solanart.io/nft/995ffi5RXe4oPSfcMr4sGhbB9NLNzMPDU597bo7Njzps,Yellow,Maid's Uniform,No Traits,Brown / Yellow,Football Helmet,Pizza,No Traits
5388,110,6006,0,https://solanart.io/nft/usGZXjMRUzNMiStLa8PPQVz5fYarFNuDXht7ModQdry,Red,No Traits,No Traits,Red / Blue,Graduation Cap,PV-Ape Glue,No Traits
5399,118.220001,6554,0,https://solanart.io/nft/9kfDCRdE3iPUXkdVV77t7SbZUc4g7kooXEbmDA8wrUXw,Yellow,Bowling Shirt,No Traits,Brown / Peach,Football Helmet,Drool,No Traits
5411,144,585,0,https://magiceden.io/item-details/AdUEGhxdjptMvZLhXixPkm9DvGVihWTZcS5HrRxu95FG,Green,No Traits,Ape Vipers,Green / Peach,Snapback Cap,Ape Force 1's,Wooden Tooth
5443,107,7115,0,https://solanart.io/nft/EgyGXkXGtvXDZhaQBEQRLVYEmocmKtveHvjMUMTusdAk,Red,No Traits,No Traits,Purple / Peach,Baseball Cap,Smooth Brain,No Traits
5455,555,55,0,https://magiceden.io/item-details/AkEK6zKHGquhJBiNNjcdCXqCCyUrEArV5GRbaVSmCfgW,Yellow,Overalls,Aviator Glasses,Black / Gray,Pilot's Hat,Dirty Fiat,Wooden Teeth
5461,119,6941,0,https://solanart.io/nft/DrTJBFxBdU9AtbxXYJrvtkuPyirfPtN43XgbiBRzes2z,Blue,Dress,No Traits,Blue / Peach,Beanie,Dirty Fiat,No Traits
5474,110,2433,0,https://solanart.io/nft/2YXHb2iz9HUt5NteL2KfpCKodF18honUawHWBG2rKjZi,Yellow,No Traits,Shutter Shades,Blue / Blue,Graduation Cap,Smooth Brain,No Traits
5494,103,8883,0,https://solanart.io/nft/GwWmPYVQD512ZyNQ69UsYYpMifz2K8Lo4xwoBes2Qimv,Yellow,Bowling Shirt,No Traits,Brown / Peach,No Traits,Ape-le Juice,No Traits
5517,150,5163,0,https://magiceden.io/item-details/HFJLGiRT7yHCqBSvZKKWxVdJ4GsTDJzL6DVQhfaMhvjJ,Yellow,Jungle Explorer,No Traits,Brown / Yellow,Straw Hat,Drool,No Traits
5532,500,3926,0,https://magiceden.io/item-details/AgsW7zRedKtBoYQxT1oZWCE6Td8F6JpuMAZb57U3GKoF,Yellow,Tie-Dye T-Shirt,No Traits,Brown / Peach,Viking's Helmet,Smooth Brain,No Traits
5561,150,9809,0,https://magiceden.io/item-details/Gt4THFCvLALYnMx2CdN1L3rsTmLNBHjNAxzPNxXvd1cU,Yellow,No Traits,No Traits,Brown / Yellow,Mobster Hat,No Traits,No Traits
5573,119,7859,0,https://solanart.io/nft/Az4YeZgKLmmiMdpNVLaYjzA6RFy2cP5ssDmPnFGsiC21,Red,No Traits,No Traits,Blue / Peach,Captain's Hat,Hotdog,No Traits
