id,price,moonRank,💎 score (%),storeURL,Background,Clothing,Eyewear,Fur / Skin,Head,Mouth,Teeth
3813,88.888802,4374,0,https://solanart.io/nft/6WLhe4BvWqbBsHZfnXbAnnwjhHHiqizFGbxfEu7b8qkj,Black,No Traits,Wayfarer Glasses,Purple / Peach,Baseball Cap,Donut,No Traits
3825,350,443,0,https://magiceden.io/item-details/EQyHTmnxM7TTTmSpkhWgXLfj8MyrgsFLumoQJJGbw2mJ,Black,Silk Robe,3d Glasses,Red / Peach,Mobster Hat,Eggplant,No Traits
3831,295,4614,0,https://solanart.io/nft/4FvtRpNSpq2gn74T2KeyzFeQBFDq5ZtiNAbi93ZVgFSi,Blue,Fur Coat,No Traits,Albino / Peach,Snapback Cap,No Traits,No Traits
3836,5000,6,0,https://solanart.io/nft/EMSwDuGxphWwFABC8zTqow9k1Ep5GwuPoo7SXQx3n39h,Purple,Biggie Sweater,No Traits,Purple / Purple,Tiara,Ape Force 1's,Gold Tooth
3849,200,7661,0,https://magiceden.io/item-details/Gc4vrKzh9KQNCdRfF3AhN1tWZBxdcPPSKxjKPHEjB5aC,Green,Turtleneck,Ape Vipers,Red / Blue,No Traits,No Traits,No Traits
3850,250,5760,0,https://solanart.io/nft/dy8SAZ9BShjfbyiEtFPHVr7o4rahihu3sTAP9vaAeHZ,Black,Denim Vest,No Traits,Blue / Peach,No Traits,6pc Tendies,No Traits
3852,10000,210,0,https://magiceden.io/item-details/HnPy5ivrKkuczdBrWZ9AjFaK8u6h74ZAfMBDqzdXH6ZQ,Blue,Degen Service Shirt,No Traits,Zombie,Degen Service Hat,Hotdog,No Traits
3866,2555,63,0,https://solanart.io/nft/HoShMeDzPBRjKbtQ2Z6tkuMDjY1RnA2HX6cbzPqZcoTD,Red,Tie-Dye T-Shirt,Shutter Shades,Red / Peach,Explorer's Hat,No Traits,Gold Teeth
3881,199,2072,0,https://magiceden.io/item-details/5jh3aNz83skNFeX9ef1SstLJEHa4MjTLQ2tTHfqPy9YT,Purple,Tie-Dye T-Shirt,No Traits,Purple / Peach,Judge's Wig,6pc Tendies,No Traits
3882,500,9850,0,https://solanart.io/nft/GTdcEz4gnQKUP8hqZJquDqBkm1FfmL84J4ZMUE8JLQ6y,Green,Black T-Shirt,No Traits,Green / Green,No Traits,No Traits,No Traits
3887,340,4273,0,https://solanart.io/nft/FznMTN3eAtDXEi9t3WkCZkpc6s9SCxbHbv95aZ2wrpa8,Red,Denim Vest,Ape Vipers,Red / Peach,No Traits,Eggplant,No Traits
3908,155,185,0,https://solanart.io/nft/CBEj9tQXbGr7jb4g6dKYg3WVunTXYrBiZ1nkuEr1oAhp,Purple,Police Uniform,Shutter Shades,Purple / Purple,Fishing Hat,Eggplant,Wooden Tooth
3912,150,6221,0,https://solanart.io/nft/DJx6mdL5BMXDXUfBtpVAnrAUfwD4TKW4tWQNXvQLPUp5,Purple,Turtleneck Suit,No Traits,Blue / Peach,Explorer's Hat,No Traits,No Traits
3915,88.18,3103,0,https://solanart.io/nft/2pGvh3kMjXraXGS2jkhoAguwV2d7MZet43mgJ5GFMQoV,Red,Maid's Uniform,Aviator Glasses,Blue / Peach,Sailor's Hat,Banana,No Traits
3931,100,5415,0,https://solanart.io/nft/9QwskgxBAAo8DmEkETMWP8jPL1bDdPptzWAkeUu3FnqG,Green,Leather Jacket,No Traits,Green / Peach,Policeman's Cap,Hotdog,No Traits
3940,1550,1889,0,https://solanart.io/nft/AJ7dHPdiR5j678WLVAUCSU4VJ5gvaW1UmR4hPrBypcFa,Green,Hoodie,No Traits,Zombie,Straw Hat,Banana,No Traits
3961,3333,7179,0,https://solanart.io/nft/68Em55sd6SGM2mJNyxzreTq97aGg1MaYebGs9qzqHTGz,Green,Tie-Dye T-Shirt,No Traits,Green / Green,Fishing Hat,Soda,No Traits
3974,2000,9981,0,https://magiceden.io/item-details/J3eQSwsC5KT9owhA2XJQh85Yfvhh4sSYqWZuuTDRpZga,Green,No Traits,No Traits,Green / Green,No Traits,No Traits,No Traits
3994,88,8335,0,https://solanart.io/nft/DMo5nVThWWz3qbC2AG4B5yhptZpc9CrBFg8RdsZhvrv7,Black,No Traits,No Traits,Black / Gray,Football Helmet,Pizza,No Traits
4033,84,9252,2.65,https://solanart.io/nft/GSJhytFmWgUyHBhVerWpnuaiVDMkXfmgwQEc5HYTU17V,Yellow,Maid's Uniform,No Traits,Brown / Peach,No Traits,Pizza,No Traits
4035,999,2557,0,https://solanart.io/nft/5ydTKz1MrheRAGoZnCvZSJ9XUsG5pfdKStWcMP7Mz6ek,Black,Tie-Dye T-Shirt,3d Glasses,Albino / Peach,Viking's Helmet,No Traits,No Traits
4039,99,3273,0,https://magiceden.io/item-details/7pQfTWiXXPSipMcdkFbvPbxFivAyDrPsmRs9XVw1keMK,Red,Bowling Shirt,Shutter Shades,Green / Peach,Bucket Hat,Pizza,No Traits
4041,169,8093,0,https://solanart.io/nft/5uKQQVTNkrASJSaMJDTDG4T7K9vhqLtZ2bt3Wke1rBso,Purple,No Traits,No Traits,Purple / Peach,Football Helmet,Dirty Fiat,No Traits
4068,99.989998,6150,0,https://solanart.io/nft/8gAxbAZMuH576aPMNFiFuG5X42HR8PnBBR7drbLgv9mK,Blue,Suit,No Traits,Purple / Purple,Fishing Hat,Sandwich,No Traits
4075,125,8246,0,https://solanart.io/nft/As5o2uyru2ycLV4xLnqaKnWM1hiGbkTGt4QuEVXYP7V3,Yellow,Maid's Uniform,No Traits,Red / Peach,Football Helmet,No Traits,No Traits
4086,100,8480,0,https://magiceden.io/item-details/FvJiJH8hcF3oSrTkTLj2UEHM5G3BWH3MV1AX6rbyvSRC,Green,No Traits,Ape Vipers,Green / Peach,No Traits,Sandwich,No Traits
4091,249,9824,0,https://solanart.io/nft/7wAE8Y8q7M6BqrB86dmVTwgFTHgyiCuePudaL22Ay7HZ,Green,Leather Jacket,No Traits,Red / Peach,No Traits,No Traits,No Traits
4106,195,3544,0,https://solanart.io/nft/Axqsr94835v47GJZuzgBUQRw86y8KhbeSeKDK1Pe7Woq,Teal,No Traits,Aviator Glasses,Purple / Peach,Sailor's Hat,Corndog,No Traits
4201,1420,2107,0,https://solanart.io/nft/DGB7Su9EqHqmSs8sTPD1xqep5497VY4Jci3rzLY1JxNc,Teal,Ski Jacket,No Traits,Green / Green,Explorer's Hat,Soda,No Traits
4203,420.690002,6348,0,https://solanart.io/nft/H8tKSJHsgg5ZW64b4Sw5BHvJv6ev8dwRaP3dAPap42Kp,Red,Turtleneck,Round Glasses,Red / Peach,No Traits,Pizza,No Traits
4223,690,2932,0,https://solanart.io/nft/7vZCuq8t1czV52X2bmgLZUzepxe3JkyUL7kwF5oWydrW,Blue,Dress,Round Glasses,Blue / Blue,Beanie,Eggplant,No Traits
4331,888,6080,0,https://solanart.io/nft/31H3nE7duBS2rA3Qzcg77fFoanYjUpDZQbwcWReARpx9,Black,Black T-Shirt,Aviator Glasses,Black / Gray,No Traits,Pizza,No Traits
4429,500,5181,0,https://solanart.io/nft/EwRANuDoq3KKuHbqauzmZd1XKwDUrHQjLLYfY9txvsbt,Red,Bowling Shirt,Round Glasses,Red / Peach,Sun Hat,No Traits,No Traits
4485,1000,2417,0,https://solanart.io/nft/6nVUoeTM7pYJXkdbXPCMqPetN4ayozYPgwTrA3DnELSy,Green,Japanese Uniform,Aviator Glasses,Green / Green,Sailor's Hat,Pizza,No Traits
4514,555,130,0,https://solanart.io/nft/CU9GByszKiGzzD93EbAxFk6BBx5RKLBA16DvDbyShsMf,Red,Maid's Uniform,No Traits,Albino / Blue,Headband,Crayons,Wooden Tooth
4534,300,3894,0,https://solanart.io/nft/DsHjesekDBQk4rzJnsWQUCYXUm8MbiRa4zzbiEHGexVD,Yellow,Hawaiin Shirt,No Traits,Blue / Peach,Straw Hat,Sushi,No Traits
4549,399,2824,0,https://solanart.io/nft/ABA2DGPNqcvv38QGhrBqjhzQRZMPDYc3Hwy1JxthYyDb,Yellow,Silk Robe,Round Glasses,Brown / Yellow,Baseball Cap,No Traits,No Traits
4587,888.880005,9616,0,https://solanart.io/nft/8XhSnNzUKDRRpCasktaKpvNDjUJQaXS1PuLAgXHQ4dQN,Green,No Traits,Aviator Glasses,Green / Peach,No Traits,No Traits,No Traits
4606,1500,137,0,https://solanart.io/nft/3MBFPX21RirgWWtmYmgjvtFEqB267jAp2GsMHSHa3qRo,Blue,Leather Jacket,Shutter Shades,Ice,Umbrella Hat,6pc Tendies,No Traits
4693,500,965,0,https://solanart.io/nft/F4A8YZnnJWJyKjmRmb9p398qY6heXArZ58rNUefSbTWU,Blue,Police Uniform,No Traits,Blue / Blue,Judge's Wig,Hotdog,Wooden Tooth
4701,300,5904,0,https://solanart.io/nft/75Xgohrx8zKG2Kzb2rMhGr1sdctr5rXzm1X8QzxVPtap,Red,Maid's Uniform,No Traits,Black / Gray,Beanie,Corndog,No Traits
4782,777,1653,0,https://solanart.io/nft/DjyZ7NWoKA61ccDPsqo3AjzdNYDBBWJPQqZDgL5fGLRa,Yellow,NB-Ape Green,Wayfarer Glasses,Brown / Yellow,Sun Hat,Pizza,No Traits
4832,333,9747,0,https://solanart.io/nft/DPpTHYxyyEjkSXxm27ZXW8aMXxPav2oWkPz362XmdGCF,Black,No Traits,No Traits,Black / Gray,No Traits,Soda,No Traits
4840,500,903,0,https://solanart.io/nft/7ziHj2Acq7dVEiqgkPRVKdfNPF6g3uVfvhhZdd3KHhC9,Yellow,Fur Coat,Wayfarer Glasses,Brown / Peach,Fishing Hat,Pizza,No Traits
4875,269,8409,0,https://solanart.io/nft/2yRjmsoTQDc6ypVS8yRQJ7jMUsik5fEBkRtbYJwbXkm7,Green,Hawaiin Shirt,No Traits,Purple / Peach,No Traits,Soda,No Traits
4877,815,972,0,https://solanart.io/nft/4ZeeV1Te7r34qR7m9J15SJ7Yuiid1sWaTHa7LRBicouu,Purple,Tie-Dye T-Shirt,Ape Vipers,Green / Green,Pope's Mitre,Soda,No Traits
4880,5000,36,0,https://solanart.io/nft/HioVMeY95of7Wrieehf6Lw2iWFiqrr2zachcUQmtZ8LB,Purple,Ski Jacket,No Traits,Acid Trip,No Traits,Smooth Brain,Gold Tooth
4893,1000,7096,0,https://solanart.io/nft/6rQJCAYQ1UHTk4SCZ25LyF8gxshhtsHVWdQ6EAAUTNKh,Blue,Striped T-Shirt,No Traits,Albino / Blue,Mobster Hat,Drool,No Traits
4932,300,9772,0,https://solanart.io/nft/7DQYgjEkJKd8tYyXVeyn52A8QZaaECeB6EXC5J73qksE,Black,No Traits,No Traits,Black / Peach,No Traits,Banana,No Traits
4946,6500,149,0,https://solanart.io/nft/7UNdTsb1FwCK6DF2hiLxRbLMrRxHnZ6kejBV1nmySV75,Green,Bowling Shirt,Aviator Glasses,Acid Trip,Bucket Hat,Ape-le Juice,No Traits
5019,535,3441,0,https://solanart.io/nft/DqzMkaG31NGLNnWPhf5zDBaNJdsgZWMs2MvCt4TGLHLT,Green,Black T-Shirt,Aviator Glasses,Green / Peach,Top Hat,No Traits,No Traits
5036,3919,7695,0,https://solanart.io/nft/6o7tKDkLq9YtYFiKuRm1o8N4yVKTZrrUU8DPVGotGKwf,Blue,Wetsuit,No Traits,Blue / Peach,Mobster Hat,Grilled Cheese,No Traits
5075,299,2398,0,https://solanart.io/nft/346wyYAPvA7nn6hKp6jZk9uoek9n5MTJBifGrZ4ocadL,Blue,NB-Ape Red,No Traits,Blue / Peach,Explorer's Hat,No Traits,Wooden Tooth
5106,379,8261,0,https://solanart.io/nft/9BKRPzrmdzVEyLptqbfiW7uj3nuhfrViYtii3ChbnMqe,Red,Maid's Uniform,No Traits,Green / Green,Conical Hat,No Traits,No Traits
5111,540,3813,0,https://solanart.io/nft/AEftyv3Do8nNrBhcCtzZ3RFZrZY6Q1mibrmzkNmaHMav,Green,NB-Ape Red,No Traits,Green / Green,Football Helmet,Drool,No Traits
5130,4969,502,0,https://solanart.io/nft/Etff559MmpYsrhBRkDbGriwNHLhp3KJuF5HLKRUM2VBK,Black,Turtleneck,Ape Vipers,Black / Gray,Harambe's Halo,No Traits,No Traits
5168,1000,6066,0,https://solanart.io/nft/2AYo9sfF3Be1VKGgYaxcQ2F9qtu5QziEAXNMS6g77YWW,Purple,No Traits,No Traits,Purple / Peach,Graduation Cap,Smooth Brain,No Traits
5301,400,4725,0,https://solanart.io/nft/iHVLWDTAg5y576MRTkNGhMUcg2u3uUgPqZYuX1DYvGt,Blue,Maid's Uniform,No Traits,Purple / Peach,Pilot's Hat,Bubblegum,No Traits
5311,269,2396,0,https://solanart.io/nft/2SW48xArRik49tTgUq9to7Lha2wecSTPoXfpZxreKpoC,Green,Maid's Uniform,Ape Vipers,Green / Green,Straw Hat,Banana,No Traits
5392,239,7752,0,https://solanart.io/nft/AxxNt7bcbWnZAF2xUnNBRMNtbGbo4H6Dd32q74HCKVV6,Yellow,Hoodie,No Traits,Green / Peach,Baseball Cap,Soda,No Traits
5405,5000,3340,0,https://solanart.io/nft/Eu9XrHwdTDf9vnnfWzV6K6vBpYY4SPydPFLMzLHssthR,Purple,Cheerleader,Wayfarer Glasses,Purple / Purple,Beanie,Soda,No Traits
5417,690.690002,2863,0,https://solanart.io/nft/U2t29B4wa5jy3TMF4exFkCm1TvT7Q1s9Ewz3pnbSFrP,Green,Silk Robe,No Traits,Black / Peach,Beer Hat,No Traits,No Traits
5488,420.690002,2178,0,https://solanart.io/nft/HtQof4wVy7RczYcgeJ2YxhP9vR3ZHs7q3JLShjATxEVM,Black,NB-Ape Green,No Traits,Black / Gray,Sultan's Turban,Banana,No Traits
5536,249,5902,0,https://solanart.io/nft/4dG9H7tTAFjZzgcvqS4SwAc9tKmhcVcnYsfBFVV1eqmP,Purple,Wetsuit,Wayfarer Glasses,Red / Blue,No Traits,Drool,No Traits
5611,500,4458,0,https://solanart.io/nft/mPDStDSSjZrMbxsABcQdR7ieXQDkcW6WCRHKkyMom8B,Purple,Japanese Uniform,No Traits,Purple / Purple,Captain's Hat,Banana,No Traits
5650,666,7763,0,https://solanart.io/nft/Ca7yizNV4HZZsowVW8Pr17i2APSgheoHMBGQgZzrMMhM,Blue,Striped T-Shirt,No Traits,Blue / Peach,Snapback Cap,Corndog,No Traits
5715,330,446,0,https://solanart.io/nft/B1NCC3utmEkU9hPjLLrURYt4jge2WR4HoxpXj6yje5Bu,Teal,Denim Vest,No Traits,Black / Gray,Baseball Cap,Eggplant,Gold Tooth
5737,269,243,0,https://solanart.io/nft/4BSY5zQypPiMpmAn8qoVpxHmZEBDKGjLYw4WgxAQ3yog,Blue,Turtleneck,Round Glasses,Green / Green,Fishing Hat,Sandwich,Wooden Teeth
5808,699,819,0,https://solanart.io/nft/FE9DrFZTFpM5aZCnhzkJtR8xFLRmyov38ndGdkERYYjp,Red,Fur Coat,Aviator Glasses,Red / Peach,Snapback Cap,Soda,No Traits
5817,250,3783,0,https://solanart.io/nft/6whcsHzG4oEmDGVLFHsFUVYqpjAhWUPL7ab5tqTvbYMe,Black,Bowling Shirt,No Traits,Ice,Fishing Hat,Grilled Cheese,No Traits
5921,383,7883,0,https://solanart.io/nft/FthMWGSFUyqX3ZAQg7aDhidgMwcP9ySSGSDTSBN6wKwh,Yellow,No Traits,Shutter Shades,Brown / Peach,No Traits,Dirty Fiat,No Traits
6019,900,342,0,https://solanart.io/nft/67QSBpLHypD8ETe6ByZGYfR7pBo9WxsEvUojDZpwSEYN,Blue,Overalls,Round Glasses,Blue / Blue,No Traits,Crayons,Wooden Tooth
6117,2269,131,0,https://solanart.io/nft/HeVXJCURxNSjkXESJvnofvmxZ3bAziepJWLk5EfqEt3y,Purple,Prince Charming,No Traits,Purple / Peach,Roman Helmet,Drool,No Traits
6147,999,650,0,https://solanart.io/nft/VSmXKaPZCFM6WtnM2cJx4eEveLyckm6fKww8b55XU4s,Green,Tie-Dye T-Shirt,Aviator Glasses,Green / Green,Crown,Hotdog,No Traits
6322,4500,2526,0,https://solanart.io/nft/Avb2Sf2P43jHUad99hfAz3rYViMePm1shgtooSUQBrCU,Purple,Bowling Shirt,Wayfarer Glasses,Red / Peach,Musketeer's Hat,Ape-le Juice,No Traits
6385,400,5588,0,https://solanart.io/nft/9CPSCKFBDneEBKGPKvsiaVT78HBTmXuM3TNNzybXQSgY,Purple,Black T-Shirt,Wayfarer Glasses,Blue / Peach,No Traits,Eggplant,No Traits
6432,999,7236,0,https://solanart.io/nft/5cCh97TFbDCTsvi8T165tgWX4SB2meSwfvFBRQ4VmKy1,Purple,Hoodie,No Traits,Purple / Purple,Conical Hat,Banana,No Traits
6445,8888,4399,0,https://solanart.io/nft/GHFeGKBYDqHZKPZwW29ok4gN9PsrJBZLo3CRvkzmof82,Yellow,No Traits,Shutter Shades,Brown / Yellow,Musketeer's Hat,Ape-le Juice,No Traits
6605,303,7290,0,https://solanart.io/nft/4DMapJcPrYffeqcjzijqF7QsjX7VorX9rY6iNjFTiEGG,Green,Hoodie,No Traits,Green / Green,Baseball Cap,Hotdog,No Traits
6677,250,5950,0,https://solanart.io/nft/GDR8PfaGHq4dJdk77Gts53YkTAwVxLxaHK5mZyFhRmZa,Yellow,No Traits,Wayfarer Glasses,Leopard,Graduation Cap,No Traits,No Traits
6678,499,8934,0,https://solanart.io/nft/GP4FAsVZcW5Yc4x5STFYSMBLaok6pRWksa4ADLc8eF74,Purple,No Traits,No Traits,Purple / Peach,Snapback Cap,Burger,No Traits
6689,350,6440,0,https://solanart.io/nft/GRMgTSXhqDcTUHwGhuMA6iuhTeBKBVtq6xJXgsp5XYj1,Red,Hoodie,No Traits,Red / Blue,Sun Hat,Dirty Fiat,No Traits
6760,3141.592773,3934,0,https://solanart.io/nft/6aSvMHEhyjctubN4go44xdVAcBvvEPhUgUEm6DrAqyJ2,Yellow,Turtleneck,No Traits,Brown / Peach,Umbrella Hat,Eggplant,No Traits
6766,333.329987,6003,0,https://solanart.io/nft/66MBPQewteTKwfuTKEFKwqxqAcHtPXwzHQ4hCQh9WngB,Blue,Overalls,No Traits,Brown / Yellow,Fireman's Helmet,Drool,No Traits
6772,500,6340,0,https://solanart.io/nft/35R1Gj2JTWsGmQAm91hEQLsDz6Ejc5d91dphfAAD9G4u,Blue,Bowling Shirt,No Traits,Albino / Peach,Football Helmet,Banana,No Traits
6778,1000,8559,0,https://solanart.io/nft/2Xpt59mNqTajzfWk6cfD5iUSW5qaZisFi1uD895T8E8g,Blue,No Traits,No Traits,Black / Peach,Beanie,Ape-le Juice,No Traits
6788,250,3630,0,https://solanart.io/nft/J5qkzE1s1Nqx2XgxaZ37Gt117T8Qc2Bt2xaBQCfZDiKy,Blue,Hoodie,No Traits,Albino / Peach,Floral Crown,Ape Force 1's,No Traits
6857,450,1499,0,https://solanart.io/nft/BUT3yQmXC2mRQbCPUDcfPbLfhALsW8D9xhjruZupN6Rw,Blue,Bowling Shirt,Shutter Shades,Albino / Peach,The Croc Hunter,Sandwich,No Traits
7035,325,2191,0,https://solanart.io/nft/7z6HmFyQnpWM8qz39hjqXyxSfmoBZUkkUWhHT8F8sydE,Purple,Bowling Shirt,Round Glasses,Red / Blue,Fireman's Helmet,Soda,No Traits
7058,650,1674,0,https://solanart.io/nft/8wm5R75naCBCKCdwwQ5dgPcoud5oASELDM92byj8Svzf,Green,NB-Ape Red,Shutter Shades,Brown / Yellow,Wizard's Hat,No Traits,No Traits
7066,400,866,0,https://solanart.io/nft/D3zxTXj7b4McvMU3Wpivd6PusevakEdiaPivrNWX8eUP,Black,Jungle Explorer,3d Glasses,Green / Green,Musketeer's Hat,Burger,No Traits
7179,5000,5255,0,https://solanart.io/nft/FU1GNiZ7ESoNmwnMh6NtTsWiF4FqTWnSKQNjzqynEqDP,Black,Maid's Uniform,No Traits,Black / Gray,Football Helmet,Soda,No Traits
7210,250,1494,0,https://solanart.io/nft/5hhxDKxEar1yhngNK9A4TQ1xckaYqBnhUrBJrMFbcwGL,Blue,Overalls,Round Glasses,Green / Green,Top Hat,Corndog,No Traits
7262,888,1416,0,https://solanart.io/nft/3pvBPzYwVHpoems6DZkEG1GmUg2Qi1w1YMjgyJDs9dCg,Purple,Turtleneck Suit,No Traits,Purple / Purple,Tiara,Soda,No Traits
7275,1800,784,0,https://solanart.io/nft/536Am5uhmeQjTJqd5y885f5domnsX9RphsPkKFSF9e6U,Green,No Traits,Round Glasses,Zombie,Viking's Helmet,Burger,No Traits
7306,499,560,0,https://solanart.io/nft/3gtPB33pKYcztqMTBkNKu4ix4FwzFKS7VX5v7fvn3qpV,Blue,Degen Service Shirt,Round Glasses,Blue / Blue,Degen Service Hat,Hotdog,No Traits
7330,642.900024,754,0,https://solanart.io/nft/FjmBT6LcYJrub2b36ioikrQ5D1eDkLHdK7exa6DzbS1Z,Yellow,Degen Service Shirt,No Traits,Brown / Peach,Degen Service Hat,Smooth Brain,No Traits
7365,1978,4145,0,https://solanart.io/nft/7RpsAsUDkQPn8GQFQ3uUBzqyKeyi12woYQNFg7HXSPiv,Purple,No Traits,No Traits,Brown / Peach,Musketeer's Hat,Dirty Fiat,Wooden Tooth
7440,10000,356,0,https://solanart.io/nft/5JZhqtin6Qh3FgbWmynqrmzGAe2CdfMTNNvwF2FbCi6S,Blue,Space Suit,No Traits,Albino / Blue,Space Helmet,No Traits,No Traits
7458,369,4459,0,https://solanart.io/nft/8xBbUnMVsVg7ocM7Ce4nd2UHxCUsK2SrQio1WvMNsyrD,Blue,Cheerleader,No Traits,Blue / Peach,Umbrella Hat,Eggplant,No Traits
7473,999.98999,9275,0,https://solanart.io/nft/HurnjWUVkzd6CphuBbCenadGkeKAMMbP1wE6MpsecMhp,Yellow,Hoodie,No Traits,Brown / Peach,Baseball Cap,No Traits,No Traits
7502,333.329987,5737,0,https://solanart.io/nft/DtzE3f2osQ9W8XEfJ53TBFVgf7zzXJxNSoKsrQfR7skx,Yellow,Striped T-Shirt,Aviator Glasses,Brown / Yellow,Sun Hat,No Traits,No Traits
7542,399,3277,0,https://solanart.io/nft/8oihnBGR9gxWFW45HAFyJp1PKUqXeq9GaoG1p8uJBfLJ,Blue,Turtleneck,No Traits,Ice,Headband,Hotdog,No Traits
7555,585,5454,0,https://solanart.io/nft/CBx9vxkpYADogp8Yn6ZqgTNNdMenMew6jd5Bn2u2VJvD,Blue,Tie-Dye T-Shirt,Ape Vipers,Blue / Blue,Straw Hat,No Traits,No Traits
7653,777,3020,0,https://solanart.io/nft/HfqAbexwLqMn73bSBey89ZEkbSHtwU4ueMQ3ijHtUL3x,Black,Turtleneck,Aviator Glasses,Black / Gray,Mobster Hat,Pizza,No Traits
7668,287,3686,0,https://solanart.io/nft/9QSWjVaXv8EinVuxcWCwVbm1YsfhstVw8xYsUiTwszRD,Yellow,Leather Jacket,No Traits,Brown / Yellow,Viking's Helmet,PV-Ape Glue,No Traits
7779,800,6458,0,https://solanart.io/nft/Ac9bNbwmGMz52nUqxo3LZWR879ENdnvEt2e36n5fCjMY,Yellow,Overalls,No Traits,Brown / Peach,Baseball Cap,Dirty Fiat,No Traits
7786,300,6903,0,https://solanart.io/nft/2trT2njfeLW2tcXgPQMCtHkCW4LdXP5S8bAPumysJdW2,Blue,Denim Vest,No Traits,Blue / Blue,Beer Hat,No Traits,No Traits
7821,5000,3895,0,https://solanart.io/nft/3UtpNwWsJQUTvm3UhU9zMDqZ2nVAhULmXttsjSvLKYKk,Black,Jungle Explorer,Wayfarer Glasses,Brown / Yellow,Beanie,No Traits,No Traits
7894,250,3048,0,https://solanart.io/nft/H55meqc6mjzDR1U6QxjucoN4GubZH61FkoichexwWyJD,Yellow,Fur Coat,No Traits,Brown / Yellow,Sun Hat,Pizza,No Traits
7919,500,6829,0,https://solanart.io/nft/6X6uxRF4StXnCk27eM33dU16nAsNEGe15MJqCzpk8qvs,Purple,Dress,Ape Vipers,Albino / Peach,No Traits,No Traits,No Traits
7959,825,1801,0,https://solanart.io/nft/B4hfRWBxFKrPXFAvAkWMuVYnD6YPcCoqT1e5KZTxLzbY,Black,Biggie Sweater,No Traits,Black / Peach,Bucket Hat,Soda,No Traits
7969,255,8694,0,https://solanart.io/nft/Ewbk7yPvPj2f4xUYduMNKA29MCQS65zndvfeaee1AGRu,Blue,Leather Jacket,No Traits,Black / Peach,Musketeer's Hat,No Traits,No Traits
7970,379.444458,54,0,https://solanart.io/nft/649UgdVKbByL2NuhpKLENvjBsp68usqqs68eLG4s6Ncg,Green,Degen Service Shirt,Aviator Glasses,Green / Green,Degen Service Hat,Dirty Fiat,Wooden Tooth
8129,699,1181,0,https://solanart.io/nft/HdGz6BsQYjn9yKcdNDCSPABtdBATagbKxcEiCR5v5tPW,Purple,Leather Jacket,Ape Vipers,Purple / Purple,Wizard's Hat,Ape-le Juice,No Traits
8147,750,1093,0,https://solanart.io/nft/Ehak9NthtDdufDgNwqzu2ENxWnEsvtzg6Wqi5usoBetk,Teal,Cheerleader,No Traits,Green / Green,Roman Helmet,Banana,No Traits
8184,300,1722,0,https://solanart.io/nft/8Xt76VP3fFD2AZahGin2YMARuWsPN9reoK4TPQAmPMSo,Green,NB-Ape Green,Wayfarer Glasses,Brown / Peach,Sun Hat,Sandwich,No Traits
8207,269,9510,0,https://solanart.io/nft/9c2mcZB6UfRpG8hLRnE51oFXC7Pdu5pbKASJ4BDQSsGg,Purple,No Traits,No Traits,Albino / Peach,Sun Hat,No Traits,No Traits
8377,320,1462,0,https://solanart.io/nft/86VSeGfmyeDThb76K69gbpetfQrEAvvHAFP7rNAt8Cjj,Yellow,Leather Jacket,Wayfarer Glasses,Blue / Peach,Fishing Hat,Cigar,No Traits
8432,323,2638,0,https://solanart.io/nft/6jqxEt9BtSVqHHQS4xP2Bp5o6wS9WkGe6Lmp15VzTkD3,Yellow,Academy Uniform,No Traits,Brown / Peach,Pope's Mitre,Hotdog,No Traits
8482,250,1757,0,https://solanart.io/nft/GpVenyX5rKzM7VgKq79QkR3PEkWMD5XPFAPpnqphoe7y,Blue,Police Uniform,Wayfarer Glasses,Blue / Blue,Headband,Hotdog,No Traits
8513,1000,8981,0,https://solanart.io/nft/EyMujGMgiN7Yb2hsKbXWahwQ5QqU8Qon9xjAsMuBFse6,Blue,Black T-Shirt,No Traits,Albino / Peach,No Traits,Burger,No Traits
8561,250,499,0,https://solanart.io/nft/CNLhqqazkTX2GS5z41uBne5QmW4ihppXvA5WewSzRT7u,Green,Overalls,Aviator Glasses,Green / Peach,Captain's Hat,Sandwich,Wooden Tooth
8582,500,9988,0,https://solanart.io/nft/FFc1jLC9HeYwtLKGgf8Lq811sQnYVog4X5i9rr7opg88,Green,No Traits,No Traits,Green / Peach,No Traits,No Traits,No Traits
8654,250,5963,0,https://solanart.io/nft/BgQbpNnHBLoYswrz4wDZbU1pEnL6cn33HV7SJBchLwH5,Black,Maid's Uniform,3d Glasses,Black / Gray,No Traits,No Traits,No Traits
8672,696.690002,7732,0,https://solanart.io/nft/EdFQcqNGALaw5xo26c5B2DaTKSNUvLV2PQpesuFdLCFn,Yellow,Suit,No Traits,Brown / Yellow,Bucket Hat,No Traits,No Traits
8673,299,835,0,https://solanart.io/nft/7ai5iQP7vmu3kuv9ADdcLq7ap3VLV4aCg3XNMZgTp37m,Black,Leather Jacket,Shutter Shades,Black / Gray,Headband,No Traits,Wooden Tooth
8734,565,1882,0,https://solanart.io/nft/2YcVammo9DJnjGQL7A4gBxr1hVdFowMWLXf2VF5mgBmS,Green,Pilot's Jacket,No Traits,Green / Peach,Tiara,Grilled Cheese,No Traits
8752,329,9011,0,https://solanart.io/nft/9pkHHgriSSrtzutzBjj9xbSeDEEKyfhbqF7chUsBGrza,Blue,Denim Vest,No Traits,Blue / Peach,Sailor's Hat,No Traits,No Traits
