id,price,moonRank,💎 score (%),storeURL,Background,Edition,Eyes,Head,Mouth,Outfit,Skin
6720,3.33,1053,68.74,https://magiceden.io/item-details/CYAyiv4sGTY52uwU7xzZZo3dZJPmt6XVoe7WycgLmc6v,Sky,,Angry,Bucket Hat Ivory,Blep,Captain Dark,Natural
6760,2,2613,73.95,https://magiceden.io/item-details/9fiQmhMZWvJmqkyJDWr6zHFFNuugpvq6aRbqxXcKr13F,Sky,,Standard,Afro,Fangs,Turtleneck Dark,Natural
6794,3,372,75.57,https://magiceden.io/item-details/7vRENmMr5JpBiCfvd7mYQkVWiZVhPzjVGFoahqMRwB4G,Mint,,Thug,Cap Indigo,Smile,Captain Red,Natural
6839,12,7184,0,https://magiceden.io/item-details/SWn6gWVP8fHhqLFCJMPwaWkCC17cMAMivQ1BdE4aiLb,Emerald,,Mutated,None,Blep,T-Shirt Yellow,Natural
6863,1.5,6473,58.92,https://magiceden.io/item-details/52WMMoZjnhcQVhPP4eHHxPgh8cLYXTGGGSfKXC2uccKM,Mint,,Thug,None,Drool,Turtleneck Dark,Natural
6902,2.9,355,76.66,https://magiceden.io/item-details/ChhhiNimHmRqV4dhEQ23hwSPpoofpP3eLrmvni5VaGXf,Blue,,Raised,Crown,Smile,Turtleneck Green,Natural
6954,2.5,3055,66.65,https://magiceden.io/item-details/Cg5jeSHNHGncw9v5xDcAHwd6scx5BRHGwNqMSvYAwQYw,Champagne,,Mutated,Cap Dark,Blep,T-Shirt White,Natural
6999,2,7526,48.46,https://magiceden.io/item-details/Hm8SwwQWzSqcAGDSNaNgJ5cVfn4FyELBWcyPmvAqTXcV,Sand,,Jaded,None,Blep,T-Shirt Dark,Natural
7036,0.98,4022,76.84,https://magiceden.io/item-details/A2DzDgUgJhFe5jyJmmveiZRUMiDgTru1uArDSd8hp7oJ,Yellow,,Eye Patch,Bucket Hat Blue,Closed,Shirt Red,Natural
7075,10,491,4.95,https://magiceden.io/item-details/EMHNCZxEsVCiXDExtJEqd7CePtcEKg5a6FRcNCrkrkzE,Violet,,Synth,Backwards Cap Blue,Closed,Astronaut Light,Natural
7090,1.69,3310,73.43,https://magiceden.io/item-details/6L2erodbZqtaWiXC5thyweWggjJT1qLmVutTeLv8A15k,Orange,,Angry,Bowler Dark,Smile,T-Shirt White,Natural
7105,2,728,83.72,https://magiceden.io/item-details/EQgTWvEq6qbmSEBW8GppYxR5JMppVv51A4p9qiJ83oeo,Pink,,Blank,Backwards Cap Blue,Fangs,Armor Light,Natural
7111,3.95,540,65.2,https://magiceden.io/item-details/6ATrUW6Qfx5e6UW7iGeeHkwQQUCjKzVk2yX4iFU8SEU8,Alabaster,,Synth,Backwards Cap Blue,Beard,Sweater Red,Natural
7119,1.5,7058,55.89,https://magiceden.io/item-details/6ZiA5PXedn2PN7r4btjEiNurupt5AZTz66WCjWQBiMsa,Green,,Standard,Bucket Hat Green,Drool,Shirt Flannel Red,Natural
7138,40,31,0,https://magiceden.io/item-details/HzkbZawCTEvUoq7xipdZwegRj9iqWNW5E93Y3wZT53ae,Sand,,Raised,Crown,Beard,Tank Top Purple,Natural
7143,1,4895,72.11,https://magiceden.io/item-details/4T1Bs7VSkYjTzB2vCeGvMwHc7pEL3Kske7pm9Cv1dHLu,Persimmon,,Synth,Cap Pink,Drool,Shirt Green,Natural
7186,1.9,1984,78.21,https://magiceden.io/item-details/Gz7oAMFrXotE2SpPPGcB2fUkJrhRazfXZCwCRJ2GyuFJ,Green,,Spectacles,Bucket Hat Ivory,Closed,Hoodie Blue,Natural
7200,1,3853,77.51,https://magiceden.io/item-details/GkEUYGjYFw6LyTNX6kCZSzcnpSFJxFVKxGjWd9HBcRuT,Orange,,Scar,Bowler Light,Smile,Hoodie Blue,Natural
7247,0.969,1754,88.71,https://magiceden.io/item-details/8EMra8pkUMsUmtdEQX7Fm4fLE8fxnQzp1jnBxzxKiSHB,Straw,,Blank,Cap Indigo,Stache,Sweater Green,Natural
7335,0.95,5062,71.74,https://magiceden.io/item-details/2D1gTk4yjNj6JTucvQHiQuUJYjGqVJQsXFMwMcbtCVM2,Orange,,Angry,Bowler Light,Drool,Turtleneck Green,Natural
7339,8,11,27.44,https://magiceden.io/item-details/H3r81J8T4BKUwUL2UhEEnbHMzLfWub9MPiBPKvvgGT7D,Mint,,Solana,Headband Dark,Beard,Armor Dark,Natural
7365,6,2078,36.72,https://magiceden.io/item-details/F8ufLemRbRTV1y8veoxnVdJwfLA8kc4tAWj9xxQ9exQ2,Sand,,Standard,Headband Dark,Blep,Captain Red,Natural
7367,2.8,2636,65.83,https://magiceden.io/item-details/jRV8yiaRfck88nh6zmm5y67oPZw4ABLPzPzBfCNAFP6,Rose,,Mutated,None,Drool,Astronaut Light,Natural
7374,0.9,6330,65.66,https://magiceden.io/item-details/8pcX5MD85zjKckoJtsnfv7CFAnTC5mc21cs2mjEq5ejN,Emerald,,Jaded,Cap Pink,Smile,Tank Top Dark,Natural
7397,4,705,63.84,https://magiceden.io/item-details/2pdRQ3J3diJUCwW8JR6VJ2raBDgR4QG2ac5wAz26neRE,Pink,,Thug,Pirate,Smug,Turtleneck Blue,Natural
7423,1.25,689,91.43,https://magiceden.io/item-details/P6uPL4KwC6FVSWDHaBm7Jxwdf2tVvdZSS16tyLmhPvy,Mint,,Spectacles,Safari,Smirk,Sweater Purple,Natural
7486,2.5,3146,66.18,https://magiceden.io/item-details/BRB9nJAki6ohh4337Q2d2jEnw4uXWWYvZ5WJhCSHK1A3,Violet,,Raised,Headband Patterned,Fangs,Shirt Flannel Yellow,Natural
7488,3,341,75.73,https://magiceden.io/item-details/HgQL2pRK5R4LFnMRaBBHAfeSCkqV33EJbdg7C8dpX14T,Pink,,Thug,Backwards Cap Camo,Beard,Hoodie Light,Natural
7493,5,65,57.16,https://magiceden.io/item-details/93xzsyGkVs9wCoUsYeN1KM8hagagAykG8z5PPWC85WvB,Pink,,Standard,Centurion,Beard,Shirt Camo,Natural
7514,0.95,835,93.67,https://magiceden.io/item-details/E3sUKrDq6dUtTMDo8KX2k9whf8eDhRu1J8AKbzi7HHxB,Green,,Mutated,Valet,Stache,Turtleneck Orange,Natural
7612,100,8,0,https://magiceden.io/item-details/HhHfudzDFsiHgg5PRp3eUQ7DScNpu8acDaHmwM9SjPxC,,Devil,,,,,
7649,1.75,919,85.23,https://magiceden.io/item-details/4WhSrt3ZKMGm8trjgtYnsGpypycmM7gzCzHM9FzeLYjd,Yellow,,Angry,Halo,Smile,Sweater Light,Natural
7651,1.5,2395,80.08,https://magiceden.io/item-details/5Kg3ha4473Qb8v7LbgPKNKEb6cfCh2UkN9zTVreNqybt,Straw,,Standard,Bucket Hat Green,Closed,Armor Light,Natural
7676,0.94,1510,90.27,https://magiceden.io/item-details/75RouQyTCp8fRzbEQpmGeDRzn7NCVPG93Kk8obsnSkjn,Amaranth,,Synth,Backwards Cap Blue,Stache,Shirt Red,Natural
7677,2.25,775,80.98,https://magiceden.io/item-details/Fn4Rs3R539L8khhLn8jhsTApDfntP5Rm37pnu84LSJkd,Persimmon,,Eye Patch,Headband Patterned,Grin,Captain Dark,Natural
7678,1.07,1737,87.79,https://magiceden.io/item-details/5DZymZmcnjFxEBn2Yk1gSh5uxKEQ8boYaPH5VmnNdPi6,Yellow,,Eye Patch,Valet,Blep,Hoodie Blue,Natural
7682,1,4886,72.15,https://magiceden.io/item-details/52bnE9HqyE4Xvqn8ep17DSuSJiVyRbFHgVPuPFt6Wbj,Emerald,,Angry,Cap Blue,Smile,Tank Top Purple,Natural
7684,0.75,5301,72.5,https://magiceden.io/item-details/5UFjJ92QSpWp3m3quEfBk3a3twpuYQ2HnErkfyen1AXQ,Alabaster,,Angry,Bucket Hat Ivory,Grin,Hoodie Light,Natural
7720,1.6,6094,59.89,https://magiceden.io/item-details/HBmLDmUGNAYyraQm5T7Spc8bPB2WMPWaTCEkTbgnQevW,Violet,,Jaded,Cap Indigo,Smile,T-Shirt White,Natural
7730,1.75,1551,81.95,https://magiceden.io/item-details/F8j3ZMYNdgruCXj1QStPvA5qHAq7UQqQWPfLdmjarWuZ,Rose,,Standard,Centurion,Smug,Sweater Purple,Natural
7733,2.38,622,80.47,https://magiceden.io/item-details/GFueg56HAjTf4qCZCGxxpkWxtendLnvZxGUnZnMmLbgT,Champagne,,Eye Patch,Captain,Drool,Scarf Red,Natural
7753,1,7711,57.5,https://magiceden.io/item-details/EFdjNSDmNDvgAYY88wd7jvEXvvYP1P6rUvEX9bu4uUCG,Straw,,Jaded,None,Drool,Tank Top Pink,Natural
7756,1.9,7376,50.24,https://magiceden.io/item-details/7h5t2FC6YNkGMDyziKt11tSrmU5s4fucFxiwSEzpowch,Rose,,Mutated,None,Smug,Shirt School,Natural
7761,3,326,75.81,https://magiceden.io/item-details/2tPxzUdKtjkUU17FEUaEMBh4nZNwsuaNPcaNf111nbtj,Emerald,,Scar,Viking Light,Smile,Hoodie Light,Natural
7773,1.11,5736,66.65,https://magiceden.io/item-details/9Lei7mGFBWHrSACJiUgd44DwizNouS6pW8RrZj4KrZ96,Sky,,Jaded,Cap Dark,Blep,Hoodie Light,Natural
