id,price,moonRank,💎 score (%),storeURL,Background,Base,Bottom,Ears,Eyes,Head,Shoes,Teeth,Top
2537,3,2119,58.26,https://magiceden.io/item-details/7MAyEYR4G5bDSrFfjTRoi18qc4gGUtZYvq43rmNxXVFh,White,Pink,Puff Pants Black,Heart,Cross,None,Fly Panda,Vamp,Smooth Puff Red
2538,3,1813,61.76,https://magiceden.io/item-details/24w9duVQVWJnc52ikTDW223QoW4P3Kz6uoDwesUpZ5MB,Green,Sky,Puff Pants Red,Heart,Cross,None,Angoboot Beige,Spike Open,Base Puff Yellow
2556,7.5,413,32.77,https://magiceden.io/item-details/3faHsTN7YzG79Gp8mziZZftzAQBJnT7Ad5VrWikP5BBr,White,Pink,Windbreakers White,Mickey,Spiral,MDAS,Sandals Purple,Spike Open,Windbreaker White
2568,5,2804,30.42,https://magiceden.io/item-details/2PgjMvy1ArANvyywkyXBT8tCjuyx99NXXEPqDw8FbaT8,White,Sky,None,Pigtails,Round,None,Angoboot Neon Green,Spike Open,Windbreaker White
2569,4.2,1283,55.82,https://magiceden.io/item-details/ErNbQgQTHTgA5in56emEvh4f3WsNQDHKqjbG6Hr1Pkg7,Black,Pink,Windbreakers Dark,Heart,Round,None,Sandals White,Spike Open,Smooth Puff Chrome
2573,2.9,3224,46.61,https://magiceden.io/item-details/9sjYXnMgQZvUHYRQBeqStq3GyNfNUC2uEZWNHdteKsUd,White,Purple,Latex,Heart,Round,None,Angoboot Black,Spike Open,Base Puff Yellow
2577,6,681,44.71,https://magiceden.io/item-details/5BujQkaUW4qwYyQS58Qwn4hrWfsDHTBKLiRuBM4NtBHe,Green,Candy,Latex,Heart,Spidey,Blue Flower,None,Gap,Long Puff Black
2583,8.8,2523,0,https://magiceden.io/item-details/EYwNcvHm7rvkrMkPYHAsAYddhxFy19V65Gsf68USXwcP,Red,Candy,None,Heart,Spiral,None,Fly Bred,Spike Open,Grandpa
2592,3.84,2252,48.33,https://magiceden.io/item-details/BnSKXNYaazGFtxeVEuPJbj8zaGFiLFsdpYhVVZYkDFDV,Black,Orange,Jeans,Mickey,Spiral,None,Runners Black,Spike,Tee White
2606,4.98,3271,25.27,https://magiceden.io/item-details/FGcwKZwwD3suwqavhVYb5scrCqbJMEcAGQtojytXJmjb,White,Flame,None,Mickey,Round,None,Fly Bred,Spike,Striped Sweater
2610,6.5,2238,21.89,https://magiceden.io/item-details/8Vn4Q1Dg1UTv3XQavFr9yE6EAQdNsvrU7FA6ocVbaij2,White,White,Windbreakers White,Pigtails,Cross,None,Runners White,Vamp,Tee Black
2611,2.5,2666,57,https://magiceden.io/item-details/6ke6EPRwXciiQPsugGSCN7dQq4Lwm7rKjQ4ymuRvtzQa,White,Orange,Shorts Pineapple,Pigtails,Spidey,None,Angoboot Black,Spike,Smooth Puff Seafoam
2613,3,2106,58.4,https://magiceden.io/item-details/6qkAouPbi5MC1Ngbg3bXzLrV36Q8b1Hvq2VFp57RjgfL,Green,Sky,Windbreakers White,Mickey,Spidey,None,None,Spike,Smooth Puff Chrome
2616,6.2469,2674,19.44,https://magiceden.io/item-details/69kJMAAzEU9UMuttYcNNtaqSeYyWukYY8qw1C1yavCbe,White,Shadow,Windbreakers Dark,Heart,Cross,None,Sandals White,Spike,Base Puff Yellow
2617,3.5,833,67.97,https://magiceden.io/item-details/FMeUh77oB8ELCKaq9HNVm2fi6qt7jgiQEmHDKZZGR5GV,Green,Flame,None,Pigtails,Spidey,None,Angoboot Beige,Rainbow,Tee Blue
2619,6,2467,24.27,https://magiceden.io/item-details/rit18s7FziEyGatG5vPcmLVp7KXow1spqSFjACxKWLC,Red,Sky,Shorts Black,Heart,Cross,None,Fly Bred,Spike Open,Long Puff Black
2633,3,592,75.73,https://magiceden.io/item-details/CD2o57jgXTbEZfPBsDJPvGbRJHZ57ySHBLhCtFDvHcPt,Red,Shadow,Shorts Black,Heart,Spiral,Blue Flower,Fly Panda,Spike Open,Sweater Honey
2635,3.5,2886,44.48,https://magiceden.io/item-details/8FKPW4yFtwG3i8FqTfo8SCJxD7g5gNgD8goQA9BGJcuz,White,Sky,Shorts Black,Mickey,Spidey,None,Croc,Spike,Long Puff Black
2637,6.5,36,47.09,https://magiceden.io/item-details/3c3PmTotnfjz9NEoX6ePykzcDVHz6Uy4tXAQe9z4oy48,Black,Black,Windbreakers White,Pigtails,Round,Blue Flower,Fly Panda,Rainbow,Sweater Honey
2640,2,3108,56.94,https://magiceden.io/item-details/7n1fe1xRycHH7t8wvU34UhaGWUdHE4cr1oy1tyNa3rwk,White,Flame,Shorts Pineapple,Heart,Spidey,None,None,Spike,Striped Sweater
2641,4.5,1217,53.58,https://magiceden.io/item-details/AFQVBwX1gtT5dW5k6eo2ghT55GpaHwMcVVnLHPwxP2AL,Red,Solana,Puff Pants Cream,Mickey,Round,None,Angoboot Beige,Gap,Tee White
2655,5,520,56.55,https://magiceden.io/item-details/HnAHAcR8aMjATvxvxNp528SRPSBJvU67SsmdQN6jecgn,Yellow,Purple,None,Pigtails,Cross,Pink Flower,Fly Blue,Gap,Smooth Puff Red
2657,12,591,0,https://magiceden.io/item-details/8hwQhA46QP1zsHxXjwxBcAVYEVPmfXBnAa5toVBC8rkN,Black,Pink,Shorts Black,Horns,Cross,None,Angoboot Black,Spike Open,Perforated Puff Purple
2668,33,107,0,https://magiceden.io/item-details/7hrNkdrjSPEnGFNrsVqY1fwTuygKCq1iLZ3gxX71kEW7,Purple,Solana,Puff Pants Purple,Heart,Spiral,Thorn,Angoboot Black,Spike,Windbreaker White
2677,20,237,0,https://magiceden.io/item-details/6xc2Tjmh1qkKttJiJRSwKLSg9m1dm3Sk8ab98DRZtBLW,White,Sky,Puff Pants Red,Heart,Jinx,Thorn,Runners Black,Spike,Tee Blue
2687,6.2,171,48.54,https://magiceden.io/item-details/3KEKjZwSTgFFZ5dMCEe6UJ8X2ErJmdquFh4svriUYQB7,Purple,Mint,Puff Pants Red,Horns,Spiral,Pink Flower,Angoboot Neon Orange,Spike,Smooth Puff Azure
2692,1.34,3388,60.34,https://magiceden.io/item-details/2FFDibr4mkHNfNaPPKJik2648LKK1YEQv4ZbcqYeaJVm,White,Mint,None,Mickey,Spiral,None,Fly Blue,Gap,Grandpa
2695,6,3272,15.06,https://magiceden.io/item-details/8i9wBfBcvUNBwzhxujQPFqsZWjPQrHQgExuK9UF27PhD,White,Pink,Windbreakers Dark,Heart,Spiral,None,Runners Black,Spike,Base Puff White
2701,3,3205,45.83,https://magiceden.io/item-details/5jjfHDRowEtu6WoWkvjLkBTZ6okPFyu5pU58VoEG6rkm,White,Purple,Shorts Black,Mickey,Spidey,None,Runners White,Spike Open,Sweater Carolina
2702,10,561,6.08,https://magiceden.io/item-details/EzMNFLRwU1W2xtWb5ZifZzfbwAsMXVt98KJb6MgY2XjB,White,Candy,Jeans,Mickey,Glory,None,Sandals White,Spike,Enigma Vest Neon Green
2709,6,2417,24.85,https://magiceden.io/item-details/88mt9yo4XTBWRyDW5NmgprhHoMiZ8zLBg5JqTyURrWJG,Purple,Candy,Jeans,Heart,Round,None,Runners White,Spike,Long Puff Orange
2724,6,819,43.13,https://magiceden.io/item-details/CSPwhJxuicvjYaz8AAQs5k88CNWNEcu5ypx82ye1GaiS,White,White,Puff Pants Black,Heart,Round,Halo Yellow,Sandals Purple,Gap,Tee Blue
2725,35,1045,0,https://magiceden.io/item-details/HbMsdbzzvvQFyy4HYRsG3u8sRmGkWRSf5gwUQ4hSGGWe,Red,White,Puff Pants Cream,Heart,Spiral,None,Runners Black,Spike,Enigma White
2740,10,2386,0,https://magiceden.io/item-details/54Sf75xdxPcMGSHPUXgmrbDS6WJehb5aac9YjdNKnpEt,White,Mint,Shorts Pineapple,Horns,Round,None,Angoboot Neon Orange,Spike Open,Long Puff Orange
2742,15,2784,0,https://magiceden.io/item-details/FKKd5wJgFugVguYFVK7Ugz9PQAqaYQwdTJiZyX5yKDRL,White,Solana,Windbreakers Dark,Mickey,Cross,None,Runners Black,Spike,Smooth Puff Chrome
2750,2.5,1958,65.1,https://magiceden.io/item-details/E3XNTMdLQWR1R6rsRckiwqX8h7wZjFWqr56cijjBpxyR,White,Shadow,Latex,Pigtails,Spiral,None,Runners White,Vamp,Puff Vest Cream
2752,3.36,1817,58.11,https://magiceden.io/item-details/FgTvuA26LxLV3TUGbivcHJEuAipcFa1psZr6a1vkBvDh,Purple,Purple,Puff Pants Red,Heart,Spidey,None,Runners Black,Spike Open,Windbreaker Lemon
2754,2.1,2792,59.55,https://magiceden.io/item-details/2gbXu3HaNocgWro3MUegztjM8cDzi9dN193Mtz5h5kgJ,Red,Pink,None,Heart,Spiral,None,Angoboot Beige,Spike Open,Smooth Puff Azure
2755,100.6942,106,0,https://magiceden.io/item-details/EDhFfumYvENmHj5F5E1hoBigwTTsyX1e7oy1inTJJJnD,Black,Shadow,Puff Pants Purple,Horns,Cross,None,Angoboot Black,Vamp,Enigma Vest Red
2756,4.5,3150,31.46,https://magiceden.io/item-details/BUs3wp1sdRr9uCKJmC8T6Jvv37UoTDpCiJFq6iBek2qS,White,Black,Puff Pants Black,Mickey,Round,None,Runners Black,Gap,Sweater Honey
2762,12,3383,0,https://magiceden.io/item-details/6CBwe3BWsyC4xwYi8PrbviaSzB6i55deJgmC3DTCwPgR,White,Flame,Windbreakers Dark,Mickey,Cross,None,None,Spike,Tee Blue
2768,10,1343,0,https://magiceden.io/item-details/5PMDHZFyL9wrL8eTNuq2aexwRfGeEGtuygnaRhKRpXPP,White,Orange,Puff Pants Red,Pigtails,Round,None,Sandals Yellow,Vamp,Smooth Puff Red
2770,5.5,1437,41.06,https://magiceden.io/item-details/B87LciYwELChXdHy9Wdj1yEA4sKjRmYq75XgtRmw8BeX,White,Flame,Shorts Pineapple,Pigtails,Cross,None,Fly Panda,Vamp,Perforated Puff White
2771,7.99,95,31.51,https://magiceden.io/item-details/2QsvS5a5uRjUc8fmeBTfzt5KQ1B2ue9LzxhyG1z3gMN9,White,Sky,Windbreakers White,Mickey,Jinx,Thorn,Sandals Yellow,Spike Open,Tee Black
2779,4,1186,58.93,https://magiceden.io/item-details/9xdDefksvsExzupB3e3CEDASNVNpSsLDfa1wimGv3CUX,Yellow,Solana,Puff Pants Cream,Heart,Spiral,None,Fly Panda,Spike,Base Puff Yellow
2785,10,2455,0,https://magiceden.io/item-details/FthTV3nLJXWbuqhc4cfgQpPb9egaBZ8kRi1SRp28PQxo,Green,Mint,Jeans,Mickey,Spiral,None,Runners Black,Spike Open,Grandpa
2790,120,655,0,https://magiceden.io/item-details/C5n1zRYEaqFzjHTupsZP84gkCSpbxknkz9QEmWWMq6fq,White,Black,None,Mickey,Spiral,MDAS,Sandals Yellow,Spike Open,Puff Vest Cream
2799,15,191,0,https://magiceden.io/item-details/EMpPv42mSTMXLUVQbyH5Ho2Pu2vkv5qeERbxWPJ1Loab,Black,Black,Puff Pants Red,Mickey,XTCY,None,Sandals Red,Spike Open,Windbreaker Lemon
2802,3,2925,49.03,https://magiceden.io/item-details/DDAeRUBVwj2nndxnn4k1cbyJgjucwu2y3sjJ753v9PX8,White,Pink,None,Mickey,Cross,None,Sandals White,Spike,Perforated Puff White
2805,69,140,0,https://magiceden.io/item-details/9Vsdt2xMHYo9ixVLoA79uJEc1hgdMwL1sfk7UkCVNSNE,White,Candy,Puff Pants Purple,Heart,Cross,MRGLA,Sandals White,Spike Open,Perforated Puff White
2813,2.49,2357,60.63,https://magiceden.io/item-details/ErvvfVwgbs1DuAcHJCtd21fKJkiWah1Y8EXBAC5j4DAW,Green,Black,None,Mickey,Cross,None,Angoboot Neon Green,Gap,Smooth Puff Azure
2817,7.9,3449,0,https://magiceden.io/item-details/5W6y1NsmHz3Ad3xey86UMCEW3WVP4N6b8R4wGAZuqAw1,White,Orange,Windbreakers Dark,Heart,Round,None,Runners White,Spike,None
2819,1.25,2985,65.85,https://magiceden.io/item-details/4wPUmWLqVHTSkSDotAGDsnqsZBvVzcjrAWhLeVi1oq6W,Yellow,Purple,None,Mickey,Cross,None,Runners Black,Gap,Tee Blue
2821,3,2191,57.43,https://magiceden.io/item-details/C3Lz86ESs1HjVuyJ2Rb4Mu5vhGtuMtSfi1R72zJi4os7,White,Solana,Windbreakers White,Heart,Round,None,Sandals Red,Spike Open,Long Puff Orange
2828,4,628,65.31,https://magiceden.io/item-details/AcpyWJ1XzuQG7x1kdarHJmL2YvCyMBCVqTmKQV1GhkeS,Red,Sky,Puff Pants Red,Horns,Cross,None,Fly Bred,Spike Open,Enigma Vest Neon Green
2834,2.55,3488,47.09,https://magiceden.io/item-details/JCdPF5R3iAvxNNZiNFqqtDoXGhwQxyXkfSugnEbAYeCV,White,Mint,None,Heart,Round,None,Runners Black,Spike,Sweater Carolina
2859,9.25,710,11.88,https://magiceden.io/item-details/6E3qYfXL7Q7XM37t6Cj4VDEox65cKj7mDhQAFuXw6mG9,White,Mint,Puff Pants Red,Mickey,Cross,Halo Yellow,Runners White,Spike,SHLD
2868,5,411,57.8,https://magiceden.io/item-details/5jfjFQ6sHHWB6YkYG9bGs2tE8GPGSScDEB71p394Qxif,Red,Mint,Shorts Black,Horns,Spiral,Pink Flower,Angoboot Beige,Spike Open,None
2871,40,368,0,https://magiceden.io/item-details/7wMHE7kCX4QsAxyon2YJht62RfGLrqMwtzcHjQWdSa5n,Yellow,Candy,Shorts Black,Mickey,Spiral,MDAS,Runners White,Spike,Sweater Honey
2873,2.2,2207,65.25,https://magiceden.io/item-details/Axv21ajCgqszV42gCw3kmwHZLBUuxmCopYybrPitMqJC,Green,Purple,None,Mickey,Round,None,Angoboot Neon Green,Gap,Base Puff White
2881,3,2336,55.77,https://magiceden.io/item-details/ACEyxPVaXmz3KiQciUQEQibrDsF3D91bV2bk38MVzjMW,Yellow,Shadow,None,Heart,Spiral,None,Angoboot Neon Orange,Spike,Base Puff Yellow
2882,20,1669,0,https://magiceden.io/item-details/4b4YNA1hu3yef1kkveuD1jSLSSYgzrhPhgb8SHa1JVUR,Red,Shadow,Puff Pants Purple,Heart,Spiral,None,Fly Blue,Spike Open,Base Puff Yellow
2892,2.892,1268,69.07,https://magiceden.io/item-details/GLP11gG7jEVGcwStbVWk3oAFsJ7UcVYdqYFnMnJAUnvK,Purple,Orange,Puff Pants Purple,Pigtails,Round,None,Angoboot Beige,Spike,Windbreaker White
2895,9.5,511,11.65,https://magiceden.io/item-details/GJHakE1rFEduBe1GSgVG8p9cYEbkAUUJGpaTwK1CHWMK,White,Orange,Latex,Mickey,XTCY,Blue Flower,None,Spike Open,Grandpa
2898,99,1520,0,https://magiceden.io/item-details/AmJNeANH9rueUnsuoC36Ekj7kfXGAJdDM4uaN2URgi85,White,Sky,Puff Pants Purple,Pigtails,Spiral,None,Angoboot Beige,Gap,Perforated Puff Purple
2900,7,1071,30.25,https://magiceden.io/item-details/2C17wdbxHBRKC6fMP6HMGJ4TtV7rjPMZNGjwbWPb3LnB,White,Mint,Latex,Heart,Round,Halo Red,Runners White,Gap,Perforated Puff White
2907,3.5,3493,37.53,https://magiceden.io/item-details/CquxZwvWSyQqd3B7zhB8ERAB3KfPJTiKTBYcQzE4CsYp,White,Mint,None,Mickey,Spiral,None,Runners White,Spike,Tee Blue
2909,1.8,3323,56.48,https://magiceden.io/item-details/9RayWxw3uBAqddYtH32Pc2DsAfzMVjcJRMZjdG42opKw,White,Pink,Windbreakers White,Mickey,Spiral,None,None,Spike Open,Sweater Carolina
2913,10,2412,0,https://magiceden.io/item-details/EbNdbg6WjqyFkE73jzvC25YZCEXFyFKdgFsPdapi4LKU,White,Mint,Windbreakers Dark,Horns,Round,None,Runners Black,Gap,Smooth Puff Chrome
2917,2.45,3035,53.27,https://magiceden.io/item-details/Dcx7s9ND4DHhaaKSYy88pBPEyg8x8LhjG89E4eEBXKHV,White,Sky,Puff Pants Black,Mickey,Spidey,None,None,Spike,Sweater Honey
2924,10,854,2.73,https://magiceden.io/item-details/3j8bCwc4QBzNGGWkZc2XLukgVi4MqLKR9sqR6GGxatty,Green,Orange,Puff Pants Cream,Heart,Round,None,Angoboot Neon Orange,Spike,Enigma Black
2931,2.69,1085,73.19,https://magiceden.io/item-details/A19ViAthmBnTgAjf7ps5TCDA94eeQJKN4ucEjuUdhbSS,White,Orange,Jeans,Heart,Round,Halo Red,Fly Blue,Gap,Sweater Honey
2937,40,740,0,https://magiceden.io/item-details/D9A9XV2uGN2i8SCcNLeNq1TdN7FAkbXqTGPcV7bVs6PT,White,Orange,Shorts Black,Heart,XTCY,None,Angoboot Beige,Spike,Enigma Black
2938,10,3490,0,https://magiceden.io/item-details/BDyt9zU47aTpKXqtmiYaisQpdTqp1BUWPjZK7CkwZ224,White,Mint,None,Heart,Cross,None,Runners White,Gap,None
2947,2.25,1023,78.3,https://magiceden.io/item-details/hD8tHPH1qtmYyatcB1xRbMvrEjV65v4gx69MizT2CP4,Purple,White,Puff Pants Cream,Pigtails,Round,None,Sandals White,Spike Open,Sweater Carolina
2948,6.4,2134,24.08,https://magiceden.io/item-details/9voUpKwWENpX2F9J1dwZFJcHdXBRYzvucKnYJHhe8Aeo,White,Solana,Puff Pants Red,Heart,Spidey,None,Fly Bred,Spike,Smooth Puff Azure
2955,9.65,643,8.64,https://magiceden.io/item-details/Csr7CgkdQ8GLsJiAs3HT3xvZUBAVWud4PwoPsa4acS3b,Green,Shadow,Windbreakers White,Heart,Glory,None,None,Spike Open,Long Puff Orange
2956,100,115,0,https://magiceden.io/item-details/E962Lv3eA66FXKMMRnaGv3f215of9SeBwQNiqNDSQjAS,Purple,Skelly,Puff Pants Red,Heart,Round,None,Sandals Red,Vamp,SHLD
2957,3.9,1445,56.97,https://magiceden.io/item-details/AqMb7F6K86P1iRKfgza4D5ZiK8MXjtapozL3QTMD3FEF,White,Orange,Shorts Black,Mickey,XTCY,None,Fly Blue,Gap,Base Puff Yellow
2959,3.5,1829,56.57,https://magiceden.io/item-details/9rMUDyGJVS5APmb5LdWXDEpT9b8GU7YNQeDQ5QNmNU4A,White,Orange,Shorts Black,Mickey,Spiral,Pink Flower,Angoboot Black,Spike,Tee Blue
2962,2.35,2585,59.42,https://magiceden.io/item-details/BtTsopXLH5LxSufwMPbPBnYSC1QTN6QLGD83BMPwH35r,Red,Black,Latex,Heart,Round,None,Angoboot Beige,Spike,Tee Blue
2965,15,2890,0,https://magiceden.io/item-details/FxgkE5oF4XCkjZ4NJW2AcuTLtcg4svk1UZBBAXxFq3Q8,White,Purple,Shorts Black,Heart,Round,None,Fly Panda,Spike,Perforated Puff Black
2968,5,2863,29.74,https://magiceden.io/item-details/HBcpaWYmWs7cHexoUYnVHg6wGGsL6BtP55ToLH1SxPKE,White,White,Jeans,Heart,Round,None,Runners Black,Gap,Perforated Puff White
2972,2,1806,71.84,https://magiceden.io/item-details/Eh8Yi2iTQaMJqMXDGqj8kiuH8AUu2ffQfn8yiEpUDAfq,Purple,Pink,None,Mickey,Spiral,None,Angoboot Black,Vamp,Smooth Puff Red
2979,2.2,2823,58.2,https://magiceden.io/item-details/8VGbv7txYUztPiQb71Usb97j57tiD97JnX7RoeenYJvV,White,Orange,None,Pigtails,Round,None,Croc,Spike Open,Smooth Puff Red
2983,9,919,11.99,https://magiceden.io/item-details/8o5bwJPG5foMNpWy3RNgvqhPRJtsdtTBCVsSBQqQoYAS,Red,Purple,Windbreakers White,Heart,Round,None,Croc,Rainbow,None
2990,5.6,2124,32.2,https://magiceden.io/item-details/HZRxKYvvsDFDpC2JrYXHM7G3smHarWdSZCXUsSTkZ7UP,White,Candy,Puff Pants Red,Heart,Cross,None,Runners Black,Gap,SHLD
2991,3,2402,55.02,https://magiceden.io/item-details/DrvgNyDb4J6Zcd6qHxKaou6P7CdzEAhNG9dgmZC6dnuB,Red,Purple,Shorts Pineapple,Heart,Cross,None,Runners White,Gap,Windbreaker Lemon
2997,1.74,1236,80.96,https://magiceden.io/item-details/8YPs8hX3YYFsFKKFZmor3jXjz7VZhoiy6cLqZSBa9MX6,Red,Pink,Puff Pants Black,Pigtails,Spidey,None,Angoboot Beige,Gap,None
3008,3.8,537,68.36,https://magiceden.io/item-details/HhYndYHQwcSGuSkRgW6MwB2FedLW944ak6e3QbpAHwkY,Yellow,Sky,Latex,Mickey,Spidey,Halo Yellow,Runners Black,Spike,Striped Sweater
3017,1.55,2852,64.37,https://magiceden.io/item-details/79QJ5khooGnU6M7MYXopgMQR2ZUpWQsr3g1rC8zwU9gU,White,Mint,Shorts Black,Heart,Spiral,None,Sandals Red,Gap,Smooth Puff Red
3018,5.5,2490,29.01,https://magiceden.io/item-details/7sUZABXyDLpMh5eQcdU9mZHayYT5MBS9XzRd3FQEvBnX,White,Pink,Puff Pants Black,Horns,Cross,None,Runners White,Spike,Tee Black
3032,20,560,0,https://magiceden.io/item-details/CiFPBfAaQowBJZLdY4tvt8ULhQ6oLHmM1JtWDkP6tvPe,Yellow,Flame,Shorts Black,Heart,Hypno,None,Angoboot Beige,Spike Open,Smooth Puff Azure
3035,4,498,66.8,https://magiceden.io/item-details/FkpwgcAvcKRudXrCxqaQi3njVwZfVJgM8mXU8iLY6WMV,Green,Black,Puff Pants Cream,Mickey,Spidey,Blue Flower,Runners Black,Spike,Smooth Puff Chrome
3039,3.99,3442,33.22,https://magiceden.io/item-details/CJwDtE7mgm4or4SL9x3H1ZRzrmnNEH4ZJzRevfJMnxpY,White,Black,Latex,Mickey,Round,None,None,Gap,Smooth Puff Azure
3045,3,2588,52.89,https://magiceden.io/item-details/9YrH3yb7VxqFjeHM865KthfCns4WhR44m6aQuh2ZYrej,White,Orange,Jeans,Pigtails,Spiral,None,None,Vamp,None
3050,1.34,2488,70.63,https://magiceden.io/item-details/9UjYyXbt7M9VvVCgV6aYHuw4DtEJsXBjBhCxzwj9Vu3f,White,Pink,Puff Pants Red,Pigtails,Round,None,Angoboot Black,Spike Open,Sweater Honey
3075,2.5,2389,60.17,https://magiceden.io/item-details/66vXXwkWhazFAeDaJHEApxBaWJk4th8R1ojwBrBp7m7x,White,Flame,Puff Pants Cream,Heart,Round,None,Sandals Red,Spike,Puff Vest Cream
3085,4,2735,41.21,https://magiceden.io/item-details/55JRSFr27yUKNCqZCyNJpXq3hLhzyHxVmSdMJHWGDhwg,White,Sky,Puff Pants Purple,Mickey,Round,None,Angoboot Neon Green,Spike,Tee White
3102,9.99,471,7.21,https://magiceden.io/item-details/5MrJosqUxoMvVuxDBQhVKNSGLnV76QXFwantwZPrNbS6,Green,Solana,Shorts Black,Mickey,Cross,Blue Flower,Runners White,Spike Open,Smooth Puff Seafoam
3104,2.25,2372,62.86,https://magiceden.io/item-details/A7Jwv445S8qPnQ7gofqqiwHNLspRwJN2s6w5iTsRLYPo,Red,Sky,None,Mickey,Spiral,None,Angoboot Neon Orange,Gap,Base Puff Yellow
3105,19,536,0,https://magiceden.io/item-details/HGuCGW1FbzNn14AfPNv1ksvnTpRHs68GkPrNNj3HpbZN,White,Mint,Jeans,Mickey,Spidey,Halo Yellow,None,Rainbow,Sweater Honey
3114,15,559,0,https://magiceden.io/item-details/9f8RqJ6oVWRdKTZrDG28QJYUBidxp4qJ31YpLdVYAitZ,Green,Pink,Puff Pants Red,Heart,Cross,None,Sandals Purple,Rainbow,Base Puff White
3120,4,1403,56.45,https://magiceden.io/item-details/2BwDrjjzPAeR1G4fPgHYUH2ZoHz9wtva8hJSHTD2D6Pi,White,White,Puff Pants Red,Heart,Cross,Halo Yellow,None,Spike,Sweater Carolina
3123,7,193,40.29,https://magiceden.io/item-details/2oowk3Wwv91p4JWUw1PQN5xbZjo3SHhoDa2ooVKZUALY,Yellow,Candy,Puff Pants Cream,Pigtails,Round,MDAS,None,Spike,None
3126,20,1132,0,https://magiceden.io/item-details/AMQZdPAsiM2MT1XznyxnUpRD4r8wxX3an4Q18ZZHFhLT,Green,Shadow,Shorts Black,Mickey,Spiral,None,Runners White,Spike Open,Enigma White
3139,8.7,216,23.03,https://magiceden.io/item-details/DLRLenPGvQbmepjF6tZKy77wsps7CZuEJ7sLPSWUZFiq,Yellow,Candy,Latex,Horns,Spidey,Pink Flower,Runners Black,Spike Open,Sweater Black
3146,4,479,67.02,https://magiceden.io/item-details/7R9MYsLuv7qYs1q243Xa9gcvpTRkKu2S5UjanKQRv67Y,Green,Purple,Windbreakers Dark,Mickey,Jinx,None,Fly Bred,Spike,Sweater Honey
3149,20,54,0,https://magiceden.io/item-details/EhC3HLisjneUWogKmxcmZEUNBhtcbznBuFdjKBXyLgqr,Purple,Purple,Shorts Pineapple,Mickey,XTCY,Blue Flower,Angoboot Neon Orange,Spike,Grandpa
3150,10,1570,0,https://magiceden.io/item-details/FPvsZN6ep8mGQJmFEtuUfynmiAZiQnLYNM8MU8EN66px,Red,Mint,Windbreakers White,Pigtails,Spidey,None,Runners White,Spike,Grandpa
3153,5.988,98,51.5,https://magiceden.io/item-details/9fyrzrwxJFkMHftrLpp48x41nxXHCq3yrt3PySza37p2,Purple,Black,Windbreakers Dark,Heart,Round,Blue Flower,Fly Blue,Rainbow,Striped Sweater
3155,3.5,610,70.52,https://magiceden.io/item-details/7VchUWJGvnu4FBD3hkisgAfqJTvaEnwsr5mGNdmZz4K1,White,White,Latex,Horns,Cross,Pink Flower,Angoboot Neon Orange,Spike Open,Grandpa
3157,3.5,2239,51.88,https://magiceden.io/item-details/UGA1y81ArkYrntJgA7TgxqejXed8T9QRTNyoazzKDFa,White,Solana,Windbreakers White,Mickey,Round,None,Sandals Purple,Spike,Smooth Puff Azure
3169,22,24,0,https://magiceden.io/item-details/7L1qnKS3bHMTNasCDW5pwjTjkfXGa5nWm9H2GYoDRXdC,Green,Orange,Puff Pants Red,Horns,Spidey,Thorn,Runners White,Gap,SHLD
3172,1.5,2935,63.92,https://magiceden.io/item-details/EYLcjPF8TKiCU8iV436ojnBVMHMGZWDExVSUGGkPCw3f,White,Purple,Shorts Pineapple,Pigtails,Round,None,None,Spike,Puff Vest Pistachio
3178,2.99,760,73.9,https://magiceden.io/item-details/4GoALyuhhxRPSKC3UzXqsU3GKXBDmAs459er2xBQXLch,Green,Sky,Puff Pants Cream,Heart,Round,Blue Flower,Runners Black,Spike,Tee Black
3183,2.9,3120,47.8,https://magiceden.io/item-details/DmdxyLXSaSSdjHLBP8mRje4NXyZVeYoyzHZFn3yANuB3,White,White,None,Heart,Spiral,None,Sandals Purple,Spike Open,Smooth Puff Red
3188,4.5,1772,47.23,https://magiceden.io/item-details/GZrFUJL7GcKGBXuMuXHTZhCn5k4Nzq9yZbxHxGU2VRfu,Purple,Sky,Windbreakers White,Mickey,Cross,None,Fly Blue,Gap,Sweater Black
3189,1.9,2421,65.8,https://magiceden.io/item-details/44EPTQvoccbVKtC6Yn6qB9D4i7qYnxu5v4Q9mLbhNvQj,Red,Shadow,Jeans,Mickey,Spiral,None,None,Spike,Smooth Puff Red
3190,2.1,2098,67.5,https://magiceden.io/item-details/597pLQK5uuweP6fuDjGXTbrX2QUx2RXitwc6pq2cAC2F,Red,Orange,Shorts Black,Mickey,Spiral,None,Sandals White,Gap,Smooth Puff Azure
3192,2.69,2114,61.41,https://magiceden.io/item-details/5nAXoGxZKDkHFfvXcuX6kWAZqMg7Zr6METBhVbxPrNi7,Yellow,Orange,None,Mickey,Spidey,None,Sandals Yellow,Gap,Long Puff Black
3197,208,31,0,https://magiceden.io/item-details/CjPrEznEJsG2w4uSHFFLue9SvbU83wJktALFy4MdXUfe,Green,Purple,Puff Pants Black,Heart,Spidey,Thorn,Fly Blue,Rainbow,Puff Vest Pistachio
