id,price,moonRank,💎 score (%),storeURL,Accessory,Background,Ears,Extra,Eyes,Headwear,Horns,Jewelry,Outfit,Skin,Tattoos
4450,3.25,5486,46.46,https://magiceden.io/item-details/7igmfLmLmWy8G68VyFyTc7Vjz3a6BPKFZPCA1NSnZa5a,None,Black,None,None,None,None,Small,None,Puffer Vest (Blue),Pink,None
4516,2.5,3582,67.67,https://magiceden.io/item-details/3rzqBjp49UhPdi4NMdegoMG6TxCPan1pgrasSLE4MnGm,None,Cream,Top Hoops (Single | Gold),None,Happy,None,Big,None,Puffer Jacket with Fur (Black),Mint Gem Stone,None
4536,2.7,3021,69.71,https://magiceden.io/item-details/p1VtuoNTL8t1aSLgnLhyzd6Nv4FBSHFTqzQBXyyZHWR,None,Blue,None,Feather Wings (Red),Happy,Oversized Beanie (Yellow),None,None,Puffer Jacket (Candy Print),White,None
4541,2.33,3551,69.6,https://magiceden.io/item-details/BzsrUBtZsnVzM98KNM1sNXemZ1MvLm9SS46sbszDw5Qg,None,Cream,Big Hoops (Single | Gold),None,Normal,Oversized Beanie (White),None,None,Puffer Jacket with Fur (Red),Grey,None
4573,2.45,4341,62.7,https://magiceden.io/item-details/32PBEu2av1Jmq5sWex1QxYnDCvUffBKBgAJ7TuQMxv3k,None,Black,Top Hoops (Single | Silver),None,Happy,None,Small,None,Fast Food Shirt (Yellow),Grey,None
4592,2.5,1867,80.03,https://magiceden.io/item-details/Foqhmw9eZ4oo6UKgxkDxMwZev9bucb4hYucy1BpAmMja,None,White,Cross (Silver),Dragon Wings (White),Heart (Black | Gold),None,Small,None,Oversized T-Shirt (Red),Grey,None
4607,2.99,3207,65.47,https://magiceden.io/item-details/6K8mYAEGVwre5cavs6AQNFruMAB846n4P4iPvP2MoQ5N,None,Black,Top Hoops (Single | Gold),Dragon Wings (Black),Beachrunner (Grey),None,Small,None,T-Shirt (Blue),White,None
4610,4,5080,41.88,https://solanart.io/nft/Y4mKGaPMzrNE2GYkfmvTLKmyCFeZCHdDzaRQjeuHTyQ,None,White,Big Hoops (Single | Gold),None,Normal,None,Small,None,Hoodie (Mint Drip Lightning Print),Red,None
4671,3.1,2861,66.87,https://magiceden.io/item-details/DgK4Z95JeeuUuDkiwdYCqRMULdU4JA8QB6T6Vmofg7En,None,Black,None,None,Retro Half Frame (Mint),Gatsby Hat (Yellow),None,None,T-Shirt Pink,Rose Gold,None
4674,6.4,2759,34.6,https://solanart.io/nft/BqKCRMzpJfUk3xoz7RDsDFwZHiDNMEGG3aktkscuzCew,None,Cream,Cross (Gold),Feather Wings (Black),Happy,None,Big,None,Hoodie (Mint Drip Lightning Print),Black,Pain
4692,2.6,1832,79.28,https://magiceden.io/item-details/8fSdExAARqvAQ3FzbwQkSqKFbs3DYYpSrpa9gEExvTSu,None,Cream,Top Hoops (Double | Gold),Feather Wings (Orange),Happy,None,Small,None,Puffer Jacket (Black | White Flower Print),Black,Cross
4716,2.2,1822,83.35,https://magiceden.io/item-details/8bVbSXf2gFcfkr9tTyzSvh3B5BPzK6gc8yzPUU8RaZGa,None,Black,Top Hoops (Double | Silver),None,Retro Half Frame (Mint),Dad Hat (Cream),None,None,Hoodie (Purple Drip Lightning Print),Black Marble,None
4725,3.3,5379,46.73,https://magiceden.io/item-details/npiQS9UcNuVhc1aEwvvJHAoTN1uv7eNnVFBrFVKYWrM,None,Black,None,None,Normal,None,Small,None,Puffer Jacket with Fur (Black),White,Pain
4760,3,3841,60.81,https://magiceden.io/item-details/4fBNSzTgkwWtFMwyiZLHavnZK2FbPgYgfHBsrWva9Wjz,None,Purple,None,None,Retro Half Frame (Mint),None,Small,None,Puffer Jacket with Fur (Red),Purple Gem Stone,None
4766,2.99,1413,78.4,https://magiceden.io/item-details/MTWzZGdq6Ydm318v4mEsnnxmV6ryjtnB5vD4oPJKWAN,None,Black,Feather (Colors),None,Beachrunner (Grey),Oversized Beanie (Cream),None,None,Hoodie (Yellow Drip Metal Print),Purple Gem Stone,None
4791,3.169,4611,53.57,https://magiceden.io/item-details/AusqRT5bz5nb5YT2GSjzFrVsd2YTQnTb8TzUgsojdP4Z,None,White,None,None,Happy,Five Panel Cap (Blue),None,None,Puffer Jacket (Paint Print),White Marble,None
4796,3.29,996,78.4,https://solanart.io/nft/DcJVd5gEAAciWrBLvah8g9ZS4fZkYTSUGGwNuq8VcnPZ,One Arm Backpack (Pink),White,Safety Pin (Gold),None,Happy,Five Panel Cap (Orange),None,None,T-Shirt (White | Palm Tree Print),Black,None
4805,3.25,5478,46.51,https://magiceden.io/item-details/2grCBd5nzRMT5YXPwSwHrNHqyUr96u9iuyoQGrFjEJKH,None,Black,None,None,X,None,Big,None,Hoodie (Purple Drip Lightning Print),Black,None
4821,2.35,2532,76.74,https://magiceden.io/item-details/CXr7axW28SpX1KXXWm3p4S6xeVWN6ng7mgoNUfUQAch8,None,White,None,None,Happy,Fur Hat (Purple),None,None,Puffer Jacket with Fur (Yellow),Yellow,Cross
4823,3,1783,75.63,https://magiceden.io/item-details/BjhskGP5fRevX5UCTgWyzUYDbXGtB4u6AfnptsDmNJMc,None,White,Diamond Hoops (Single | Rose Gold),Halo (Rose Gold),Retro Round (Gold),None,Small,None,Puffer Jacket (Candy Print),White,None
4833,2,1387,88.49,https://magiceden.io/item-details/3emqJhfQccyM5M2q2TXGcuMXpQWEYM19Pq55ZhDQViUb,None,Orange,Cross (Silver),None,Swirl,Fur Hat (Mint),None,None,Hoodie (White),Cream,None
4861,1.97979,3223,75.46,https://magiceden.io/item-details/9QpeqtAfS5RSGedgSsgoM4ZJ5WtZdHjumQjhTdhQoes3,None,Orange,Safety Pin (Silver),None,None,None,Big,None,Hoodie (Purple Drip Lightning Print),Red,Pain
4879,2.9,1000,82.28,https://magiceden.io/item-details/8B85UasEXNdH3YgwbyS1aXWL2LpcEsozEqNXvYmoTD7i,None,White,Big Hoops (Single | Gold),None,Small Round (Black | Rose Gold),Beanie (Cream),None,None,Windbreaker (Yellow),Yellow,Pain
4887,2.5,739,88.16,https://magiceden.io/item-details/A9LQMLjquXkq96nANnsXLKRJgueqxNNNwLEhJfJF2C6c,None,White,Feather (Colors),None,Small Round (Black | Rose Gold),Fedora (White),None,None,Puffer Jacket (White),Purple,Cross
4898,2.4,1492,83.73,https://magiceden.io/item-details/2K43jnwwf4eSmcrD981c5As5epdTMQbKHDEMZ49Kq1Qe,None,White,Feather (Colors),Feather Wings (White),Small Round (Black | Silver),None,Big,None,T-Shirt (Mint),Cream,None
4905,2.1,5490,57.93,https://magiceden.io/item-details/4fN1MBXkimm5py4wyQKYJjbBitZJuruWbwEFxmFsJJTa,None,Black,None,None,Swirl,None,Small,None,Puffer Vest (Mint),Black,None
4907,2.89,1566,78.3,https://magiceden.io/item-details/5YgBKKNMpc8jdKrdh15V4zqnqgmjaKF9Zabd468LYraC,None,Purple,Safety Pin (Silver),None,Vintage Rimless (Black),None,Curved,None,T-Shirt with Oversized Jersey (Yellow),Blue,None
4908,2.9,4567,56.58,https://magiceden.io/item-details/Boah9n9o2ruZC7qeEt15CccKYGe8aQTTxhPUdwLnybRo,None,Cream,None,Dragon Wings (White),None,None,Big,None,T-Shirt (Blue),Grey,None
4963,6.5,1624,41.78,https://solanart.io/nft/5xnTbs6biLxjuqgnMHnMh71VCW3do43VWhJvUwFfhHAQ,None,Blue,None,None,Retro Half Frame (Black),Oversized Beanie (Pink),None,None,Snowboard Puffer (Red),Concrete,None
4964,2.35,2902,74.07,https://magiceden.io/item-details/5aDpr1pYi1YYu8iVyfzxNMiFV1yy1NHR7XsBAMRREJ8F,None,Black,None,None,Vintage Rimless (Purple),Gatsby Hat (Orange),None,None,Denim Jacket (Cream),Black,None
4974,3,4796,53.93,https://magiceden.io/item-details/HEdhmCSEDNpMEUDpsfHjzCoKmn64xLfMWVm4N7LUFZuU,None,White,None,None,Retro Round (Silver),None,Small,None,T-Shirt with Oversized Jersey (Purple),Black,Pain
4999,3,780,82.86,https://magiceden.io/item-details/5C8SJCF1xkGZxgfM41Tz1Lo3UY4ZTP1wpPNydFAaB6qv,None,Orange,Lock (Silver),Feather Wings (Black),None,Snapback Backwards (White),None,None,Windbreaker (Cream),Red,None
5001,2.59,4623,59.27,https://solanart.io/nft/ES8LJ7kUTs7gFKW3V31krwb7AjDz1WREB2ZPiAQjgXAW,None,Black,None,None,Normal,Oversized Beanie (Yellow),None,None,Denim Jacket (Blue),White,Pain
5004,2.8,1506,79.63,https://magiceden.io/item-details/67PjvX3ZTG4jsFSHV9JHFNwHjB4AFZPpfdK7U9CacpEX,None,Cream,Top Hoops (Single | Gold),None,Small Round (Black | Silver),Five Panel Cap (White),None,None,Windbreaker (Mint),Black,Pain
5008,3,1032,81.04,https://magiceden.io/item-details/4hEFXKvaPnDyJneDoUfLmW6uaP6RaeZpkhgozP5dAbTf,None,Black,Big Hoops (Double | Gold),None,Normal,Dad Hat (Mint),None,Puffer Jacket Necklace USB (Gold),Puffer Jacket (Purple),White,None
5014,3.1,2215,71.52,https://magiceden.io/item-details/AzVAWDoorSdQTZoYrfAN4R7UYQxRkzSf5TLU3p2VWN1u,None,Cream,None,Angel Wings (Gold),None,Five Panel Cap (Mint),None,None,Puffer Jacket (Neon Print),Black,None
5037,2.49,2390,76.36,https://magiceden.io/item-details/GPAvFPZaJz6fMnvYzfp6zLhJLPPbDutmydvmi1UX4JHJ,None,Red,Diamond Hoops (Double | Rose Gold),None,Small Round (Black | Grey),None,Small,None,Denim Jacket (Light Grey),Red,None
5038,3,744,83.12,https://magiceden.io/item-details/6PT1PJU25Juv2stcnDWzexSm4AZxmCwDBLxW3FdpUjye,None,White,Top Hoops (Single | Rose Gold),Dragon Wings (Gold),Small Round (Black | Silver),None,Curved,None,Windbreaker (Cream),Yellow Gem Stone,None
5045,3,2181,72.77,https://magiceden.io/item-details/BiEKN3fvekSSYWjMDTeLPApbxSk4a72Ax9hXmW9Z3RmN,None,Blue,Skull (White),None,Square Allover (Silver),None,Big,None,Puffer Jacket (Orange),White,None
5053,2.45,4345,62.68,https://magiceden.io/item-details/AqP2xEGM3wSAWNiXkhKrR6uErsmXTEmbiq77YS1MQKSg,None,Mint,None,None,Viper Shades (White),None,Curved,None,Puffer Jacket (Cream),Black,None
5061,3,1107,80.5,https://magiceden.io/item-details/AjZ9HQh2HcTQrRkVvKbtUMyY3cb3rp8B6249fZxnVVQP,None,White,None,Dragon Wings (Black),Small Round (Black | Silver),Gatsby Hat (Yellow),None,None,Puffer Jacket (Red),Black,Cross
5070,2.4,5428,55.37,https://magiceden.io/item-details/B7mYbA7wLgaShDf1qRowWeMm9xbuknFkrpKfQeNBHjFv,None,Black,None,None,None,None,Big,None,T-Shirt (Black),Blue,None
5086,2.5,3600,67.54,https://magiceden.io/item-details/PZCiWRnxEG5PCGhJ9dYfmV2nVdykvzv2XoDPYQFMUbv,None,White,None,None,Normal,Gatsby Hat (Purple),None,None,T-Shirt (Blue),Red Gem Stone,None
5101,2.97,2740,69.04,https://magiceden.io/item-details/2S1uWoDe3BVe5CqzZjhMgissYGEGVfyLGojsMvVEusHt,None,Cream,None,None,None,Visor Cap (Purple),None,None,Leather Jacket (Black),Yellow Gem Stone,None
5116,2.43,5373,55.47,https://magiceden.io/item-details/HqY8YokBJ7NowGfDTGNggSTtAvKZpVHRL81hwFTQsLCb,None,Mint,None,None,Happy,None,Small,None,Hoodie (Grey Drip Lightning Print),Orange,None
5128,2.15,3628,70.84,https://magiceden.io/item-details/Bp94iHUUbKdjQfRHwAW4sbn8oRqC1ig99Ur6wsGQzANb,None,Cream,None,Dragon Wings (White),Happy,Five Panel Cap (Black),None,None,T-Shirt (Mint),White,None
5133,2.98,1814,75.61,https://magiceden.io/item-details/41Dp938RQKCSWAdbqUQK6RgU7roaRJAfp46pmAH3nv4T,None,White,Diamond Hoops (Double | Silver),None,None,Oversized Beanie (Black),None,None,T-Shirt with Pullover (Pink),Mint,None
5143,2.7,807,85.67,https://magiceden.io/item-details/6xHbUN4hJ3xkjwdmqqbEXtdYYsAyJNcFunFwTzBvfjv8,None,Orange,Feather (Colors),None,Vintage Rimless (Clear),None,Small,T-Shirt Necklace Crystal (Red),T-Shirt (Black),Cream,None
5147,2.8,4503,58.04,https://magiceden.io/item-details/3cxoyQLxN7Dx1yUeiACHu5JdPDQxCKYgc33HGN3HCXAy,None,White,None,None,Normal,Oversized Beanie (Red),None,None,Hoodie (Purple Drip Metal Print),Silver,None
5155,2.45,1356,84.21,https://magiceden.io/item-details/Ev27JkZUtk4zKT5eTUBwqYCG8cE6n126RrwxToVeNFoP,None,White,Diamond Hoops (Single | Rose Gold),Feather Wings (Black),Happy,Fur Hat (Mint),None,None,Puffer Jacket (Neon Print),Blue,None
5177,3,2506,70.43,https://magiceden.io/item-details/F43pyaJztTcJosDcekaNdTzAMpTEjwyKvHvAp3Ca5yfT,None,White,Top Hoops (Single | Silver),None,Small Round (Black | Silver),Oversized Beanie (White),None,None,Puffer Vest (White),Orange,None
5179,3.25,3845,58.28,https://magiceden.io/item-details/67aoSEX6d8Y6yTncWzLyTKUkeBe1RtUSa64j3LktXZew,None,Mint,Big Hoops (Single | Silver),None,None,Five Panel Cap (Yellow),None,None,Hoodie (Orange),Black,None
5221,3,3371,64.19,https://magiceden.io/item-details/7iSTaKYqB3M33eyfqNoJhaVdXFJvWWcnq3cPCmsr4FGS,None,Black,Big Hoops (Double | Silver),None,Vintage Rimless (Black),None,Big,None,Denim Jacket (Light Grey),Grey,None
5230,2.499,4453,61.41,https://magiceden.io/item-details/DnA2aUQGn6qoJNgczphh9cSKz1E4yiRSUPSZBUXLoJZB,None,Black,None,None,Normal,Five Panel Cap (Red),None,None,Leather Jacket (Yellow),White,None
5233,3,2065,73.6,https://magiceden.io/item-details/3Uu15Be4JHWdmd9Ji42NkA8PNok5e1qvGKv7corkwbwi,None,Black,None,Feather Wings (Red),Retro Half Frame (Yellow),None,Curved,None,Puffer Jacket (Monster Print),Black,Cross
5327,10,4586,0,https://solanart.io/nft/9avouojSF8abf4SkrEZa7yF4mBJBLZ6zo9Z2KQvMhkE4,One Arm Backpack (Orange),White,None,None,Happy,None,Small,None,Oversized T-Shirt (Yellow),Black,None
5329,2.6,3643,66.23,https://magiceden.io/item-details/FFTJ6YUvuYQVXejCK5RQHLFGcXubN83wDY8kp4KVfDS2,None,Cream,Big Hoops (Single | Rose Gold),None,Vintage Rimless (Black),None,Small,None,T-Shirt (Red),Concrete,None
5404,2.9,750,84.08,https://magiceden.io/item-details/H1X7T5tTB8ueqyUQ1kKovJp65wmmzipof1izVNAu1PZq,None,Black,Big Hoops (Single | Rose Gold),None,Square Allover (Gold),Dad Hat (Mint),None,None,Puffer Jacket (Blue),Concrete,Pain
5407,2.24,3999,67.27,https://magiceden.io/item-details/7QpBXpCsTpVKL9MQCESdETcLPUuF7k5kYQdvsLbMiUjQ,None,White,None,None,Beachrunner (Black),Oversized Beanie (Mint),None,None,Hoodie (Cream),Orange,None
5429,2.76,2364,73.85,https://magiceden.io/item-details/3q9RGQfBUhxJWpY99RWuoLTKFVFpi16MLMbwxwTmwn4F,None,Black,Diamond Hoops (Double | Silver),None,Happy,Oversized Beanie (Cream),None,None,T-Shirt with Oversized Jersey (Blue),Grey,Pain
5442,2.5,4704,59.59,https://magiceden.io/item-details/CcdRbM3B3Ea7chrY9D4kTCqwtJuGA6ByreUavVZ9FYPn,None,Orange,None,None,Normal,Five Panel Cap (Pink),None,None,Puffer Vest (Black),White,None
5448,2.5,3086,71.25,https://magiceden.io/item-details/2bgKM4wFxfUSYM2AKbDQWYgwDJjHMhQ64focyipoTyEE,None,Cream,None,None,Beachrunner (Clear),Oversized Beanie (Orange),None,None,Polo Shirt (Black | Grey),Purple,None
5491,2.99,491,85.04,https://magiceden.io/item-details/DJWsZL3uWt6DGoNRLFKMEGv2m2FfE5PUxMaG8HHcd2tp,None,Red,None,Dragon Wings (Black),Retro Half Frame (Blue),Dad Hat (Red),None,None,Hoodie (Cream Drip Metal Print),Red Gem Stone,None
5500,3,864,82.26,https://magiceden.io/item-details/5vJghwcRVzF5QJ5dSJchzKvc73YCrKb8o9XCSouH3AWS,None,Yellow,Big Hoops (Double | Gold),None,Viper Shades (Blue),None,Big,None,Puffer Jacket (Pink),Rose Gold,None
5505,2.98,4070,59.36,https://magiceden.io/item-details/7pnT6goGk1rov7XYUGQeNhkMYJUk27EAA9S5DxVxSNko,None,Cream,Cross (Gold),None,Beachrunner (Clear),None,Big,None,T-Shirt (Purple | Tape Print),Black,None
5524,3.1,2843,67,https://magiceden.io/item-details/86L9XYKzMLSHrzqckbQXbFvnDfjMVgJyiRaDwdtxV9WQ,None,White,None,None,Retro Half Frame (Mint),Gatsby Hat (Cream),None,None,Puffer Jacket (Black Drip Print),Pink,None
5526,2.8,3533,65.03,https://magiceden.io/item-details/F3qzPwPJShningtaJkRZayMa3Dj48MPhspRiVXezs37p,None,Cream,None,None,Beachrunner (Black),Dad Hat (Black),None,None,Puffer Vest (Black),Pink,None
5532,200,4767,0,https://solanart.io/nft/3W2gVbH9bjDLE8B5tQHT74MzaFVSbCWCDv6TcuenXyJe,None,White,None,None,Happy,Oversized Beanie (Red),None,None,Denim Jacket (Grey),Purple,None
5534,4.5,4600,40.34,https://solanart.io/nft/G3St7aP9iLuVrp627hZ8zJdp8hCYoNrtJmLnvKpCMxmf,None,White,None,None,Normal,Five Panel Cap (Yellow),None,None,Leather Jacket (Black),White,None
5543,2.85,2056,75.17,https://magiceden.io/item-details/DYrFtuucAu8NmPokqJvJmVnLUkMoLCycgtvNbgyfjvGz,None,Cream,Diamond Hoops (Double | Rose Gold),None,Square Allover (Gold),None,Small,None,Denim Jacket (Cream),Mint,None
