id,price,moonRank,💎 score (%),storeURL,clouds,far object,foreground,horizon,midground,near object,sky,sun
1577,1,1663,78.68,https://magiceden.io/item-details/Cw68i8VZsqzLmVUoD9D6JzMPcXRwKt7D2Yk3xWaYD2sK,cirrocumulus,big-moon,crag,rock mountain,lake forest,shrub crows,pink,normal warm
1590,2.5,1448,65.62,https://magiceden.io/item-details/GVJGWGemX7EZBA8ksHCQyTc2gbDBpup5BAG6hQarEewo,none,stars,marsh,arizona,lake forest,palms,sahara,west coast
1603,5,884,45.72,https://magiceden.io/item-details/F77nT1PF85riFHBEr1Erp9cCqkepVjxpLvA3Cn1hoxiw,cirrocumulus,none,crag,rock mountain,greek temple,none,cyan,australia
1625,0.8,2138,76.39,https://magiceden.io/item-details/F7kFXg5dVAEMmnTwPC8BkJ4HMBXhveUgY5gCbrNkQMRo,stratocumulus,stars,pine road,coastal,big river,tall grass,green,micro bright
1628,0.75,3838,61.54,https://magiceden.io/item-details/9BkFAxujKWz93p2JM7LDsYZq9LBn6Ka142hSCsEshY9c,cirrocumulus,none,crag,coastal,lake forest,woofwoof,cyan,normal warm
1629,1.5,3862,53.82,https://magiceden.io/item-details/DEjxKFKFhqieX2XnFAu9QzHfzFGpLDHqfqfnK6zPWFkk,early birds,stars,palm springs,forest,beach,frens,sahara,normal bright
1634,0.56,3132,69.81,https://magiceden.io/item-details/6VBHdvFDDB8vDTHYE7S1nHVEZVYk4tEESZooStvrYg91,red cirrus,comet,crag,forest,beach,blue lambo,turbidy,micro bright
1637,2.5,1320,66.78,https://magiceden.io/item-details/EhtvDQ8s3xUDrz9Hf8nKaUA8hnHuxLLQM66w5Ls2a6x6,cirrocumulus,big-moon,cactus valley,none,cristal lake,none,purple,micro bright
1667,6,439,39.74,https://magiceden.io/item-details/7TqsZCydqnesPyF1cASnqC3SRrqZqifc6VTTDWk4r5LA,stratus white,stars,prairie,coastal,beach,woofwoof,vaporwave,big sahara
1668,0.5,2767,73.71,https://magiceden.io/item-details/HD56G1yznKqEpgxphHPuEbABVQ5A4a3546SB4KZiAjLr,none,stars,palm springs,forest,beach,david columns,chernobyl,west coast
1686,1.5,538,83.84,https://magiceden.io/item-details/EqGh4cUXV4o4Pf9JcRx8qPxcJCvZeWmc7JT8XM91KDvG,cumulonimbus,birds,palm springs,amusement park,beach,motorcycle,turbidy,high warm
1696,0.52,4165,60.88,https://alpha.art/t/BRiKKhJ6RHPAzjZWUJn4wZVFuMrPXGL9f1BpJYbE2aQh,altostratus,none,crag,jungle hills,cristal lake,woofwoof,pink,normal bright
1702,1.333,1995,72.35,https://magiceden.io/item-details/98oS66GwbRg8yNvrNuJsiGXwQi57aqokg2pS9m7CYvm2,cumulonimbus,ufo,prairie,forest,cristal lake,columns,turbidy,normal warm
1703,1.6,2603,64.19,https://magiceden.io/item-details/DwR9YCpNvf83A9DjyTjMZnrKHWu35WVtCemKtn8mNAcq,altostratus,none,prairie,skyline,lake forest,columns,cyan,big sahara
1704,8,1498,10.17,https://magiceden.io/item-details/4nz5dLpxgsvByeuWUDriDFoUCRuJ1XBmXsnicGk4k8op,stratocumulus,big-moon,crag,industrial valley,beach,palms,chernobyl,west coast
1715,1,174,92.13,https://magiceden.io/item-details/U3jPHk6wXWWWMgJFWhy9y6H7qv8B66uEqAfkRXS3Xqh,balloons,birds,prairie,vulcan,cristal lake,columns,purple,high warm
1719,0.888,2850,69.08,https://magiceden.io/item-details/AeErjFCtY4fubAmqq8A7iPGqnWaNi3us9gJexvWzivm7,none,birds,crag,rock mountain,beach,david columns,tea,sahara
1727,9,28,13.45,https://magiceden.io/item-details/9ve72zyydpLm19hqFTC5VyPsZ3YbWWVWM6WC5hCd7riD,balloons,hype train,high road,skyline,big river,columns,solana,micro bright
1750,44,1508,0,https://magiceden.io/item-details/Beh7wBLXafR79woA7S9HRF2RVpZrXRMYS74hD4kNyE4Z,stratus white,rainbow,palm springs,none,cristal lake,david columns,purple,solana sun
1759,1.9,3549,52.65,https://alpha.art/t/FUgNDAuFbzkx6NnmDf7QAomun8P88KrpfNyUbhmiTPDb,altostratus,stars,palm springs,jungle hills,beach,motorcycle,green,west coast
1767,0.59,2125,78.61,https://magiceden.io/item-details/5yHzmtQq52Kamkqp7dckJBTJwdGB6UWnMZtdCXzaW1dM,early birds,none,crag,jungle hills,big river,david columns,solana,big sahara
1775,1,3975,57.8,https://magiceden.io/item-details/6utLFcZw5o4SZwaZJ2yps6wo9RqWJCfZTBmyRso9pDZg,none,stars,high road,arizona,cristal lake,columns,green,sahara
1800,4,283,61.14,https://magiceden.io/item-details/4kHXPNW3rX9ce46X9v3ag5G7V9U4YrWJLbvVsLP5VSJ9,early birds,moon,crag,castle,greek temple,blue lambo,solana,solana sun
1809,2,2769,58.69,https://magiceden.io/item-details/2acPKr6Eua7AafLCxBR9mdKZMeAwL13kvd4gMCY4Ecmw,cirrocumulus,moon,palm springs,industrial valley,big river,none,cyan,west coast
1814,1.2,1475,78.38,https://magiceden.io/item-details/6zLCucaYuc9Y4PG3DkbUruVvtLLcTBbDmvhwXk9CqLPZ,stratus white,stars,dirt road,coastal,beach,cyber ronin,solana,normal bright
1824,5,2050,35.19,https://magiceden.io/item-details/8DkQQRLQ7tDY9F9oXLwQufsWQ5bTNyFvYyXZNHkZe4je,altostratus,rainbow,palm springs,rock mountain,river,columns,purple,normal bright
1828,5,3642,20.81,https://magiceden.io/item-details/62Hjsh6eFkPN4j31YPfQpqYHwch7CHeZrCEuUkz3Gtch,altostratus,tower,crag,jungle hills,lake forest,woofwoof,cyan,normal bright
1838,0.5,4372,59.21,https://magiceden.io/item-details/GXYWcT3AWJ4wTkMAvw8WEzqyLTDRgYmFNa5usg6Kqmbj,red cirrus,none,palm springs,none,cristal lake,columns,turbidy,normal bright
1856,1,693,87.44,https://magiceden.io/item-details/F5juTv5cHa1XcqSFD5i8TRNsEkLniiAf2dk2bXurfHLu,stratus white,rocket,prairie,none,mud,blue lambo,chernobyl,normal warm
1918,1.5,624,83.06,https://magiceden.io/item-details/EDM82yVq6mX19iaHT9b39Lm63F2kuVMKQZCKdfXz2Vjt,cirrocumulus,rocket,palm springs,forest,lake forest,campfire,tea,normal warm
1928,9.99,832,0,https://alpha.art/t/48NxzfY1K6md7BPnz5T5cFwyE8EApVu4PsztBD4RXtxZ,stratocumulus,moon,crag top,skyline,big river,columns,dark blue,normal bright
1932,25,301,0,https://magiceden.io/item-details/7A8PoidnejDVXVqtnRKo6bWewPbPP8aAqZgUBsg3zB9C,stratus white,stars,cactus valley,jungle hills,lake forest,frens,holo pixel,normal warm
1936,4.44,981,50.44,https://magiceden.io/item-details/3oijQa6KvUF21kFLY5y4XiexpYQmZHTRE5foBb1xoNeH,none,airplane,palm springs,jungle hills,cristal lake,blue lambo,green,sahara
1942,3.69,294,64.14,https://magiceden.io/item-details/7v97wtd1RwXST1p1XjzyAU8BQdVrAcP47PtE74bvDnGt,altostratus,birds,coastal rocks,vulcan,lake forest,deer,green,normal warm
1947,69,6,0,https://magiceden.io/item-details/3JoLhn4zh6ZZeELbhY3JsWHQjPBnUyPBZE6eFmNBHSnS,none,tower,flower field,none,lake forest,woofwoof,holo pixel,golden helius
1980,6,1317,31.81,https://magiceden.io/item-details/HUEvcptw55DnookQuWY2vcYbWdYsBQwRfp6Dbj6tqoat,early birds,moon,crag,forest,river,motorcycle,sahara,binary
1984,44,181,0,https://magiceden.io/item-details/CKGYr8BXrtuQmqgSC62MaHc47dzFmFea5YvcWciKyQfA,early birds,birds,prairie,dragon castle,big river,none,purple,normal bright
1986,4.69,2139,37.48,https://magiceden.io/item-details/EXTbKNafJfUfrPAks9z2HNQhtNqeqj55ZbsARk6JCDx3,none,rainbow,high road,coastal,beach,david columns,turbidy,normal warm
1990,4.5,61,58.15,https://alpha.art/t/4iEQgDrXwTerLapQvFUkxtBq2phVzHA9jE4Zq91PweoY,stratus white,ufo,prairie,skyline,beach,golden lambo,tea,sahara
1997,3.5,2370,47.3,https://magiceden.io/item-details/9JNELWGzQ2A2fhEcE6UqmVDT71qqXRyQ9zCy1t1Ziqsn,cirrocumulus,moon,cactus valley,forest,cristal lake,deer,turbidy,micro bright
2024,0.7,1301,84.95,https://magiceden.io/item-details/G1Swxf917odvaxoYUe9fZL6WsoyXTmoo4mk96zUHaxQv,red cirrus,tower,prairie,jungle hills,mud,columns,sahara,micro bright
2025,0.5,966,89.98,https://magiceden.io/item-details/39aAr6STGgLdG4DKN5L6SAqstATWjbdEXK7ieD8kqB8N,stratus white,big-moon,crag,coastal,big river,motorcycle,blue,solana sun
2027,1.69,3952,51.11,https://magiceden.io/item-details/FPZp9dTfBRCGhhPCDMadqmFcNjHBKaqQzjvhBWND9JY3,cirrocumulus,none,pine road,coastal,lake forest,columns,turbidy,normal bright
2028,1,2962,66.95,https://magiceden.io/item-details/Dtx4BTo4NHFBqerJ1orvEwxRsw9gLPqyFDuKFJqJfSeB,early birds,none,high road,forest,cristal lake,Wanderer Above The Sea,solana,normal bright
2061,0.8,2458,73.5,https://magiceden.io/item-details/AhqFsPSeWHwjWc6FCu21ejgqnHs9BBmDzvJNbiLQ9AT,cirrocumulus,rainbow,palm springs,jungle hills,lake forest,blue lambo,sahara,high warm
2117,0.99,2191,74.01,https://magiceden.io/item-details/9ShK4c9pjsfVieUKayxeA9ZKh8ZhkveQvuogUemiNZW5,early birds,none,crag top,forest,river,columns,cyan,solana sun
2124,0.696969697,1912,79.46,https://magiceden.io/item-details/Cm5UEZdxZb8Zoobr3GTieJJDwrv2B2zUyKfNtdSsPgRD,early birds,moon,flower field,arizona,big river,columns,turbidy,big sahara
2133,9.5,795,1.52,https://magiceden.io/item-details/72qRijQFVA2HH5ztZPEoBaMDx5xgC11NnLtx5M7Bkt7Y,balloons,tower,crag,arizona,river,woofwoof,turbidy,big sahara
2186,0.4,3040,72.24,https://magiceden.io/item-details/CMVGYUuho6CQ52seugTTnd2CwxfheW6D1ZJh511Chjt2,stratocumulus,rainbow,dirt road,jungle hills,cristal lake,blue lambo,chernobyl,normal warm
2202,2.95,2973,47.35,https://magiceden.io/item-details/DY2rJDSXygXwCMXDA6AGHhSGbmXKfby8P6ETaoYE3qgW,cirrocumulus,rainbow,prairie,none,greek temple,columns,cyan,normal bright
2210,0.86,2522,72.32,https://magiceden.io/item-details/BFj2PALpBJ8HxFGgzwxLNGFgknb2aGeSNfKHe3ZCDdHp,altostratus,birds,pine road,rock mountain,cristal lake,david columns,tea,micro bright
2214,2.5,3949,43.04,https://magiceden.io/item-details/8WqHpQShHnXeQd76UZfDRShp2e6wPr61KG4yEQJjshRQ,early birds,none,crag,forest,cristal lake,palms,turbidy,west coast
2221,5,2935,27.19,https://magiceden.io/item-details/7ujm2nNdt4KNY7mUWx7BZ73CfwYC2xrFxVqJ4t7oZ38g,cirrocumulus,ufo,crag,industrial valley,cristal lake,none,cyan,normal bright
2222,0.6942,4252,58.36,https://magiceden.io/item-details/7HLjewyUHKwdKnKJATmH1NbM5zMNqQ2rLuwoeHpiqKCZ,stratus white,birds,crag,none,cristal lake,columns,sahara,solana sun
2272,7,741,27.01,https://magiceden.io/item-details/4Z4rg34WVgfot2ehp2QS2zLMs8Ah4MniC4NeshQtiCbP,none,stars,dirt road,active vulcan,cristal lake,motorcycle,chernobyl,solana sun
2288,0.9,1712,79.24,https://magiceden.io/item-details/Gib5zQRTruJJZnqo34yY3n5MXeBcrLjwD2tDXtYK9VtL,early birds,ufo,dirt road,none,beach,columns,sahara,west coast
2297,1,2477,71.33,https://magiceden.io/item-details/ckDudFafeJDZRH1PZWz55LjPnuWw5LA3ELpuHuxTwCD,cirrocumulus,stars,dirt road,none,lake forest,motorcycle,sahara,australia
2303,25,638,0,https://magiceden.io/item-details/2K6bPkzUg3aRQGp1wPm1o5WgqXYctDiyoUT6PDYyfzhb,altostratus,big-moon,crag,dragon castle,cristal lake,motorcycle,pink,normal bright
2305,5,2115,34.6,https://magiceden.io/item-details/7eUkiqTY9z4kEW7paSPWKNacqnF1cfgYZG2CiK2NMpk5,cirrocumulus,big-moon,palm springs,rock mountain,river,tall grass,pink,micro bright
2308,0.5,2755,73.82,https://alpha.art/t/HuMU4JG7NiYPaRhBrhtfbNZM7vqFTQCxJW7t8ugvtqgC,stratus white,birds,palm springs,forest,river,motorcycle,pink,micro bright
2311,5,3125,25.48,https://magiceden.io/item-details/cQN3EGYFMTafvEDi5hbdUCgXwijkrWZ1mfXs7mPQ4iV,stratocumulus,none,high road,none,big river,woofwoof,green,sahara
2321,5,3706,20.23,https://magiceden.io/item-details/5BfkT1VS1S9XuBtH1hMxCRrgGQ9h3AS9muUEXXPC7USo,stratus white,stars,prairie,coastal,lake forest,none,sahara,normal bright
2348,0.37,3647,67.06,https://magiceden.io/item-details/Ag7r7ebCNQJ9hbLC3Troazse2ZzEYuvyEKws5E7M26DZ,cirrocumulus,tower,dirt road,forest,cristal lake,none,sahara,normal warm
2365,6,271,41.25,https://alpha.art/t/3ajhRK7r73UppyoP9q8NGXK5xoxf5iuFdfwhUyYL4mTD,none,stars,dirt road,industrial valley,river,the king,solana,normal bright
2383,0.8,1201,84.85,https://magiceden.io/item-details/3pj6jDrGQedkK8svtWp2FCv5cKKzy7J5dbBD4bEzd7QT,balloons,stars,high road,forest,river,motorcycle,cyan,big sahara
2384,0.7,3616,64.04,https://alpha.art/t/JBBGV6AGGcEWeTJJzunRRApUo7Rz2WCG9wg4uNeW4A1s,early birds,stars,crag,rock mountain,big river,columns,pink,micro bright
2386,0.6,3762,63.72,https://magiceden.io/item-details/2jfMCpef5FJmtMEKj2jdJZVvANEHuamRmPYUgpJKDgUv,cirrocumulus,birds,palm springs,forest,big river,palms,sahara,normal warm
2387,0.7,2660,72.68,https://magiceden.io/item-details/7ysjVkuT3bZ2YwUV7GJ3EbD2mfr4rEPC4KYgJDKRBkEL,stratus white,birds,pine road,coastal,lake forest,tall grass,turbidy,micro bright
2392,0.8,4057,59.06,https://magiceden.io/item-details/FuMxy6GCMpbQrkVSBepocJjR5mUiPABTzcCFSNUqtknC,stratocumulus,moon,palm springs,none,cristal lake,motorcycle,turbidy,west coast
2398,0.6,2762,72.76,https://magiceden.io/item-details/DqmYWYqwqoK3YwuaChXkBZop8c3KXnGvUJPHCncZ6dn7,stratocumulus,moon,prairie,forest,river,columns,tea,solana sun
2400,0.9,1338,82.62,https://magiceden.io/item-details/F2bpo9syfrz4JQQvxDg3VzDHJShxvz6QMvLdYVLz9XLL,early birds,birds,crag top,coastal,cristal lake,deer,cyan,normal warm
2498,0.7,3803,62.35,https://alpha.art/t/5ED6thYoxHZb21LgJKxnnQSuckkzVHagJeD7EgGJ5dA8,none,birds,crag top,none,beach,woofwoof,sahara,normal bright
2506,0.66,2566,73.93,https://magiceden.io/item-details/Vxgu1RijNXJvDRmcvSKxtW3gDsGoiiMwzgTwZ76aXcb,balloons,none,high road,rock mountain,cristal lake,motorcycle,turbidy,normal bright
2507,5,1915,36.4,https://magiceden.io/item-details/3s615mePJFePNXjPXmnnLSEcNrghVZHL6jXhYjjYJaSJ,stratus white,stars,prairie,industrial valley,cristal lake,pair of pines,sahara,sahara
2519,4.2,700,55.38,https://magiceden.io/item-details/5Hg8bjJenL6Sv6t1i2YboqjC9ouHaQkoRTRRAmFkH2LJ,cirrocumulus,stars,palm springs,amusement park,river,campfire,solana,normal bright
2528,0.55,3148,69.77,https://magiceden.io/item-details/DegPFpGKo8Luu26Yj6DpFv9p8VCMTu1to2iHcyLb7CPd,altostratus,tower,dirt road,none,beach,motorcycle,green,micro bright
2545,4,175,62.12,https://magiceden.io/item-details/CYW5VPuvD3jR8wSMuCZWmkzAEghyNRHy41yec4Vj463V,altostratus,moon,coastal,amusement park,cristal lake,tall grass,cyan,helius
2588,0.9,3173,66.04,https://magiceden.io/item-details/CEbgN2HpC9F838iyVyJPoSVd87vfHkfW2GL294vnpZHU,red cirrus,stars,palm springs,forest,beach,motorcycle,green,solana sun
2600,0.65,1062,87.61,https://magiceden.io/item-details/Gob7rAuKkUBs96aF6nWbXNMDVmdcGVpH9s4NJkkp7bu3,cumulonimbus,moon,marsh,none,lake forest,frens,sahara,sahara
2601,0.45,4029,62.81,https://magiceden.io/item-details/ExA83N7MPWK2Tb27PWEmhyTBp8CoSzajEm1D2mRoxYcE,stratus white,big-moon,crag,forest,lake forest,none,turbidy,sahara
2609,1,3929,58.22,https://magiceden.io/item-details/9yXyHvzQvZXmCJ9Ayuz693Yx5MZ2eXoCf2ruLyiVbUCC,none,none,crag,coastal,cristal lake,columns,solana,normal bright
2622,0.5,4307,59.8,https://magiceden.io/item-details/D6TuppcqkUUkgxP8Dbb6VwhxGtBuWyXAMbQbT8R1SvsS,stratus white,rainbow,crag,jungle hills,cristal lake,columns,turbidy,big sahara
2628,8.5,425,14.86,https://magiceden.io/item-details/4rNtD1coQCC1pmarBYxPu7UWrhMDK9TkowqovgVoS8GX,cirrocumulus,big-moon,flower field,rock mountain,beach,none,chernobyl,australia
2629,0.5,4212,60.66,https://magiceden.io/item-details/WPF3RJ1zFaLks6dmjuW8FsL33DsoRJQTQtiHVAio27y,cirrocumulus,moon,dirt road,arizona,lake forest,columns,chernobyl,normal bright
2650,0.85,952,86.6,https://magiceden.io/item-details/AMPu1ZAZxpKWa45YxocnzSeZD8jR6RPMsDbneS8kKvjG,red cirrus,moon,marsh,jungle hills,river,Wanderer Above The Sea,green,sahara
2653,0.5,4111,61.57,https://magiceden.io/item-details/2Zng1K4fWTZd97xLbdXdjyPQZ7tmcFmDiWCbmY6jamkA,altostratus,stars,crag,rock mountain,lake forest,tall grass,tea,normal bright
2655,10,669,0,https://magiceden.io/item-details/46Xt9kXPiE8h7RVy9BuC9qJv2THwuWHJH1v9aSb7t98Q,none,none,palm springs,coastal,cristal lake,the king,cyan,normal warm
2657,1,1354,81.47,https://magiceden.io/item-details/57SCRbKX9dcnKGrtu15aAwfNFw39cDKJoJ2rA2C87V5i,cirrocumulus,stars,marsh,arizona,lake forest,campfire,turbidy,normal warm
2663,0.8,1420,82.88,https://magiceden.io/item-details/Gi9WtLNUPWD3eLT2gYkwXgSC4mQV74aFqCZfX1SnJoni,cirrocumulus,moon,crag top,skyline,river,Wanderer Above The Sea,turbidy,big sahara
2668,0.5,838,91.13,https://magiceden.io/item-details/7v9Wp8MwtDj2bnqG3KrrBArQCuaJD6s3nYi4hzgr6mS1,early birds,rainbow,marsh,forest,river,palms,solana,micro bright
2672,2,1081,73.94,https://magiceden.io/item-details/y4cJnEbo7hWMTzw7DrzhbcKmgt1T4utmjqJPGMNHdmy,altostratus,big-moon,marsh,jungle hills,lake forest,tall grass,solana,sahara
2673,1,4387,54.08,https://magiceden.io/item-details/Gz5t5uLMm1nacSHkSMmVkaM2C4h11RTNs51hwEtyAsTy,cirrocumulus,stars,palm springs,rock mountain,cristal lake,motorcycle,turbidy,micro bright
2677,0.83,1318,83.5,https://magiceden.io/item-details/Df2KxQNzQpuwii5aBn6CrVhoX9qJHLp8uP5R9ypcjUiN,none,rainbow,crag top,rock mountain,lake forest,deer,pink,normal bright
2679,0.6,2453,75.55,https://magiceden.io/item-details/6L7bpsujJCCBERxnxBWBFLKpaifqi2rLcGc8BqWF6t9o,stratocumulus,tower,prairie,forest,river,blue lambo,turbidy,micro bright
2681,0.6,2511,75.02,https://magiceden.io/item-details/9mGfy6UXfz7PVpizX8zqCXqcNta4E2G64iB44FhGZRJR,stratus white,big-moon,high road,forest,cristal lake,none,green,high warm
2682,0.6,2851,71.95,https://magiceden.io/item-details/7p1hT4pKce4zeHbXbEHipcDm1a4kgck99fPNryi8ppQX,stratocumulus,birds,crag,forest,lake forest,columns,turbidy,australia
2687,2,889,75.67,https://magiceden.io/item-details/4rHyZxJom9S2t3i5MekdPw9DEYTRJiMLRaEKQbAuiWpA,stratocumulus,ufo,crag,arizona,big river,cyber ronin,cyan,normal bright
2689,0.7,1669,81.63,https://magiceden.io/item-details/6uoGSvuKfc5k6ZkMYFyBVXWzmChe3wJ4sVKSRs9hL3DQ,early birds,stars,marsh,jungle hills,cristal lake,palms,pink,big sahara
2715,0.8,1588,81.36,https://alpha.art/t/AZUiPxqy9MuryeRjed11fckKCCgrWxAdzCgiFhhx7Udn,stratocumulus,big-moon,dirt road,rock mountain,river,none,green,solana sun
2727,5,2516,30.98,https://magiceden.io/item-details/BovygaatSk81J3y5ssaqZNHS8YHvQswpAAVjWYSUNir,early birds,birds,crag,forest,cristal lake,pair of pines,sahara,solana sun
2733,0.49,3743,65,https://magiceden.io/item-details/7nqfaBQZggdKCvZLoWYFeiRS4TrbfKsrp9pyEUtQyiZU,cirrocumulus,tower,crag,forest,big river,columns,chernobyl,micro bright
2746,0.4,3255,70.3,https://magiceden.io/item-details/4WKBVdNito6Pa86JpqyjGkXAugJGboF3Zv3xiYjVrTHP,cirrocumulus,tower,crag,forest,cristal lake,pair of pines,cyan,normal bright
2796,0.45,4389,59.56,https://alpha.art/t/59Qt7MMUL6xRaSeKhqno6rphfx5mMkyF7pgehK9SRVpb,stratus white,moon,crag,jungle hills,cristal lake,columns,chernobyl,micro bright
2798,10,1178,0,https://magiceden.io/item-details/GNukGkKg5YgSG3AKt1Nb8V4qTiupXRGDQAWXFeDC7dZa,early birds,rainbow,high road,castle,cristal lake,motorcycle,cyan,micro bright
2808,6.3,408,37.02,https://magiceden.io/item-details/DZvpxsz1JjuK4Jvg3CwsgjxvTnXWVya2nPrj4MZL5aTH,fireworks,moon,dirt road,pyramids,lake forest,motorcycle,turbidy,micro bright
2812,1,2980,66.79,https://magiceden.io/item-details/Dsh5FFeqN7yBaCQFuRaPRuxeJ6rqcdsD2HeyX7uJFvqj,altostratus,none,pine road,arizona,big river,motorcycle,turbidy,micro bright
2831,4,770,56.75,https://magiceden.io/item-details/Euk7AQD6iqiMcWaB7X3nopQZBoDLz6rhD4gCnHgiMLfq,none,comet,crag,skyline,cristal lake,frens,sahara,high warm
2833,0.6,3766,63.69,https://magiceden.io/item-details/HAVVjr7s3KeLrmmPS2jXYKwnJmGSgSmUUn929TTsVwz9,cirrocumulus,stars,dirt road,forest,beach,motorcycle,sahara,west coast
2844,2.2,3551,49.63,https://magiceden.io/item-details/E5icwZGuGrSwykQfuacePLEZYphsorBd7a8itivzx2N4,stratocumulus,stars,dirt road,rock mountain,lake forest,tall grass,turbidy,normal warm
2845,0.5,3422,67.79,https://alpha.art/t/AM8i2d5S6289Gac8QoZXd2pbARzNwXyaU1QerNszfMkT,cirrocumulus,tower,crag,forest,big river,blue lambo,chernobyl,micro bright
2846,5,3609,21.11,https://alpha.art/t/7ZMWHswxT3hDQq9RaC2DLGZvuAJEG3mkpQWeJDqBekWG,stratocumulus,moon,palm springs,none,lake forest,none,chernobyl,sahara
2848,0.75,1814,79.82,https://alpha.art/t/k5qUtwUnTLwBxj2fbgLzXJoFyQ3NwKfzsFszomd31Bk,altostratus,moon,marsh,forest,cristal lake,deer,tea,normal warm
2864,0.8,3748,61.85,https://magiceden.io/item-details/DB4tWTvtEbYugk6doinMfa2Z5Ht9EeDPQf9bp7L9Zh7G,altostratus,rainbow,crag,coastal,beach,blue lambo,green,normal bright
2865,5,4238,15.42,https://alpha.art/t/BQYH1R7eQse6b9LZdFicQgffv5tw8UoadZJB5581rLpm,stratocumulus,none,crag,forest,lake forest,none,turbidy,normal warm
2881,13.7,137,0,https://alpha.art/t/7MSZJMUtVKDSbMPLfe988Yh38cW1P96zcsxnjba6UDWV,red cirrus,none,flower field,vulcan,cristal lake,none,dark blue,sahara
2885,1.9,483,80.34,https://magiceden.io/item-details/FYWx6kxg8jZCv9Z4QB7UhRmjGnEGp68RsEm8x2p4vYx6,stratocumulus,comet,high road,none,mud,blue lambo,blue,micro bright
2907,0.5,1829,82.18,https://magiceden.io/item-details/J8mhkymhct8BCtSobVAi5VYwP2eLuQ4Zy8ganXCdGbnx,balloons,stars,crag top,none,lake forest,columns,tea,normal warm
2915,5,860,45.93,https://alpha.art/t/F6GQe2NB5P7sHxqLByqTFhe3Aq3YjbRVU8cfQqdDKMDg,stratus white,rainbow,crag,jungle hills,beach,cyber ronin,pink,eclipsis
2918,1,3843,58.99,https://magiceden.io/item-details/AXZt896XoxbQseM6GqFQn7F8CAfhfZiUHmxgKPctWXFn,early birds,rainbow,high road,forest,cristal lake,columns,green,big sahara
2957,0.55,4132,60.88,https://magiceden.io/item-details/8kHCa83eZLP6vZL5JXe7WnZZn6yL3WKYXiPxSjqjQV1e,stratus white,none,crag,jungle hills,big river,tall grass,green,normal bright
2960,1,2064,75.06,https://magiceden.io/item-details/CW7Y1YpUGtVW9oVWeDX7KFTSHp8TBAtuF24xvA2Fv4ya,early birds,none,prairie,forest,lake forest,david columns,green,eclipsis
2972,40,256,0,https://magiceden.io/item-details/4WmD27Qde7ZPUVdvRX9SqKrcVEHJJM6gka5GheDn59Jn,altostratus,tower,prairie,coastal,lake forest,woofwoof,purple,australia
2978,2,595,78.33,https://magiceden.io/item-details/GcquyyzsprgFFSm8Lv2iYLXf3CQvF77DWFKtK65o8x7R,red cirrus,moon,crag,amusement park,cristal lake,owl,turbidy,solana sun
2981,1.2,2382,70.19,https://magiceden.io/item-details/FXFp3Tk2aRYY3zgUEW6gNpLo1zCUJZAjEJsex31BmCrn,early birds,none,crag top,jungle hills,big river,blue lambo,sahara,sahara
3039,1,793,86.54,https://magiceden.io/item-details/Aaj5LSJqfeLXQ3ubsApYZJDCwWFz7f5hDDbo1jvL6NNY,stratocumulus,rainbow,dirt road,skyline,lake forest,Wanderer Above The Sea,tea,big sahara
3047,4.99,3777,19.69,https://alpha.art/t/FuzUeHcye1W6bXW9Eyp47rZdFwFDwG5rgpSVTqj1fKiU,none,birds,crag,forest,lake forest,woofwoof,solana,micro bright
3116,0.5,1106,88.71,https://magiceden.io/item-details/9yCjEKNbvAxrZT44qwDJFPmEEhGBskxkRmZWFrEuX5Pv,cirrocumulus,tower,crag,jungle hills,mud,Wanderer Above The Sea,solana,normal warm
3121,0.4,3465,68.41,https://magiceden.io/item-details/GLCsC8kPRmU57kxEWrqQMdFBH8yUUUZbxWuqVhABMFJY,red cirrus,moon,dirt road,forest,big river,none,green,micro bright
3135,1.2,2974,64.84,https://magiceden.io/item-details/9WrQYNJeJtAwuMpAsFpN9YCUQ2tKbT1wsxDLPp4C8dch,early birds,none,pine road,rock mountain,cristal lake,blue lambo,tea,micro bright
3141,3.7,3620,34.01,https://magiceden.io/item-details/F7seCxLZgfeDLFg1xtCtx3xC1Q7sNEupWL1oBksMX8Dv,cirrocumulus,big-moon,high road,jungle hills,lake forest,frens,turbidy,normal bright
3194,0.7,1025,87.44,https://magiceden.io/item-details/5jY82rR6RhxHhP8TR4mdL6HQhcXiTLqEHwRHPtRe79qo,altostratus,moon,cactus valley,forest,cristal lake,owl,cyan,normal bright
3195,25,25,0,https://magiceden.io/item-details/EWG9xWQ7GajKBHTCPS11L13RtDiRHqZLjHY2X6n1QMm2,balloons,birds,huxley cactus,jungle hills,lake forest,frens,purple,normal warm
3197,0.4,2043,81.25,https://magiceden.io/item-details/AurSTuXFM1mUHjM3YWRrmD9YnF3oB2AxVJzPwHJJPb58,stratus white,moon,palm springs,coastal,beach,deer,cyan,micro bright
3204,1.2,1963,73.97,https://magiceden.io/item-details/FFJLW3XoPZyn4m6ExgyMM9Se4GfhwxtgKJSShWZNpdUR,stratus white,moon,high road,industrial valley,big river,palms,green,solana sun
3212,0.75,452,92.12,https://magiceden.io/item-details/5kfFx2UGySX9afu2we3KG99TNeFSUQJ27AxLS2KQGkXF,early birds,big-moon,cactus valley,coastal,cristal lake,blue lambo,cyan,high warm
