id,price,moonRank,💎 score (%),storeURL,Background,Body,Clothing,Eyes,Head,Holding,Mouth Nose Ears
5308,0.7,5295,74.43,https://magiceden.io/item-details/8iuHy6WQTTmzPX8sp7G1LPFC5spqxxah3vfWqfC4TVrz,Purple,Black,None,None,Gangster Hat,None,Nose Ring Gold
5309,969696,746,0,https://solanart.io/nft/8jMH7LsH5SpUS1mR1qQyEdk3hqiNxbHrYVmE4PnLqVJ8,Light Blue,Red Scars,Wizard Robe,Protective Glasses Orange,Normal Horns,None,Soldier Microphone
5320,3,2902,61.05,https://solanart.io/nft/DjoZhTwXa3v5WoRZnDForqGvL9JhkWtvQVRyvmNDfQBq,Bronze,Black Scars,Suit White,None,Swat Helmet,None,None
5333,2.1,6931,53.86,https://solanart.io/nft/EGwPu11p7yASCiVEi99W4tTKtxKcBvPWMinQUhnKdSdp,Purple,Bronze,Clown Clothing,None,Normal Horns,None,None
5336,25,9220,0,https://solanart.io/nft/sK6akFSXW26YNU5A7eP5TrxT4m5tTApyZXLFfKhT3US,Yellow,Orange,None,None,Party Hat,None,None
5343,1.44,867,84.82,https://magiceden.io/item-details/9MFVPyq1jX1vEDeY5Zf8P7SXPzqZRPuSuJmAkfep7QCA,Purple,Clown,Prisoner Uniform,Mask,Normal Horns,None,Nose Ring Hex
5376,1.25,3452,76.34,https://magiceden.io/item-details/4h98qsrCqnRsUkzw22HCv515urkCiMHedjp3EsBaS17K,Light Green,Orange Scars,None,None,Police Hat,Soldier Rifle,None
5380,50,9325,0,https://solanart.io/nft/Eon7jjqv5R5ZctEqpHaWiQnncudGXEEX8hkHtkS5jiog,Green Blue,Mecha Silver,None,None,Normal Horns,None,None
5383,1.45,7178,59.37,https://solanart.io/nft/Bm8AadJx47W3ZE9JcBFvoLBJ3oyYqgXeM8PQjYFsLQni,Blue,Black,None,None,Two Tone Horns,None,Silver Combination V3
5392,4,7020,34.51,https://solanart.io/nft/5hojYiq2H7rV9W2x5EZ55TDtEiYZ1x442opWKXdEJ8ow,Light Blue,White,Polo Aqua,None,Two Tone Horns,None,None
5407,1.12,3995,75.46,https://magiceden.io/item-details/Eu1VE7Cfj4iGFJeR1doDagrjdCQdWQgctDb2N7oMYDto,Bronze,Black Scars,Police Uniform,None,Basketball,None,None
5408,5,3208,39.82,https://solanart.io/nft/5c6CRG9rCaoVGPhJwhEWp3zmiWY6vvLkFcboHguYTVTo,Purple,Red Tattoos,Bull of War Armor,None,Normal Horns,None,Two Silver Earrings
5416,0.98,2210,84.02,https://magiceden.io/item-details/86BfgSgpQrVwQAQT1PfRvHgmjhwtLrH9wiENAqVGdqDL,Purple,Orange Viking Tattoos,Gangster Clothing,Reading Glasses White,Soldier Helmet,None,None
5417,10,4990,0,https://solanart.io/nft/G89K5J4Xush6xjYf1hE4E3KhoSQ7MmQRoUKuCP8zQG8,Yellow,Blonde Zombie,None,Commander Monocle,Two Tone Damaged Horn,None,None
5420,5.45,1134,43.65,https://solanart.io/nft/6hs3MmPVXc6M98xB66j37RBegzwg3iFyB3viyJW8S9o9,Gray,Red Tattoos,Viking Clothing,None,Zombie Ax,None,Clown Nose
5435,0.93,3462,79.5,https://solanart.io/nft/7iv9EEyGW1Xe6mLGuYoUTvUkEoJVQodzs2JvrGjoGXTt,Green Blue,Blonde Scars,Safety Vest,None,Normal Horns,None,Cigar
5443,3.5,3210,54.81,https://solanart.io/nft/Go4EtwcpdAUfWe4pyisXnyQDQ4xeK5RqVFihokN3uEt2,Orange,Orange Viking Tattoos,None,Aviator,Two Tone Damaged Horn,None,Gangster Toothpick
5453,0.98,7584,62.44,https://solanart.io/nft/AXoGWi7by733tMyvtqoX7UB6A2xnJbYboWk4tMQSPRKB,Purple,Black Scars,None,None,Normal Horns,Lumberjack Axe,None
5487,31,6069,0,https://solanart.io/nft/5E3kpRFt8Sjk7rVCtoFaNAYrEWWSZBWK59F6wJVYjCEQ,Green Blue,Blonde Scars,Mecha Blue Armor,None,Two Tone Horns,None,None
5507,2.1,4693,62.85,https://solanart.io/nft/EiFHwa1WuSoBbKGnjVWkSpUttbj9Q2fEj4w46ePd6Pju,Yellow,Blonde Tattoos,TShirt Orange,Reading Glasses White,Normal Horns,None,None
5528,150,6444,0,https://solanart.io/nft/14hcKf6x2xP8yg4WguGdun2HE4c5AJhFCGFnbM8sQ9FB,Blue,White,Sleeveless Gray,None,Worker Helmet,None,None
5532,5,414,51.04,https://solanart.io/nft/2ufW11pE4sr8dsx36DaGeAJUJcNgE8YqT66HgLAjVMFW,Yellow,Black,TShirt Orange,Round Sunglasses,Princess Crown,None,Silver Combination V5
5539,30,7927,0,https://solanart.io/nft/4wJ7vEJAkmDAHfr8GoNhwXVz58M7TT4dyVj6N2jyVhaC,Bull of War,White,None,None,Basketball,None,None
5547,1.29,6588,63.34,https://magiceden.io/item-details/2k8CwoPBiVtMiGFAV92Zb3eeRoc3KYuDvFMJvZxCpUUo,Yellow,Red Viking Tattoos,None,None,Normal Horns,Bouquet,None
5548,1,5858,69.17,https://solanart.io/nft/99twVzSbXvkSX9mFrVVXLNomk12qY5S8qx1SEPpWMJYH,Gray,White Zombie,None,Aviator,Blue Cap,None,None
5557,1.99,9130,46.13,https://solanart.io/nft/HCqQCEPJfiBn4AyCNQvZyny33Tc3VWoQcotvwdpCYii1,Blue,Orange Scars,None,None,Camo Cap,None,None
5567,50,2696,0,https://solanart.io/nft/CgKNjvP5J3pY9ZawhymzaK4DXZTRds9pcMtcZdKi66NW,Light Red,Bronze,None,None,Viking Helmet,None,Nose Ring Gold
5581,0.5,4536,79.48,https://magiceden.io/item-details/7dduWRCdTE71cFzwARDeDN4MSNHacEUx71Y8HuTpDhoM,Light Blue,White Viking Tattoos,Clown Clothing,None,Basketball,None,None
5586,4,1199,57.88,https://solanart.io/nft/8XNKgp98fPaYeQqQqPGVmDwrqvbDuHoKWcQh7vALGsRP,Gray,White Tattoos,None,Mask,Worker Helmet,Bull of War Blades,None
5601,1.3,5341,68.25,https://solanart.io/nft/FhoSoLRmmkP1arEkVAFvmiodrnkP9Rrm5QkuszRuyJXc,Gray,Blonde Scars,None,None,Camo Cap,None,Gold Earring
5602,2,1923,74.98,https://solanart.io/nft/C6Z9mih5gBvJLHJYTyYFBn3HAb3dbGGWfBwxu6XR8bjC,Light Blue,Red Viking Tattoos,Suit Black,Round Sunglasses,Marble Horns,None,None
5605,0.99,1926,85.07,https://magiceden.io/item-details/AiLLmgCoqb7DMEeQ9UmcRSYyw9NN2faXzHTuheHU4TGh,Light Blue,Black Scars,Oriental Tunic Black,Commander Monocle,Normal Damaged Horn,None,None
5612,1.23,4309,73.09,https://magiceden.io/item-details/79PJCR44N8Q2H21CgewXKC5mqeLTkBS4Kf1VHpYwWFtf,Light Blue,Black Scars,Polo Aqua,None,Party Hat,None,None
5626,150,223,0,https://solanart.io/nft/G86GAbkWBtgGuNQLsFBBGfNkgMwbyWZSNhtD3GZxhpsb,Red,Bronze,Gangster Clothing,Sunglasses,Black Cap,Lightsaber Blue,None
5627,7,74,32.4,https://solanart.io/nft/DEqo6j1wNbDSputqN1wDVEYBH5Uy2JsdD9FJkqHArSwi,Light Green,Red Scars,TShirt White,Heart Glasses,Normal Horns,Miner Pick,Silver Combination V3
5635,1,1287,87.53,https://magiceden.io/item-details/72uqk6sAoaBsjBD6FuMiQhuotgxB7CnL3mUSJVZvAmeA,Gray,Blonde Viking Tattoos,None,None,Black Cap,Shield,Three Gold Earrings
5654,1.5,1511,81.63,https://solanart.io/nft/6zZ5MSDkgvVtBk99s7A3hZvyuRXSRSTDLMABr9BRNDQF,Green Blue,Red Viking Tattoos,Polo Dark Blue,Swimming Goggles,Two Tone Damaged Horn,None,None
5656,7,4262,15.58,https://solanart.io/nft/GL5nvfrrfpCfyFqfX6K3mB9qWJ3jGGikFTosMiTjmFAb,Blue,White Viking Tattoos,None,Reading Glasses Black,Normal Horns,None,Silver Combination V6
5660,0.75,1790,88.01,https://solanart.io/nft/5iF8uEWy2cxfyumkw7NgEXT2nNRaCBBPXv5DQvkL8Bkw,Orange,Orange Viking Tattoos,The One Tunic,None,Red Cap,Broom,None
5663,0.5,5026,77.52,https://magiceden.io/item-details/9TWe1YgMZiYbQqNabWiohQFbYEYZXSSEV6un8j1M9x94,Gray,Orange Scars,None,None,Beret,None,Nose Ring Hex
5665,2.5,9520,39.47,https://solanart.io/nft/5MNt8ZTgyxXLuTuGCCUYcdSjGadtgrB1CeKqahL5TbYd,Orange,Silver,None,None,Two Tone Horns,None,None
5683,1.5,803,84.48,https://magiceden.io/item-details/ARj3pTTMfEKZhDLUGumDgfzqGMu6fFy5MAYvnJEmtQzq,Light Red,Black Zombie,Polo Dark Blue,None,Miner Helmet,Sword,None
5689,1,4925,72.92,https://solanart.io/nft/AkUZWfXZE3a2bD27Gb9sF8cGu5TuR6KUzf6A7PMBEfAq,Blue,Blonde Viking Tattoos,None,None,Cowboy Hat,Broom,None
5700,100,5464,0,https://solanart.io/nft/4R4i5QfLBG5EDQ4KSRr8u4cAjhvCpRR5QZ9edVJwDfeU,Red,Orange Scars,None,Convertible Glasses,Basketball,None,None
5705,4,4428,44.92,https://solanart.io/nft/3pNkz8hZkzXZSQY5SR9tsmZonNjAFo6WjcBn2ToEaKas,Green,Clown,King Garment,None,Camo Cap,None,None
5707,1.15,7400,61.48,https://solanart.io/nft/ZSLthjpP9QhpTvRXbNjwuvHyNq2VSntBePupzN5h6Az,Blue,Orange Viking Tattoos,None,None,Normal Horns,Sword,None
5710,1000,8858,0,https://solanart.io/nft/BuorQHaEP1wdBEjUFBq7om5LGt3J9P8j5Qortd25CXi9,Red,Red,None,None,Bronze Horns,None,None
5718,26,2291,0,https://solanart.io/nft/2D2Scw4iMdLUN3KSTSjchY3KmFYuemJvSZrgFokxkmNs,Yellow,Blonde Tattoos,Bullminator Jacket,Reading Glasses White,Gray Cap,None,None
5733,7,6666,5.93,https://solanart.io/nft/GLT99otuoCf6df4QZVbGpwm5SgbUTEaBAEyeFuEF9DRo,Blue,Red Zombie,None,Over 9000 Visor,Normal Horns,None,None
5739,1.95,4606,64.7,https://solanart.io/nft/8sV7HzdxaxL7R5hwwS7go4tEDZd9VY4dZmp1nzVSyBtM,Gray,Orange Viking Tattoos,None,Over 9000 Visor,Checkered Beret,None,None
5743,1,5277,71.51,https://solanart.io/nft/6XrNn63yFuD4i2KYGHsj9g636EzHVnRrU9ezuxY6zJJv,Light Blue,Marble,None,Sunglasses,Gray Cap,None,None
5773,1.7,532,83.56,https://solanart.io/nft/ACueNsMHUd8gbwxb5tZ1UbKveceYs1Yv9WBDWLgT9WU7,Light Green,Taurus Dark,TShirt Orange,VR Black,Red Cap,None,None
5776,0.65,6381,70.57,https://magiceden.io/item-details/2mCDi1gpSgfXqGzoKfmgdHZLQxx4twJ1zEdusUfhr5gX,Orange,Blonde,Sleeveless Gray,Round Sunglasses,Normal Horns,None,None
5791,5.5,161,47.05,https://solanart.io/nft/67hiP52seH1jVN7uhwusZ9nQhv8LBFt5bXeeFvmJxchC,Gray,White Tattoos,TShirt Pink,Viper Pink,Graduation Cap,Broom,None
5796,1.97,2194,74.19,https://solanart.io/nft/2HSpqW4wrkpATFpZdfEdZFPyduEp8KfZzzPfY2jxBezK,Orange,Blonde,None,Mask,Green Benie,None,Soldier Microphone
5801,1,8855,57.14,https://magiceden.io/item-details/4VwyYnbK3c7JXXfLJk7MctSTADMrnw244hYsMscvETn4,Purple,Orange Scars,None,None,Miner Helmet,None,None
5823,8.8,7392,0,https://solanart.io/nft/M5qFqbYv6jc9xW7NpiwMUtEgqx4yc42bwGsixgo4uq8,Light Blue,Marble,None,None,Soldier Helmet,None,None
5830,2.5,8026,45.47,https://solanart.io/nft/EodKmpgMNzPVbsEap2QkNt8z9fB2r2rmztC5KmvdTea7,Gray,Blonde,None,None,Normal Horns,None,Two Silver Earrings
5831,3,3684,57.9,https://solanart.io/nft/CyLip7m3kUEo4LJhzuefEmLtX2ksnFM9pUGzsyfkw1Ap,Green Blue,Silver,Polo Aqua,None,Pirate Hat,None,None
5833,0.55,3102,84.74,https://solanart.io/nft/HT17MBRdeUCu5eoLeYfR1N5iKuY2FBn5tLtrZc55qokm,Yellow,Black Tattoos,Polo Dark Blue,None,Two Tone Horns,None,Silver Combination V4
5834,1.3,9263,52.5,https://solanart.io/nft/Bs1Hvo5MdcQs1kny5B3Tmrcd8HwS3kp2okKdyygUHYYd,Bull of War,White Viking Tattoos,None,None,Two Tone Horns,None,None
5839,0.3,9312,62.3,https://magiceden.io/item-details/ACgY5cH6seVPWE4rSDatHkWaNSavCJcsnNKTAfoQoNKj,Purple,Red Scars,None,None,Two Tone Damaged Horn,None,None
5842,4.5,1312,52.43,https://solanart.io/nft/GdkgBJfChgRArn224yRtEgcRnDLpsqmU1t5SVHAXbnXD,Green,Red,The One Tunic,None,Pharaoh,None,Silver Combination V5
5855,19,6022,0,https://solanart.io/nft/7DdvbecC524hXqemc7w2kmWHcS2BtNfmzeyrjYG8UzJ9,Green Blue,Orange,Suit Black,None,Two Tone Damaged Horn,None,None
5856,1,2006,84.64,https://magiceden.io/item-details/GuQv76LeUthyRwRZRkeALFcmmKP8yAwbwXKp9miTjy5K,Yellow,Black Scars,TShirt Orange,None,Two Tone Damaged Horn,None,Silver Combination V3
5864,1.5,4755,68.6,https://solanart.io/nft/FJ2b9jA7ExsJ5nLwwSjyszsEcLETWknuNim3efvozaHC,Light Blue,Blonde Tattoos,None,None,Miner Helmet,None,Cowboy Straw
5872,1.65,7880,54.55,https://magiceden.io/item-details/7bvF83QaGzqkJgz5LEacqZUpMJyPhUTT1uLhWxLaznNW,Orange,Black,Bullminator Jacket,None,Normal Horns,None,None
5880,4.9,2704,42.84,https://solanart.io/nft/3DFa7TGgVuqFNpvCXBFX5o5bhggrLGbzf1uNUbTfnjYW,Gray,Red,None,Bullminator Sunglasses,Two Tone Horns,Bouquet,None
5896,2.5,1661,71.03,https://solanart.io/nft/GkxCBDtagJZ6yM2eots4zMoCrrpjMwNJDnV7mfon2GBJ,Green Blue,Orange,None,Laser Eyes,Checkered Beret,None,Three Gold Earrings
5906,19,2627,0,https://solanart.io/nft/4ihuHPofRR5QstqWj8mdRTkAbxNSFgzwVunJPECjdzLn,Red,Clown,None,Round Sunglasses,Normal Damaged Horn,None,Nose Ring Silver
5920,1,4462,74.78,https://solanart.io/nft/EstAxE6vC6DR8YT4WvYrQFEP2zFxrA9tgoEvP9qkYoLa,Light Blue,Blonde Scars,Polo Dark Blue,None,Black Cap,None,None
5943,0.64,5902,72.6,https://solanart.io/nft/Ccs8UFu6Kv5qJhhKFs3ajV2N8A95krP76fi99vjpkBiU,Gray,Red,None,None,Camo Cap,Katana,None
5953,4,8996,26.57,https://solanart.io/nft/DRfpXH8feteucr35usNviXsQzWPCyUtaYBNd4zxRVZ1Q,Red,Blonde Tattoos,None,None,White Benie,None,None
5972,7,3291,19.48,https://solanart.io/nft/9vxdDkHViiHXeoinJyDpY9czHWeRSx7C3c5CvAnzdUwA,Green Blue,Mecha Bronze,Basketball Jersey,None,Soldier Helmet,None,None
5979,0.99,2516,82.7,https://magiceden.io/item-details/CraCgv2tVajCLHJXuTht78RAP5yA3bYRAxUVhMWgjaKg,Purple,White Tattoos,Suit Cream,Round Sunglasses,Cowboy Hat,None,None
5982,0.5,1501,91.67,https://magiceden.io/item-details/5V9Amtby7pKsUgVU72ddJBJKoQBCG1Ky5inH9S2C9zQY,Orange,Red Tattoos,TShirt Green,None,Pirate Hat,Katana,None
5985,0.55,7208,68.25,https://solanart.io/nft/DWo2pS6ZnGtKmj6MQ8kB5Bn7eYeaDWCj6ZEABLiKtpbg,Light Blue,Clown,Sleeveless Gray,None,Normal Horns,None,None
5987,1.29,7103,61.27,https://solanart.io/nft/FBmsHaPB4bPGA2b1FnkhdxPPv2gMV2oTQ6vxZFow7imn,Blue,Black Tattoos,Lumberjack Shirt,None,Two Tone Horns,None,None
5997,0.75,8163,62.42,https://magiceden.io/item-details/EBsemiw5gqtsR7sMAosU82hJyhZiQWpvyaCaYkAuoDnc,Green,Blonde,Police Uniform,None,Normal Horns,None,None
6006,1.49,6685,60.95,https://solanart.io/nft/4XGrL9Z3ZEY1RaZPWiN99dZbThJHugtetK11s4r3nVg6,Green Blue,White,None,Round Sunglasses,Police Hat,None,None
6007,8,4467,4.76,https://solanart.io/nft/CKA1fGFwvNwDQAu5dkPFxWh6s62RcUfEGByCafaqzyQX,Bronze,Blonde Tattoos,None,Reading Glasses White,Bulk Horns,None,None
6008,8,6825,0,https://solanart.io/nft/HF9jWtFmvVtR3WhLtByUHNbBCYVjQdDbBG7iSNdCx4Xo,Orange,Black Tattoos,None,Swimming Goggles,Normal Horns,None,None
6020,7,5237,11.67,https://solanart.io/nft/7yd6J45Fi8thecsrQFNb76DS9rr84qu7Rz9PdFDi2mJC,Light Red,Taurus Dark,Commander Uniform,None,Two Tone Horns,None,None
6027,1500,9692,0,https://solanart.io/nft/8sdWa5SmxiWnpXRkafTLu8MPC7X22uy438zfqwsjSoXE,Light Green,Orange Scars,None,None,Normal Horns,None,None
6031,1.49,9691,48.88,https://magiceden.io/item-details/CV2ti3PiQcoMpXAzzLHw9um9HXr4wyGiaCKkNrDryAwv,Green Blue,Red Zombie,None,None,Normal Horns,None,None
6037,16.4,6372,0,https://solanart.io/nft/645A45jET2z8ekDvxz92ivnpKiG8H6U6q5EP7Mqz4zFo,Blue,Red,None,Round Sunglasses,Gold Horns,None,None
6049,1.2,1643,84.1,https://magiceden.io/item-details/8usmN8RBJ34mmdbYMrLYhUgtaXwdezp2BvcsA2QJwaYJ,Orange,Black Scars,None,Reading Glasses Black,Gangster Hat,Viking Shield,None
6054,0.82,2129,85.95,https://magiceden.io/item-details/2tR4RE9SQjmKQ2wVjjNPwgWLn7Zq3XjyB8iFEzsAxeRa,Orange,Red Scars,Polo Sand,The One Sunglasses,Green Benie,None,None
6065,4.5,7866,26.11,https://solanart.io/nft/H3q3UkJZioAZRuv87XbkCYNFdrJqbcdEUV1siXrd97Kf,Light Green,Bullminator,None,None,Chicago Cap,None,None
6076,1.5,6814,60.33,https://magiceden.io/item-details/8iE1epsEsSqNSV13s2siyitx4eiqsRjm5UnEdiL7efgB,Light Green,Black Tattoos,King Garment,None,Normal Horns,None,None
6086,5,919,49.01,https://solanart.io/nft/9K3kNCbRzPJgvtt6N3TQLvFeRVQy37NmPegC2YrhEDnw,Light Red,Bronze,None,Protective Glasses Orange,Camo Cap,None,Silver Combination V2
6111,7,4187,15.88,https://solanart.io/nft/FRLxW9QPMux6pkDuEU516U8BfokyreUUTJaBw3Ln8wwq,Green,Mecha Black,None,None,Old Beret,None,Gangster Toothpick
6118,1.69,7814,54.42,https://solanart.io/nft/GYLAL5vxyTQHPP22jitAAhg5mmAX4Xk1TamYFnuUPrE4,Green,Blonde Tattoos,Gladiator Armor,None,Normal Horns,None,None
6131,8,5790,0,https://solanart.io/nft/21WwRScm4t1y2EwoSo6pkP2R1WzT28LEMg4wwraAdQJh,Gray,Blonde Scars,Commander Uniform,None,Commander Horns,None,None
6132,40,4661,0,https://solanart.io/nft/DuhVzsSgN6NHsEbBBw8KmaeTLcwsXfeZj2MCSNM3Wd7n,Gray,Black,Suit Cream,None,Sherlock Hat,None,None
6139,1.38,8279,55.65,https://solanart.io/nft/xTYS6gSnjRx7CR2ueLr3wLS9AbY3tMPR1GPM7KJWM42,Purple,White Zombie,None,None,Checkered Beret,None,None
6141,0.99,969,88.91,https://magiceden.io/item-details/4xof8NRTd6q3Qmm7FE9p3ttR2Q2YEggWaEQHegunn6st,Green,Mecha Blue,Oriental Tunic Red,None,Yellow Cap,None,Soldier Microphone
6152,1.85,1469,78.3,https://solanart.io/nft/91QSvHZqmfuft31adBwV7Tc79t9sKBMrvSGgDsu42Wms,Green Blue,Blonde,TShirt Black,Protective Glasses Orange,Normal Horns,Lumberjack Axe,None
6166,1.5,5684,64.87,https://solanart.io/nft/AdhPTgm29cr7GtJwsRwpQjRp4T6cQvMR2nfrhijaiv5,Yellow,White,TShirt White,None,Viking Helmet,None,None
6174,0.45,5128,77.61,https://magiceden.io/item-details/4aPJN3wnsU2mb4NErUdQYZREzzrV4AaLwPRKx7tUDcdm,Red,Bull of War,None,Aviator,Camo Cap,None,None
6176,1.4,3591,74.28,https://magiceden.io/item-details/9vBeU9jLrwNqzEPCm9iKnG2xZjJhG7zeduVwKvXarsma,Light Red,Black,None,The One Sunglasses,Normal Horns,None,Silver Combination V2
6181,5,3429,38.93,https://solanart.io/nft/4ujNsKkkfWNmgbavUiEDWWmCC2THika6M99UBxL1gE6R,Orange,White,Cowboy Clothing,Sunglasses,Normal Damaged Horn,None,None
6182,1.777,7606,54.38,https://magiceden.io/item-details/GAqXaA3qJ74GU5dLaihgirxBqxdLz7ayWP4dfvYf6fUg,Light Red,Orange,Pirate Clothing,None,Normal Horns,None,None
6186,3,7236,43.64,https://solanart.io/nft/78n36CmtwxGPkFskTaMzeByZ4A7pbrY9kVZcVrYpKdSd,Light Blue,Bullminator Exposed,None,Sunglasses,Normal Horns,None,None
6197,9.9,1388,0,https://solanart.io/nft/FWVTfEDXwqrurNZpnM2xGGZzVHvFU2x88DCi5ghgHCrx,Silver,Bulladdin,Sherlock Clothing,None,Normal Horns,None,Silver Combination V3
6198,1,7356,63.16,https://solanart.io/nft/62HcsLz2nAp5gVwLrq8ybcMYSwT5XdXKYQUK2Bu3ZijP,Silver,White Tattoos,None,None,Checkered Beret,None,None
6210,1.66,7155,57.37,https://magiceden.io/item-details/AVb7poqaujWfDrAcD669VdhQtMUA19Jd1iSwJEUksNm1,Green Blue,Black,Swat Uniform,None,Two Tone Horns,None,None
6215,9,2186,3.92,https://solanart.io/nft/AGuszXr6vjhPXpdjSEQDaZd9tf11SG32Ze7TwywTufui,Red,White,Polo Aqua,None,Miner Helmet,None,Two Silver Earrings
6223,6.9,8908,0,https://solanart.io/nft/HS1F15L1zcsJHJ6u5Sho8KeJkowa8yMzYRYDsy5EKdyt,Red,White Tattoos,None,None,White Benie,None,None
6226,2000,3219,0,https://solanart.io/nft/P6sLVpNavUePHFrJpm82rYoJMjbZ8AxENwk9hUdJHcb,Bull of War,Blonde Tattoos,Shirt Black,None,Gray Benie,None,None
6227,1.15,841,87.82,https://magiceden.io/item-details/AnF9VxFVT6kg3W8HnceTW4g4EwCM4otD3uB3GocPUjL,Gold,Blonde,Clown Clothing,None,Swat Helmet,None,Silver Combination V3
6228,2.99,7892,41.11,https://solanart.io/nft/42WtrRMG9F87RsUrHGSGvyo4iL6HC71VbbKvo97aGZfJ,Green,Black Zombie,None,Sunglasses,Normal Horns,None,None
6229,1,3568,78.37,https://magiceden.io/item-details/GLrVS2JksAq5cXEsQmp7ZGBCVuSETz7x6hFs2pdpn9V7,Purple,White,Oriental Tunic Red,None,Two Tone Horns,None,Nose Ring Hex
6230,1.5,8804,52.34,https://magiceden.io/item-details/CkzuADnJ25fumQqQUngLEe741dE73KsCFWAhUjH17tFj,Green,Orange Tattoos,None,None,Gray Benie,None,None
6233,9,7145,0,https://solanart.io/nft/7mv7ihpw1ZJPc8Ukn7Q3UesHhbmy5Scba29EePEuWMPe,Orange,Mecha Red,None,None,Viking Helmet,None,None
6239,0.8,2784,83.52,https://magiceden.io/item-details/CHn88Esz3Frptch8VhgPWeQZoourR2NAYsxfmAwoMAxD,Orange,White,None,Aviator,Marble Horns,None,Silver Combination V5
6243,1.6,7953,54.76,https://magiceden.io/item-details/3GEBEAU2nQibxqvZ4QAJn66o5zD69p4nNevo9Gzr7HLN,Yellow,Orange Scars,Commander Uniform,None,Normal Horns,None,None
6244,1.1,9206,54.73,https://solanart.io/nft/F69denC65aWsBChYoFDu6unC5hXJ3zeLL1Qx2gLNTg5v,Light Blue,Blonde,None,None,Normal Damaged Horn,None,None
6246,1.8,8534,50.43,https://solanart.io/nft/54BNGZ5bCANbrSg5uNmD539qrDHrzvpe5Ms1gfrzXhBy,Green Blue,Blonde,None,Bullminator Sunglasses,Normal Horns,None,None
6254,1.5,5967,63.74,https://magiceden.io/item-details/GKW1dtYbYRDXxMFnXFLgdnjQ8HsDKkVspkvCJexnoeM6,Red,Blonde Viking Tattoos,None,None,Two Tone Horns,Bouquet,None
6259,1.5,8029,55.46,https://magiceden.io/item-details/EYZg1vy24QaXp7AVWDcP9dnFnXuTbHTnFss7qEzstLNF,Gray,Blonde Scars,Commander Uniform,None,Normal Horns,None,None
6272,7,1029,28.57,https://solanart.io/nft/88eyYxjQCpTMQEkdpRQx59j8arWf46enYPKxCcPjuXNj,Green Blue,Bulladdin,Safety Vest,None,Black Cap,None,Gold Combination V2
6275,6969,4741,0,https://solanart.io/nft/8AzDRQ87BTg7PmnXBVWicJho7Win8Ce2HifCQWSHpcne,Red,White Tattoos,None,Over 9000 Visor,Beret,None,None
6277,1.8,5656,61.99,https://magiceden.io/item-details/FkGbh5F8fBqT6mtVDJnWq9KLSAcynAx6bxnvbFuLnzeX,Purple,Black Tattoos,Gladiator Armor,None,Orange Benie,None,None
6287,1.6,4622,68.14,https://solanart.io/nft/72vNy3YeWa5x5iYycP39sVJf3hFeEhcyH9sHXywq4Wde,Light Green,Blonde,Bulladdin Clothing,None,Orange Benie,None,None
6288,0.5,8727,62.65,https://magiceden.io/item-details/FLfCn8nmnoxzQQKTLQnhUT6Dt6tLzGCD2mVuCQryuew6,Blue,Blonde Scars,None,None,Police Hat,None,None
6320,3.8,5201,43.81,https://solanart.io/nft/d4AriSnfZfExPKuHxDLZGH2EfifADYVV3xe2Yxe5eKv,Yellow,Orange Viking Tattoos,TShirt Orange,None,Checkered Beret,None,None
6331,13,2273,0,https://solanart.io/nft/EqKiPm7FNNbgWLUWUhzma3VEm9y1Y74PdFNAohLFuGkZ,Blue,Blonde,None,VR Black,Two Tone Horns,Lightsaber Blue,None
6332,1.5,4630,69.11,https://magiceden.io/item-details/QysVzD9TanyV9Few9JR4JTPt62NyespvjdXhyu3MsoP,Light Blue,White Viking Tattoos,The One Tunic,None,White Benie,None,None
6343,50,5290,0,https://solanart.io/nft/65TSxiqKMaeCmmttscR1j4MeQp8JVr6CkBFdPrksPas9,Blue,Mecha Black,None,Round Sunglasses,Miner Helmet,None,None
6354,30,6595,0,https://solanart.io/nft/4Fo9bnLuMpLfAJWioh8vA7rAti3y4JF5Ex4qXjXUAgxK,Blue,Orange,None,The One Sunglasses,Two Tone Damaged Horn,None,None
6356,9000003,5072,0,https://solanart.io/nft/HwMehff1R2i2e8mMAqyyTveLenscPsDoXKpXostZsKW,Light Green,Red Zombie,Suit Bow Tie,None,Two Tone Horns,None,None
6364,0.7,4251,78.63,https://magiceden.io/item-details/5a7CCcY1CVHH1KXk41xrcyWD2XQddiNVUPRUBMUYd6xN,Orange,Silver,Polo Aqua,None,Worker Helmet,None,None
6375,1.65,4491,68.16,https://solanart.io/nft/7FEmfJMKkFiGnYwuN34wiViQrCHvyw1nsxqSY9BHSGJU,Purple,Red Viking Tattoos,None,None,Party Hat,Broom,None
6376,2.95,6755,46.07,https://solanart.io/nft/EnnSkoRwrr6g49dAUHheDLjGDuArPK2zBA5bGrVwdTFq,Purple,Blonde Zombie,None,None,Normal Horns,None,Two Silver Earrings
6380,9,1919,4.99,https://solanart.io/nft/D9vzgmM5DbzVGHNUEaUJRjCb4XYGRVPmH5zFAfQ4fHuz,Light Blue,Mecha Black,None,Viper Color,Normal Horns,Sword,None
6385,1.1,3970,75.76,https://magiceden.io/item-details/9sJQZaXJ3NgbVMfjrkzufr4gRHtME1hMYj2XfzPabTqv,Green Blue,Mecha Black,Worker Apron,None,Commander Horns,None,None
