id,price,moonRank,💎 score (%),storeURL,Background,Background Character,Body,Glyph,Head,Minion,Scenery
Goblin Experiment 5137,3,2994,62.43,https://solanart.io/nft/Gr3LbqQbkzEYKNjMLhCf7BDrJMQQRAhE94jkYihUJ3GX,Primordial Grounds,,Pedestrian,Lowly Thumbtack,Beetle Headed Clotpole,Everard,Lush Fern
Goblin Experiment 2443,3,6341,50.38,https://solanart.io/nft/Niu1iDiPhD12wxQcnQJ2d9Uz58YSWA2Piwp8tPXhz6z,Delightful Apocalypse,Glyptodon Duo,Royal Poltergeist,Insolent Stamper,Knottypated Marmot,Ives,Serene Well
Goblin Experiment 8814,3,2768,63.24,https://solanart.io/nft/8wWHuz1iiMwv4fDukpTH4CAoPZFHwXEzV5fB4GVmcTKT,Primordial Grounds,Slimy Trespasser,Corpulent Beast,Comely Pouch,Shrewd Brigadier,Sadon,Omniscient Rock
Goblin Experiment 1539,3,1597,67.46,https://solanart.io/nft/6AjtTQiXiGgXWjqHizmRT58eWdUGoAPgZSRdnjgVy9Lv,Illusory Horizon,Evolutionary Deadend,Blue Phillip,Jejune Groggerbit,Alchemical Maw,Finnian,Living Stones
Goblin Experiment 10787,3,8772,41.62,https://solanart.io/nft/EoXE8T3TNGHtDtgsGFwv2V5R75ZULRGf51ro23iXvTCu,Tranquil Expanse,,Wetware Surrogate,Minatory Whirlyjig,Piggish Mallrat,Morgellon,Bamboo
Goblin Experiment 1018,3,9217,40.02,https://solanart.io/nft/2SAxBDNScio2rWAN2Df8pSH6qQcj55NNfdSNAU3Ys9d1,Primordial Grounds,,Cloistered Amphibian,Execrable Tooth,Liberated Henchman,Gaillard,Stump
Goblin Experiment 2122,3,447,71.6,https://solanart.io/nft/6kGDzmVSWNHSotVbvfRsGqT3Srs5mD35DQxYLL2qJB4y,Blistering Desert,,Arboreal Rat,Hubristic Documents,Law Abiding Citizen,Morgellon,Mesozoic Shrub
Goblin Brain 9424,3,3846,59.36,https://solanart.io/nft/GtKF7oormR4APfh82ZLpEQeXCW9Ska2NhipBURQMqB9e,Delightful Apocalypse,Ignorant Reptiles,Queueing Reptile,Minatory Whirlyjig,Pribbling Dewberry,Sadon,Splendid Decor
Goblin Brain 901,3,4273,57.82,https://solanart.io/nft/DKj6NFfGGneavaNv4C19Uh2ZYMs8xa7aGWgjK2jYyq4S,Handsome Interior,Benjamin,Elder Statesmen,Trenchant Ocarina,Metaversal Default,Zemislav,Serene Well
Goblin Brain 8618,3,2548,64.03,https://solanart.io/nft/rfEqbS5hSq3dLipdtY2aHD8cM7jTa9RDoexz5HG1vRB,Ignoble Tundra,Primordial Kangaroo,Primordial Beaver,Mesmerizing Brooch,Beaverish Miscreant,Bertram,Stump
Goblin Brain 5829,3,2654,63.65,https://solanart.io/nft/E57H7mGoUbnyAdCqBsLBQwUJsBSXEhr1wt9uqf9cwiZL,Primordial Grounds,Passengers,Mesozoic Mammoth,Hubristic Documents,Pribbling Dewberry,Gaillard,Unsightly Wires
Goblin Experiment 2340,3,5347,53.96,https://solanart.io/nft/81LpgzjJEkB4kLp9aNdFhvysu65rbz9avtLLZUzxWgrE,Ignoble Tundra,Walfort,Royal Poltergeist,Withering Bow,Splendid Valet,Bertram,Omniscient Rock
Goblin Brain 8037,3,6314,50.47,https://solanart.io/nft/9CMZ6vVq17C7gWWQikM4HQbDZooTf6vh8SJ2XfgyVLgW,Sublime Range,,Primordial Beaver,Salubrious Puffer,Spur-Galled Strumpet,Faramond,Television
Goblin Experiment 722,3,5724,52.6,https://solanart.io/nft/HK9r5kzaVKemAgCv1GLwZjKFSFctHmMNquisMCw8r1aW,Cheery Grotto,The Tourist,Sluggish Busybody,Sagacious Fossil,Shrewd Brigadier,Sadon,Living Stones
Goblin Experiment 10519,3,4828,55.82,https://solanart.io/nft/EjXCw9MzemEG3LX8uRzxCS5CN2PbxsiAxYR1ebARVNz8,Sublime Range,,Cannon Fodder,Sartorial Pin,Irate Mandril,Zemislav,Red Weed
Goblin Brain 2996,3,10701,34.68,https://solanart.io/nft/8GoVWDH6HfwowuF26MvSJC9YEX895bXk1QphTVW7uX2h,Blistering Desert,,Irradiated Vermin,Sagacious Fossil,Ignorant Bystander,Finnian,Gravestones
Goblin Experiment 238,3,2057,65.8,https://solanart.io/nft/6rQKiJzbLpE4cutaKQrox4BuxZnRVAf4D41zDognNavH,Tranquil Expanse,Deranged Pachyderm,Chameleonic Frame,Meretricious Fork,The Thinker,Zemislav,Unsightly Wires
Goblin Experiment 7441,3,386,71.82,https://solanart.io/nft/BjziKYoWKE49my9csA6T6vEWjYzFNzoBdkTf6xySNUA3,Stupendous Sunrise,Glyptodon Duo,Wetware Surrogate,Irksome Serpent,Shackled Wizard,Berinon,Gravestones
Goblin Brain 10834,3,1507,67.78,https://solanart.io/nft/e9v89StvEC3RHnShWLmHmZEfCYtADgcLLpLBf3sfZXD,Sublime End,,Humble Peon,Hubristic Documents,Piggish Mallrat,Wolfgang,Solukhumbu Omen
Goblin Brain 6567,3,9291,39.75,https://solanart.io/nft/C1t84ZoR82GXoFXgfjKcwnyz9iyx2PUA2sZtWVnrMV7h,Sublime Range,,Corpulent Beast,Voluble Pen,Trona Magistrate,Sadon,Stump
Goblin Experiment 8234,3,2493,64.23,https://solanart.io/nft/HK2hsJExeY1tDNQew19o5iNDVGTUj5UfFpgyQNW99qyi,Sublime End,,Nimble Peasant,Redolent Chest,Dissected Goon,Umfrey,Splendid Decor
Goblin Brain 2731,3,4382,57.43,https://solanart.io/nft/6bZu3BsArhuXF93B7dC3aeBqDKHprYchBQwKzMkSWzyS,Prosaic Terrain,Deranged Pachyderm,Turkana Scribe,Taciturn Choppers,Ghoulish Canine,Berinon,Lush Fern
Goblin Experiment 9794,3,6026,51.51,https://solanart.io/nft/22zgVe2a253dKKnUpycoKDHYNYqHRJD1rVyUpmNvvGFb,Prosaic Terrain,The Tinkerer,Cloistered Amphibian,Pedestrian Bowl,Ghoulish Canine,Zemislav,Beloved Statue
Goblin Brain 8926,3,5208,54.46,https://solanart.io/nft/FAzrgd8YtecYwc9jT8YkoYq1pA612mwRptyhhZmweqeA,Prosaic Terrain,,Karst Gobbler,Lowly Thumbtack,Mortachais Brain,Gaillard,Odd Foliage
Goblin Brain 6650,3.1,2676,62.57,https://solanart.io/nft/8QYwVvWxzu9k97MwbJXnVoaMzZd3rz5hrD9kYoEJUQvX,Blistering Desert,,Elder Statesmen,Sagacious Fossil,Spirited Counsel,Rolund,Splendid Decor
Goblin Brain 4194,3.1,6494,48.83,https://solanart.io/nft/EKWofibv181Q8fkFMHZk3FT7Wx4h46BVCaJ7MuP8Krv1,Primordial Grounds,The Tinkerer,Primordial Beaver,Voluble Pen,Spur-Galled Strumpet,Berinon,Red Weed
Goblin Experiment 662,3.1,3627,59.15,https://solanart.io/nft/8A6jp7jCJzS1uApbK7RviWY3BVXroFtzkeC9tdt3dtsc,Stupendous Sunrise,Meteorite Collector,Cerulean Fishmonger,Zealous Omen,Sneering Goblinoid,Percival,Red Weed
Goblin Brain 4101,3.1,7702,44.48,https://solanart.io/nft/D3WE3ZgwbX7533aFPM8YMegwSpKjiEQxoFnVR8W9FELD,Tranquil Expanse,,Primordial Beaver,Mesmerizing Brooch,Trona Magistrate,Umfrey,Serene Well
Goblin Brain 6432,3.2,9984,35.26,https://solanart.io/nft/Dz1uv22w3zVfj8gyiYZeEnYVtzVCzK1P7qpBiVGEC6KP,Cheery Grotto,,Corpulent Beast,Meretricious Fork,Squirming Starlet,Aymon,Lush Fern
Goblin Brain 5951,3.2,8273,41.42,https://solanart.io/nft/3kT5h4N1pvXK6QxPNtUGSxVQRCtKtjdrLd8W6HQxJCF3,Handsome Interior,Hogvig,Glorious Goblin,Ratfruit,Lucy,Asher,Omniscient Rock
Goblin Brain 6679,3.25,3107,59.52,https://solanart.io/nft/3dUMx9zCJFk7wwD9w2qBx3QFcfrfwCTjRrLXUwm6uif5,Illusory Horizon,Primordial Kangaroo,Treegoblin,Munificent Pointer,Trona Magistrate,Asher,Jurassic Fronds
Goblin Brain 7821,3.258,10652,32.27,https://solanart.io/nft/32svdFuHWwDmb8Fq2ySaza1oBzofoLuUH16PKfsQgxUt,Stupendous Sunrise,,Cloistered Amphibian,Meretricious Fork,Whiny Protomammal,Umfrey,Dying Ferns
Goblin Experiment 5250,3.26,5859,49.51,https://solanart.io/nft/6JMRT5uvoU4fwgzPoPyzgakqGQ2kuASAweoGvJLX6fps,Prosaic Terrain,Passengers,Smarmy Fellow,Intransigent Glyph,Magnanimous Visage,Adelard,Serene Well
Goblin Brain 6648,3.269,171,69.9,https://solanart.io/nft/EpP3QanKM7fjF4wBPfZADQ2uejatFCrgud5FeGdf9eeD,Blistering Desert,Sargle Eighteen,Red Phillip,Inveterate Remote,Clapper Clawed Bugbear,Warin,Forgotten Rune
Goblin Experiment 4579,3.3,4739,53.14,https://solanart.io/nft/3sPeC2a7xbwj2E2e2Jf4PrcFNCxiayKGoYHJJFR2Zjbn,Blistering Desert,,Karst Gobbler,Minatory Whirlyjig,Pribbling Dewberry,Althalos,Ueno Portal
Goblin Experiment 5373,3.3,4692,53.31,https://solanart.io/nft/CfKiv2U51pDWoefZedTUBd8kTxWcBhKjo7D4aUBZccJC,Blistering Desert,,Arboreal Rat,Ratfruit,Benjamin,Zemislav,Hyperspace Gate
Goblin Experiment 3249,3.3,9301,36.72,https://solanart.io/nft/FqWD6eEQcrYxzM6Q7hatXCnSnMKxrXzC3mQ3ejPjTk7P,Idyllic Moonscape,,Humble Peon,Verdant Cap,Belligerent Reptile,Finnian,Bamboo
Goblin Brain 4485,3.3,1715,64.03,https://solanart.io/nft/2ypgwJ7vkqfuCkjV87wkn1KgY4viQ6FJayEs7zTWRWdU,Handsome Interior,Muck Trudger,Wetware Surrogate,Lowly Thumbtack,Spur-Galled Strumpet,Ives,Trona
Goblin Experiment 7663,3.3,10526,32.31,https://solanart.io/nft/9Pe4mJ3sYwQpGU88o8JiPDhnAo2HmKk9hNEwC8emXpXQ,Primordial Grounds,,Nimble Peasant,Zealous Omen,Spur-Galled Strumpet,Warin,Omniscient Rock
Goblin Brain 1961,3.3,3650,57.07,https://solanart.io/nft/GTVoVUdDaEpPGH3HQy7fwAEKXW25n9A8bX6LHcQxKbZ8,Prosaic Terrain,Benjamin,Cloistered Amphibian,Baleful Spork,Muskospherean Cobbler,Wolfgang,Gravestones
Goblin Experiment 4912,3.3,8914,38.11,https://solanart.io/nft/22hsUREqf51cJFWMJha42thxHD7pHrfCcBKWkFQurZ28,Tranquil Expanse,Benjamin,Cannon Fodder,Jejune Groggerbit,Muskospherean Cobbler,Asher,Omniscient Rock
Goblin Experiment 1594,3.3,976,66.7,https://solanart.io/nft/2r62xgq18nmW6fafeqDgYGdmdKX5sugHHjqQtnk9mzzJ,Purgatorial Void,Irradiated Marsupial,Treegoblin,Boorish Rake,Jawless Robustus,Lucan,Dying Ferns
Goblin Experiment 10014,3.33,6580,46.22,https://solanart.io/nft/9zZxELgqEfNxGs1QNRiVquekiMiC34bgScntpuRiyR4Q,Primordial Grounds,Slimy Trespasser,Primordial Hominid,Lowly Thumbtack,Knottypated Marmot,Sadon,Gravestones
Goblin Experiment 8535,3.4,1673,63.19,https://solanart.io/nft/79w1poC92nYw42C4baPoeuC8uTfo8pBvoddP6K7iFZU3,Idyllic Moonscape,,Wetware Surrogate,Rebarbative Bulb,Tusked Warbler,Odo,Television
Goblin Experiment 7598,3.444,9013,36.31,https://solanart.io/nft/7F27Rh8JyFcyqCpqKDsvCQ4R4pTxMTAHoUWfbF4sooPD,Blistering Desert,,Nimble Peasant,Effulgent Saw,Metaversal Default,Sadon,Bamboo
Goblin Brain 5025,3.5,3670,54.99,https://solanart.io/nft/83sWvYV738hBUR7tw1h3GyMAbPER5u3S71g73wum8u1w,Delightful Apocalypse,,Cerulean Fishmonger,Salubrious Puffer,Lore Master,Odo,Living Stones
Goblin Brain 2104,3.5,3188,56.73,https://solanart.io/nft/4kqtTXjeRTJ4XAjqEHr7KJrCuqzTRhZ3wjphe2Msi4P5,Prosaic Terrain,Primordial Kangaroo,Arboreal Rat,Insolent Stamper,Shrewd Brigadier,Althalos,Sumptuous Lantern
Goblin Brain 3920,3.5,2205,60.27,https://solanart.io/nft/2vJsxVq8oHCpWYeZ7VBnzVjZsfxK25foUQ1U4hn6Wjn4,Ignoble Tundra,Benjamin,Cannon Fodder,Hubristic Documents,Irate Mandril,Finnian,Arashiyama Portal
Goblin Experiment 11092,3.5,1518,62.74,https://solanart.io/nft/8HjgEuMDkQk8st9DBMVUKnmzCfTbcSegFyzx2YjWVRWu,Insipid Moonrise,Hogbert,Imperial Stand,Invidious Lantern,Lead Gossiper,Asher,Gravestones
Goblin Experiment 4971,3.5,10222,31.4,https://solanart.io/nft/5c3sw2w8ySc7hgzMX4CH4tZAS6H4EYWc3kNB33m4e1ko,Prosaic Terrain,,Humble Peon,Salubrious Puffer,Virtuous Saint,Bertram,Television
Goblin Experiment 4479,3.5,6346,45.36,https://solanart.io/nft/H19Gr5h6k2Jr7bSN4mUyASa2B73Yh2pSqBPuC9aKCiaw,Purgatorial Void,Deranged Pachyderm,Cannon Fodder,Righteous Telescope,Friendly Neighbor,Everard,Hyperspace Egg
Goblin Brain 1845,3.5,9511,33.96,https://solanart.io/nft/9p3PGiWsNL7YN8Bb1haz3UJnAiudZNuuprd5hDFnaGp6,Primordial Grounds,,Euphoric Berserker,Lowly Thumbtack,Ill Breeding Gazer,Ives,Beloved Statue
Goblin Experiment 7894,3.5,9198,35.09,https://solanart.io/nft/BZYKWZFhsx3T5c3oEr6Y4gFUccGLGeJVept1zB3LTxam,Illusory Horizon,,Primordial Beaver,Effulgent Saw,Courtly Goblinoid,Hobodor,Omniscient Rock
Goblin Experiment 4174,3.5,5805,47.31,https://solanart.io/nft/FhE3KjjWfgnj9N819uPHz5JsTP4hPd6M6kCqgbHyv8mN,Sublime Range,,Primordial Hominid,Intransigent Glyph,Sneering Goblinoid,Bertris,Mesozoic Shrub
Goblin Experiment 2665,3.5,191,67.52,https://solanart.io/nft/4q6L5fon22La4ByLawnk2kDyhrK3dChJMZGXBE6z2z8t,Sublime End,Retiree,Arboreal Rat,Jejune Groggerbit,Petroleum Guzzler,Warin,Architectural Marvel
Goblin Brain 4870,3.5,164,67.62,https://solanart.io/nft/7qcZz5Rbraw57qou1ukGUFBsir5mwH1RwJdMwBmUbRuk,Cheery Grotto,Proto Fish,Diligent Protomammal,Salubrious Puffer,Helmed Tarsier,Bertram,Jurassic Fronds
Goblin Brain 6263,3.5,2823,58.04,https://solanart.io/nft/Ce997fRLg2LVaAbfyXSf1EwkrUTrXLoLJBMTncytco6k,Stupendous Sunrise,Sentient Shrew,Wetware Surrogate,Mesmerizing Brooch,Clapper Clawed Bugbear,Warin,Lush Fern
Goblin Brain 5130,3.5,8738,36.74,https://solanart.io/nft/GhTiDJtMeUg9XWDgtwScCPqLDU4JdLEMJxtUZ2y9mkWQ,Delightful Apocalypse,,Nimble Peasant,Baleful Spork,Beaverish Miscreant,Finnian,Dying Ferns
Goblin Brain 3566,3.5,5234,49.36,https://solanart.io/nft/FktjNzvxHyKR2wGyS2rVEaEX43P7XYGFrky31htkHure,Goblinesque Prairie,Proto Fish,Yucatan Sprite,Salubrious Puffer,Coldblooded Spinster,Sadon,Akihabara Portal
Goblin Brain 3096,3.5,9319,34.65,https://solanart.io/nft/G5jNx2XZqwxQ9sgCvu3rVezk8cTnWbSKDcMvX8LbB2pi,Ignoble Tundra,,Cannon Fodder,Boorish Rake,Impaled Froglet,Finnian,Serene Well
Goblin Experiment 7362,3.5,1940,61.22,https://solanart.io/nft/9anz9hTNBTHUYVnXvj3kqqctDRoH9MjV5RZcMae8apBG,Ignoble Tundra,,Elder Statesmen,Feckless Anvil,Muskospherean Cobbler,Odo,Bamboo
Goblin Brain 8251,3.5,10183,31.54,https://solanart.io/nft/DCfv2CN8RWu8ynC8z7SCX8FiyHN9k5H2CgqwfgdrZDaH,Cheery Grotto,,Cloistered Amphibian,Munificent Pointer,Trona Magistrate,Morgellon,Mesozoic Shrub
Goblin Experiment 1793,3.5,6738,43.95,https://solanart.io/nft/3iwpm4d7Zfv7vrdqFccZpfiisqKrJZbjArhwqLbweYee,Purgatorial Void,,Elder Statesmen,Irksome Serpent,Lore Master,Doozius,Omniscient Rock
Goblin Brain 10639,3.5,1101,64.25,https://solanart.io/nft/H6Abztc6nTWyzgQpazVS1JELbvyJHXdthZTqbhpQdAkX,Ignoble Tundra,,Mesozoic Mammoth,Effulgent Saw,Coldblooded Spinster,Zemislav,Stump
Goblin Experiment 4423,3.5,5470,48.51,https://solanart.io/nft/Q3KqLQ78tEtE5QrZBZKfWCbC3gvqVguDT4cwc83vbWw,Sublime End,,Smarmy Fellow,Mesmerizing Brooch,Spur-Galled Strumpet,Sadon,Splendid Decor
Goblin Experiment 4063,3.5,10910,28.92,https://solanart.io/nft/BW8XxhrgF2zyPiGmw9Gniy1atz97a3G2kwVDxoj4fh53,Sublime End,,Axiomatic Venturer,Righteous Telescope,Courtly Goblinoid,Finnian,Dying Ferns
Goblin Brain 40,3.6,8315,37.27,https://solanart.io/nft/EkVHj7kesVXtDEA9fXkj4ZUp5GQLmSjUJ7nSmMEEEHNS,Primordial Grounds,Deranged Pachyderm,Debonair Bannerman,Hubristic Documents,Ill Breeding Gazer,Ives,Gravestones
Goblin Brain 1259,3.68,8062,37.38,https://solanart.io/nft/3MhVDsprwVCAWuuL6LtwgpcPT5RfRRAFErYetUgWiPYe,Sublime End,,Red Phillip,Meretricious Fork,Merry Troglodyte,Rolund,Stump
Goblin Experiment 7257,3.7,4676,49.37,https://solanart.io/nft/iYJPoh3PKwXkxaUhbMyUoKRuQzrcDLTmB68Ja56uNh1,Purgatorial Void,Primordial Kangaroo,Pedestrian,Withering Bow,Alchemical Maw,Everard,Splendid Decor
Goblin Brain 10595,3.75,9748,30.61,https://solanart.io/nft/3ZX87peToUguuGefZmZqpjAn45PPeYuuhteJgCNJUPMC,Primordial Grounds,,Nimble Peasant,Spasmodic Saber,Beetle Headed Clotpole,Faramond,Red Weed
Goblin Experiment 4228,3.8,4207,50.06,https://solanart.io/nft/GjEqTPYw6xCnzhsSbMWTuE25r6JqG2QAuxjcE8WDhKwN,Insipid Moonrise,,Arboreal Rat,Jejune Groggerbit,Cadillac Lover,Sadon,Sumptuous Lantern
Goblin Experiment 4390,3.8,3331,53.22,https://solanart.io/nft/BnjqDxjFaTbUR2jKeBsmDwqfB8bCwQnGkS9XnBFYqnpB,Illusory Horizon,Archaic Beast,Pedestrian,Ratfruit,Sneering Goblinoid,Finnian,Splendid Decor
Goblin Brain 9718,3.8,2288,56.97,https://solanart.io/nft/2brQK4Vb7ijCE3FbSwZYN2Gd53pYYpkLERvyGEy7hUgk,Prosaic Terrain,,Arboreal Rat,Puckish Hammer,Merry Troglodyte,Ives,Sumptuous Lantern
Goblin Experiment 5152,3.9,9977,28.28,https://solanart.io/nft/Gkjvhkugf7Q1icj3wy3hpP9FNPFxsAZJA6FBk4Qr7vb2,Tranquil Expanse,,Queueing Reptile,Salubrious Puffer,Trona Magistrate,Odo,Lush Fern
Goblin Experiment 8485,3.95,1854,57.03,https://solanart.io/nft/9ruiPFEtShqeeJrgxpX5A8JU3CsR1E3ubaepAtXVye8K,Sublime Range,The Inspector,Primordial Beaver,Intransigent Glyph,Gloatish Glyptodon,Warin,Snail River
Goblin Experiment 6191,3.95,3102,52.54,https://solanart.io/nft/DLTFRjYpW7WP9zenzF3yrsSzFfEEzZ6wwmndCooxhAdx,Purgatorial Void,Irradiated Marsupial,Karst Gobbler,Sagacious Fossil,Lore Master,Alphonse,Forgotten Rune
Goblin Brain 5474,3.97,7660,35.93,https://solanart.io/nft/HpJ7SVoQ3PFRLMFvr8tYRvTxnnTH58hhD48MdZzzYCo5,Handsome Interior,,Queueing Reptile,Lowly Thumbtack,Courtly Goblinoid,Umfrey,Stump
Goblin Brain 2820,4,1175,58.98,https://solanart.io/nft/ASBeZufawDyLEKsFiccb4fPrkHCr5EysbXsvDZ1RDAFU,Resplendent Hillside,Retiree,Arboreal Rat,Guileless Fang,Metaversal Default,Odo,Mesozoic Shrub
Goblin Brain 1472,4,5776,42.41,https://solanart.io/nft/G8Mhz5sSsLBr44g2vfddePfNqVYP5kJLp8W3kmYGxtcP,Sublime End,The Tinkerer,Glorious Goblin,Comely Pouch,Noble Neanderthal,Sadon,Sumptuous Lantern
Goblin Experiment 4143,4,3761,49.67,https://solanart.io/nft/Bk86WsD6h2g5LXvTZYL3gfMngBA2p8tsSmeRbeaiiq4o,Sublime End,,Red Phillip,Minatory Whirlyjig,Metaversal Default,Carac,Omniscient Rock
Goblin Experiment 9583,4,1608,57.42,https://solanart.io/nft/D8sdTyGoYUqY67HE2vCs9M5GPyCRHA44un215uJ7dkzu,Stupendous Sunrise,,Glorious Goblin,Zealous Omen,The Thinker,Bertris,Serene Well
Goblin Brain 9454,4,5445,43.6,https://solanart.io/nft/87vMERtqT2ZCXLM8WTFdf84iEebPN9xjRsYYjVTnGzpb,Tranquil Expanse,Evolutionary Deadend,Quilled Beast,Habilis Tool,Precious Pignut,Ives,Mesozoic Shrub
Goblin Experiment 3079,4,4201,48.08,https://solanart.io/nft/7VjWMn9jjQuEd1ipUUz1fWV9Fwy6BbPfwV2cD5E6Dymt,Prosaic Terrain,Retiree,Glorious Goblin,Meretricious Fork,Hallowed Demigod,Bertram,Akihabara Portal
Goblin Brain 9675,4,6622,39.36,https://solanart.io/nft/8Jc14KXdytKKoeM6rxkmC318K2fb6GDDq39TvUuTsuVF,Primordial Grounds,,Karst Gobbler,Irksome Serpent,Mortachais Brain,Gorvenal,Red Weed
Goblin Brain 5393,4,7371,36.67,https://solanart.io/nft/G1uVd61MfYRuT4Na87XHx7uJNB6ehTNS6VffkUfDppeR,Primordial Grounds,,Debonair Bannerman,Sclerotic Sextant,Piggish Mallrat,Sadon,Lush Foliage
Goblin Brain 982,4,9944,27.4,https://solanart.io/nft/3sKHLPvzQ12yqvLjZke9eq63U1fxMmKj5wF5fwYAvpk1,Primordial Grounds,,Pedestrian,Mesmerizing Brooch,Splendid Valet,Finnian,Omniscient Rock
Goblin Brain 7923,4,4326,47.63,https://solanart.io/nft/2nYep7KWgpGUE99WiLgEXodtQnuQqKqRxURfVNvu78Cf,Cheery Grotto,,Corpulent Beast,Sagacious Fossil,Salacious Pachyderm,Wolfgang,Serene Well
Goblin Experiment 9717,4,1847,56.56,https://solanart.io/nft/2mQgSubNvUpeUVuyPxXycd3dQWynB3ch9gBMJvmVQvJx,Resplendent Hillside,The Final Form,Arboreal Rat,Comely Pouch,Ill Breeding Gazer,Rolund,Bamboo
Goblin Experiment 5831,4,6741,38.94,https://solanart.io/nft/FeMMXGdYroY6CoaGw1q1Db9vobPdhv4E16XVS82ePodK,Primordial Grounds,Deranged Pachyderm,Quilled Beast,Baleful Spork,Gloatish Glyptodon,Lucan,Red Weed
Goblin Experiment 2830,4,3804,49.51,https://solanart.io/nft/Dz2SEhn2aNdzEhibCS4q2CPhyy5zaWeY72HFjiNn1xbM,Tranquil Expanse,,Militarized Neanderthal,Puckish Hammer,Gloatish Glyptodon,Berinon,Red Weed
Goblin Brain 3020,4,2049,55.83,https://solanart.io/nft/5z5MajVfvNPofJrbsCoAJCMqzNceRPcHTAQ4LYsKkkyY,Sublime Range,Glyptodon Duo,Irradiated Vermin,Sclerotic Sextant,Piggish Mallrat,Ives,Living Stones
Goblin Brain 4472,4,8662,32.02,https://solanart.io/nft/EFxaZnjrknaAnu8gPQ6JXiMj7Ei5SXPrqNzs61nhHBjf,Tranquil Expanse,,Mesozoic Mammoth,Comely Pouch,Righteous Accomplice,Finnian,Architectural Marvel
Goblin Experiment 8540,4,9615,28.59,https://solanart.io/nft/6pTEaP8ho1Su92mvBXmGRzyMSXyMp78a715a7oM4kgxm,Illusory Horizon,,Cynical Quadruped,Mesmerizing Brooch,Heroic Countenance,Rolund,Beloved Statue
Goblin Brain 2458,4,8086,34.09,https://solanart.io/nft/8Bpz9VPW1ooVEgMycqAMueaTMK3rRKo22fSKS8R5ZoU5,Delightful Apocalypse,,Turkana Scribe,Ratfruit,Friendly Neighbor,Finnian,Gravestones
Goblin Experiment 9970,4,6332,40.41,https://solanart.io/nft/2jh9bQE3Pb5iXEwhGJTjLmD6BxxNjyhpiHec4NoCTCuh,Ignoble Tundra,Retiree,Red Phillip,Trenchant Ocarina,Squirming Starlet,Carac,Television
Goblin Experiment 2399,4,9038,30.66,https://solanart.io/nft/6CuJwLJpxDYRqfBMsspypX27D9QJTdQZQiar5X8WGe9k,Equatorial Solstice,,Wetware Surrogate,Dowdy Butterfly,Impaled Froglet,Finnian,Snail River
Goblin Experiment 5706,4,5662,42.82,https://solanart.io/nft/3v4xHgVWPJL2nZm9qLKnc5LYPboPqQKLuDTc3T1QKdFu,Handsome Interior,,Yucatan Sprite,Inveterate Remote,Doghearted Minnow,Sadon,Forgotten Rune
Goblin Experiment 8246,4,2565,53.97,https://solanart.io/nft/3ZebX4m3Uj3t4hZJs8PK1wapNwy364ZwDxS43NFk8Pc2,Stupendous Sunrise,Evolutionary Deadend,Cynical Quadruped,Habilis Tool,Trona Magistrate,Finnian,Solukhumbu Omen
Goblin Brain 3476,4,9229,29.98,https://solanart.io/nft/GPzD3SSH4XUZBZDABXEi7KJCzVZRXWbNwiPQUzbeQMGE,Insipid Moonrise,,Nimble Peasant,Intransigent Glyph,Pribbling Dewberry,Althalos,Serene Well
Goblin Brain 4404,4,8439,32.82,https://solanart.io/nft/9EQq9Pq77vCck4hvSvmu4yL9SdwH2z9XPRX3G9jXb7Pq,Tranquil Expanse,,Yucatan Sprite,Mesmerizing Brooch,Knottypated Marmot,Finnian,Beloved Statue
Goblin Experiment 5065,4,NaN,0,https://solanart.io/nft/6BNk3FZhXGLPCa5yR2curA3MEKKHGVmZiN7xmKdRDQJz,,,,,,,
Goblin Brain 3806,4,1897,56.38,https://solanart.io/nft/FX4tmCsq1jSzyuMg6XMC3TaAxqaV9ku8VZPWt3NRYpHe,Idyllic Moonscape,Deranged Pachyderm,Cynical Quadruped,Irksome Serpent,Noble Neanderthal,Asher,Gravestones
Goblin Experiment 6085,4,6237,40.75,https://solanart.io/nft/4twZcfAZCWdZ3dVufeuAH9cpmbZ768aPkrNx6jhw7aUA,Prosaic Terrain,Boil Ridden Biped,Nimble Peasant,Spasmodic Saber,Salacious Pachyderm,Joachim,Jurassic Fronds
Goblin Brain 5308,4,8063,34.18,https://solanart.io/nft/HvEKL6LkAQZUL3fJy1g4fPbqtkByBZyyNSc3Lh5ew7MT,Equatorial Solstice,Benjamin,Red Phillip,Salubrious Puffer,Clapper Clawed Bugbear,Finnian,Mesozoic Shrub
