id,price,moonRank,💎 score (%),storeURL,Accessories,Background,Clothes,Ears,Eyes,Hat,Other,Type
573,0.058,293,86.56,https://magiceden.io/item-details/JC8m5qdzKe2sCMdPirACvhfQpwq4SfL6bnmYLt7J1ncb,Red Bandana,Turquoise,Blue Tracksuit,Diamond,Nothin,Red Mohawk,Nothing,Grey
582,0.2,613,70.66,https://magiceden.io/item-details/4kv8zpvuktCEnpgDzcvzrmKqY6nXEcZJnToUXStAmwu5,Nothing,Sand,Black Tracksuit,Silver,Eye Patch,Nothing,Devil Wings,Black
591,0.14,30,97.64,https://magiceden.io/item-details/3zq8VVE7poRFNURmgfG3snHvnaC2Bm5YGkjryxm6QzgN,Red Bandana,Purple,Turtleneck,Gold,Green Sunglasses,Witch Hat,Nothing,Peach
596,0.05,345,84.28,https://magiceden.io/item-details/D7SyETa3zKeT1u8vTgxeS8T8o7Jn5tgeW4bFVEwaGRSQ,Nothing,Green,Black Kimono,Nothing,Clear Lens,Blue Mohawk,Angel Wings,Blue
600,2,718,47.9,https://magiceden.io/item-details/GXGk8wN2is53yCcNiCLCNxYAtJKZKk4eauhygWYdWuU3,Nothing,Purple,Nothing,Gold,Eye Patch,Devil Horns,Nothing,Grey
609,5,354,34.37,https://magiceden.io/item-details/9JfJnSmkx2uq79bWT9o3Yx2btEd5cNFLohhyVmKoMtRz,Nothing,Cyan,Orange Hawaiian,Silver,Clear Lens,White Party Hat,Devil Wings,Blue
634,0.25,564,72.37,https://magiceden.io/item-details/A1dVRahcJDN4VXo5gASPVuLpaMbycU9qKc8aoxaCG8QA,Nothing,Orange,Green Tracksuit,Silver,Green Sunglasses,Beanie,Devil Wings,Peach
637,0.5,360,79.1,https://magiceden.io/item-details/5WAV4zuqdYMrLFSND2w8EzHqVvEmnL3X6HiD2BAjL9vo,Silver Necklace,Purple,Orange Hawaiian,Gold,Clear Lens,Blue Mohawk,Nothing,Midnight Blue
641,0.2,377,81.33,https://magiceden.io/item-details/AuTvNhr39kiFgXhMJi9iU2HtUVxHmfUPXYgm6gUd77n6,Red Bandana,Cyan,White Tank Top,Nothing,Clear Lens,Witch Hat,Nothing,Blue
642,0.055,772,64.91,https://magiceden.io/item-details/3TYkMBfL3m5eiY8Eukm7dpGiGq7jSsLHsQ3NYZ6GipUs,Nothing,Orange,Red Tracksuit,Nothing,Nothin,Violet Flower,Nothing,Peach
647,0.5,115,90.19,https://magiceden.io/item-details/3vrR6S41TCJNdUfnWrJc3Q1fsityQQ7GQgQRdbCcfWHs,Nothing,Orange,Green Tux,Nothing,Clear Lens,Green Party Hat,Angel Wings,Grey
657,0.04,608,72.48,https://magiceden.io/item-details/3uyfqFnoLJtHTUjwKBjPxrjDFpUqXVPD7EMg9d8k13xo,Blue Bandana,Sand,Red Hawaiian,Nothing,Black Sunglasses,Violet Flower,Nothing,Blue
669,2.5,98,70.96,https://magiceden.io/item-details/4r72Sn6vxJhafSBtDD5cEr35FyPEZLhXPa2QRLNbmKPU,Green Bandana,Emerald,Green Hawaiian,Nothing,Purple Sunglasses,Blue Party Hat,Devil Wings,Orange
683,0.2,452,77.94,https://magiceden.io/item-details/JDaMMETwqqYWEaKsHrihAZR95DzCTdweBjZVZF9yFmnT,Red Bandana,Grey,Pink Hawaiian,Nothing,Green Sunglasses,Devil Horns,Devil Wings,Orange
700,0.2,245,87.31,https://magiceden.io/item-details/AqqXwTWyuh5AjbLFEjxxa1sp84HuhykrxB99xhxR3KDy,Nothing,Orange,Pink Hawaiian,Gold,Green Sunglasses,Green Baseball,Nothing,Zombie
709,0.12,620,71.14,https://magiceden.io/item-details/6nWUPep5H2CR2c34EHYBNy3cqSwUoMJYwo1iYkR8QdPL,Nothing,Sand,Green Hawaiian,Silver,Eye Patch,Viking,Devil Wings,Black
717,3.5,68,62.32,https://magiceden.io/item-details/6jtMb2X5XZ2KkvA3wH9kg2DJGNtzHrtbEEpP4QT4YV3u,Red Bandana,Green,Green Tux,Diamond,Purple Sunglasses,Afro,Nothing,Midnight Blue
736,0.55,503,72.13,https://magiceden.io/item-details/2tNm3zRhp9euxtdoSUHVAjCaJL9i53FsPZcuQEbgnnju,Nothing,Green,Red Tracksuit,Silver,Nothin,Pirate Hat,Angel Wings,Grey
750,888,821,0,https://magiceden.io/item-details/4nYcTWGuGyVf9JuHw1k7RgT2H7CdDVtDvztFno8Lx32X,Nothing,Sand,Red Tracksuit,Gold,Black Sunglasses,Tophat,Nothing,Orange
764,0.075,415,80.86,https://magiceden.io/item-details/GXPr8qEWrxZekNTj42ACMpzNqGNSUsDsnN77jCjYwyWJ,Blue Bandana,Turquoise,Blue Hawaiian,Nothing,Purple Sunglasses,Crown,Nothing,Red
769,0.5,433,75.8,https://magiceden.io/item-details/3uBzQQzfQ5M8xjLd7B8gqSvswPMkMSdkuBpX9PiHRD7b,Red Bandana,Grey,Red Hawaiian,Diamond,Yellow Sunglasses,Blue Mohawk,Nothing,Orange
771,0.08,218,89.73,https://magiceden.io/item-details/Ero18zSvTkAA6p5L7nwhcn2agNfV2os4S7LgXkGkwGUz,Red Bandana,Orange,Black Tracksuit,Gold,Purple Sunglasses,Helicopter Hat,Angel Wings,Orange
776,0.5,367,78.79,https://magiceden.io/item-details/J3CFefsTePkpHhZ1sWGYyKnocfCgj6puzwWRGezcanKL,Green Bandana,Purple,Blue Hawaiian,Silver,Yellow Sunglasses,Red Mohawk,Angel Wings,Blue
777,0.3,192,88.71,https://magiceden.io/item-details/GAVSLi8QWdX4jgx2NkzHeG6vQCpTLsijcou8oyR1od2E,Green Bandana,Emerald,Blue Hawaiian,Gold,Black Sunglasses,Blue Baseball,Nyan Rainbow,Midnight Blue
787,2.5,41,73.54,https://magiceden.io/item-details/BcvqkHCkJ4KUw4WyCboHU2NdiqVtNc9quhiQ6mgH7BRc,Blue Bandana,Sand,Blue Tracksuit,Nothing,VR Headset,Yellow Party Hat,Angel Wings,Orange
791,1,1,90.35,https://magiceden.io/item-details/5RsUzixgLrR2z47SDYeH8wCHL9tKvaqk5RneE4x5mNHi,Gold Necklace,Sand,Green Hawaiian,Diamond,VR Headset,Viking,Angel Wings,Ice
792,0.175,164,91.22,https://magiceden.io/item-details/24pDjSW95xRvRKkcP3iJPRfck61a9N3Li1n1XF7FsuBb,Gold Necklace,Turquoise,Red Tracksuit,Nothing,Yellow Sunglasses,Green Mohawk,Devil Wings,Peach
802,0.15,72,95.64,https://magiceden.io/item-details/Dhu8dYop15XF1DY1NfwTmLHQk5oCu5i4FLbAwb4FyWy9,Red Bandana,Orange,White Solana,Gold,Yellow Sunglasses,Shark Fin,Nothing,Grey
803,0.1,351,83.51,https://magiceden.io/item-details/bbd5SVZuQBcyCVDGwmymesRGsYRGCTMiTubSJbHb6VJ,Nothing,Grey,White Solana,Silver,Black Sunglasses,Nothing,Nothing,Midnight Blue
823,0.43,597,69.08,https://magiceden.io/item-details/3X7vYbA6TEyv6nmBmiq6Ao2R5LzBTe8ZdeCH4B7ewTZA,Blue Bandana,Orange,Blue Tracksuit,Silver,Yellow Sunglasses,Beanie,Nothing,Red
826,0.43,310,82.07,https://magiceden.io/item-details/HFpTGZe2mQ3uHpMo6Q7JzqCkaG53PP3woeCfntgtxLbZ,Nothing,Cyan,White Tank Top,Silver,Green Sunglasses,Pirate Hat,Devil Wings,Blue
828,2,34,78.85,https://magiceden.io/item-details/GUmfUn6JFSLuXoCFkVSG599h5zqGz3T48dxxPRUcnuSG,Silver Necklace,Sand,Green Tux,Nothing,Eye Patch,Red Baseball,Angel Wings,Orange
829,3,22,69.4,https://magiceden.io/item-details/47FLqoc6CFnEVvB8qCt51Qpc2xFAH8cswXtVSg4D2zh3,Red Bandana,Turquoise,White Solana,Nothing,Nothin,Green Party Hat,Nothing,Grey
836,0.5,524,71.68,https://magiceden.io/item-details/HfVwWucbLtDWtUo44uuaMFvPNiiqPNGG2zCdZv2bgG1w,Blue Bandana,Emerald,Pink Hawaiian,Silver,Nothin,Nothing,Nothing,Black
842,0.25,808,61.33,https://magiceden.io/item-details/8UHiV4Bxczfo3yKCVGVCstLpWcwLarasTMzu9hXgcm4f,Nothing,Sand,Green Tracksuit,Nothing,Green Sunglasses,Violet Flower,Nothing,Blue
854,0.33,673,66.64,https://magiceden.io/item-details/6WR2eGKotMQ1wWRaD1wuWGEYYznpcaFt4AJJPGhCj3Nh,Nothing,Green,Red Hawaiian,Nothing,Clear Lens,Witch Hat,Devil Wings,Peach
886,24.9,776,0,https://magiceden.io/item-details/E6MxbNJcTsrjJBTSfAigU8KXNyaNE3DZQKatcC79hNj3,Nothing,Purple,Blue Hawaiian,Silver,Clear Lens,Pirate Hat,Nothing,Orange
