id,price,moonRank,💎 score (%),storeURL,Background,Edition,Eyes,Head,Mouth,Outfit,Skin
4454,15,5313,19.3,https://solanart.io/nft/Dufk3FrRJ5ymDUeDbRqkY2S72zqNuDQG6rSof83zFgXv,Sky,,Thug,Sportsband,Smug,Sweater Green,Natural
4632,20,569,0,https://solanart.io/nft/9ESS3JBXY2ZXhEa4gsc67wXEHRpDqxqpeJcZCZsrFtTg,Sand,,Synth,Monster Trainer,Smile,T-Shirt White,Natural
4643,14,6021,25.63,https://magiceden.io/item-details/5HFGuBF1tGBbntKMYTbHZPKe34aZoRa4GUuv5PcbdAhx,Sand,,Jaded,Bowler Dark,Smug,Scarf Purple,Natural
4686,11.45,1867,72.7,https://magiceden.io/item-details/4tnpjWZ2HkZSnbna9FRVSRgUsacxekJAc4BkCvKvCWE2,Purple,,Scar,Afro,Blep,Tank Top Pink,Natural
4711,13,1992,56.55,https://magiceden.io/item-details/8hKY8pQkCdvW1QzM4eqxn6X6VgcneXxmHNzy8yCw2Gyv,Mint,,Scar,COPE,Closed,Shirt Flannel Yellow,Natural
4760,13.75,1188,53.23,https://solanart.io/nft/7wVoerCWkP72LMw88sr78UxLEfMGxyYxcN8vLy3KfzZx,Green,,Wink,Valet,Stache,T-Shirt Yellow,Natural
4770,9.9,6416,64.57,https://magiceden.io/item-details/F9g8xCXXg5UuqFiZ4WVJBgbnhEsV6kq2Pia37KeqGsH5,Straw,,Jaded,Headband Dark,Drool,Shirt Flannel Blue,Natural
4831,50,6512,0,https://solanart.io/nft/4u4nfK6jFqec3UaFtJ2dLkheL9FMYtWjikCX2xNYkgAo,Champagne,,Standard,None,Fangs,Astronaut Orange,Natural
4856,11.45,2750,68.12,https://magiceden.io/item-details/EE9v2vUHe6tFHcs1xpd2maid5Kgo5HSs4h5uh4d81BZu,Sky,,Angry,Cap Indigo,Closed,Shirt Flannel Green,Natural
4881,10.1,1619,87.49,https://magiceden.io/item-details/2VcBvyVFEJvGDXJq3WvSaWCWNJCCYSFKTxpxZDCFensV,Pink,,Angry,Afro,Smile,Hoodie Blue,Natural
4891,13.5,7425,23.33,https://magiceden.io/item-details/CHNn7iXuQNoD8aCP1wt8fAzcfe3nFR4abUh6wCHXe281,Straw,,Shades,None,Smug,Turtleneck Orange,Natural
4905,14,3366,39.42,https://magiceden.io/item-details/6LuxNALPQvc1X7YkFJHD9rQ2CdGj1KjzmBCVByGS14fP,Violet,,Blank,Cap Indigo,Smug,Sweater Light,Natural
4931,10.75,6369,56.32,https://magiceden.io/item-details/8apEc5Zz19SsNAQmxeyBFBUWxDuAy5Fsn3XAmMXdvVag,Straw,,Jaded,Headband Patterned,Smirk,Shirt Red,Natural
5015,17,1489,19.17,https://solanart.io/nft/6BhixEyqtV9A3TXTC7rnzu1CwrdKvN8Yc9yt1chiF19d,Green,,Raised,Valet,Fangs,Shirt Flannel Blue,Natural
5042,20,4383,0,https://solanart.io/nft/HJC5E33bpLmQ9jzW43nmNpFDuVVbWHb1TQ29qq7vJNHZ,Violet,,Sleepy,Backwards Cap Pink,Blep,Shirt Green,Natural
5073,14.1,6156,23.92,https://magiceden.io/item-details/GajGUKJ7Y9wS5rr7fexnQeMiNxwmymsn8HDmdFUhxGyL,Amaranth,,Jaded,Cap Blue,Grin,Tank Top Dark,Natural
5170,12,2802,62.35,https://magiceden.io/item-details/6RML7BLffGX4zA77jLs2D5ehJuJHBeSxZE9p8e5hVczy,Violet,,Scar,Bowler Dark,Grin,Shirt Flannel Blue,Natural
5198,13,6725,31.97,https://magiceden.io/item-details/7cEX45dbskR2Zi1yh6YASWqTqTsnhM5dVa3iT1Yc7SSF,Champagne,,Standard,Bucket Hat Green,Smirk,Shirt Green,Natural
5271,22,4264,0,https://solanart.io/nft/9TmFstaexxCM11CiyJvTdtwTvJUC24XfZ5h9LbU1xt5A,Purple,,Angry,Sportsband,Blep,Tank Top Purple,Natural
5337,30,642,0,https://solanart.io/nft/A8pay4GrSZBSjuoC7kbfLHnGsWEw3mEBXB1htHebLNFa,Sand,,Blank,Pirate,Closed,Shirt Green,Natural
5342,9.69,5630,70.76,https://magiceden.io/item-details/9BRsNUD1LnsTafgMu6u37vR8quojBknVhY5CLMJzEF23,Straw,,Wink,Bucket Hat Ivory,Drool,Turtleneck Dark,Natural
5425,12,4973,51.07,https://magiceden.io/item-details/HoCGQhiYUuon4WzohCUQnGTfPcZJ3E3cbH141tZaRnJk,Purple,,Mutated,Backwards Cap Pink,Smirk,Scarf Red,Natural
5464,19,5821,0,https://solanart.io/nft/E91A8twn7QzJzyCw7gBPQCUBSKiUzMSMmq9Fh5NaTNd5,Blue,,Jaded,Bowler Dark,Drool,Hoodie Blue,Natural
5466,34,451,0,https://solanart.io/nft/5PzZQ9yJkQCNwsgvbuB6g7nR6K173MvkjGtWJAW22FXu,Emerald,,Raised,Cap Pink,Beard,Tank Top Purple,Natural
5477,10.8,4407,66.01,https://magiceden.io/item-details/4YFxvsyqxarzj1kC3gYJFECGRMu8HqSvybJ2eXuZAbZy,Champagne,,Synth,Bucket Hat Ivory,Drool,Hoodie Blue,Natural
5483,12.25,5012,48.37,https://magiceden.io/item-details/4pxjUB5KA7GQo4iAccrsF8sLPofWVZ4auQL2LCccT9yK,Sky,,Synth,Backwards Cap Pink,Drool,Sweater Light,Natural
5487,9.99,6180,64.9,https://magiceden.io/item-details/5Mxuu1VvbcUt9HizjSZUAm98HjJvgiKAAzftMLVgKBoG,Mint,,Wink,Headband Dark,Smirk,Shirt Flannel Yellow,Natural
5543,42,2314,0,https://solanart.io/nft/C6hkaw7GmJEHnGJbPvHz3XXRRh98YmGEjLhiv4d8aWJN,Amaranth,,Jaded,Afro,Stache,Turtleneck Blue,Natural
5549,12.99,6221,34.69,https://magiceden.io/item-details/7b7BeBENvPZs91XAcRaCaP2mRCeLEycoaddTF9gAm6cw,Purple,,Standard,Headband Patterned,Drool,Tank Top Dark,Natural
5578,19.99,6718,0,https://solanart.io/nft/8rUDtqAEUEU7teJvRsAr4Js5VB1jKY1LDv9tiAmYbcz9,Rose,,Jaded,Bucket Hat Green,Smug,Shirt Green,Natural
5642,14.4,3273,35.9,https://magiceden.io/item-details/AKYU9vK2tiAMU4rXp6B1zDPyZEosXFdB8REUHsh6ySVe,Orange,,Eye Patch,Cap Dark,Grin,Shirt School,Natural
5672,14,7023,20.42,https://magiceden.io/item-details/MYV8ceXrabQGNzaDa8bjUGcGxjzMjdUdEcQZA3npJ9p,Straw,,Standard,Bowler Light,Drool,Sweater Green,Natural
5758,12,2592,63.44,https://magiceden.io/item-details/9c68iYtHY9GYsskYFUCgaC9jfUyJNUjiBsW67XqVmGUD,Pink,,Angry,Headband White,Closed,Scarf Striped,Natural
5787,11,4567,63.18,https://magiceden.io/item-details/HqydXbYkB7XLpQU6WnDwdSf6DzcUvEiSRzdnxaUiMpFS,Purple,,Shades,Bucket Hat Ivory,Smirk,Shirt Flannel Yellow,Natural
5799,9.8,2911,83.78,https://magiceden.io/item-details/C6fYaUFHzNj2M651G4zFAqukU3vxe66VS3bAaoyaeXhM,Pink,,Raised,Headband White,Drool,Shirt Red,Natural
5837,12,2296,64.97,https://magiceden.io/item-details/7PzkK1Q1HK7ni1dMU9A5ZyfcAuNF6MQ3LYUUqjNGCUv7,Sky,,Sleepy,Afro,Grin,Turtleneck Orange,Natural
5877,12,4466,53.7,https://magiceden.io/item-details/EUUc8gYv7HYkxRj8WZCoJohSSTECRCQ8ShYcxYGf9YuC,Orange,,Synth,Headband Dark,Drool,Shirt Flannel Green,Natural
6001,14.2,2450,42.17,https://magiceden.io/item-details/HJvzKjbCdLWQNuLprQ9u2zxfYdNFJt8eYg6gR85biRrc,Alabaster,,Sleepy,Bucket Hat Green,Smile,T-Shirt Dark,Natural
6050,11,5186,59.96,https://magiceden.io/item-details/EazzZD7mHT4cSU8shhWpuwxAzhGJ4o8s32zfGA5phGaK,Sky,,Synth,Backwards Cap Camo,Fangs,Scarf Purple,Natural
6053,25,1143,0,https://solanart.io/nft/DZQofNVHkyHZnxehnHBrYg6rpBW3ccLfNmnCaTXkEW1s,Violet,,Jaded,Bowler Dark,Smirk,Armor Light,Natural
6073,25,1868,0,https://solanart.io/nft/898hDxxwrjHfsp8epxKqFsQ9rQ6uZf6zjcr77M8zPdWt,Violet,,Standard,Viking Dark,Grin,Sweater Purple,Natural
